county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Fort Bend,Precinct 1004-1,Registered Voters,,,,3788,,,
Fort Bend,Precinct 1004-1,Ballots Cast,,,,2584,104,2148,332
Fort Bend,Precinct 1004-1,Ballots Cast - Blank,,,,1,0,1,0
Fort Bend,Precinct 1004-1,President,,REP,Donald J. Trump,1526,33,1316,177
Fort Bend,Precinct 1004-1,President,,DEM,Kamala Harris,960,70,765,125
Fort Bend,Precinct 1004-1,President,,LIB,Chase Oliver,21,1,14,6
Fort Bend,Precinct 1004-1,President,,,Write-ins,12,0,9,3
Fort Bend,Precinct 1004-1,President,,,Over Votes,0,0,0,0
Fort Bend,Precinct 1004-1,President,,,Under Votes,10,0,8,2
Fort Bend,Precinct 1004-1,U.S. Senate,,REP,Ted Cruz,1453,34,1267,152
Fort Bend,Precinct 1004-1,U.S. Senate,,DEM,Colin Allred,1030,70,819,141
Fort Bend,Precinct 1004-1,U.S. Senate,,LIB,Ted Brown,65,0,42,23
Fort Bend,Precinct 1004-1,U.S. Senate,,,Write-ins,1,0,0,1
Fort Bend,Precinct 1004-1,U.S. Senate,,,Over Votes,0,0,0,0
Fort Bend,Precinct 1004-1,U.S. Senate,,,Under Votes,35,0,20,15
Fort Bend,Precinct 1004-1,U.S. House,22,REP,Troy E. Nehls,1610,34,1386,190
Fort Bend,Precinct 1004-1,U.S. House,22,DEM,Marquette Greene-Scott,884,66,704,114
Fort Bend,Precinct 1004-1,U.S. House,22,,Over Votes,0,0,0,0
Fort Bend,Precinct 1004-1,U.S. House,22,,Under Votes,90,4,58,28
Fort Bend,Precinct 1004-1,Railroad Commissioner,,REP,Christi Craddick,1561,35,1360,166
Fort Bend,Precinct 1004-1,Railroad Commissioner,,DEM,Katherine Culbert,798,51,646,101
Fort Bend,Precinct 1004-1,Railroad Commissioner,,LIB,Hawk Dunlap,57,1,38,18
Fort Bend,Precinct 1004-1,Railroad Commissioner,,,Write-ins,1,0,1,0
Fort Bend,Precinct 1004-1,Railroad Commissioner,,,Over Votes,0,0,0,0
Fort Bend,Precinct 1004-1,Railroad Commissioner,,,Under Votes,115,17,64,34
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 2",2,REP,Jimmy Blacklock,1611,38,1391,182
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 2",2,DEM,DaSean Jones,856,49,688,119
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 2",2,,Over Votes,0,0,0,0
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 2",2,,Under Votes,117,17,69,31
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 4",4,REP,John Devine,1566,37,1351,178
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 4",4,DEM,Christine Vinh Weems,894,50,721,123
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 4",4,,Over Votes,0,0,0,0
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 4",4,,Under Votes,124,17,76,31
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 6",6,REP,Jane Bland,1563,40,1356,167
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 6",6,DEM,Bonnie Lee Goldstein,824,47,669,108
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 6",6,LIB,J. David Roberson,76,2,51,23
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 6",6,,Over Votes,0,0,0,0
Fort Bend,Precinct 1004-1,"Justice, Supreme Court, Place 6",6,,Under Votes,121,15,72,34
Fort Bend,Precinct 1004-1,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,1611,37,1393,181
Fort Bend,Precinct 1004-1,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,846,48,682,116
Fort Bend,Precinct 1004-1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0
Fort Bend,Precinct 1004-1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,127,19,73,35
Fort Bend,Precinct 1004-1,"Judge, Court of Criminal Appeals, Place 7",7,REP,Gina Parker,1629,40,1405,184
Fort Bend,Precinct 1004-1,"Judge, Court of Criminal Appeals, Place 7",7,DEM,Nancy Mulder,832,44,674,114
Fort Bend,Precinct 1004-1,"Judge, Court of Criminal Appeals, Place 7",7,,Over Votes,0,0,0,0
Fort Bend,Precinct 1004-1,"Judge, Court of Criminal Appeals, Place 7",7,,Under Votes,123,20,69,34
Fort Bend,Precinct 1004-1,"Judge, Court of Criminal Appeals, Place 8",8,REP,Lee Finley,1623,38,1403,182
Fort Bend,Precinct 1004-1,"Judge, Court of Criminal Appeals, Place 8",8,DEM,Chika Anyiam,829,46,668,115
Fort Bend,Precinct 1004-1,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0
Fort Bend,Precinct 1004-1,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,132,20,77,35
Fort Bend,Precinct 1004-1,State Senate,17,REP,Joan Huffman,1573,36,1359,178
Fort Bend,Precinct 1004-1,State Senate,17,DEM,Kathy Cheng,879,53,706,120
Fort Bend,Precinct 1004-1,State Senate,17,,Over Votes,0,0,0,0
