county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Hays,110,Registered Voters,,,,3107,,,
Hays,110,Ballots Cast,,,,1866,78,1430,358
Hays,110,President,,REP,Donald J. Trump,834,,,
Hays,110,President,,DEM,Kamala D. Harris,994,,,
Hays,110,President,,LIB,Chase Oliver,22,,,
Hays,110,President,,GRN,Jill Stein,8,,,
Hays,110,President,,,Peter Sonski/Lauren Onak,0,,,
Hays,110,President,,,Shiva Ayyadurai/Crystal Ellis,0,,,
Hays,110,President,,,Claudia De la Cruz/Karina Garcia,0,,,
Hays,110,President,,,Cornel West/Melina Abdullah,0,,,
Hays,110,President,,,Under Votes,8,,,
Hays,110,President,,,Over Votes,0,,,
Hays,112,Registered Voters,,,,2600,,,
Hays,112,Ballots Cast,,,,1329,46,915,368
Hays,112,President,,REP,Donald J. Trump,353,,,
Hays,112,President,,DEM,Kamala D. Harris,935,,,
Hays,112,President,,LIB,Chase Oliver,11,,,
Hays,112,President,,GRN,Jill Stein,16,,,
Hays,112,President,,,Peter Sonski/Lauren Onak,0,,,
Hays,112,President,,,Shiva Ayyadurai/Crystal Ellis,1,,,
Hays,112,President,,,Claudia De la Cruz/Karina Garcia,3,,,
Hays,112,President,,,Cornel West/Melina Abdullah,1,,,
Hays,112,President,,,Under Votes,9,,,
Hays,112,President,,,Over Votes,0,,,
Hays,113,Registered Voters,,,,2700,,,
Hays,113,Ballots Cast,,,,1326,51,941,334
Hays,113,President,,REP,Donald J. Trump,396,,,
Hays,113,President,,DEM,Kamala D. Harris,901,,,
Hays,113,President,,LIB,Chase Oliver,8,,,
Hays,113,President,,GRN,Jill Stein,9,,,
Hays,113,President,,,Peter Sonski/Lauren Onak,0,,,
Hays,113,President,,,Shiva Ayyadurai/Crystal Ellis,0,,,
Hays,113,President,,,Claudia De la Cruz/Karina Garcia,1,,,
Hays,113,President,,,Cornel West/Melina Abdullah,3,,,
Hays,113,President,,,Under Votes,8,,,
Hays,113,President,,,Over Votes,0,,,
Hays,114,Registered Voters,,,,1855,,,
Hays,114,Ballots Cast,,,,963,111,683,169
Hays,114,President,,REP,Donald J. Trump,325,,,
