county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Ector,101 - 07,Registered Voters,,,,2335,,,
Ector,101 - 07,Ballots Cast,,,,1002,,,
Ector,101 - 07,President,,REP,DONALD J. TRUMP,0,14,529,244
Ector,101 - 07,President,,DEM,KAMALA D. HARRIS,0,2,143,66
Ector,101 - 07,President,,LIB,CHASE OLIVER,0,0,1,0
Ector,101 - 07,President,,,Under Votes,0,0,1,0
Ector,101 - 07,President,,,Over Votes,0,0,0,0
Ector,101 - 07,U.S. Senate,,REP,TED CRUZ,0,14,509,213
Ector,101 - 07,U.S. Senate,,DEM,COLIN ALLRED,0,2,145,78
Ector,101 - 07,U.S. Senate,,LIB,TED BROWN,0,0,11,10
Ector,101 - 07,U.S. Senate,,,Under Votes,0,0,10,8
Ector,101 - 07,U.S. Senate,,,Over Votes,0,0,0,0
Ector,101 - 07,U.S. House,11,REP,AUGUST PFLUGER,0,15,574,269
Ector,101 - 07,U.S. House,11,,Under Votes,0,1,101,41
Ector,101 - 07,U.S. House,11,,Over Votes,0,0,0,0
Ector,101 - 07,Railroad Commissioner,,REP,CHRISTI CRADDICK,0,14,485,204
Ector,101 - 07,Railroad Commissioner,,DEM,KATHERINE CULBERT,0,2,118,59
Ector,101 - 07,Railroad Commissioner,,LIB,HAWK DUNLAP,0,0,31,13
Ector,101 - 07,Railroad Commissioner,,,Under Votes,0,0,21,15
Ector,101 - 07,Railroad Commissioner,,,Over Votes,0,0,0,0
Ector,101 - 07,"Justice, Supreme Court, Place 2",,REP,JIMMY BLACKLOCK,0,13,518,220
Ector,101 - 07,"Justice, Supreme Court, Place 2",,DEM,DESEAN JONES,0,2,135,74
Ector,101 - 07,"Justice, Supreme Court, Place 2",,,Under Votes,0,1,22,16
Ector,101 - 07,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0
Ector,101 - 07,"Justice, Supreme Court, Place 4",,REP,JOHN DEVINE,0,13,517,218
Ector,101 - 07,"Justice, Supreme Court, Place 4",,DEM,CHRISTINE VINH WEEMS,0,2,136,75
Ector,101 - 07,"Justice, Supreme Court, Place 4",,,Under Votes,0,1,22,17
Ector,101 - 07,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0
Ector,101 - 07,"Justice, Supreme Court, Place 6",,REP,JANE BLAND,0,13,510,209
Ector,101 - 07,"Justice, Supreme Court, Place 6",,DEM,BONNIE LEE GOLDSTEIN,0,2,132,65
Ector,101 - 07,"Justice, Supreme Court, Place 6",,LIB,J. DAVID ROBERSON,0,0,13,16
Ector,101 - 07,"Justice, Supreme Court, Place 6",,,Under Votes,0,1,20,20
Ector,101 - 07,"Justice, Supreme Court, Place 6",,,Over Votes,0,0,0,0
Ector,101 - 07,"Presiding Judge, Court Of Criminal Appeals",,REP,DAVID J. SCHENCK,0,13,516,226
Ector,101 - 07,"Presiding Judge, Court Of Criminal Appeals",,DEM,HOLLY TAYLOR,0,2,135,69
Ector,101 - 07,"Presiding Judge, Court Of Criminal Appeals",,,Under Votes,0,1,24,15
Ector,101 - 07,"Presiding Judge, Court Of Criminal Appeals",,,Over Votes,0,0,0,0
Ector,101 - 07,"Judge, Court Of Criminal Appeals, Place 7",,REP,GINA PARKER,0,13,516,219
Ector,101 - 07,"Judge, Court Of Criminal Appeals, Place 7",,DEM,NANCY MULDER,0,2,134,73
Ector,101 - 07,"Judge, Court Of Criminal Appeals, Place 7",,,Under Votes,0,1,25,18
Ector,101 - 07,"Judge, Court Of Criminal Appeals, Place 7",,,Over Votes,0,0,0,0
