county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Atascosa,Pct. 13,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,343,29,254,59,1
Atascosa,Pct. 13,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,43,0,32,11,0
Atascosa,Pct. 13,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,1249,26,1029,193,1
Atascosa,Pct. 13,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,355,29,259,66,1
Atascosa,Pct. 13,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,1262,25,1033,203,1
Atascosa,Pct. 13,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,341,28,255,57,1
Atascosa,Pct. 13,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,1280,27,1049,203,1
Atascosa,Pct. 13,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,318,26,237,54,1
Atascosa,Pct. 13,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,1246,27,1026,192,1
Atascosa,Pct. 13,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,348,27,252,68,1
Atascosa,Pct. 13,State Representative,80,REP,Don McLaughlin Jr.,1254,27,1027,199,1
Atascosa,Pct. 13,State Representative,80,DEM,Cecilia Castellano,357,28,262,66,1
Atascosa,Pct. 13,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,773,31,586,155,1
Atascosa,Pct. 13,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,1234,28,1015,190,1
Atascosa,Pct. 13,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,360,27,261,71,1
Atascosa,Pct. 13,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,1249,27,1025,196,1
Atascosa,Pct. 13,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,344,28,252,63,1
Atascosa,Pct. 13,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,1230,29,1011,189,1
Atascosa,Pct. 13,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,362,26,267,68,1
Atascosa,Pct. 13,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,1379,30,1113,235,1
Atascosa,Pct. 13,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,1373,29,1109,233,2
Atascosa,Pct. 13,County Attorney,,REP,Molly Groesbeck Solis,1409,30,1142,236,1
Atascosa,Pct. 13,Sheriff,,REP,Jake Guerra,1376,32,1103,240,1
Atascosa,Pct. 13,County Tax Assessor-Collector,,REP,Loretta Holley,1394,32,1121,240,1
Atascosa,Pct. 13,County Commissioner,Pct 3,REP,"George ""Butch"" Pawelek",1090,27,894,168,1
Atascosa,Pct. 13,County Commissioner,Pct 3,DEM,Eliseo Perez,513,28,391,93,1
Atascosa,Pct. 13,Constable,Pct 3,REP,Cregg M. Thompson,1388,29,1121,237,1
Atascosa,Pct. 13,Mayor City of Jourdanton,,,"Robert ""Doc"" Williams",552,14,431,107,0
Atascosa,Pct. 13,Mayor City of Jourdanton,,,"""Patsy"" Patricia J. Elizabeth Tymrak-Daughtrey",424,23,319,81,1
Atascosa,Pct. 14,Ballots Cast,,,,145,1,124,20,0
Atascosa,Pct. 14,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 14,President,,REP,Donald J. Trump,127,1,112,14,0
Atascosa,Pct. 14,President,,DEM,Kamala D. Harris,18,0,12,6,0
Atascosa,Pct. 14,President,,LIB,Chase Oliver,0,0,0,0,0
Atascosa,Pct. 14,President,,GRN,Jill Stein,0,0,0,0,0
Atascosa,Pct. 14,President,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 14,U.S. Senate,,REP,Ted Cruz,124,1,110,13,0
Atascosa,Pct. 14,U.S. Senate,,DEM,Colin Allred,20,0,13,7,0
Atascosa,Pct. 14,U.S. Senate,,LIB,Ted Brown,0,0,0,0,0
Atascosa,Pct. 14,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 14,U.S. House,28,REP,Jay Furman,115,1,102,12,0
Atascosa,Pct. 14,U.S. House,28,DEM,Henry Cuellar,25,0,17,8,0
Atascosa,Pct. 14,Railroad Commissioner,,REP,Christi Craddick,119,1,105,13,0
Atascosa,Pct. 14,Railroad Commissioner,,DEM,Katherine Culbert,16,0,10,6,0
Atascosa,Pct. 14,Railroad Commissioner,,LIB,Hawk Dunlap,4,0,3,1,0
Atascosa,Pct. 14,Railroad Commissioner,,GRN,Eddie Espinoza,2,0,2,0,0
Atascosa,Pct. 14,Railroad Commissioner,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 14,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,124,1,111,12,0
Atascosa,Pct. 14,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,17,0,9,8,0
Atascosa,Pct. 14,"Justice, Supreme Court",PI 4,REP,John Devine,124,1,110,13,0
Atascosa,Pct. 14,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,18,0,11,7,0
Atascosa,Pct. 14,"Justice, Supreme Court",PI 6,REP,Jane Bland,120,1,108,11,0
Atascosa,Pct. 14,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,20,0,12,8,0
Atascosa,Pct. 14,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,0,0,0,0,0
Atascosa,Pct. 14,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,121,1,109,11,0
Atascosa,Pct. 14,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,18,0,10,8,0
Atascosa,Pct. 14,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,118,1,106,11,0
Atascosa,Pct. 14,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,18,0,10,8,0
Atascosa,Pct. 14,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,119,1,107,11,0
Atascosa,Pct. 14,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,17,0,10,7,0
Atascosa,Pct. 14,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,118,1,106,11,0
Atascosa,Pct. 14,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,17,0,9,8,0
Atascosa,Pct. 14,State Representative,80,REP,Don McLaughlin Jr.,119,1,107,11,0
Atascosa,Pct. 14,State Representative,80,DEM,Cecilia Castellano,19,0,11,8,0
Atascosa,Pct. 14,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,56,0,46,10,0
Atascosa,Pct. 14,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,114,1,104,9,0
Atascosa,Pct. 14,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,21,0,12,9,0
Atascosa,Pct. 14,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,115,1,105,9,0
Atascosa,Pct. 14,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,20,0,11,9,0
Atascosa,Pct. 14,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,115,1,104,10,0
Atascosa,Pct. 14,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,21,0,13,8,0
Atascosa,Pct. 14,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,123,1,109,13,0
Atascosa,Pct. 14,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,119,1,105,13,0
Atascosa,Pct. 14,County Attorney,,REP,Molly Groesbeck Solis,124,1,109,14,0
Atascosa,Pct. 14,Sheriff,,REP,Jake Guerra,120,1,104,15,0
Atascosa,Pct. 14,County Tax Assessor-Collector,,REP,Loretta Holley,128,1,111,16,0
Atascosa,Pct. 14,County Commissioner,Pct 3,REP,"George ""Butch"" Pawelek",86,1,76,9,0
Atascosa,Pct. 14,County Commissioner,Pct 3,DEM,Eliseo Perez,54,0,43,11,0
Atascosa,Pct. 14,Constable,Pct 3,REP,Cregg M. Thompson,127,1,112,14,0
Atascosa,Pct. 15,Ballots Cast,,,,1366,41,948,377,0
Atascosa,Pct. 15,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 15,President,,REP,Donald J. Trump,923,14,666,243,0
Atascosa,Pct. 15,President,,DEM,Kamala D. Harris,424,27,271,126,0
Atascosa,Pct. 15,President,,LIB,Chase Oliver,9,0,5,4,0
Atascosa,Pct. 15,President,,GRN,Jill Stein,5,0,2,3,0
Atascosa,Pct. 15,President,,,Write-ins,2,0,2,0,0
Atascosa,Pct. 15,U.S. Senate,,REP,Ted Cruz,829,11,619,199,0
Atascosa,Pct. 15,U.S. Senate,,DEM,Colin Allred,461,29,289,143,0
Atascosa,Pct. 15,U.S. Senate,,LIB,Ted Brown,41,0,26,15,0
Atascosa,Pct. 15,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 15,U.S. House,28,REP,Jay Furman,814,8,609,197,0
Atascosa,Pct. 15,U.S. House,28,DEM,Henry Cuellar,508,32,323,153,0
Atascosa,Pct. 15,Railroad Commissioner,,REP,Christi Craddick,824,9,614,201,0
Atascosa,Pct. 15,Railroad Commissioner,,DEM,Katherine Culbert,384,27,233,124,0
Atascosa,Pct. 15,Railroad Commissioner,,LIB,Hawk Dunlap,28,0,19,9,0
Atascosa,Pct. 15,Railroad Commissioner,,GRN,Eddie Espinoza,61,0,49,12,0
Atascosa,Pct. 15,Railroad Commissioner,,,Write-ins,1,0,1,0,0
Atascosa,Pct. 15,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,880,11,658,211,0
Atascosa,Pct. 15,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,411,26,255,130,0
Atascosa,Pct. 15,"Justice, Supreme Court",PI 4,REP,John Devine,862,11,637,214,0
Atascosa,Pct. 15,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,423,26,270,127,0
Atascosa,Pct. 15,"Justice, Supreme Court",PI 6,REP,Jane Bland,834,10,626,198,0
Atascosa,Pct. 15,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,414,26,267,121,0
Atascosa,Pct. 15,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,32,1,18,13,0
Atascosa,Pct. 15,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,848,11,632,205,0
Atascosa,Pct. 15,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,427,27,277,123,0
Atascosa,Pct. 15,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,850,11,632,207,0
Atascosa,Pct. 15,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,419,27,271,121,0
Atascosa,Pct. 15,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,857,11,642,204,0
Atascosa,Pct. 15,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,413,26,261,126,0
Atascosa,Pct. 15,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,845,12,629,204,0
Atascosa,Pct. 15,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,432,27,276,129,0
Atascosa,Pct. 15,State Representative,80,REP,Don McLaughlin Jr.,866,12,645,209,0
Atascosa,Pct. 15,State Representative,80,DEM,Cecilia Castellano,425,26,272,127,0
Atascosa,Pct. 15,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,724,29,481,214,0
Atascosa,Pct. 15,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,819,11,614,194,0
Atascosa,Pct. 15,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,459,28,293,138,0
Atascosa,Pct. 15,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,819,11,614,194,0
Atascosa,Pct. 15,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,457,28,290,139,0
Atascosa,Pct. 15,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,820,11,611,198,0
Atascosa,Pct. 15,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,452,27,291,134,0
Atascosa,Pct. 15,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,1037,17,755,265,0
Atascosa,Pct. 15,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,1051,19,759,273,0
Atascosa,Pct. 15,County Attorney,,REP,Molly Groesbeck Solis,1062,19,767,276,0
Atascosa,Pct. 15,Sheriff,,REP,Jake Guerra,1084,19,778,287,0
Atascosa,Pct. 15,County Tax Assessor-Collector,,REP,Loretta Holley,1089,21,783,285,0
Atascosa,Pct. 15,County Commissioner,Pct 1,REP,Mark Gillespie,1088,21,780,287,0
Atascosa,Pct. 15,Constable,Pct 1,REP,Mark Medina,1072,19,777,276,0
Atascosa,Pct. 17,Ballots Cast,,,,1023,21,673,329,0
Atascosa,Pct. 17,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 17,President,,REP,Donald J. Trump,576,12,380,184,0
Atascosa,Pct. 17,President,,DEM,Kamala D. Harris,430,9,281,140,0
Atascosa,Pct. 17,President,,LIB,Chase Oliver,5,0,3,2,0
Atascosa,Pct. 17,President,,GRN,Jill Stein,6,0,5,1,0
Atascosa,Pct. 17,President,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 17,U.S. Senate,,REP,Ted Cruz,478,12,330,136,0
Atascosa,Pct. 17,U.S. Senate,,DEM,Colin Allred,487,8,315,164,0
Atascosa,Pct. 17,U.S. Senate,,LIB,Ted Brown,27,1,10,16,0
Atascosa,Pct. 17,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 17,U.S. House,28,REP,Jay Furman,460,11,312,137,0
Atascosa,Pct. 17,U.S. House,28,DEM,Henry Cuellar,510,10,327,173,0
Atascosa,Pct. 17,Railroad Commissioner,,REP,Christi Craddick,472,11,319,142,0
Atascosa,Pct. 17,Railroad Commissioner,,DEM,Katherine Culbert,406,10,267,129,0
Atascosa,Pct. 17,Railroad Commissioner,,LIB,Hawk Dunlap,20,0,8,12,0
Atascosa,Pct. 17,Railroad Commissioner,,GRN,Eddie Espinoza,50,0,34,16,0
Atascosa,Pct. 17,Railroad Commissioner,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 17,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,508,12,344,152,0
Atascosa,Pct. 17,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,434,9,279,146,0
Atascosa,Pct. 17,"Justice, Supreme Court",PI 4,REP,John Devine,488,12,333,143,0
Atascosa,Pct. 17,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,451,9,289,153,0
Atascosa,Pct. 17,"Justice, Supreme Court",PI 6,REP,Jane Bland,466,12,318,136,0
Atascosa,Pct. 17,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,445,9,295,141,0
Atascosa,Pct. 17,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,27,0,15,12,0
Atascosa,Pct. 17,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,481,12,324,145,0
Atascosa,Pct. 17,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,455,9,302,144,0
Atascosa,Pct. 17,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,487,12,336,139,0
Atascosa,Pct. 17,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,449,9,290,150,0
Atascosa,Pct. 17,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,506,12,347,147,0
Atascosa,Pct. 17,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,423,9,275,139,0
Atascosa,Pct. 17,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,483,13,327,143,0
Atascosa,Pct. 17,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,449,8,295,146,0
Atascosa,Pct. 17,State Representative,80,REP,Don McLaughlin Jr.,497,12,336,149,0
Atascosa,Pct. 17,State Representative,80,DEM,Cecilia Castellano,458,9,298,151,0
Atascosa,Pct. 17,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,650,11,419,220,0
Atascosa,Pct. 17,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,469,12,321,136,0
Atascosa,Pct. 17,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,459,9,298,152,0
Atascosa,Pct. 17,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,461,12,317,132,0
Atascosa,Pct. 17,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,467,9,302,156,0
Atascosa,Pct. 17,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,464,12,315,137,0
Atascosa,Pct. 17,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,463,9,302,152,0
Atascosa,Pct. 17,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,670,12,441,217,0
Atascosa,Pct. 17,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,675,13,445,217,0
Atascosa,Pct. 17,County Attorney,,REP,Molly Groesbeck Solis,735,14,482,239,0
Atascosa,Pct. 17,Sheriff,,REP,Jake Guerra,746,18,480,248,0
Atascosa,Pct. 17,County Tax Assessor-Collector,,REP,Loretta Holley,731,17,480,234,0
Atascosa,Pct. 17,County Commissioner,Pct 3,REP,"George ""Butch"" Pawelek",452,12,301,139,0
Atascosa,Pct. 17,County Commissioner,Pct 3,DEM,Eliseo Perez,502,9,327,166,0
Atascosa,Pct. 17,Constable,Pct 3,REP,Cregg M. Thompson,687,15,443,229,0
Atascosa,Pct. 18,Ballots Cast,,,,1101,13,669,417,2
Atascosa,Pct. 18,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 18,President,,REP,Donald J. Trump,825,4,521,298,2
Atascosa,Pct. 18,President,,DEM,Kamala D. Harris,258,8,141,109,0
Atascosa,Pct. 18,President,,LIB,Chase Oliver,3,0,0,3,0
Atascosa,Pct. 18,President,,GRN,Jill Stein,6,0,3,3,0
Atascosa,Pct. 18,President,,,Write-ins,2,0,1,1,0
Atascosa,Pct. 18,U.S. Senate,,REP,Ted Cruz,752,5,485,261,1
Atascosa,Pct. 18,U.S. Senate,,DEM,Colin Allred,298,6,162,130,0
Atascosa,Pct. 18,U.S. Senate,,LIB,Ted Brown,23,0,8,15,0
Atascosa,Pct. 18,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 18,U.S. House,28,REP,Jay Furman,688,4,460,222,2
Atascosa,Pct. 18,U.S. House,28,DEM,Henry Cuellar,370,9,186,175,0
Atascosa,Pct. 18,Railroad Commissioner,,REP,Christi Craddick,710,5,470,234,1
Atascosa,Pct. 18,Railroad Commissioner,,DEM,Katherine Culbert,240,6,126,108,0
Atascosa,Pct. 18,Railroad Commissioner,,LIB,Hawk Dunlap,28,0,17,11,0
Atascosa,Pct. 18,Railroad Commissioner,,GRN,Eddie Espinoza,43,0,21,22,0
Atascosa,Pct. 18,Railroad Commissioner,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 18,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,768,5,497,265,1
Atascosa,Pct. 18,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,252,7,136,109,0
Atascosa,Pct. 18,"Justice, Supreme Court",PI 4,REP,John Devine,737,5,483,248,1
Atascosa,Pct. 18,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,283,7,151,125,0
Atascosa,Pct. 18,"Justice, Supreme Court",PI 6,REP,Jane Bland,720,5,476,238,1
Atascosa,Pct. 18,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,259,6,130,123,0
Atascosa,Pct. 18,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,25,1,16,8,0
Atascosa,Pct. 18,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,729,4,481,243,1
Atascosa,Pct. 18,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,274,8,141,125,0
Atascosa,Pct. 18,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,733,4,486,242,1
Atascosa,Pct. 18,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,266,8,137,121,0
Atascosa,Pct. 18,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,747,5,486,255,1
Atascosa,Pct. 18,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,247,6,134,107,0
Atascosa,Pct. 18,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,737,5,484,247,1
Atascosa,Pct. 18,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,257,7,133,117,0
Atascosa,Pct. 18,State Representative,80,REP,Don McLaughlin Jr.,741,4,491,245,1
Atascosa,Pct. 18,State Representative,80,DEM,Cecilia Castellano,280,8,139,133,0
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,542,8,301,232,1
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,714,4,478,231,1
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,276,8,141,127,0
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,717,4,476,236,1
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,280,8,145,127,0
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,718,4,478,235,1
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,274,8,141,125,0
Atascosa,Pct. 18,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,846,7,544,294,1
Atascosa,Pct. 18,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,861,7,550,303,1
Atascosa,Pct. 18,County Attorney,,REP,Molly Groesbeck Solis,869,7,551,310,1
Atascosa,Pct. 18,Sheriff,,REP,Jake Guerra,867,8,545,313,1
Atascosa,Pct. 18,County Tax Assessor-Collector,,REP,Loretta Holley,896,8,559,328,1
Atascosa,Pct. 18,County Commissioner,Pct 3,REP,"George ""Butch"" Pawelek",599,4,400,194,1
Atascosa,Pct. 18,County Commissioner,Pct 3,DEM,Eliseo Perez,455,8,246,201,0
Atascosa,Pct. 18,Constable,Pct 3,REP,Cregg M. Thompson,938,8,581,348,1
Atascosa,Pct. 18,Mayor City of Charlotte,,,Stephen Porter,136,0,57,79,0
Atascosa,Pct. 18,Mayor City of Charlotte,,,James D. Roberts,326,4,148,174,0
Atascosa,Pct. 18,"Council Member, Place 2 City of Charlotte",,,Robert Romo,264,2,134,128,0
Atascosa,Pct. 18,"Council Member, Place 2 City of Charlotte",,,Juan Gonzalez,204,2,76,126,0
Atascosa,Pct. 18,"Council Member, Place 3 City of Charlotte",,,Matthew James Garcia,271,3,129,139,0
Atascosa,Pct. 18,"Council Member, Place 3 City of Charlotte",,,Amanda Luna,192,1,81,110,0
Atascosa,Pct. 19,Ballots Cast,,,,303,9,216,78,0
Atascosa,Pct. 19,Ballots Cast Blank,,,,0,0,0,0,0
Atascosa,Pct. 19,President,,REP,Donald J. Trump,236,4,169,63,0
Atascosa,Pct. 19,President,,DEM,Kamala D. Harris,61,5,45,11,0
Atascosa,Pct. 19,President,,LIB,Chase Oliver,2,0,2,0,0
Atascosa,Pct. 19,President,,GRN,Jill Stein,1,0,0,1,0
Atascosa,Pct. 19,President,,,Write-ins,2,0,0,2,0
Atascosa,Pct. 19,U.S. Senate,,REP,Ted Cruz,212,3,155,54,0
Atascosa,Pct. 19,U.S. Senate,,DEM,Colin Allred,74,6,52,16,0
Atascosa,Pct. 19,U.S. Senate,,LIB,Ted Brown,11,0,4,7,0
Atascosa,Pct. 19,U.S. Senate,,,Write-ins,0,0,0,0,0
Atascosa,Pct. 19,U.S. House,28,REP,Jay Furman,207,3,144,60,0
Atascosa,Pct. 19,U.S. House,28,DEM,Henry Cuellar,85,6,61,18,0
Atascosa,Pct. 19,Railroad Commissioner,,REP,Christi Craddick,208,4,148,56,0
Atascosa,Pct. 19,Railroad Commissioner,,DEM,Katherine Culbert,62,5,45,12,0
Atascosa,Pct. 19,Railroad Commissioner,,LIB,Hawk Dunlap,13,0,8,5,0
Atascosa,Pct. 19,Railroad Commissioner,,GRN,Eddie Espinoza,6,0,4,2,0
Atascosa,Pct. 19,Railroad Commissioner,,,Write-ins,1,0,0,1,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,226,4,158,64,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,61,5,44,12,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 4,REP,John Devine,222,3,155,64,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,65,6,46,13,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 6,REP,Jane Bland,215,3,153,59,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,67,6,48,13,0
Atascosa,Pct. 19,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,7,0,2,5,0
Atascosa,Pct. 19,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,216,3,157,56,0
Atascosa,Pct. 19,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,70,6,45,19,0
Atascosa,Pct. 19,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,226,3,160,63,0
Atascosa,Pct. 19,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,60,6,41,13,0
Atascosa,Pct. 19,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,219,3,153,63,0
Atascosa,Pct. 19,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,64,6,46,12,0
Atascosa,Pct. 19,"Member, State BoE",Dist 1,REP,Michael (Travis) Stevens,223,3,159,61,0
Atascosa,Pct. 19,"Member, State BoE",Dist 1,DEM,Gustavo Reveles,65,6,44,15,0
Atascosa,Pct. 19,State Representative,80,REP,Don McLaughlin Jr.,225,3,160,62,0
Atascosa,Pct. 19,State Representative,80,DEM,Cecilia Castellano,63,6,43,14,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 2,DEM,Velia J. Meza,165,7,113,45,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 3,REP,Todd McCray,217,3,155,59,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 3,DEM,Cynthia Marie Chapa,67,6,44,17,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 4,REP,Lori Massey Brissette,221,4,156,61,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 4,DEM,Luz Elena Chapa,63,5,42,16,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 5,REP,Adrian Spears,213,3,150,60,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 5,DEM,Liza A. Rodriguez,67,6,47,14,0
Atascosa,Pct. 19,"Justice, 4th Ct of App Dist",PI 7,REP,Lori I. Valenzuela,244,5,170,69,0
Atascosa,Pct. 19,"Dist Attorney, 81st Judicial Dist",,REP,Audrey Gossett Louis,247,6,173,68,0
Atascosa,Pct. 19,County Attorney,,REP,Molly Groesbeck Solis,251,6,176,69,0
Atascosa,Pct. 19,Sheriff,,REP,Jake Guerra,247,6,173,68,0
Atascosa,Pct. 19,County Tax Assessor-Collector,,REP,Loretta Holley,247,6,172,69,0
Atascosa,Pct. 19,Constable,Pct 4,REP,"John ""Andy"" Rutherford",241,6,167,68,0
