county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Burnet,Precinct 5,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,43,522,138,703
Burnet,Precinct 5,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 5,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,25,137,52,214
Burnet,Precinct 6,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,1,14,0,15
Burnet,Precinct 6,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 6,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,0,4,1,5
Burnet,Precinct 6 - MFISD,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,12,284,117,413
Burnet,Precinct 6 - MFISD,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 6 - MFISD,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,8,66,31,105
Burnet,Precinct 7,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,29,318,102,449
Burnet,Precinct 7,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 7,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,8,66,24,98
Burnet,Precinct 8,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,41,749,178,968
Burnet,Precinct 8,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 8,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,15,123,32,170
Burnet,Precinct 9,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,11,117,22,150
Burnet,Precinct 9,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 9,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,2,18,6,26
Burnet,Precinct 9 - MFISD,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,72,1439,232,1743
Burnet,Precinct 9 - MFISD,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 9 - MFISD,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,40,265,66,371
Burnet,Precinct 10,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,37,1056,130,1223
Burnet,Precinct 10,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 10,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,30,222,25,277
Burnet,Precinct 11,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,14,350,136,500
Burnet,Precinct 11,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 11,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,7,47,28,82
Burnet,Precinct 12,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,42,1145,196,1383
Burnet,Precinct 12,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 12,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,22,248,65,335
Burnet,Precinct 13,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,24,640,166,830
Burnet,Precinct 13,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 13,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,5,154,45,204
Burnet,Precinct 14,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,8,360,94,462
Burnet,Precinct 14,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 14,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,7,56,23,86
Burnet,Precinct 15,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,24,399,248,671
Burnet,Precinct 15,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 15,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,11,89,56,156
Burnet,Precinct 16,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,15,235,196,446
Burnet,Precinct 16,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 16,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,6,46,39,91
Burnet,Precinct 17,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,68,1386,192,1646
Burnet,Precinct 17,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 17,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,32,259,48,339
Burnet,Precinct 18,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,31,599,87,717
Burnet,Precinct 18,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 18,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,19,188,41,248
Burnet,Precinct 19,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,155,2169,360,2684
Burnet,Precinct 19,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 19,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,92,594,76,762
Burnet,Precinct 20,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,0,15,1,16
Burnet,Precinct 20,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 20,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,0,4,0,4
Burnet,Precinct 20 - MFISD,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Perry Thomas,91,1620,361,2072
Burnet,Precinct 20 - MFISD,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 20 - MFISD,"DISTRICT ATTORNEY, 33RD JUDICIAL DISTRICT",,,Under Votes,87,491,118,696
Burnet,Precinct 1,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,49,905,118,1072
Burnet,Precinct 1,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 1,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,158,138,28,324
Burnet,Precinct 2,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,130,1574,245,1949
Burnet,Precinct 2,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 2,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,65,330,57,452
Burnet,Precinct 3,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,21,531,166,718
Burnet,Precinct 3,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 3,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,14,130,64,208
Burnet,Precinct 4,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,58,1417,353,1828
Burnet,Precinct 4,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 4,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,60,351,81,492
Burnet,Precinct 5,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,45,523,136,704
Burnet,Precinct 5,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 5,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,23,136,54,213
Burnet,Precinct 6,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,1,14,0,15
Burnet,Precinct 6,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 6,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,0,4,1,5
Burnet,Precinct 6 - MFISD,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,12,283,121,416
Burnet,Precinct 6 - MFISD,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 6 - MFISD,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,8,67,27,102
Burnet,Precinct 7,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,30,317,102,449
Burnet,Precinct 7,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 7,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,7,67,24,98
Burnet,Precinct 8,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,41,754,180,975
Burnet,Precinct 8,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 8,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,15,118,30,163
Burnet,Precinct 9,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,11,117,24,152
Burnet,Precinct 9,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 9,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,2,18,4,24
Burnet,Precinct 9 - MFISD,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,75,1457,238,1770
Burnet,Precinct 9 - MFISD,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 9 - MFISD,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,37,247,60,344
Burnet,Precinct 10,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,39,1067,128,1234
Burnet,Precinct 10,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 10,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,28,211,27,266
Burnet,Precinct 11,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,15,357,139,511
Burnet,Precinct 11,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 11,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,6,40,25,71
Burnet,Precinct 12,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,41,1151,198,1390
Burnet,Precinct 12,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 12,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,23,242,63,328
Burnet,Precinct 13,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,25,649,168,842
Burnet,Precinct 13,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 13,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,4,145,43,192
Burnet,Precinct 14,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,8,368,95,471
Burnet,Precinct 14,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 14,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,7,48,22,77
Burnet,Precinct 15,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,26,407,250,683
Burnet,Precinct 15,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 15,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,9,81,54,144
Burnet,Precinct 16,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,14,236,201,451
Burnet,Precinct 16,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 16,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,7,45,34,86
Burnet,Precinct 17,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,70,1394,196,1660
Burnet,Precinct 17,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 17,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,30,251,44,325
Burnet,Precinct 18,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,30,605,90,725
Burnet,Precinct 18,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 18,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,20,182,38,240
Burnet,Precinct 19,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,158,2202,367,2727
Burnet,Precinct 19,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 19,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,89,561,69,719
Burnet,Precinct 20,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,0,15,1,16
Burnet,Precinct 20,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 20,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,0,4,0,4
Burnet,Precinct 20 - MFISD,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Allan Garrett,95,1658,369,2122
Burnet,Precinct 20 - MFISD,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Over Votes,0,0,0,0
Burnet,Precinct 20 - MFISD,"DISTRICT JUDGE, 33RD JUDICIAL DISTRICT",,,Under Votes,83,453,110,646
Burnet,Precinct 1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,153,874,115,1142
Burnet,Precinct 1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,45,143,24,212
Burnet,Precinct 1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,9,26,7,42
Burnet,Precinct 2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,117,1494,218,1829
Burnet,Precinct 2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,71,349,65,485
Burnet,Precinct 2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,7,61,19,87
Burnet,Precinct 3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,17,483,145,645
Burnet,Precinct 3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,17,150,73,240
Burnet,Precinct 3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,1,28,12,41
Burnet,Precinct 4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,41,1347,328,1716
Burnet,Precinct 4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,67,366,85,518
Burnet,Precinct 4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 4,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,10,55,21,86
Burnet,Precinct 5,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,40,516,138,694
Burnet,Precinct 5,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,28,132,43,203
Burnet,Precinct 5,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 5,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,0,11,9,20
Burnet,Precinct 6,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,1,14,0,15
Burnet,Precinct 6,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,0,4,1,5
Burnet,Precinct 6,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 6,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,0,0,0,0
Burnet,Precinct 6 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,12,270,118,400
Burnet,Precinct 6 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,6,74,25,105
Burnet,Precinct 6 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 6 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,2,6,5,13
Burnet,Precinct 7,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,21,313,101,435
Burnet,Precinct 7,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,16,57,19,92
Burnet,Precinct 7,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 7,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,0,14,6,20
Burnet,Precinct 8,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,36,730,162,928
Burnet,Precinct 8,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,20,121,35,176
Burnet,Precinct 8,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 8,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,0,21,13,34
Burnet,Precinct 9,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,9,113,23,145
Burnet,Precinct 9,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,3,22,3,28
Burnet,Precinct 9,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 9,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,1,0,2,3
Burnet,Precinct 9 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,56,1391,215,1662
Burnet,Precinct 9 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,52,258,58,368
Burnet,Precinct 9 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 9 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,4,55,25,84
Burnet,Precinct 10,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,30,1038,117,1185
Burnet,Precinct 10,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,35,199,31,265
Burnet,Precinct 10,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 10,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,2,41,7,50
Burnet,Precinct 11,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,13,347,139,499
Burnet,Precinct 11,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,7,43,20,70
Burnet,Precinct 11,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 11,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,1,7,5,13
Burnet,Precinct 12,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,37,1114,195,1346
Burnet,Precinct 12,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,25,243,46,314
Burnet,Precinct 12,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 12,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,2,36,20,58
Burnet,Precinct 13,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,21,618,149,788
Burnet,Precinct 13,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,7,147,55,209
Burnet,Precinct 13,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 13,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,1,29,7,37
Burnet,Precinct 14,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,9,353,96,458
Burnet,Precinct 14,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,6,51,18,75
Burnet,Precinct 14,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 14,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,0,12,3,15
Burnet,Precinct 15,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,22,401,244,667
Burnet,Precinct 15,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,12,76,44,132
Burnet,Precinct 15,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 15,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,1,11,16,28
Burnet,Precinct 16,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,14,239,187,440
Burnet,Precinct 16,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,7,41,43,91
Burnet,Precinct 16,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 16,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,0,1,5,6
Burnet,Precinct 17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,53,1396,187,1636
Burnet,Precinct 17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,42,201,43,286
Burnet,Precinct 17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 17,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,5,48,10,63
Burnet,Precinct 18,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,25,558,87,670
Burnet,Precinct 18,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,23,205,32,260
Burnet,Precinct 18,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 18,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,2,24,9,35
Burnet,Precinct 19,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,139,2073,332,2544
Burnet,Precinct 19,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,98,596,86,780
Burnet,Precinct 19,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 19,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,10,94,18,122
Burnet,Precinct 20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,0,15,1,16
Burnet,Precinct 20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,0,4,0,4
Burnet,Precinct 20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 20,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,0,0,0,0
Burnet,Precinct 20 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Gina Parker,84,1547,333,1964
Burnet,Precinct 20 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Nancy Mulder,83,491,115,689
Burnet,Precinct 20 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Over Votes,0,0,0,0
Burnet,Precinct 20 - MFISD,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 7",,,Under Votes,11,73,31,115
Burnet,Precinct 1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,157,874,115,1146
Burnet,Precinct 1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,40,136,23,199
Burnet,Precinct 1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 1,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,10,33,8,51
Burnet,Precinct 2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,120,1496,223,1839
Burnet,Precinct 2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Chika Anyiam,68,338,58,464
Burnet,Precinct 2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Over Votes,0,0,0,0
Burnet,Precinct 2,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Under Votes,7,70,21,98
Burnet,Precinct 3,"JUDGE, COURT OF CRIMINAL APPEALS PLACE 8",,,Lee Finley,17,482,147,646
