county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
McLennan,001-A,Registered Voters,,,,377,,,
McLennan,001-A,Ballots Cast,,,,152,,,
McLennan,001-A,President,,REP,Donald J. Trump,56,0,38,18
McLennan,001-A,President,,DEM,Kamala D. Harris,93,4,60,29
McLennan,001-A,President,,LIB,Chase Oliver,2,0,2,0
McLennan,001-A,President,,GRN,Jill Stein,0,0,0,0
McLennan,001-A,President,,,Under Votes,0,0,0,0
McLennan,001-A,President,,,Over Votes,0,0,0,0
McLennan,001-A,U.S. Senate,,REP,Ted Cruz,55,0,37,18
McLennan,001-A,U.S. Senate,,DEM,Colin Allred,91,4,61,26
McLennan,001-A,U.S. Senate,,LIB,Ted Brown,5,0,3,2
McLennan,001-A,U.S. Senate,,,Under Votes,1,0,0,1
McLennan,001-A,U.S. Senate,,,Over Votes,0,0,0,0
McLennan,001-A,U.S. House,17,REP,Pete Sessions,60,0,42,18
McLennan,001-A,U.S. House,17,DEM,Mark Lorenzen,83,4,54,25
McLennan,001-A,U.S. House,17,,Under Votes,9,0,5,4
McLennan,001-A,U.S. House,17,,Over Votes,0,0,0,0
McLennan,001-A,Railroad Commissioner,,REP,Christi Craddick,52,0,37,15
McLennan,001-A,Railroad Commissioner,,DEM,Katherine Culbert,79,4,53,22
McLennan,001-A,Railroad Commissioner,,LIB,Hawk Dunlap,5,0,3,2
McLennan,001-A,Railroad Commissioner,,GRN,Eddie Espinoza,10,0,6,4
McLennan,001-A,Railroad Commissioner,,,Under Votes,6,0,2,4
McLennan,001-A,Railroad Commissioner,,,Over Votes,0,0,0,0
McLennan,001-A,"Justice, Supreme Court, Place 2",2,REP,Jimmy Blacklock,58,0,40,18
McLennan,001-A,"Justice, Supreme Court, Place 2",2,DEM,DaSean Jones,88,4,59,25
McLennan,001-A,"Justice, Supreme Court, Place 2",2,,Under Votes,6,0,2,4
McLennan,001-A,"Justice, Supreme Court, Place 2",2,,Over Votes,0,0,0,0
McLennan,001-A,"Justice, Supreme Court, Place 4",4,REP,John Devine,58,0,38,20
McLennan,001-A,"Justice, Supreme Court, Place 4",4,DEM,Christine Vinh Weems,87,4,60,23
McLennan,001-A,"Justice, Supreme Court, Place 4",4,,Under Votes,7,0,3,4
McLennan,001-A,"Justice, Supreme Court, Place 4",4,,Over Votes,0,0,0,0
McLennan,001-A,"Justice, Supreme Court, Place 6",6,REP,Jane Bland,55,0,39,16
McLennan,001-A,"Justice, Supreme Court, Place 6",6,DEM,Bonnie Lee Goldstein,82,4,55,23
McLennan,001-A,"Justice, Supreme Court, Place 6",6,LIB,J. David Roberson,10,0,6,4
McLennan,001-A,"Justice, Supreme Court, Place 6",6,,Under Votes,5,0,1,4
McLennan,001-A,"Justice, Supreme Court, Place 6",6,,Over Votes,0,0,0,0
McLennan,001-A,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,57,0,40,17
McLennan,001-A,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,87,4,57,26
McLennan,001-A,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,8,0,4,4
McLennan,001-A,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0
McLennan,001-A,"Judge, Court of Criminal Appeals, Place 7",7,REP,Gina Parker,59,0,41,18
McLennan,001-A,"Judge, Court of Criminal Appeals, Place 7",7,DEM,Nancy Mulder,87,4,58,25
McLennan,001-A,"Judge, Court of Criminal Appeals, Place 7",7,,Under Votes,6,0,2,4
McLennan,001-A,"Judge, Court of Criminal Appeals, Place 7",7,,Over Votes,0,0,0,0
McLennan,001-A,"Judge, Court of Criminal Appeals, Place 8",8,REP,Lee Finley,57,0,39,18
McLennan,001-A,"Judge, Court of Criminal Appeals, Place 8",8,DEM,Chika Anyiam,86,4,58,24
McLennan,001-A,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,9,0,4,5
McLennan,001-A,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0
