county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Grayson,Precinct 1,Registered Voters,,,,370,,,
Grayson,Precinct 1,Ballots Cast,,,,302,25,236,41
Grayson,Precinct 1,President,,REP,Donald J. Trump/JD Vance,162,9,125,28
Grayson,Precinct 1,President,,DEM,Kamala D. Harris/Tim Walz,131,16,105,10
Grayson,Precinct 1,President,,LIB,Chase Oliver/Mike ter Maat,5,0,4,1
Grayson,Precinct 1,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
Grayson,Precinct 1,U.S. Senate,,REP,Ted Cruz,160,9,127,24
Grayson,Precinct 1,U.S. Senate,,DEM,Colin Allred,128,16,102,10
Grayson,Precinct 1,U.S. Senate,,LIB,Ted Brown,10,0,6,4
Grayson,Precinct 1,U.S. House,23,REP,Tony Gonzales,178,9,142,27
Grayson,Precinct 1,U.S. House,23,DEM,S. Limon,114,16,90,8
Grayson,Precinct 1,Railroad Commissioner,,REP,Christi Craddick,155,9,121,25
Grayson,Precinct 1,Railroad Commissioner,,DEM,Katherine Culbert,117,13,98,6
Grayson,Precinct 1,Railroad Commissioner,,LIB,Hawk Dunlap,14,1,8,5
Grayson,Precinct 1,Railroad Commissioner,,GRN,Eddie Espinoza,3,0,3,0
Grayson,Precinct 1,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,170,9,133,28
Grayson,Precinct 1,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,116,14,95,7
Grayson,Precinct 1,"Justice, Supreme Court, Pl 4",,REP,John Devine,167,9,132,26
Grayson,Precinct 1,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,119,14,96,9
Grayson,Precinct 1,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,157,9,124,24
Grayson,Precinct 1,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,117,14,96,7
Grayson,Precinct 1,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,12,0,8,4
Grayson,Precinct 1,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,166,9,131,26
Grayson,Precinct 1,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,120,14,97,9
Grayson,Precinct 1,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,168,9,133,26
Grayson,Precinct 1,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,116,14,94,8
Grayson,Precinct 1,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,167,9,133,25
Grayson,Precinct 1,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,112,13,91,8
Grayson,Precinct 1,State Board of Education,1,REP,Michael (Travis) Stevens,167,9,131,27
Grayson,Precinct 1,State Board of Education,1,DEM,Gustavo Reveles,116,14,95,7
Grayson,Precinct 1,State Senator,29,DEM,César J. Blanco,148,13,125,10
Grayson,Precinct 1,State Representative,74,REP,Robert Garza,160,9,125,26
Grayson,Precinct 1,State Representative,74,DEM,Eddie Morales Jr,124,14,102,8
Grayson,Precinct 1,"Chief Justice, 8th Ct of App Dist - Unexpired Term",,DEM,Maria Salas Mendoza,141,11,121,9
Grayson,Precinct 1,"Justice, 8th Ct of App Dist, Pl 2",,DEM,Lisa Soto,142,13,119,10
Grayson,Precinct 1,"Justice, 8th Ct of App Dist, Pl 3",,DEM,Gina M. Palafox,141,13,119,9
Grayson,Precinct 1,"Dist Judge, 394th Judicial Dist",,REP,Monty Kimball,200,16,154,30
Grayson,Precinct 1,District Attorney,,REP,Ori T. White,176,16,137,23
Grayson,Precinct 1,Sheriff/County Tax Assessor-Collector,,REP,Victor Lopez,216,15,172,29
Grayson,Precinct 1,County Commissioner Pct 1,,REP,Jody Adams,206,17,160,29
Grayson,Precinct 1,Constable,,REP,Mike Wright,200,16,159,25
Grayson,Precinct 2,Registered Voters,,,,366,,,
Grayson,Precinct 2,Ballots Cast,,,,261,6,207,48
Grayson,Precinct 2,President,,REP,Donald J. Trump/JD Vance,146,3,114,29
Grayson,Precinct 2,President,,DEM,Kamala D. Harris/Tim Walz,106,3,84,19
Grayson,Precinct 2,President,,LIB,Chase Oliver/Mike ter Maat,4,0,4,0
Grayson,Precinct 2,President,,GRN,Jill Stein/Rudolph Ware,3,0,3,0
Grayson,Precinct 2,U.S. Senate,,REP,Ted Cruz,137,3,111,23
Grayson,Precinct 2,U.S. Senate,,DEM,Colin Allred,103,3,79,21
Grayson,Precinct 2,U.S. Senate,,LIB,Ted Brown,10,0,7,3
Grayson,Precinct 2,U.S. House,23,REP,Tony Gonzales,156,3,124,29
Grayson,Precinct 2,U.S. House,23,DEM,S. Limon,91,2,71,18
Grayson,Precinct 2,Railroad Commissioner,,REP,Christi Craddick,121,3,98,20
Grayson,Precinct 2,Railroad Commissioner,,DEM,Katherine Culbert,93,3,72,18
Grayson,Precinct 2,Railroad Commissioner,,LIB,Hawk Dunlap,17,0,15,2
Grayson,Precinct 2,Railroad Commissioner,,GRN,Eddie Espinoza,11,0,8,3
Grayson,Precinct 2,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,137,3,108,26
Grayson,Precinct 2,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,100,3,78,19
Grayson,Precinct 2,"Justice, Supreme Court, Pl 4",,REP,John Devine,130,3,107,20
Grayson,Precinct 2,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,105,3,79,23
Grayson,Precinct 2,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,124,3,101,20
Grayson,Precinct 2,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,99,3,76,20
Grayson,Precinct 2,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,11,0,9,2
Grayson,Precinct 2,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,127,3,105,19
