county,precinct,office,district,party,candidate,votes,absentee,early,election
Galveston,215,Galveston ISD Board of Trustee District 3C,,,Shae Jobe,55,3,38,14
Galveston,218,Galveston ISD Board of Trustee District 3C,,,Shae Jobe,368,17,302,49
Galveston,223,Galveston ISD Board of Trustee District 3C,,,Shae Jobe,41,1,32,8
Galveston,224,Galveston ISD Board of Trustee District 3C,,,Shae Jobe,35,1,27,7
Galveston,214,Galveston ISD Board of Trustee District 3C,,,Shae Jobe,55,1,42,12
Galveston,216,Galveston ISD Board of Trustee District 3C,,,Shae Jobe,342,11,250,81
Galveston,151,Judge,7,REP,Gina Parker,1787,26,1405,356
Galveston,159,Judge,7,REP,Gina Parker,1843,33,1415,395
Galveston,172,Judge,7,REP,Gina Parker,277,8,241,28
Galveston,197,Judge,7,REP,Gina Parker,449,13,353,83
Galveston,137,Judge,7,REP,Gina Parker,2195,37,1824,334
Galveston,165,Judge,7,REP,Gina Parker,1352,24,1100,228
Galveston,193,Judge,7,REP,Gina Parker,1376,28,1174,174
Galveston,142,Judge,7,REP,Gina Parker,1122,37,885,200
Galveston,143,Judge,7,REP,Gina Parker,534,6,398,130
Galveston,146,Judge,7,REP,Gina Parker,1264,24,1029,211
Galveston,148,Judge,7,REP,Gina Parker,1478,40,1201,237
Galveston,150,Judge,7,REP,Gina Parker,980,32,808,140
Galveston,166,Judge,7,REP,Gina Parker,1838,59,1508,271
Galveston,144,Judge,7,REP,Gina Parker,1285,24,1058,203
Galveston,152,Judge,7,REP,Gina Parker,955,44,817,94
Galveston,167,Judge,7,REP,Gina Parker,1716,71,1387,258
Galveston,173,Judge,7,REP,Gina Parker,591,12,485,94
Galveston,185,Judge,7,REP,Gina Parker,1433,62,1202,169
Galveston,191,Judge,7,REP,Gina Parker,1517,37,1268,212
Galveston,168,Judge,7,REP,Gina Parker,2,0,2,0
Galveston,196,Judge,7,REP,Gina Parker,144,13,102,29
Galveston,221,Judge,7,REP,Gina Parker,1330,58,1144,128
Galveston,274,Judge,7,REP,Gina Parker,501,8,440,53
Galveston,275,Judge,7,REP,Gina Parker,198,13,173,12
Galveston,276,Judge,7,REP,Gina Parker,960,49,786,125
Galveston,202,Judge,7,REP,Gina Parker,474,14,386,74
Galveston,206,Judge,7,REP,Gina Parker,1074,65,819,190
Galveston,215,Judge,7,REP,Gina Parker,868,33,659,176
Galveston,218,Judge,7,REP,Gina Parker,1063,49,858,156
Galveston,223,Judge,7,REP,Gina Parker,1048,30,842,176
Galveston,224,Judge,7,REP,Gina Parker,1117,43,877,197
Galveston,232.3,Judge,7,REP,Gina Parker,297,7,273,17
Galveston,225,Judge,7,REP,Gina Parker,1937,43,1694,200
Galveston,226,Judge,7,REP,Gina Parker,1325,31,1102,192
Galveston,277,Judge,7,REP,Gina Parker,1711,27,1478,206
Galveston,227,Judge,7,REP,Gina Parker,2123,48,1800,275
Galveston,278,Judge,7,REP,Gina Parker,2508,49,2156,303
Galveston,203,Judge,7,REP,Gina Parker,811,21,644,146
Galveston,204,Judge,7,REP,Gina Parker,680,17,580,83
Galveston,211,Judge,7,REP,Gina Parker,300,23,186,91
Galveston,214,Judge,7,REP,Gina Parker,671,23,510,138
Galveston,216,Judge,7,REP,Gina Parker,527,18,387,122
Galveston,230,Judge,7,REP,Gina Parker,579,15,449,115
Galveston,245,Judge,7,REP,Gina Parker,110,3,74,33
Galveston,230.1,Judge,7,REP,Gina Parker,0,0,0,0
Galveston,370,Judge,7,REP,Gina Parker,1454,18,1230,206
Galveston,390,Judge,7,REP,Gina Parker,1963,57,1626,280
Galveston,392,Judge,7,REP,Gina Parker,377,9,296,72
Galveston,340,Judge,7,REP,Gina Parker,72,2,49,21
Galveston,371,Judge,7,REP,Gina Parker,1209,38,1008,163
Galveston,398,Judge,7,REP,Gina Parker,136,0,99,37
Galveston,341,Judge,7,REP,Gina Parker,453,5,357,91
Galveston,389,Judge,7,REP,Gina Parker,184,3,146,35
Galveston,333,Judge,7,REP,Gina Parker,2023,37,1752,234
Galveston,353,Judge,7,REP,Gina Parker,2004,92,1630,282
Galveston,354,Judge,7,REP,Gina Parker,2012,72,1648,292
Galveston,355,Judge,7,REP,Gina Parker,1215,33,986,196
Galveston,363,Judge,7,REP,Gina Parker,1836,53,1506,277
Galveston,364,Judge,7,REP,Gina Parker,1617,54,1361,202
Galveston,384,Judge,7,REP,Gina Parker,578,24,460,94
Galveston,386,Judge,7,REP,Gina Parker,1213,25,1018,170
Galveston,387,Judge,7,REP,Gina Parker,1895,38,1654,203
Galveston,388,Judge,7,REP,Gina Parker,2064,46,1734,284
Galveston,399,Judge,7,REP,Gina Parker,109,3,81,25
Galveston,356,Judge,7,REP,Gina Parker,2174,77,1911,186
Galveston,432,Judge,7,REP,Gina Parker,671,14,538,119
Galveston,435,Judge,7,REP,Gina Parker,783,28,607,148
Galveston,438,Judge,7,REP,Gina Parker,1191,46,934,211
Galveston,428,Judge,7,REP,Gina Parker,2219,39,1928,252
Galveston,480,Judge,7,REP,Gina Parker,1754,52,1274,428
Galveston,481,Judge,7,REP,Gina Parker,124,4,114,6
Galveston,420,Judge,7,REP,Gina Parker,2134,37,1817,280
Galveston,422,Judge,7,REP,Gina Parker,937,19,814,104
Galveston,439.1,Judge,7,REP,Gina Parker,15,1,12,2
Galveston,483,Judge,7,REP,Gina Parker,1585,27,1328,230
Galveston,429,Judge,7,REP,Gina Parker,1039,31,855,153
Galveston,482,Judge,7,REP,Gina Parker,181,2,155,24
Galveston,458,Judge,7,REP,Gina Parker,922,14,785,123
Galveston,479,Judge,7,REP,Gina Parker,903,15,801,87
Galveston,412,Judge,7,REP,Gina Parker,0,0,0,0
Galveston,419,Judge,7,REP,Gina Parker,1376,18,1078,280
Galveston,431,Judge,7,REP,Gina Parker,500,24,386,90
Galveston,434,Judge,7,REP,Gina Parker,241,11,168,62
Galveston,436,Judge,7,REP,Gina Parker,274,10,197,67
Galveston,401,Judge,7,REP,Gina Parker,1167,23,938,206
Galveston,461,Judge,7,REP,Gina Parker,2321,47,1958,316
Galveston,439,Judge,7,REP,Gina Parker,1728,44,1455,229
Galveston,462,Judge,7,REP,Gina Parker,2067,47,1799,221
Galveston,495,Judge,7,REP,Gina Parker,1429,48,1229,152
Galveston,357,Judge,7,REP,Gina Parker,2583,108,2262,213
Galveston,460,Judge,7,REP,Gina Parker,2020,70,1781,169
Galveston,492,Judge,7,REP,Gina Parker,999,26,896,77
Galveston,151,Judge,7,DEM,Nancy Mulder,490,19,363,108
Galveston,159,Judge,7,DEM,Nancy Mulder,837,27,608,202
Galveston,172,Judge,7,DEM,Nancy Mulder,87,5,70,12
Galveston,197,Judge,7,DEM,Nancy Mulder,199,11,154,34
Galveston,137,Judge,7,DEM,Nancy Mulder,831,33,699,99
Galveston,165,Judge,7,DEM,Nancy Mulder,510,20,409,81
Galveston,193,Judge,7,DEM,Nancy Mulder,664,40,541,83
Galveston,142,Judge,7,DEM,Nancy Mulder,1161,82,854,225
Galveston,143,Judge,7,DEM,Nancy Mulder,521,15,377,129
Galveston,146,Judge,7,DEM,Nancy Mulder,708,40,539,129
Galveston,148,Judge,7,DEM,Nancy Mulder,822,36,614,172
Galveston,150,Judge,7,DEM,Nancy Mulder,510,30,390,90
Galveston,166,Judge,7,DEM,Nancy Mulder,739,37,588,114
Galveston,144,Judge,7,DEM,Nancy Mulder,544,24,422,98
Galveston,152,Judge,7,DEM,Nancy Mulder,332,33,263,36
Galveston,167,Judge,7,DEM,Nancy Mulder,634,42,496,96
Galveston,173,Judge,7,DEM,Nancy Mulder,270,9,211,50
Galveston,185,Judge,7,DEM,Nancy Mulder,590,44,471,75
Galveston,191,Judge,7,DEM,Nancy Mulder,646,34,525,87
Galveston,168,Judge,7,DEM,Nancy Mulder,0,0,0,0
Galveston,196,Judge,7,DEM,Nancy Mulder,398,26,307,65
Galveston,221,Judge,7,DEM,Nancy Mulder,478,30,394,54
Galveston,274,Judge,7,DEM,Nancy Mulder,139,8,115,16
Galveston,275,Judge,7,DEM,Nancy Mulder,80,3,69,8
Galveston,276,Judge,7,DEM,Nancy Mulder,652,47,531,74
Galveston,202,Judge,7,DEM,Nancy Mulder,595,34,473,88
Galveston,206,Judge,7,DEM,Nancy Mulder,1258,90,956,212
Galveston,215,Judge,7,DEM,Nancy Mulder,1238,95,923,220
Galveston,218,Judge,7,DEM,Nancy Mulder,987,60,800,127
Galveston,223,Judge,7,DEM,Nancy Mulder,881,48,678,155
Galveston,224,Judge,7,DEM,Nancy Mulder,899,73,691,135
Galveston,232.3,Judge,7,DEM,Nancy Mulder,50,3,39,8
Galveston,225,Judge,7,DEM,Nancy Mulder,414,33,315,66
Galveston,226,Judge,7,DEM,Nancy Mulder,516,30,407,79
Galveston,277,Judge,7,DEM,Nancy Mulder,285,5,225,55
Galveston,227,Judge,7,DEM,Nancy Mulder,433,36,331,66
Galveston,278,Judge,7,DEM,Nancy Mulder,390,21,315,54
Galveston,203,Judge,7,DEM,Nancy Mulder,164,11,125,28
Galveston,204,Judge,7,DEM,Nancy Mulder,128,10,97,21
Galveston,211,Judge,7,DEM,Nancy Mulder,544,27,337,180
Galveston,214,Judge,7,DEM,Nancy Mulder,1324,104,982,238
Galveston,216,Judge,7,DEM,Nancy Mulder,745,52,525,168
Galveston,230,Judge,7,DEM,Nancy Mulder,852,34,660,158
Galveston,245,Judge,7,DEM,Nancy Mulder,277,16,194,67
Galveston,230.1,Judge,7,DEM,Nancy Mulder,0,0,0,0
Galveston,370,Judge,7,DEM,Nancy Mulder,621,32,498,91
Galveston,390,Judge,7,DEM,Nancy Mulder,831,51,662,118
Galveston,392,Judge,7,DEM,Nancy Mulder,190,12,142,36
Galveston,340,Judge,7,DEM,Nancy Mulder,241,11,188,42
Galveston,371,Judge,7,DEM,Nancy Mulder,678,32,562,84
Galveston,398,Judge,7,DEM,Nancy Mulder,131,11,100,20
Galveston,341,Judge,7,DEM,Nancy Mulder,354,15,262,77
Galveston,389,Judge,7,DEM,Nancy Mulder,243,16,181,46
Galveston,333,Judge,7,DEM,Nancy Mulder,838,31,691,116
Galveston,353,Judge,7,DEM,Nancy Mulder,970,57,788,125
Galveston,354,Judge,7,DEM,Nancy Mulder,1156,50,916,190
Galveston,355,Judge,7,DEM,Nancy Mulder,659,57,516,86
Galveston,363,Judge,7,DEM,Nancy Mulder,748,43,602,103
Galveston,364,Judge,7,DEM,Nancy Mulder,657,51,518,88
Galveston,384,Judge,7,DEM,Nancy Mulder,269,20,218,31
Galveston,386,Judge,7,DEM,Nancy Mulder,551,13,466,72
Galveston,387,Judge,7,DEM,Nancy Mulder,611,28,507,76
Galveston,388,Judge,7,DEM,Nancy Mulder,918,42,744,132
Galveston,399,Judge,7,DEM,Nancy Mulder,77,8,58,11
Galveston,356,Judge,7,DEM,Nancy Mulder,574,35,478,61
Galveston,432,Judge,7,DEM,Nancy Mulder,558,28,462,68
Galveston,435,Judge,7,DEM,Nancy Mulder,730,22,591,117
Galveston,438,Judge,7,DEM,Nancy Mulder,1450,69,1102,279
Galveston,428,Judge,7,DEM,Nancy Mulder,352,28,282,42
Galveston,480,Judge,7,DEM,Nancy Mulder,1197,44,864,289
Galveston,481,Judge,7,DEM,Nancy Mulder,25,2,23,0
Galveston,420,Judge,7,DEM,Nancy Mulder,974,38,813,123
Galveston,422,Judge,7,DEM,Nancy Mulder,390,8,333,49
Galveston,439.1,Judge,7,DEM,Nancy Mulder,6,1,4,1
Galveston,483,Judge,7,DEM,Nancy Mulder,860,38,683,139
Galveston,429,Judge,7,DEM,Nancy Mulder,571,16,462,93
Galveston,482,Judge,7,DEM,Nancy Mulder,47,2,33,12
Galveston,458,Judge,7,DEM,Nancy Mulder,150,3,125,22
Galveston,479,Judge,7,DEM,Nancy Mulder,144,11,105,28
Galveston,412,Judge,7,DEM,Nancy Mulder,0,0,0,0
Galveston,419,Judge,7,DEM,Nancy Mulder,1079,45,815,219
Galveston,431,Judge,7,DEM,Nancy Mulder,1071,83,820,168
Galveston,434,Judge,7,DEM,Nancy Mulder,536,42,377,117
Galveston,436,Judge,7,DEM,Nancy Mulder,1553,117,1183,253
Galveston,401,Judge,7,DEM,Nancy Mulder,500,18,400,82
Galveston,461,Judge,7,DEM,Nancy Mulder,616,39,496,81
Galveston,439,Judge,7,DEM,Nancy Mulder,747,32,611,104
Galveston,462,Judge,7,DEM,Nancy Mulder,623,34,532,57
Galveston,495,Judge,7,DEM,Nancy Mulder,424,28,343,53
Galveston,357,Judge,7,DEM,Nancy Mulder,772,68,616,88
Galveston,460,Judge,7,DEM,Nancy Mulder,539,31,449,59
Galveston,492,Judge,7,DEM,Nancy Mulder,272,28,224,20
Galveston,151,Judge,8,DEM,Chika Anyiam,495,20,363,112
Galveston,159,Judge,8,DEM,Chika Anyiam,796,25,585,186
Galveston,172,Judge,8,DEM,Chika Anyiam,87,5,72,10
Galveston,197,Judge,8,DEM,Chika Anyiam,200,11,157,32
Galveston,137,Judge,8,DEM,Chika Anyiam,824,32,687,105
Galveston,165,Judge,8,DEM,Chika Anyiam,505,19,407,79
Galveston,193,Judge,8,DEM,Chika Anyiam,654,39,536,79
Galveston,142,Judge,8,DEM,Chika Anyiam,1145,79,846,220
Galveston,143,Judge,8,DEM,Chika Anyiam,506,15,365,126
Galveston,146,Judge,8,DEM,Chika Anyiam,692,39,525,128
Galveston,148,Judge,8,DEM,Chika Anyiam,802,34,602,166
Galveston,150,Judge,8,DEM,Chika Anyiam,486,29,373,84
Galveston,166,Judge,8,DEM,Chika Anyiam,719,37,569,113
Galveston,144,Judge,8,DEM,Chika Anyiam,528,23,409,96
Galveston,152,Judge,8,DEM,Chika Anyiam,328,36,258,34
Galveston,167,Judge,8,DEM,Chika Anyiam,624,42,483,99
Galveston,173,Judge,8,DEM,Chika Anyiam,265,8,209,48
Galveston,185,Judge,8,DEM,Chika Anyiam,565,41,450,74
Galveston,191,Judge,8,DEM,Chika Anyiam,635,30,524,81
Galveston,168,Judge,8,DEM,Chika Anyiam,0,0,0,0
Galveston,196,Judge,8,DEM,Chika Anyiam,399,26,307,66
Galveston,221,Judge,8,DEM,Chika Anyiam,459,31,378,50
Galveston,274,Judge,8,DEM,Chika Anyiam,134,8,112,14
Galveston,275,Judge,8,DEM,Chika Anyiam,76,3,66,7
Galveston,276,Judge,8,DEM,Chika Anyiam,643,45,524,74
Galveston,202,Judge,8,DEM,Chika Anyiam,594,33,472,89
Galveston,206,Judge,8,DEM,Chika Anyiam,1249,88,948,213
Galveston,215,Judge,8,DEM,Chika Anyiam,1219,96,911,212
Galveston,218,Judge,8,DEM,Chika Anyiam,966,58,785,123
Galveston,223,Judge,8,DEM,Chika Anyiam,875,51,669,155
Galveston,224,Judge,8,DEM,Chika Anyiam,877,74,671,132
Galveston,232.3,Judge,8,DEM,Chika Anyiam,47,3,36,8
Galveston,225,Judge,8,DEM,Chika Anyiam,393,30,300,63
Galveston,226,Judge,8,DEM,Chika Anyiam,510,31,399,80
Galveston,277,Judge,8,DEM,Chika Anyiam,269,4,214,51
Galveston,227,Judge,8,DEM,Chika Anyiam,414,32,321,61
Galveston,278,Judge,8,DEM,Chika Anyiam,383,22,309,52
Galveston,203,Judge,8,DEM,Chika Anyiam,162,11,126,25
Galveston,204,Judge,8,DEM,Chika Anyiam,121,9,90,22
Galveston,211,Judge,8,DEM,Chika Anyiam,539,27,332,180
Galveston,214,Judge,8,DEM,Chika Anyiam,1314,103,974,237
Galveston,216,Judge,8,DEM,Chika Anyiam,725,52,512,161
Galveston,230,Judge,8,DEM,Chika Anyiam,848,36,653,159
Galveston,245,Judge,8,DEM,Chika Anyiam,269,16,189,64
Galveston,230.1,Judge,8,DEM,Chika Anyiam,0,0,0,0
Galveston,370,Judge,8,DEM,Chika Anyiam,603,33,489,81
Galveston,390,Judge,8,DEM,Chika Anyiam,820,49,661,110
Galveston,392,Judge,8,DEM,Chika Anyiam,182,12,135,35
Galveston,340,Judge,8,DEM,Chika Anyiam,242,12,187,43
Galveston,371,Judge,8,DEM,Chika Anyiam,677,31,560,86
Galveston,398,Judge,8,DEM,Chika Anyiam,133,11,102,20
Galveston,341,Judge,8,DEM,Chika Anyiam,349,15,258,76
Galveston,389,Judge,8,DEM,Chika Anyiam,245,16,182,47
Galveston,333,Judge,8,DEM,Chika Anyiam,833,32,691,110
Galveston,353,Judge,8,DEM,Chika Anyiam,968,59,783,126
Galveston,354,Judge,8,DEM,Chika Anyiam,1144,49,901,194
Galveston,355,Judge,8,DEM,Chika Anyiam,646,57,503,86
Galveston,363,Judge,8,DEM,Chika Anyiam,755,42,606,107
Galveston,364,Judge,8,DEM,Chika Anyiam,644,49,511,84
Galveston,384,Judge,8,DEM,Chika Anyiam,265,20,213,32
Galveston,386,Judge,8,DEM,Chika Anyiam,546,15,451,80
Galveston,387,Judge,8,DEM,Chika Anyiam,607,27,506,74
Galveston,388,Judge,8,DEM,Chika Anyiam,921,41,744,136
Galveston,399,Judge,8,DEM,Chika Anyiam,76,8,58,10
Galveston,356,Judge,8,DEM,Chika Anyiam,561,32,466,63
Galveston,432,Judge,8,DEM,Chika Anyiam,550,27,452,71
Galveston,435,Judge,8,DEM,Chika Anyiam,716,22,578,116
Galveston,438,Judge,8,DEM,Chika Anyiam,1435,69,1093,273
Galveston,428,Judge,8,DEM,Chika Anyiam,335,27,264,44
Galveston,480,Judge,8,DEM,Chika Anyiam,1194,40,872,282
Galveston,481,Judge,8,DEM,Chika Anyiam,24,2,22,0
Galveston,420,Judge,8,DEM,Chika Anyiam,952,37,797,118
Galveston,422,Judge,8,DEM,Chika Anyiam,386,8,327,51
Galveston,439.1,Judge,8,DEM,Chika Anyiam,7,2,4,1
Galveston,483,Judge,8,DEM,Chika Anyiam,851,36,681,134
Galveston,429,Judge,8,DEM,Chika Anyiam,573,16,464,93
Galveston,482,Judge,8,DEM,Chika Anyiam,45,2,31,12
Galveston,458,Judge,8,DEM,Chika Anyiam,145,3,120,22
Galveston,479,Judge,8,DEM,Chika Anyiam,137,11,102,24
Galveston,412,Judge,8,DEM,Chika Anyiam,0,0,0,0
Galveston,419,Judge,8,DEM,Chika Anyiam,1056,45,803,208
Galveston,431,Judge,8,DEM,Chika Anyiam,1058,83,817,158
Galveston,434,Judge,8,DEM,Chika Anyiam,532,42,374,116
Galveston,436,Judge,8,DEM,Chika Anyiam,1548,116,1177,255
Galveston,401,Judge,8,DEM,Chika Anyiam,491,21,392,78
Galveston,461,Judge,8,DEM,Chika Anyiam,597,37,479,81
Galveston,439,Judge,8,DEM,Chika Anyiam,737,33,602,102
Galveston,462,Judge,8,DEM,Chika Anyiam,610,34,523,53
Galveston,495,Judge,8,DEM,Chika Anyiam,423,29,344,50
Galveston,357,Judge,8,DEM,Chika Anyiam,764,68,607,89
Galveston,460,Judge,8,DEM,Chika Anyiam,533,31,445,57
Galveston,492,Judge,8,DEM,Chika Anyiam,267,27,220,20
Galveston,151,Judge,8,REP,Lee Finley,1783,25,1405,353
Galveston,159,Judge,8,REP,Lee Finley,1879,33,1435,411
Galveston,172,Judge,8,REP,Lee Finley,276,8,238,30
Galveston,197,Judge,8,REP,Lee Finley,442,13,346,83
Galveston,137,Judge,8,REP,Lee Finley,2192,35,1831,326
Galveston,165,Judge,8,REP,Lee Finley,1351,22,1102,227
Galveston,193,Judge,8,REP,Lee Finley,1376,29,1173,174
Galveston,142,Judge,8,REP,Lee Finley,1125,39,883,203
Galveston,143,Judge,8,REP,Lee Finley,548,6,406,136
Galveston,146,Judge,8,REP,Lee Finley,1279,24,1041,214
Galveston,148,Judge,8,REP,Lee Finley,1492,41,1212,239
Galveston,150,Judge,8,REP,Lee Finley,996,33,822,141
Galveston,166,Judge,8,REP,Lee Finley,1856,58,1526,272
Galveston,144,Judge,8,REP,Lee Finley,1294,25,1067,202
Galveston,152,Judge,8,REP,Lee Finley,954,41,819,94
Galveston,167,Judge,8,REP,Lee Finley,1716,69,1393,254
Galveston,173,Judge,8,REP,Lee Finley,595,13,487,95
Galveston,185,Judge,8,REP,Lee Finley,1451,65,1216,170
Galveston,191,Judge,8,REP,Lee Finley,1516,39,1262,215
Galveston,168,Judge,8,REP,Lee Finley,2,0,2,0
Galveston,196,Judge,8,REP,Lee Finley,145,13,104,28
Galveston,221,Judge,8,REP,Lee Finley,1341,57,1153,131
Galveston,274,Judge,8,REP,Lee Finley,502,8,440,54
Galveston,275,Judge,8,REP,Lee Finley,202,13,177,12
Galveston,276,Judge,8,REP,Lee Finley,963,50,789,124
Galveston,202,Judge,8,REP,Lee Finley,472,15,385,72
Galveston,206,Judge,8,REP,Lee Finley,1076,64,825,187
Galveston,215,Judge,8,REP,Lee Finley,878,32,666,180
Galveston,218,Judge,8,REP,Lee Finley,1075,51,866,158
Galveston,223,Judge,8,REP,Lee Finley,1052,27,852,173
Galveston,224,Judge,8,REP,Lee Finley,1130,42,893,195
Galveston,232.3,Judge,8,REP,Lee Finley,300,7,276,17
Galveston,225,Judge,8,REP,Lee Finley,1952,45,1705,202
Galveston,226,Judge,8,REP,Lee Finley,1326,28,1108,190
Galveston,277,Judge,8,REP,Lee Finley,1719,28,1483,208
Galveston,227,Judge,8,REP,Lee Finley,2134,52,1804,278
Galveston,278,Judge,8,REP,Lee Finley,2508,48,2154,306
Galveston,203,Judge,8,REP,Lee Finley,811,21,643,147
Galveston,204,Judge,8,REP,Lee Finley,687,18,586,83
Galveston,211,Judge,8,REP,Lee Finley,301,23,187,91
Galveston,214,Judge,8,REP,Lee Finley,677,24,515,138
Galveston,216,Judge,8,REP,Lee Finley,545,19,401,125
Galveston,230,Judge,8,REP,Lee Finley,582,13,454,115
Galveston,245,Judge,8,REP,Lee Finley,107,3,69,35
Galveston,230.1,Judge,8,REP,Lee Finley,0,0,0,0
Galveston,370,Judge,8,REP,Lee Finley,1472,18,1238,216
Galveston,390,Judge,8,REP,Lee Finley,1969,59,1625,285
Galveston,392,Judge,8,REP,Lee Finley,383,9,301,73
Galveston,340,Judge,8,REP,Lee Finley,68,1,46,21
Galveston,371,Judge,8,REP,Lee Finley,1203,39,1003,161
Galveston,398,Judge,8,REP,Lee Finley,136,0,99,37
Galveston,341,Judge,8,REP,Lee Finley,455,5,360,90
Galveston,389,Judge,8,REP,Lee Finley,182,3,146,33
Galveston,333,Judge,8,REP,Lee Finley,2024,35,1750,239
Galveston,353,Judge,8,REP,Lee Finley,1996,91,1625,280
Galveston,354,Judge,8,REP,Lee Finley,2010,70,1655,285
Galveston,355,Judge,8,REP,Lee Finley,1228,31,1001,196
Galveston,363,Judge,8,REP,Lee Finley,1819,51,1494,274
Galveston,364,Judge,8,REP,Lee Finley,1626,56,1363,207
Galveston,384,Judge,8,REP,Lee Finley,581,24,465,92
Galveston,386,Judge,8,REP,Lee Finley,1211,23,1028,160
Galveston,387,Judge,8,REP,Lee Finley,1899,40,1654,205
Galveston,388,Judge,8,REP,Lee Finley,2053,44,1730,279
Galveston,399,Judge,8,REP,Lee Finley,109,3,80,26
Galveston,356,Judge,8,REP,Lee Finley,2183,81,1920,182
Galveston,432,Judge,8,REP,Lee Finley,672,15,541,116
Galveston,435,Judge,8,REP,Lee Finley,791,28,615,148
Galveston,438,Judge,8,REP,Lee Finley,1199,46,937,216
Galveston,428,Judge,8,REP,Lee Finley,2228,41,1938,249
Galveston,480,Judge,8,REP,Lee Finley,1742,53,1260,429
Galveston,481,Judge,8,REP,Lee Finley,125,4,115,6
Galveston,420,Judge,8,REP,Lee Finley,2148,38,1826,284
Galveston,422,Judge,8,REP,Lee Finley,940,21,817,102
Galveston,439.1,Judge,8,REP,Lee Finley,14,0,12,2
Galveston,483,Judge,8,REP,Lee Finley,1590,28,1328,234
Galveston,429,Judge,8,REP,Lee Finley,1034,32,848,154
Galveston,482,Judge,8,REP,Lee Finley,181,3,156,22
Galveston,458,Judge,8,REP,Lee Finley,917,14,782,121
Galveston,479,Judge,8,REP,Lee Finley,904,14,801,89
Galveston,412,Judge,8,REP,Lee Finley,0,0,0,0
Galveston,419,Judge,8,REP,Lee Finley,1397,19,1090,288
Galveston,431,Judge,8,REP,Lee Finley,506,24,385,97
Galveston,434,Judge,8,REP,Lee Finley,241,10,168,63
Galveston,436,Judge,8,REP,Lee Finley,269,10,195,64
Galveston,401,Judge,8,REP,Lee Finley,1174,21,944,209
Galveston,461,Judge,8,REP,Lee Finley,2327,49,1966,312
Galveston,439,Judge,8,REP,Lee Finley,1726,43,1453,230
Galveston,462,Judge,8,REP,Lee Finley,2078,47,1806,225
Galveston,495,Judge,8,REP,Lee Finley,1424,47,1223,154
Galveston,357,Judge,8,REP,Lee Finley,2579,107,2264,208
Galveston,460,Judge,8,REP,Lee Finley,2026,71,1784,171
Galveston,492,Judge,8,REP,Lee Finley,1000,26,898,76
Galveston,151,Justice,2,DEM,Brendetta Scott,504,21,372,111
Galveston,159,Justice,2,DEM,Brendetta Scott,828,27,608,193
Galveston,172,Justice,2,DEM,Brendetta Scott,87,5,71,11
Galveston,197,Justice,2,DEM,Brendetta Scott,204,10,159,35
Galveston,137,Justice,2,DEM,Brendetta Scott,819,29,692,98
Galveston,165,Justice,2,DEM,Brendetta Scott,515,20,409,86
Galveston,193,Justice,2,DEM,Brendetta Scott,655,37,539,79
Galveston,142,Justice,2,DEM,Brendetta Scott,1174,80,867,227
Galveston,143,Justice,2,DEM,Brendetta Scott,523,15,371,137
Galveston,146,Justice,2,DEM,Brendetta Scott,704,40,535,129
Galveston,148,Justice,2,DEM,Brendetta Scott,828,33,623,172
Galveston,150,Justice,2,DEM,Brendetta Scott,498,31,380,87
Galveston,166,Justice,2,DEM,Brendetta Scott,742,37,584,121
Galveston,144,Justice,2,DEM,Brendetta Scott,536,23,418,95
Galveston,152,Justice,2,DEM,Brendetta Scott,321,32,255,34
Galveston,167,Justice,2,DEM,Brendetta Scott,613,41,475,97
Galveston,173,Justice,2,DEM,Brendetta Scott,265,7,211,47
Galveston,185,Justice,2,DEM,Brendetta Scott,566,43,449,74
Galveston,191,Justice,2,DEM,Brendetta Scott,627,30,515,82
Galveston,168,Justice,2,DEM,Brendetta Scott,0,0,0,0
Galveston,196,Justice,2,DEM,Brendetta Scott,398,26,308,64
Galveston,221,Justice,2,DEM,Brendetta Scott,461,31,377,53
Galveston,274,Justice,2,DEM,Brendetta Scott,137,8,113,16
Galveston,275,Justice,2,DEM,Brendetta Scott,75,3,64,8
Galveston,276,Justice,2,DEM,Brendetta Scott,653,47,533,73
Galveston,202,Justice,2,DEM,Brendetta Scott,591,34,469,88
Galveston,206,Justice,2,DEM,Brendetta Scott,1246,87,948,211
Galveston,215,Justice,2,DEM,Brendetta Scott,1236,94,926,216
Galveston,218,Justice,2,DEM,Brendetta Scott,987,58,804,125
Galveston,223,Justice,2,DEM,Brendetta Scott,880,51,675,154
Galveston,224,Justice,2,DEM,Brendetta Scott,897,75,681,141
Galveston,232.3,Justice,2,DEM,Brendetta Scott,48,3,37,8
Galveston,225,Justice,2,DEM,Brendetta Scott,411,32,312,67
Galveston,226,Justice,2,DEM,Brendetta Scott,522,29,410,83
Galveston,277,Justice,2,DEM,Brendetta Scott,281,4,225,52
Galveston,227,Justice,2,DEM,Brendetta Scott,434,35,337,62
Galveston,278,Justice,2,DEM,Brendetta Scott,390,21,310,59
Galveston,203,Justice,2,DEM,Brendetta Scott,154,11,120,23
Galveston,204,Justice,2,DEM,Brendetta Scott,122,10,91,21
Galveston,211,Justice,2,DEM,Brendetta Scott,545,27,337,181
Galveston,214,Justice,2,DEM,Brendetta Scott,1331,102,991,238
Galveston,216,Justice,2,DEM,Brendetta Scott,743,51,522,170
Galveston,230,Justice,2,DEM,Brendetta Scott,860,34,666,160
Galveston,245,Justice,2,DEM,Brendetta Scott,280,16,197,67
