county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Kimble,1,Registered Voters,,,,767,,,
Kimble,1,Ballots Cast,,,,553,,,
Kimble,1,President,,REP,Donald J. Trump JD Vance,486,5,418,63
Kimble,1,President,,DEM,Kamala D. Harris Tim Walz,60,3,49,8
Kimble,1,President,,LIB,Chase Oliver Mike ter Maat,2,1,1,0
Kimble,1,President,,GRN,Jill Stein Rudolph Ware,0,0,0,0
Kimble,1,President,,,Under Votes,3,0,2,1
Kimble,1,President,,,Over Votes,0,0,0,0
Kimble,1,U.S. Senate,,REP,Ted Cruz,451,6,391,54
Kimble,1,U.S. Senate,,DEM,Colin Allred,77,3,60,14
Kimble,1,U.S. Senate,,LIB,Ted Brown,10,0,7,3
Kimble,1,U.S. Senate,,,Under Votes,13,0,10,3
Kimble,1,U.S. Senate,,,Over Votes,2,0,2,0
Kimble,1,U.S. House,11,REP,August Pfluger,487,7,413,67
Kimble,1,U.S. House,11,,Under Votes,66,2,57,7
Kimble,1,U.S. House,11,,Over Votes,0,0,0,0
Kimble,1,Railroad Commissioner,,REP,Christi Craddick,453,5,394,54
Kimble,1,Railroad Commissioner,,DEM,Katherine Culbert,52,3,41,8
Kimble,1,Railroad Commissioner,,LIB,Hawk Dunlap,17,0,12,5
Kimble,1,Railroad Commissioner,,GRN,Eddie Espinoza,4,0,2,2
Kimble,1,Railroad Commissioner,,,Under Votes,27,1,21,5
Kimble,1,Railroad Commissioner,,,Over Votes,0,0,0,0
Kimble,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,468,5,400,63
Kimble,1,"Justice, Supreme Court, Place 2",,DEM,DaSean Jones,51,3,40,8
Kimble,1,"Justice, Supreme Court, Place 2",,,Under Votes,34,1,30,3
Kimble,1,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0
Kimble,1,"Justice, Supreme Court, Place 4",,REP,John Devine,461,5,395,61
Kimble,1,"Justice, Supreme Court, Place 4",,DEM,Christine Vinh Weems,53,3,39,11
Kimble,1,"Justice, Supreme Court, Place 4",,,Under Votes,38,1,35,2
Kimble,1,"Justice, Supreme Court, Place 4",,,Over Votes,1,0,1,0
Kimble,1,"Justice, Supreme Court, Place 6",,REP,Jane Bland,463,6,395,62
Kimble,1,"Justice, Supreme Court, Place 6",,DEM,Bonnie Lee Goldstein,47,2,35,10
Kimble,1,"Justice, Supreme Court, Place 6",,LIB,J. David Roberson,7,0,7,0
Kimble,1,"Justice, Supreme Court, Place 6",,,Under Votes,34,1,31,2
Kimble,1,"Justice, Supreme Court, Place 6",,,Over Votes,2,0,2,0
Kimble,1,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,461,6,396,59
Kimble,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,54,2,40,12
Kimble,1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,38,1,34,3
Kimble,1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0
Kimble,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Gina Parker,466,5,397,64
Kimble,1,"Judge, Court of Criminal Appeals, Place 7",,DEM,Nancy Mulder,48,3,38,7
Kimble,1,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,39,1,35,3
Kimble,1,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0,0
Kimble,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Lee Finley,467,5,398,64
Kimble,1,"Judge, Court of Criminal Appeals, Place 8",,DEM,Chika Anyiam,47,3,37,7
Kimble,1,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,39,1,35,3
Kimble,1,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,0
Kimble,1,"Member, State Board of Education, District 1",1,REP,Michael (Travis) Stevens,469,5,402,62
Kimble,1,"Member, State Board of Education, District 1",1,DEM,Gustavo Reveles,47,3,36,8
Kimble,1,"Member, State Board of Education, District 1",1,,Under Votes,37,1,32,4
Kimble,1,"Member, State Board of Education, District 1",1,,Over Votes,0,0,0,0
Kimble,1,State Representative,53,REP,Wes Virdell,448,5,386,57
Kimble,1,State Representative,53,DEM,Joe P. Herrera,59,3,46,10
Kimble,1,State Representative,53,LIB,B. W. Holk,6,0,4,2
Kimble,1,State Representative,53,,Under Votes,38,1,33,4
Kimble,1,State Representative,53,,Over Votes,2,0,1,1
Kimble,1,"Justice, 4th Court of Appeals District, Place 2",,DEM,Velia J. Meza,177,4,137,36
Kimble,1,"Justice, 4th Court of Appeals District, Place 2",,,Under Votes,376,5,333,38
Kimble,1,"Justice, 4th Court of Appeals District, Place 2",,,Over Votes,0,0,0,0
Kimble,1,"Justice, 4th Court of Appeals District, Place 3",,REP,Todd McCray,458,5,394,59
Kimble,1,"Justice, 4th Court of Appeals District, Place 3",,DEM,Cynthia Marie Chapa,53,3,41,9
Kimble,1,"Justice, 4th Court of Appeals District, Place 3",,,Under Votes,42,1,35,6
Kimble,1,"Justice, 4th Court of Appeals District, Place 3",,,Over Votes,0,0,0,0
Kimble,1,"Justice, 4th Court of Appeals District, Place 4",,REP,Lori Massey Brissette,461,4,396,61
Kimble,1,"Justice, 4th Court of Appeals District, Place 4",,DEM,Luz Elena Chapa,46,3,35,8
Kimble,1,"Justice, 4th Court of Appeals District, Place 4",,,Under Votes,46,2,39,5
Kimble,1,"Justice, 4th Court of Appeals District, Place 4",,,Over Votes,0,0,0,0
Kimble,1,"Justice, 4th Court of Appeals District, Place 5",,REP,Adrian Spears,453,5,389,59
Kimble,1,"Justice, 4th Court of Appeals District, Place 5",,DEM,Liza A. Rodriguez,53,3,40,10
Kimble,1,"Justice, 4th Court of Appeals District, Place 5",,,Under Votes,46,1,40,5
Kimble,1,"Justice, 4th Court of Appeals District, Place 5",,,Over Votes,1,0,1,0
Kimble,1,"Justice, 4th Court of Appeals District, Place 7",,REP,Lori I. Valenzuela,461,7,390,64
Kimble,1,"Justice, 4th Court of Appeals District, Place 7",,,Under Votes,92,2,80,10
Kimble,1,"Justice, 4th Court of Appeals District, Place 7",,,Over Votes,0,0,0,0
Kimble,1,County Attorney,,REP,Andrew J. Heap,494,8,415,71
Kimble,1,County Attorney,,,Under Votes,59,1,55,3
Kimble,1,County Attorney,,,Over Votes,0,0,0,0
Kimble,1,Sheriff/County Tax Assessor-Collector,,REP,Allen Castleberry,466,8,398,60
Kimble,1,Sheriff/County Tax Assessor-Collector,,,Under Votes,87,1,72,14
Kimble,1,Sheriff/County Tax Assessor-Collector,,,Over Votes,0,0,0,0
Kimble,1,"County Commissioner, Precinct 1",,REP,Brayden Schulze,484,8,408,68
Kimble,1,"County Commissioner, Precinct 1",,,Under Votes,69,1,62,6
Kimble,1,"County Commissioner, Precinct 1",,,Over Votes,0,0,0,0
Kimble,2,Registered Voters,,,,488,,,
Kimble,2,Ballots Cast,,,,302,,,
Kimble,2,President,,REP,Donald J. Trump JD Vance,265,8,219,38
Kimble,2,President,,DEM,Kamala D. Harris Tim Walz,31,0,27,4
Kimble,2,President,,LIB,Chase Oliver Mike ter Maat,2,0,2,0
Kimble,2,President,,GRN,Jill Stein Rudolph Ware,0,0,0,0
Kimble,2,President,,,Under Votes,0,0,0,0
Kimble,2,President,,,Over Votes,4,0,3,1
Kimble,2,U.S. Senate,,REP,Ted Cruz,255,8,212,35
Kimble,2,U.S. Senate,,DEM,Colin Allred,33,0,29,4
Kimble,2,U.S. Senate,,LIB,Ted Brown,7,0,4,3
Kimble,2,U.S. Senate,,,Under Votes,6,0,5,1
Kimble,2,U.S. Senate,,,Over Votes,1,0,1,0
Kimble,2,U.S. House,11,REP,August Pfluger,267,8,220,39
Kimble,2,U.S. House,11,,Under Votes,35,0,31,4
Kimble,2,U.S. House,11,,Over Votes,0,0,0,0
