county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Johnson,Pct. 1,President,,REP,Donald J. Trump,250,,,
Johnson,Pct. 1,President,,DEM,Kamala D. Harris,56,,,
Johnson,Pct. 1,President,,LIB,Chase Oliver,0,,,
Johnson,Pct. 1,President,,GRN,Jill Stein,0,,,
Johnson,Pct. 1,President,,,Write-ins,1,,,
Johnson,Pct. 2,President,,REP,Donald J. Trump,2436,,,
Johnson,Pct. 2,President,,DEM,Kamala D. Harris,629,,,
Johnson,Pct. 2,President,,LIB,Chase Oliver,10,,,
Johnson,Pct. 2,President,,GRN,Jill Stein,7,,,
Johnson,Pct. 2,President,,,Write-ins,11,,,
Johnson,Pct. 3,President,,REP,Donald J. Trump,1184,,,
Johnson,Pct. 3,President,,DEM,Kamala D. Harris,405,,,
Johnson,Pct. 3,President,,LIB,Chase Oliver,9,,,
Johnson,Pct. 3,President,,GRN,Jill Stein,2,,,
Johnson,Pct. 3,President,,,Write-ins,5,,,
Johnson,Pct. 4,President,,REP,Donald J. Trump,1617,,,
Johnson,Pct. 4,President,,DEM,Kamala D. Harris,599,,,
Johnson,Pct. 4,President,,LIB,Chase Oliver,17,,,
Johnson,Pct. 4,President,,GRN,Jill Stein,8,,,
Johnson,Pct. 4,President,,,Write-ins,4,,,
Johnson,Pct. 5,President,,REP,Donald J. Trump,1498,,,
Johnson,Pct. 5,President,,DEM,Kamala D. Harris,483,,,
Johnson,Pct. 5,President,,LIB,Chase Oliver,13,,,
Johnson,Pct. 5,President,,GRN,Jill Stein,4,,,
Johnson,Pct. 5,President,,,Write-ins,7,,,
Johnson,Pct. 6,President,,REP,Donald J. Trump,454,,,
Johnson,Pct. 6,President,,DEM,Kamala D. Harris,82,,,
Johnson,Pct. 6,President,,LIB,Chase Oliver,4,,,
Johnson,Pct. 6,President,,GRN,Jill Stein,2,,,
Johnson,Pct. 6,President,,,Write-ins,7,,,
Johnson,Pct. 7,President,,REP,Donald J. Trump,1666,,,
Johnson,Pct. 7,President,,DEM,Kamala D. Harris,503,,,
Johnson,Pct. 7,President,,LIB,Chase Oliver,9,,,
Johnson,Pct. 7,President,,GRN,Jill Stein,10,,,
Johnson,Pct. 7,President,,,Write-ins,12,,,
Johnson,Pct. 8,President,,REP,Donald J. Trump,1239,,,
Johnson,Pct. 8,President,,DEM,Kamala D. Harris,405,,,
Johnson,Pct. 8,President,,LIB,Chase Oliver,14,,,
Johnson,Pct. 8,President,,GRN,Jill Stein,6,,,
Johnson,Pct. 8,President,,,Write-ins,4,,,
Johnson,Pct. 9,President,,REP,Donald J. Trump,734,,,
Johnson,Pct. 9,President,,DEM,Kamala D. Harris,111,,,
Johnson,Pct. 9,President,,LIB,Chase Oliver,4,,,
Johnson,Pct. 9,President,,GRN,Jill Stein,2,,,
Johnson,Pct. 9,President,,,Write-ins,3,,,
Johnson,Pct. 10,President,,REP,Donald J. Trump,1501,,,
Johnson,Pct. 10,President,,DEM,Kamala D. Harris,505,,,
Johnson,Pct. 10,President,,LIB,Chase Oliver,6,,,
Johnson,Pct. 10,President,,GRN,Jill Stein,10,,,
Johnson,Pct. 10,President,,,Write-ins,7,,,
Johnson,Pct. 11,President,,REP,Donald J. Trump,2335,,,
Johnson,Pct. 11,President,,DEM,Kamala D. Harris,543,,,
Johnson,Pct. 11,President,,LIB,Chase Oliver,21,,,
Johnson,Pct. 11,President,,GRN,Jill Stein,4,,,
Johnson,Pct. 11,President,,,Write-ins,8,,,
Johnson,Pct. 12,President,,REP,Donald J. Trump,2601,,,
Johnson,Pct. 12,President,,DEM,Kamala D. Harris,684,,,
Johnson,Pct. 12,President,,LIB,Chase Oliver,22,,,
Johnson,Pct. 12,President,,GRN,Jill Stein,8,,,
Johnson,Pct. 12,President,,,Write-ins,3,,,
Johnson,Pct. 13,President,,REP,Donald J. Trump,1461,,,
Johnson,Pct. 13,President,,DEM,Kamala D. Harris,332,,,
Johnson,Pct. 13,President,,LIB,Chase Oliver,5,,,
Johnson,Pct. 13,President,,GRN,Jill Stein,5,,,
Johnson,Pct. 13,President,,,Write-ins,3,,,
Johnson,Pct. 14,President,,REP,Donald J. Trump,371,,,
Johnson,Pct. 14,President,,DEM,Kamala D. Harris,45,,,
Johnson,Pct. 14,President,,LIB,Chase Oliver,3,,,
Johnson,Pct. 14,President,,GRN,Jill Stein,0,,,
Johnson,Pct. 14,President,,,Write-ins,0,,,
Johnson,Pct. 15,President,,REP,Donald J. Trump,1040,,,
Johnson,Pct. 15,President,,DEM,Kamala D. Harris,205,,,
Johnson,Pct. 15,President,,LIB,Chase Oliver,6,,,
Johnson,Pct. 15,President,,GRN,Jill Stein,4,,,
Johnson,Pct. 15,President,,,Write-ins,5,,,
Johnson,Pct. 16,President,,REP,Donald J. Trump,319,,,
Johnson,Pct. 16,President,,DEM,Kamala D. Harris,85,,,
Johnson,Pct. 16,President,,LIB,Chase Oliver,3,,,
Johnson,Pct. 16,President,,GRN,Jill Stein,0,,,
Johnson,Pct. 16,President,,,Write-ins,0,,,
Johnson,Pct. 17,President,,REP,Donald J. Trump,1386,,,
Johnson,Pct. 17,President,,DEM,Kamala D. Harris,492,,,
Johnson,Pct. 17,President,,LIB,Chase Oliver,5,,,
Johnson,Pct. 17,President,,GRN,Jill Stein,6,,,
Johnson,Pct. 17,President,,,Write-ins,2,,,
Johnson,Pct. 18,President,,REP,Donald J. Trump,1967,,,
Johnson,Pct. 18,President,,DEM,Kamala D. Harris,639,,,
Johnson,Pct. 18,President,,LIB,Chase Oliver,18,,,
Johnson,Pct. 18,President,,GRN,Jill Stein,11,,,
Johnson,Pct. 18,President,,,Write-ins,14,,,
Johnson,Pct. 19,President,,REP,Donald J. Trump,2095,,,
Johnson,Pct. 19,President,,DEM,Kamala D. Harris,641,,,
Johnson,Pct. 19,President,,LIB,Chase Oliver,14,,,
Johnson,Pct. 19,President,,GRN,Jill Stein,8,,,
Johnson,Pct. 19,President,,,Write-ins,14,,,
Johnson,Pct. 20,President,,REP,Donald J. Trump,548,,,
Johnson,Pct. 20,President,,DEM,Kamala D. Harris,286,,,
Johnson,Pct. 20,President,,LIB,Chase Oliver,3,,,
Johnson,Pct. 20,President,,GRN,Jill Stein,1,,,
Johnson,Pct. 20,President,,,Write-ins,0,,,
Johnson,Pct. 21,President,,REP,Donald J. Trump,995,,,
Johnson,Pct. 21,President,,DEM,Kamala D. Harris,164,,,
Johnson,Pct. 21,President,,LIB,Chase Oliver,7,,,
Johnson,Pct. 21,President,,GRN,Jill Stein,0,,,
Johnson,Pct. 21,President,,,Write-ins,4,,,
Johnson,Pct. 22,President,,REP,Donald J. Trump,1830,,,
Johnson,Pct. 22,President,,DEM,Kamala D. Harris,735,,,
Johnson,Pct. 22,President,,LIB,Chase Oliver,18,,,
Johnson,Pct. 22,President,,GRN,Jill Stein,12,,,
Johnson,Pct. 22,President,,,Write-ins,14,,,
Johnson,Pct. 23,President,,REP,Donald J. Trump,1802,,,
Johnson,Pct. 23,President,,DEM,Kamala D. Harris,210,,,
Johnson,Pct. 23,President,,LIB,Chase Oliver,7,,,
Johnson,Pct. 23,President,,GRN,Jill Stein,3,,,
Johnson,Pct. 23,President,,,Write-ins,4,,,
Johnson,Pct. 24,President,,REP,Donald J. Trump,1752,,,
Johnson,Pct. 24,President,,DEM,Kamala D. Harris,423,,,
Johnson,Pct. 24,President,,LIB,Chase Oliver,13,,,
Johnson,Pct. 24,President,,GRN,Jill Stein,5,,,
Johnson,Pct. 24,President,,,Write-ins,5,,,
Johnson,Pct. 25,President,,REP,Donald J. Trump,654,,,
Johnson,Pct. 25,President,,DEM,Kamala D. Harris,206,,,
Johnson,Pct. 25,President,,LIB,Chase Oliver,3,,,
Johnson,Pct. 25,President,,GRN,Jill Stein,4,,,
Johnson,Pct. 25,President,,,Write-ins,1,,,
