id,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
3614,Precinct 35,U.S. Senate,,,Under Votes,18,0,10,8
3616,Precinct 35,U.S. House,17,REP,Pete Sessions,944,19,773,152
3617,Precinct 35,U.S. House,17,DEM,Mark Lorenzen,296,11,209,76
3618,Precinct 35,U.S. House,17,,Over Votes,0,0,0,0
3619,Precinct 35,U.S. House,17,,Under Votes,42,1,28,13
3622,Precinct 35,Railroad Commissioner,,REP,Christi Craddick,901,16,738,147
3623,Precinct 35,Railroad Commissioner,,DEM,Katherine Culbert,280,11,198,71
3624,Precinct 35,Railroad Commissioner,,LIB,Hawk Dunlap,21,1,17,3
3625,Precinct 35,Railroad Commissioner,,GRN,Eddie Espinoza,21,0,16,5
3626,Precinct 35,Railroad Commissioner,,,Write-ins,0,0,0,0
3627,Precinct 35,Railroad Commissioner,,,Over Votes,0,0,0,0
3628,Precinct 35,Railroad Commissioner,,,Under Votes,59,3,41,15
3630,Precinct 35,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,928,17,759,152
3631,Precinct 35,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,295,11,209,75
3632,Precinct 35,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
3633,Precinct 35,"Justice, Supreme Court, Pl 2",,,Under Votes,59,3,42,14
3635,Precinct 35,"Justice, Supreme Court, Pl 4",,REP,John Devine,908,15,744,149
3636,Precinct 35,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,310,13,220,77
3637,Precinct 35,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
3638,Precinct 35,"Justice, Supreme Court, Pl 4",,,Under Votes,64,3,46,15
3640,Precinct 35,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,899,15,738,146
3641,Precinct 35,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,301,13,213,75
3642,Precinct 35,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,19,1,12,6
3643,Precinct 35,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
3644,Precinct 35,"Justice, Supreme Court, Pl 6",,,Under Votes,63,2,47,14
3647,Precinct 35,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,904,16,741,147
3648,Precinct 35,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,308,13,217,78
3649,Precinct 35,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
3650,Precinct 35,"Presiding Judge, Ct of Crim App",,,Under Votes,70,2,52,16
3652,Precinct 35,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,905,16,743,146
3653,Precinct 35,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,296,12,208,76
3654,Precinct 35,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
3655,Precinct 35,"Judge, Ct of Crim App, Pl 7",,,Under Votes,81,3,59,19
3657,Precinct 35,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,913,15,748,150
3658,Precinct 35,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,287,12,202,73
3659,Precinct 35,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
3660,Precinct 35,"Judge, Ct of Crim App, Pl 8",,,Under Votes,82,4,60,18
3662,Precinct 35,State Representative,9,REP,Trent Ashby,1042,21,833,188
3663,Precinct 35,State Representative,9,,Over Votes,0,0,0,0
3664,Precinct 35,State Representative,9,,Under Votes,240,10,177,53
3667,Precinct 35,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,986,17,789,180
3668,Precinct 35,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
3669,Precinct 35,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,296,14,221,61
3671,Precinct 35,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,981,17,788,176
3672,Precinct 35,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
3673,Precinct 35,"Dist Attorney, 159th Judicial Dist",,,Under Votes,301,14,222,65
3675,Precinct 35,County Attorney,,REP,James M. Yakovsky,1007,17,808,182
3676,Precinct 35,County Attorney,,,Over Votes,0,0,0,0
3677,Precinct 35,County Attorney,,,Under Votes,275,14,202,59
3679,Precinct 35,District Clerk - Unexpired Term,,REP,Meagan Moore,992,17,796,179
3680,Precinct 35,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
3681,Precinct 35,District Clerk - Unexpired Term,,,Under Votes,290,14,214,62
3683,Precinct 35,Sheriff,,REP,Tom Selman,1042,19,838,185
3684,Precinct 35,Sheriff,,,Over Votes,0,0,0,0
3685,Precinct 35,Sheriff,,,Under Votes,240,12,172,56
3688,Precinct 35,County Tax Assessor-Collector,,REP,Billie Page,1012,20,814,178
3689,Precinct 35,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
3690,Precinct 35,County Tax Assessor-Collector,,,Under Votes,270,11,196,63
3692,Precinct 35,County Commissioner Pct 3,,REP,Tom Berry,1014,17,810,187
3693,Precinct 35,County Commissioner Pct 3,,,Over Votes,0,0,0,0
3694,Precinct 35,County Commissioner Pct 3,,,Under Votes,268,14,200,54
3696,Precinct 35,Constable Pct 1,,REP,Ray Berry,968,17,769,182
3697,Precinct 35,Constable Pct 1,,,Over Votes,0,0,0,0
3698,Precinct 35,Constable Pct 1,,,Under Votes,314,14,241,59
3700,Precinct 37,Registered Voters,,,,602,,,
3701,Precinct 37,Ballots Cast,,,,399,15,276,108
3703,Precinct 37,President,,REP,Donald J. Trump/JD Vance,323,12,228,83
3704,Precinct 37,President,,DEM,Kamala D. Harris/Tim Walz,70,3,44,23
3705,Precinct 37,President,,LIB,Chase Oliver/Mike ter Maat,3,0,1,2
3706,Precinct 37,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
3707,Precinct 37,President,,,Write-ins,2,0,2,0
3708,Precinct 37,President,,,Over Votes,0,0,0,0
3709,Precinct 37,President,,,Under Votes,1,0,1,0
3711,Precinct 37,U.S. Senate,,REP,Ted Cruz,316,11,222,83
3712,Precinct 37,U.S. Senate,,DEM,Colin Allred,66,3,44,19
3713,Precinct 37,U.S. Senate,,LIB,Ted Brown,12,1,6,5
3714,Precinct 37,U.S. Senate,,,Write-ins,0,0,0,0
3715,Precinct 37,U.S. Senate,,,Over Votes,0,0,0,0
3716,Precinct 37,U.S. Senate,,,Under Votes,5,0,4,1
3718,Precinct 37,U.S. House,17,REP,Pete Sessions,323,12,227,84
3719,Precinct 37,U.S. House,17,DEM,Mark Lorenzen,61,2,41,18
3720,Precinct 37,U.S. House,17,,Over Votes,0,0,0,0
3721,Precinct 37,U.S. House,17,,Under Votes,15,1,8,6
3724,Precinct 37,Railroad Commissioner,,REP,Christi Craddick,311,11,223,77
3725,Precinct 37,Railroad Commissioner,,DEM,Katherine Culbert,58,1,38,19
3726,Precinct 37,Railroad Commissioner,,LIB,Hawk Dunlap,3,0,0,3
3727,Precinct 37,Railroad Commissioner,,GRN,Eddie Espinoza,9,0,5,4
3728,Precinct 37,Railroad Commissioner,,,Write-ins,0,0,0,0
3729,Precinct 37,Railroad Commissioner,,,Over Votes,0,0,0,0
3730,Precinct 37,Railroad Commissioner,,,Under Votes,18,3,10,5
3732,Precinct 37,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,320,11,227,82
3733,Precinct 37,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,62,1,42,19
3734,Precinct 37,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
3735,Precinct 37,"Justice, Supreme Court, Pl 2",,,Under Votes,17,3,7,7
3737,Precinct 37,"Justice, Supreme Court, Pl 4",,REP,John Devine,317,11,223,83
3738,Precinct 37,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,60,1,42,17
3739,Precinct 37,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
3740,Precinct 37,"Justice, Supreme Court, Pl 4",,,Under Votes,22,3,11,8
3742,Precinct 37,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,309,11,221,77
3743,Precinct 37,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,57,1,40,16
3744,Precinct 37,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,14,0,7,7
3745,Precinct 37,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
3746,Precinct 37,"Justice, Supreme Court, Pl 6",,,Under Votes,19,3,8,8
3749,Precinct 37,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,315,11,223,81
3750,Precinct 37,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,65,1,45,19
3751,Precinct 37,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
3752,Precinct 37,"Presiding Judge, Ct of Crim App",,,Under Votes,19,3,8,8
3754,Precinct 37,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,314,11,223,80
3755,Precinct 37,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,65,1,45,19
3756,Precinct 37,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
3757,Precinct 37,"Judge, Ct of Crim App, Pl 7",,,Under Votes,20,3,8,9
3759,Precinct 37,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,320,11,226,83
3760,Precinct 37,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,59,1,41,17
3761,Precinct 37,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
3762,Precinct 37,"Judge, Ct of Crim App, Pl 8",,,Under Votes,20,3,9,8
3764,Precinct 37,State Representative,9,REP,Trent Ashby,350,14,245,91
3765,Precinct 37,State Representative,9,,Over Votes,0,0,0,0
3766,Precinct 37,State Representative,9,,Under Votes,49,1,31,17
3769,Precinct 37,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,340,12,238,90
3770,Precinct 37,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
3771,Precinct 37,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,59,3,38,18
3773,Precinct 37,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,334,12,234,88
3774,Precinct 37,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
3775,Precinct 37,"Dist Attorney, 159th Judicial Dist",,,Under Votes,65,3,42,20
3777,Precinct 37,County Attorney,,REP,James M. Yakovsky,343,12,240,91
3778,Precinct 37,County Attorney,,,Over Votes,0,0,0,0
3779,Precinct 37,County Attorney,,,Under Votes,56,3,36,17
3781,Precinct 37,District Clerk - Unexpired Term,,REP,Meagan Moore,335,12,235,88
3782,Precinct 37,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
3783,Precinct 37,District Clerk - Unexpired Term,,,Under Votes,64,3,41,20
3785,Precinct 37,Sheriff,,REP,Tom Selman,348,12,245,91
3786,Precinct 37,Sheriff,,,Over Votes,0,0,0,0
3787,Precinct 37,Sheriff,,,Under Votes,51,3,31,17
3790,Precinct 37,County Tax Assessor-Collector,,REP,Billie Page,336,13,236,87
3791,Precinct 37,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
3792,Precinct 37,County Tax Assessor-Collector,,,Under Votes,63,2,40,21
3794,Precinct 37,County Commissioner Pct 3,,REP,Tom Berry,348,12,243,93
3795,Precinct 37,County Commissioner Pct 3,,,Over Votes,0,0,0,0
3796,Precinct 37,County Commissioner Pct 3,,,Under Votes,51,3,33,15
3798,Precinct 37,Constable Pct 4,,REP,Daniel Zarzoza,323,12,223,88
3799,Precinct 37,Constable Pct 4,,,Over Votes,0,0,0,0
3800,Precinct 37,Constable Pct 4,,,Under Votes,76,3,53,20
3802,Precinct 38,Registered Voters,,,,460,,,
3803,Precinct 38,Ballots Cast,,,,283,0,213,70
3805,Precinct 38,President,,REP,Donald J. Trump/JD Vance,253,0,190,63
3806,Precinct 38,President,,DEM,Kamala D. Harris/Tim Walz,26,0,20,6
3807,Precinct 38,President,,LIB,Chase Oliver/Mike ter Maat,1,0,1,0
3808,Precinct 38,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
3809,Precinct 38,President,,,Write-ins,2,0,1,1
3810,Precinct 38,President,,,Over Votes,0,0,0,0
3811,Precinct 38,President,,,Under Votes,1,0,1,0
3813,Precinct 38,U.S. Senate,,REP,Ted Cruz,244,0,184,60
3814,Precinct 38,U.S. Senate,,DEM,Colin Allred,31,0,26,5
3815,Precinct 38,U.S. Senate,,LIB,Ted Brown,6,0,2,4
3816,Precinct 38,U.S. Senate,,,Write-ins,0,0,0,0
3817,Precinct 38,U.S. Senate,,,Over Votes,0,0,0,0
3818,Precinct 38,U.S. Senate,,,Under Votes,2,0,1,1
3820,Precinct 38,U.S. House,17,REP,Pete Sessions,249,0,189,60
3821,Precinct 38,U.S. House,17,DEM,Mark Lorenzen,26,0,19,7
3822,Precinct 38,U.S. House,17,,Over Votes,0,0,0,0
3823,Precinct 38,U.S. House,17,,Under Votes,8,0,5,3
3826,Precinct 38,Railroad Commissioner,,REP,Christi Craddick,239,0,183,56
3827,Precinct 38,Railroad Commissioner,,DEM,Katherine Culbert,22,0,18,4
3828,Precinct 38,Railroad Commissioner,,LIB,Hawk Dunlap,7,0,4,3
3829,Precinct 38,Railroad Commissioner,,GRN,Eddie Espinoza,5,0,1,4
3830,Precinct 38,Railroad Commissioner,,,Write-ins,0,0,0,0
3831,Precinct 38,Railroad Commissioner,,,Over Votes,0,0,0,0
3832,Precinct 38,Railroad Commissioner,,,Under Votes,10,0,7,3
3834,Precinct 38,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,246,0,186,60
3835,Precinct 38,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,28,0,22,6
3836,Precinct 38,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
3837,Precinct 38,"Justice, Supreme Court, Pl 2",,,Under Votes,9,0,5,4
3839,Precinct 38,"Justice, Supreme Court, Pl 4",,REP,John Devine,247,0,187,60
3840,Precinct 38,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,27,0,20,7
3841,Precinct 38,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
3842,Precinct 38,"Justice, Supreme Court, Pl 4",,,Under Votes,9,0,6,3
3844,Precinct 38,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,233,0,178,55
3845,Precinct 38,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,24,0,18,6
3846,Precinct 38,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,10,0,5,5
3847,Precinct 38,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
3848,Precinct 38,"Justice, Supreme Court, Pl 6",,,Under Votes,16,0,12,4
3851,Precinct 38,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,240,0,181,59
3852,Precinct 38,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,27,0,21,6
3853,Precinct 38,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
3854,Precinct 38,"Presiding Judge, Ct of Crim App",,,Under Votes,16,0,11,5
3856,Precinct 38,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,242,0,183,59
3857,Precinct 38,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,24,0,18,6
3858,Precinct 38,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
3859,Precinct 38,"Judge, Ct of Crim App, Pl 7",,,Under Votes,17,0,12,5
3861,Precinct 38,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,242,0,182,60
3862,Precinct 38,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,26,0,21,5
3863,Precinct 38,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
3864,Precinct 38,"Judge, Ct of Crim App, Pl 8",,,Under Votes,15,0,10,5
3866,Precinct 38,State Representative,9,REP,Trent Ashby,257,0,196,61
3867,Precinct 38,State Representative,9,,Over Votes,0,0,0,0
3868,Precinct 38,State Representative,9,,Under Votes,26,0,17,9
3871,Precinct 38,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,246,0,188,58
3872,Precinct 38,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
3873,Precinct 38,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,37,0,25,12
3875,Precinct 38,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,242,0,183,59
3876,Precinct 38,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
3877,Precinct 38,"Dist Attorney, 159th Judicial Dist",,,Under Votes,41,0,30,11
3879,Precinct 38,County Attorney,,REP,James M. Yakovsky,248,0,188,60
3880,Precinct 38,County Attorney,,,Over Votes,0,0,0,0
3881,Precinct 38,County Attorney,,,Under Votes,35,0,25,10
3883,Precinct 38,District Clerk - Unexpired Term,,REP,Meagan Moore,246,0,186,60
3884,Precinct 38,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
3885,Precinct 38,District Clerk - Unexpired Term,,,Under Votes,37,0,27,10
3887,Precinct 38,Sheriff,,REP,Tom Selman,253,0,192,61
3888,Precinct 38,Sheriff,,,Over Votes,0,0,0,0
3889,Precinct 38,Sheriff,,,Under Votes,30,0,21,9
3892,Precinct 38,County Tax Assessor-Collector,,REP,Billie Page,249,0,189,60
3893,Precinct 38,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
3894,Precinct 38,County Tax Assessor-Collector,,,Under Votes,34,0,24,10
3896,Precinct 38,Constable Pct 4,,REP,Daniel Zarzoza,251,0,187,64
3897,Precinct 38,Constable Pct 4,,,Over Votes,0,0,0,0
3898,Precinct 38,Constable Pct 4,,,Under Votes,32,0,26,6
3900,Precinct 38,City of Burke Local Option,,,For,173,0,132,41
3901,Precinct 38,City of Burke Local Option,,,Against,99,0,72,27
3902,Precinct 38,City of Burke Local Option,,,Over Votes,0,0,0,0
3903,Precinct 38,City of Burke Local Option,,,Under Votes,11,0,9,2
3905,Precinct 39,Registered Voters,,,,554,,,
3906,Precinct 39,Ballots Cast,,,,341,28,250,63
3908,Precinct 39,President,,REP,Donald J. Trump/JD Vance,233,15,175,43
3909,Precinct 39,President,,DEM,Kamala D. Harris/Tim Walz,103,12,71,20
3910,Precinct 39,President,,LIB,Chase Oliver/Mike ter Maat,1,0,1,0
3911,Precinct 39,President,,GRN,Jill Stein/Rudolph Ware,3,1,2,0
3912,Precinct 39,President,,,Write-ins,0,0,0,0
3913,Precinct 39,President,,,Over Votes,0,0,0,0
3914,Precinct 39,President,,,Under Votes,1,0,1,0
3916,Precinct 39,U.S. Senate,,REP,Ted Cruz,220,14,166,40
3917,Precinct 39,U.S. Senate,,DEM,Colin Allred,108,12,75,21
3918,Precinct 39,U.S. Senate,,LIB,Ted Brown,8,1,5,2
3919,Precinct 39,U.S. Senate,,,Write-ins,0,0,0,0
3920,Precinct 39,U.S. Senate,,,Over Votes,0,0,0,0
3921,Precinct 39,U.S. Senate,,,Under Votes,5,1,4,0
3923,Precinct 39,U.S. House,17,REP,Pete Sessions,232,16,177,39
3924,Precinct 39,U.S. House,17,DEM,Mark Lorenzen,95,12,62,21
3925,Precinct 39,U.S. House,17,,Over Votes,0,0,0,0
3926,Precinct 39,U.S. House,17,,Under Votes,14,0,11,3
3929,Precinct 39,Railroad Commissioner,,REP,Christi Craddick,225,14,173,38
3930,Precinct 39,Railroad Commissioner,,DEM,Katherine Culbert,91,10,62,19
3931,Precinct 39,Railroad Commissioner,,LIB,Hawk Dunlap,6,0,5,1
3932,Precinct 39,Railroad Commissioner,,GRN,Eddie Espinoza,5,1,3,1
3933,Precinct 39,Railroad Commissioner,,,Write-ins,0,0,0,0
3934,Precinct 39,Railroad Commissioner,,,Over Votes,0,0,0,0
3935,Precinct 39,Railroad Commissioner,,,Under Votes,14,3,7,4
3937,Precinct 39,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,227,16,174,37
3938,Precinct 39,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,99,10,68,21
3939,Precinct 39,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
3940,Precinct 39,"Justice, Supreme Court, Pl 2",,,Under Votes,15,2,8,5
3942,Precinct 39,"Justice, Supreme Court, Pl 4",,REP,John Devine,225,14,172,39
3943,Precinct 39,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,96,12,65,19
3944,Precinct 39,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
3945,Precinct 39,"Justice, Supreme Court, Pl 4",,,Under Votes,20,2,13,5
3947,Precinct 39,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,224,14,172,38
3948,Precinct 39,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,92,10,63,19
3949,Precinct 39,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,8,1,5,2
3950,Precinct 39,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
3951,Precinct 39,"Justice, Supreme Court, Pl 6",,,Under Votes,17,3,10,4
3954,Precinct 39,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,227,16,173,38
3955,Precinct 39,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,97,10,66,21
3956,Precinct 39,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
3957,Precinct 39,"Presiding Judge, Ct of Crim App",,,Under Votes,17,2,11,4
3959,Precinct 39,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,229,16,175,38
3960,Precinct 39,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,92,9,64,19
3961,Precinct 39,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
3962,Precinct 39,"Judge, Ct of Crim App, Pl 7",,,Under Votes,20,3,11,6
3964,Precinct 39,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,229,15,174,40
3965,Precinct 39,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,94,10,65,19
3966,Precinct 39,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
3967,Precinct 39,"Judge, Ct of Crim App, Pl 8",,,Under Votes,18,3,11,4
3969,Precinct 39,State Representative,9,REP,Trent Ashby,271,20,203,48
3970,Precinct 39,State Representative,9,,Over Votes,0,0,0,0
3971,Precinct 39,State Representative,9,,Under Votes,70,8,47,15
3974,Precinct 39,"Justice, 12th Ct of App Dist, Pl 3",,REP,Greg Neeley,264,17,200,47
3975,Precinct 39,"Justice, 12th Ct of App Dist, Pl 3",,,Over Votes,0,0,0,0
3976,Precinct 39,"Justice, 12th Ct of App Dist, Pl 3",,,Under Votes,77,11,50,16
3978,Precinct 39,"Dist Attorney, 159th Judicial Dist",,REP,Layne Allen Thompson,265,17,200,48
3979,Precinct 39,"Dist Attorney, 159th Judicial Dist",,,Over Votes,0,0,0,0
3980,Precinct 39,"Dist Attorney, 159th Judicial Dist",,,Under Votes,76,11,50,15
3982,Precinct 39,County Attorney,,REP,James M. Yakovsky,270,17,204,49
3983,Precinct 39,County Attorney,,,Over Votes,0,0,0,0
3984,Precinct 39,County Attorney,,,Under Votes,71,11,46,14
3986,Precinct 39,District Clerk - Unexpired Term,,REP,Meagan Moore,263,17,198,48
3987,Precinct 39,District Clerk - Unexpired Term,,,Over Votes,0,0,0,0
3988,Precinct 39,District Clerk - Unexpired Term,,,Under Votes,78,11,52,15
3990,Precinct 39,Sheriff,,REP,Tom Selman,270,20,199,51
3991,Precinct 39,Sheriff,,,Over Votes,0,0,0,0
3992,Precinct 39,Sheriff,,,Under Votes,71,8,51,12
3995,Precinct 39,County Tax Assessor-Collector,,REP,Billie Page,271,18,202,51
3996,Precinct 39,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
3997,Precinct 39,County Tax Assessor-Collector,,,Under Votes,70,10,48,12
3999,Precinct 39,County Commissioner Pct 1,,REP,Rocky Thigpen,265,18,196,51
4000,Precinct 39,County Commissioner Pct 1,,,Over Votes,0,0,0,0
4001,Precinct 39,County Commissioner Pct 1,,,Under Votes,76,10,54,12
4003,Precinct 39,Constable Pct 1,,REP,Ray Berry,248,17,184,47
4004,Precinct 39,Constable Pct 1,,,Over Votes,0,0,0,0
4005,Precinct 39,Constable Pct 1,,,Under Votes,93,11,66,16
4007,Precinct 40,Registered Voters,,,,886,,,
4008,Precinct 40,Ballots Cast,,,,523,23,413,87
4010,Precinct 40,President,,REP,Donald J. Trump/JD Vance,338,14,273,51
4011,Precinct 40,President,,DEM,Kamala D. Harris/Tim Walz,180,9,135,36
4012,Precinct 40,President,,LIB,Chase Oliver/Mike ter Maat,1,0,1,0
4013,Precinct 40,President,,GRN,Jill Stein/Rudolph Ware,3,0,3,0
4014,Precinct 40,President,,,Write-ins,0,0,0,0
4015,Precinct 40,President,,,Over Votes,0,0,0,0
4016,Precinct 40,President,,,Under Votes,1,0,1,0
4018,Precinct 40,U.S. Senate,,REP,Ted Cruz,324,14,260,50
4019,Precinct 40,U.S. Senate,,DEM,Colin Allred,176,9,132,35
4020,Precinct 40,U.S. Senate,,LIB,Ted Brown,12,0,11,1
4021,Precinct 40,U.S. Senate,,,Write-ins,1,0,1,0
4022,Precinct 40,U.S. Senate,,,Over Votes,0,0,0,0
4023,Precinct 40,U.S. Senate,,,Under Votes,10,0,9,1
4025,Precinct 40,U.S. House,17,REP,Pete Sessions,346,14,278,54
4026,Precinct 40,U.S. House,17,DEM,Mark Lorenzen,154,9,116,29
4027,Precinct 40,U.S. House,17,,Over Votes,0,0,0,0
4028,Precinct 40,U.S. House,17,,Under Votes,23,0,19,4
4031,Precinct 40,Railroad Commissioner,,REP,Christi Craddick,327,14,264,49
4032,Precinct 40,Railroad Commissioner,,DEM,Katherine Culbert,142,9,106,27
4033,Precinct 40,Railroad Commissioner,,LIB,Hawk Dunlap,12,0,8,4
4034,Precinct 40,Railroad Commissioner,,GRN,Eddie Espinoza,16,0,14,2
4035,Precinct 40,Railroad Commissioner,,,Write-ins,1,0,1,0
4036,Precinct 40,Railroad Commissioner,,,Over Votes,0,0,0,0
4037,Precinct 40,Railroad Commissioner,,,Under Votes,25,0,20,5
4039,Precinct 40,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,340,14,276,50
4040,Precinct 40,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,157,9,117,31
4041,Precinct 40,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
4042,Precinct 40,"Justice, Supreme Court, Pl 2",,,Under Votes,26,0,20,6
