county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Hopkins,1,Registered Voters,,,,2341,,,
Hopkins,1,Ballots Cast,,,,1547,,,
Hopkins,1,President,,REP,Donald J. Trump JD Vance,1227,30,989,208
Hopkins,1,President,,DEM,Kamala D. Harris Tim Walz,307,11,215,81
Hopkins,1,President,,LIB,Chase Oliver Mike ter Maat,2,0,2,0
Hopkins,1,President,,GRN,Jill Stein Rudolph Ware,3,0,3,0
Hopkins,1,President,,,Under Votes,8,0,5,3
Hopkins,1,President,,,Over Votes,0,0,0,0
Hopkins,1,U.S. Senate,,REP,Ted Cruz,1186,30,963,193
Hopkins,1,U.S. Senate,,DEM,Colin Allred,325,11,228,86
Hopkins,1,U.S. Senate,,LIB,Ted Brown,24,0,18,6
Hopkins,1,U.S. Senate,,,Under Votes,12,0,5,7
Hopkins,1,U.S. Senate,,,Over Votes,0,0,0,0
Hopkins,1,U.S. House,4,REP,Pat Fallon,1225,26,994,205
Hopkins,1,U.S. House,4,DEM,Simon Cardell,281,10,196,75
Hopkins,1,U.S. House,4,,Under Votes,41,5,24,12
Hopkins,1,U.S. House,4,,Over Votes,0,0,0,0
Hopkins,1,Railroad Commissioner,,REP,Christi Craddick,1197,28,982,187
Hopkins,1,Railroad Commissioner,,DEM,Katherine Culbert,269,10,184,75
Hopkins,1,Railroad Commissioner,,LIB,Hawk Dunlap,21,0,12,9
Hopkins,1,Railroad Commissioner,,GRN,Eddie Espinoza,17,1,9,7
Hopkins,1,Railroad Commissioner,,,Under Votes,43,2,27,14
Hopkins,1,Railroad Commissioner,,,Over Votes,0,0,0,0
Hopkins,1,"Justice, Supreme Court, Place 2",2,REP,Jimmy Blacklock,1221,29,993,199
Hopkins,1,"Justice, Supreme Court, Place 2",2,DEM,DaSean Jones,281,10,193,78
Hopkins,1,"Justice, Supreme Court, Place 2",2,,Under Votes,45,2,28,15
Hopkins,1,"Justice, Supreme Court, Place 2",2,,Over Votes,0,0,0,0
Hopkins,1,"Justice, Supreme Court, Place 4",4,REP,John Devine,1211,29,983,199
Hopkins,1,"Justice, Supreme Court, Place 4",4,DEM,Christine Vinh Weems,291,10,202,79
Hopkins,1,"Justice, Supreme Court, Place 4",4,,Under Votes,45,2,29,14
Hopkins,1,"Justice, Supreme Court, Place 4",4,,Over Votes,0,0,0,0
Hopkins,1,"Justice, Supreme Court, Place 6",6,REP,Jane Bland,1196,29,976,191
Hopkins,1,"Justice, Supreme Court, Place 6",6,DEM,Bonnie Lee Goldstein,264,9,181,74
Hopkins,1,"Justice, Supreme Court, Place 6",6,LIB,J. David Roberson,40,1,26,13
Hopkins,1,"Justice, Supreme Court, Place 6",6,,Under Votes,47,2,31,14
Hopkins,1,"Justice, Supreme Court, Place 6",6,,Over Votes,0,0,0,0
Hopkins,1,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,1207,29,982,196
Hopkins,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,297,10,205,82
Hopkins,1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,43,2,27,14
Hopkins,1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0
Hopkins,1,"Judge, Court of Criminal Appeals, Place 7",7,REP,Gina Parker,1220,30,988,202
Hopkins,1,"Judge, Court of Criminal Appeals, Place 7",7,DEM,Nancy Mulder,276,9,191,76
Hopkins,1,"Judge, Court of Criminal Appeals, Place 7",7,,Under Votes,51,2,35,14
Hopkins,1,"Judge, Court of Criminal Appeals, Place 7",7,,Over Votes,0,0,0,0
Hopkins,1,"Judge, Court of Criminal Appeals, Place 8",8,REP,Lee Finley,1224,29,995,200
Hopkins,1,"Judge, Court of Criminal Appeals, Place 8",8,DEM,Chika Anyiam,272,10,187,75
Hopkins,1,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,51,2,32,17
Hopkins,1,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0
Hopkins,1,"Member, State Board of Education, District 12",12,REP,Pam Little,1216,26,988,202
Hopkins,1,"Member, State Board of Education, District 12",12,DEM,George King,274,9,191,74
Hopkins,1,"Member, State Board of Education, District 12",12,,Under Votes,57,6,35,16
Hopkins,1,"Member, State Board of Education, District 12",12,,Over Votes,0,0,0,0
Hopkins,1,State Representative,2,REP,Brent A. Money,1178,24,962,192
Hopkins,1,State Representative,2,DEM,Kristen Washington,317,11,221,85
Hopkins,1,State Representative,2,,Under Votes,52,6,31,15
Hopkins,1,State Representative,2,,Over Votes,0,0,0,0
Hopkins,1,"Justice, 6th Court of Appeals District, Place 2",2,REP,Jeff Rambin,1298,27,1039,232
Hopkins,1,"Justice, 6th Court of Appeals District, Place 2",2,,Under Votes,249,14,175,60
Hopkins,1,"Justice, 6th Court of Appeals District, Place 2",2,,Over Votes,0,0,0,0
Hopkins,1,"District Judge, 8th Judicial District",,REP,Eddie Northcutt,1340,28,1074,238
Hopkins,1,"District Judge, 8th Judicial District",,,Under Votes,207,13,140,54
Hopkins,1,"District Judge, 8th Judicial District",,,Over Votes,0,0,0,0
Hopkins,1,"District Judge, 62nd Judicial District",,REP,Will Biard,1298,25,1043,230
