county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Hardeman,Prec. #1,"Ballots Cast",,,,381,0,244,137
Hardeman,Prec. #1,"Ballots Cast Blank",,,,0,0,0,0
Hardeman,Prec. #1,"President",,REP,"Donald J. Trump/JD Vance",320,8,197,115
Hardeman,Prec. #1,"President",,DEM,"Kamala D. Harris/Tim Walz",56,8,27,21
Hardeman,Prec. #1,"President",,LIB,"Chase Oliver/Mike ter Maat",2,0,1,1
Hardeman,Prec. #1,"President",,GRN,"Jill Stein/Rudolph Ware",2,0,2,0
Hardeman,Prec. #1,"President",,,"Write-In Totals",0,0,0,0
Hardeman,Prec. #1,"U.S. Senate",,REP,"Ted Cruz",306,8,192,106
Hardeman,Prec. #1,"U.S. Senate",,DEM,"Colin Allred",65,8,32,25
Hardeman,Prec. #1,"U.S. Senate",,LIB,"Ted Brown",7,0,1,6
Hardeman,Prec. #1,"U.S. Senate",,,"Write-In Totals",0,0,0,0
Hardeman,Prec. #1,"U.S. House","13",REP,"Ronny Jackson",324,8,195,121
Hardeman,Prec. #1,"Railroad Commissioner",,REP,"Christi Craddick",297,7,185,105
Hardeman,Prec. #1,"Railroad Commissioner",,DEM,"Katherine Culbert",47,6,20,21
Hardeman,Prec. #1,"Railroad Commissioner",,LIB,"Hawk Dunlap",13,1,8,4
Hardeman,Prec. #1,"Railroad Commissioner",,GRN,"Eddie Espinoza",2,0,1,1
Hardeman,Prec. #1,"Railroad Commissioner",,,"Write-In Totals",1,0,0,1
Hardeman,Prec. #1,"Justice, Supreme Court, Pl 2",,REP,"Jimmy Blacklock",314,8,194,112
Hardeman,Prec. #1,"Justice, Supreme Court, Pl 2",,DEM,"DaSean Jones",48,6,23,19
Hardeman,Prec. #1,"Justice, Supreme Court, Pl 4",,REP,"John Devine",304,8,188,108
Hardeman,Prec. #1,"Justice, Supreme Court, Pl 4",,DEM,"Christine Vinh Weems",51,6,25,20
Hardeman,Prec. #1,"Justice, Supreme Court, Pl 6",,REP,"Jane Bland",306,8,193,105
Hardeman,Prec. #1,"Justice, Supreme Court, Pl 6",,DEM,"Bonnie Lee Goldstein",52,6,23,23
Hardeman,Prec. #1,"Justice, Supreme Court, Pl 6",,LIB,"J. David Roberson",4,0,1,3
Hardeman,Prec. #1,"Presiding Judge, Ct of Crim App",,REP,"David J. Schenck",304,8,192,104
Hardeman,Prec. #1,"Presiding Judge, Ct of Crim App",,DEM,"Holly Taylor",52,6,22,24
Hardeman,Prec. #1,"Judge, Ct of Crim App, Pl 7",,REP,"Gina Parker",302,8,188,106
Hardeman,Prec. #1,"Judge, Ct of Crim App, Pl 7",,DEM,"Nancy Mulder",51,6,25,20
Hardeman,Prec. #1,"Judge, Ct of Crim App, Pl 8",,REP,"Lee Finley",305,7,193,105
Hardeman,Prec. #1,"Judge, Ct of Crim App, Pl 8",,DEM,"Chika Anyiam",49,6,21,22
Hardeman,Prec. #1,"Member, State BoE, Dist 15",,REP,"Aaron Kinsey",294,7,185,102
Hardeman,Prec. #1,"Member, State BoE, Dist 15",,DEM,"Morgan Kirkpatrick",53,6,23,24
Hardeman,Prec. #1,"Member, State BoE, Dist 15",,LIB,"Jack B. Westbrook",8,1,5,2
Hardeman,Prec. #1,"State Representative",69,REP,"James B Frank",313,8,195,110
Hardeman,Prec. #1,"State Representative",69,DEM,"Walter Coppage",46,6,22,18
Hardeman,Prec. #1,"Justice, 7th Ct of App Dist, Pl 2",,REP,"Judy Parker",319,8,192,119
Hardeman,Prec. #1,"Justice, 7th Ct of App Dist, Pl 3",,REP,"Alex Yarbrough",315,7,193,115
Hardeman,Prec. #1,"Dist Attorney, 46th Judicial Dist",,REP,"Jon Whitsitt",314,7,193,114
Hardeman,Prec. #1,"County Attorney",,REP,"Stanley R. Watson",334,7,209,118
Hardeman,Prec. #1,"County Clerk/District Clerk - Unexpired Term",,REP,"Deborah Akers",333,8,207,118
Hardeman,Prec. #1,"Sheriff",,REP,"Patrick Laughery",333,9,205,119
Hardeman,Prec. #1,"County Tax Assessor-Collector",,REP,"Jan Evans",340,9,208,123
Hardeman,Prec. #1,"County Commissioner Precinct 1",,REP,"Randel Parker",331,8,206,117
Hardeman,Prec. #1,"Justice of the Peace Precinct 1",,REP,"Kristi Bird",337,9,206,122
Hardeman,Prec. #1,"County Constable Precinct 1",,REP,"Billy J Walkup",310,8,193,109
Hardeman,Prec. #2,"Ballots Cast",,,,308,0,209,99
