county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Bosque,Iredell,Ballots Cast,,,,592,18,329,245
Bosque,Iredell,Ballots Cast Blank,,,,0,0,0,0
Bosque,Iredell,President,,REP,Donald J. Trump,535,11,305,219
Bosque,Iredell,President,,DEM,Kamala D. Harris,50,7,22,21
Bosque,Iredell,President,,LIB,Chase Oliver,2,0,0,2
Bosque,Iredell,President,,GRN,Jill Stein,1,0,1,0
Bosque,Iredell,President,,,Write-ins,1,0,1,0
Bosque,Iredell,President,,,Over Votes,1,0,0,1
Bosque,Iredell,President,,,Under Votes,2,0,0,2
Bosque,Iredell,U.S. Senate,,REP,Ted Cruz,520,11,294,215
Bosque,Iredell,U.S. Senate,,DEM,Colin Allred,63,7,31,25
Bosque,Iredell,U.S. Senate,,LIB,Ted Brown,4,0,2,2
Bosque,Iredell,U.S. Senate,,,Write-ins,1,0,1,0
Bosque,Iredell,U.S. Senate,,,Over Votes,1,0,0,1
Bosque,Iredell,U.S. Senate,,,Under Votes,3,0,1,2
Bosque,Iredell,U.S. House,31,REP,John Carter,525,12,296,217
Bosque,Iredell,U.S. House,31,DEM,Stuart Whitlow,48,6,26,16
Bosque,Iredell,U.S. House,31,,Over Votes,2,0,2,0
Bosque,Iredell,U.S. House,31,,Under Votes,17,0,5,12
Bosque,Iredell,Railroad Commissioner,,REP,Christi Craddick,511,11,292,208
Bosque,Iredell,Railroad Commissioner,,DEM,Katherine Culbert,46,7,23,16
Bosque,Iredell,Railroad Commissioner,,LIB,Hawk Dunlap,17,0,7,10
Bosque,Iredell,Railroad Commissioner,,GRN,Eddie Espinoza,2,0,1,1
Bosque,Iredell,Railroad Commissioner,,,Write-ins,0,0,0,0
Bosque,Iredell,Railroad Commissioner,,,Over Votes,1,0,0,1
Bosque,Iredell,Railroad Commissioner,,,Under Votes,15,0,6,9
Bosque,Iredell,"Justice, Supreme Court,Pl 2",,REP,Jimmy Blacklock,524,11,299,214
Bosque,Iredell,"Justice, Supreme Court,Pl 2",,DEM,DaSean Jones,48,7,24,17
Bosque,Iredell,"Justice, Supreme Court,Pl 2",,,Over Votes,0,0,0,0
Bosque,Iredell,"Justice, Supreme Court,Pl 2",,,Under Votes,20,0,6,14
Bosque,Iredell,"Justice, Supreme Court,Pl 4",,REP,John Devine,521,11,299,211
Bosque,Iredell,"Justice, Supreme Court,Pl 4",,DEM,Christine Vinh Weems,50,7,25,18
Bosque,Iredell,"Justice, Supreme Court,Pl 4",,,Over Votes,0,0,0,0
Bosque,Iredell,"Justice, Supreme Court,Pl 4",,,Under Votes,21,0,5,16
Bosque,Iredell,"Justice, Supreme Court,Pl 6",,REP,Jane Bland,519,11,295,213
Bosque,Iredell,"Justice, Supreme Court,Pl 6",,DEM,Bonnie Lee Goldstein,46,7,23,16
Bosque,Iredell,"Justice, Supreme Court,Pl 6",,LIB,J. David Roberson,10,0,5,5
