county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Swisher,Precinct 1,Registered Voters,,,,576,,,
Swisher,Precinct 1,Ballots Cast,,,,326,19,232,75
Swisher,Precinct 1,Ballots Cast Blank,,,,0,0,0,0
Swisher,Precinct 1,President,,REP,Donald J. Trump,269,9,205,55
Swisher,Precinct 1,President,,DEM,Kamala D. Harris,52,10,26,16
Swisher,Precinct 1,President,,LIB,Chase Oliver,2,0,0,2
Swisher,Precinct 1,President,,GRN,Jill Stein,1,0,0,1
Swisher,Precinct 1,President,,,Write-ins,2,0,1,1
Swisher,Precinct 1,President,,,Over Votes,0,0,0,0
Swisher,Precinct 1,President,,,Under Votes,0,0,0,0
Swisher,Precinct 1,U.S. Senate,,REP,Ted Cruz,259,9,201,49
Swisher,Precinct 1,U.S. Senate,,DEM,Colin Allred,56,10,28,18
Swisher,Precinct 1,U.S. Senate,,LIB,Ted Brown,6,0,1,5
Swisher,Precinct 1,U.S. Senate,,,Write-ins,0,0,0,0
Swisher,Precinct 1,U.S. Senate,,,Over Votes,0,0,0,0
Swisher,Precinct 1,U.S. Senate,,,Under Votes,5,0,2,3
Swisher,Precinct 1,U.S. House,19,REP,Jodey C. Arrington,267,9,205,53
Swisher,Precinct 1,U.S. House,19,LIB,Bernard Johnson,22,2,13,7
Swisher,Precinct 1,U.S. House,19,IND,Nathan Lewis,17,5,7,5
Swisher,Precinct 1,U.S. House,19,,Over Votes,0,0,0,0
Swisher,Precinct 1,U.S. House,19,,Under Votes,20,3,7,10
Swisher,Precinct 1,Railroad Commissioner,,REP,Christi Craddick,246,8,191,47
Swisher,Precinct 1,Railroad Commissioner,,DEM,Katherine Culbert,48,10,25,13
Swisher,Precinct 1,Railroad Commissioner,,LIB,Hawk Dunlap,9,0,7,2
Swisher,Precinct 1,Railroad Commissioner,,GRN,Eddie Espinoza,7,0,2,5
Swisher,Precinct 1,Railroad Commissioner,,,Write-ins,0,0,0,0
Swisher,Precinct 1,Railroad Commissioner,,,Over Votes,0,0,0,0
Swisher,Precinct 1,Railroad Commissioner,,,Under Votes,16,1,7,8
Swisher,Precinct 1,"Justice, Supreme Court",2,REP,Jimmy Blacklock,261,8,198,55
Swisher,Precinct 1,"Justice, Supreme Court",2,DEM,DaSean Jones,50,10,26,14
Swisher,Precinct 1,"Justice, Supreme Court",2,,Over Votes,0,0,0,0
Swisher,Precinct 1,"Justice, Supreme Court",2,,Under Votes,15,1,8,6
Swisher,Precinct 1,"Justice, Supreme Court",4,REP,John Devine,256,8,195,53
Swisher,Precinct 1,"Justice, Supreme Court",4,DEM,Christine Vinh Weems,52,10,28,14
Swisher,Precinct 1,"Justice, Supreme Court",4,,Over Votes,0,0,0,0
Swisher,Precinct 1,"Justice, Supreme Court",4,,Under Votes,18,1,9,8
Swisher,Precinct 1,"Justice, Supreme Court",6,REP,Jane Bland,253,8,196,49
Swisher,Precinct 1,"Justice, Supreme Court",6,DEM,Bonnie Lee Goldstein,48,10,23,15
