county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
San Augustine,1,Ballots Cast,,,,753,,,
San Augustine,1,President,,REP,Donald J. Trump,517,6,385,126
San Augustine,1,President,,DEM,Kamala D. Harris,224,11,156,57
San Augustine,1,President,,LIB,Chase Oliver,2,0,1,1
San Augustine,1,President,,GRN,Jill Stein,0,0,0,0
San Augustine,1,President,,,Under Votes,4,0,4,0
San Augustine,1,President,,,Over Votes,1,0,0,1
San Augustine,1,U.S. Senate,,REP,Ted Cruz,502,4,379,119
San Augustine,1,U.S. Senate,,DEM,Colin Allred,223,12,150,61
San Augustine,1,U.S. Senate,,LIB,Ted Brown,9,1,4,4
San Augustine,1,U.S. Senate,,,Under Votes,14,0,13,1
San Augustine,1,U.S. Senate,,,Over Votes,0,0,0,0
San Augustine,1,U.S. House,1,REP,Nathaniel Moran,549,8,400,141
San Augustine,1,U.S. House,1,,Under Votes,199,9,146,44
San Augustine,1,U.S. House,1,,Over Votes,0,0,0,0
San Augustine,1,Railroad Commissioner,,REP,Christi Craddick,492,5,368,119
San Augustine,1,Railroad Commissioner,,DEM,Katherine Culbert,203,8,143,52
San Augustine,1,Railroad Commissioner,,LIB,Hawk Dunlap,14,1,8,5
San Augustine,1,Railroad Commissioner,,GRN,Eddie Espinoza,2,0,1,1
San Augustine,1,Railroad Commissioner,,,Under Votes,35,2,25,8
San Augustine,1,Railroad Commissioner,,,Over Votes,1,1,0,0
San Augustine,1,"Justice, Supreme Court, Place 2",2,REP,Jimmy Blacklock,504,6,375,123
San Augustine,1,"Justice, Supreme Court, Place 2",2,DEM,DaSean Jones,207,8,145,54
San Augustine,1,"Justice, Supreme Court, Place 2",2,,Under Votes,35,2,25,8
San Augustine,1,"Justice, Supreme Court, Place 2",2,,Over Votes,2,1,1,0
San Augustine,1,"Justice, Supreme Court, Place 4",4,REP,John Devine,501,6,371,124
San Augustine,1,"Justice, Supreme Court, Place 4",4,DEM,Christine Vinh Weems,202,10,143,49
San Augustine,1,"Justice, Supreme Court, Place 4",4,,Under Votes,44,0,32,12
San Augustine,1,"Justice, Supreme Court, Place 4",4,,Over Votes,1,1,0,0
San Augustine,1,"Justice, Supreme Court, Place 6",6,REP,Jane Bland,494,5,370,119
San Augustine,1,"Justice, Supreme Court, Place 6",6,DEM,Bonnie Lee Goldstein,200,8,141,51
San Augustine,1,"Justice, Supreme Court, Place 6",6,LIB,J. David Roberson,13,1,6,6
San Augustine,1,"Justice, Supreme Court, Place 6",6,,Under Votes,40,2,29,9
San Augustine,1,"Justice, Supreme Court, Place 6",6,,Over Votes,1,1,0,0
San Augustine,1,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,502,6,373,123
San Augustine,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,207,8,147,52
San Augustine,1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,38,2,26,10
San Augustine,1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,1,1,0,0
