county,precinct,office,district,party,candidate,votes,election_day,early_voting,ballot_by_mail,provisional,limited
Collin,PCT 162,"Constable, Precinct No. 1",1,,Over Votes,0,0,0,0,0,0
Collin,PCT 162,"Constable, Precinct No. 1",1,,Under Votes,157,33,117,7,0,0
Collin,PCT 163,President,,Rep,Donald J. Trump/JD Vance,813,126,676,10,1,0
Collin,PCT 163,President,,Dem,Kamala D. Harris/Tim Walz,597,96,491,10,0,0
Collin,PCT 163,President,,Lib,Chase Oliver/Mike ter Maat,8,2,6,0,0,0
Collin,PCT 163,President,,Grn,Jill Stein/Rudolph Ware,44,20,24,0,0,0
Collin,PCT 163,President,,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,President,,,Under Votes,3,0,3,0,0,0
Collin,PCT 163,U.S. Senate,,Rep,Ted Cruz,758,109,637,11,1,0
Collin,PCT 163,U.S. Senate,,Dem,Colin Allred,643,115,519,9,0,0
Collin,PCT 163,U.S. Senate,,Lib,Ted Brown,41,10,31,0,0,0
Collin,PCT 163,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,U.S. Senate,,,Under Votes,31,13,18,0,0,0
Collin,PCT 163,U.S. House,4,Rep,Pat Fallon,804,122,671,10,1,0
Collin,PCT 163,U.S. House,4,Dem,Simon Cardell,574,94,470,10,0,0
Collin,PCT 163,U.S. House,4,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,U.S. House,4,,Under Votes,96,31,65,0,0,0
Collin,PCT 163,Railroad Commissioner,,Rep,Christi Craddick,788,118,658,11,1,0
Collin,PCT 163,Railroad Commissioner,,Dem,Katherine Culbert,535,86,440,9,0,0
Collin,PCT 163,Railroad Commissioner,,Lib,Hawk Dunlap,33,6,27,0,0,0
Collin,PCT 163,Railroad Commissioner,,Grn,Eddie Espinoza,31,10,21,0,0,0
Collin,PCT 163,Railroad Commissioner,,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,Railroad Commissioner,,,Under Votes,85,27,58,0,0,0
Collin,PCT 163,"Justice, Supreme Court, Place 2",2,Rep,Jimmy Blacklock,804,117,676,10,1,0
Collin,PCT 163,"Justice, Supreme Court, Place 2",2,Dem,DaSean Jones,574,98,467,9,0,0
Collin,PCT 163,"Justice, Supreme Court, Place 2",2,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Justice, Supreme Court, Place 2",2,,Under Votes,96,32,63,1,0,0
Collin,PCT 163,"Justice, Supreme Court, Place 4",4,Rep,John Devine,799,123,665,10,1,0
Collin,PCT 163,"Justice, Supreme Court, Place 4",4,Dem,Christine Vinh Weems,567,91,467,9,0,0
Collin,PCT 163,"Justice, Supreme Court, Place 4",4,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Justice, Supreme Court, Place 4",4,,Under Votes,108,33,74,1,0,0
Collin,PCT 163,"Justice, Supreme Court, Place 6",6,Rep,Jane Bland,781,119,650,11,1,0
Collin,PCT 163,"Justice, Supreme Court, Place 6",6,Dem,Bonnie Lee Goldstein,551,88,455,8,0,0
Collin,PCT 163,"Justice, Supreme Court, Place 6",6,Lib,J. David Roberson,40,7,33,0,0,0
Collin,PCT 163,"Justice, Supreme Court, Place 6",6,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Justice, Supreme Court, Place 6",6,,Under Votes,102,33,68,1,0,0
Collin,PCT 163,"Presiding Judge, Court of Criminal Appeals",,Rep,David J. Schenck,795,120,663,11,1,0
Collin,PCT 163,"Presiding Judge, Court of Criminal Appeals",,Dem,Holly Taylor,583,100,475,8,0,0
Collin,PCT 163,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,96,27,68,1,0,0
Collin,PCT 163,"Judge, Court of Criminal Appeals, Place 7",7,Rep,Gina Parker,798,124,661,12,1,0
Collin,PCT 163,"Judge, Court of Criminal Appeals, Place 7",7,Dem,Nancy Mulder,564,90,467,7,0,0
Collin,PCT 163,"Judge, Court of Criminal Appeals, Place 7",7,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Judge, Court of Criminal Appeals, Place 7",7,,Under Votes,112,33,78,1,0,0
Collin,PCT 163,"Judge, Court of Criminal Appeals, Place 8",8,Rep,Lee Finley,812,127,673,11,1,0
Collin,PCT 163,"Judge, Court of Criminal Appeals, Place 8",8,Dem,Chika Anyiam,559,90,461,8,0,0
Collin,PCT 163,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,103,30,72,1,0,0
Collin,PCT 163,State Board of Education,12,Rep,Pam Little,824,129,683,11,1,0
Collin,PCT 163,State Board of Education,12,Dem,George King,550,87,456,7,0,0
Collin,PCT 163,State Board of Education,12,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,State Board of Education,12,,Under Votes,100,31,67,2,0,0
Collin,PCT 163,State Senate,8,Rep,Angela Paxton,795,122,661,11,1,0
Collin,PCT 163,State Senate,8,Dem,Rachel Mello,583,96,479,8,0,0
Collin,PCT 163,State Senate,8,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,State Senate,8,,Under Votes,96,29,66,1,0,0
Collin,PCT 163,State Representative,61,Rep,Keresa Richardson,790,120,658,11,1,0
Collin,PCT 163,State Representative,61,Dem,Tony Adams,565,92,466,7,0,0
Collin,PCT 163,State Representative,61,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,State Representative,61,,Under Votes,119,35,82,2,0,0
Collin,PCT 163,"Chief Justice, 5th Court of Appeals District",,Rep,Justin Jay “J.J.” Koch,777,123,643,10,1,0
Collin,PCT 163,"Chief Justice, 5th Court of Appeals District",,Dem,Staci Williams,574,89,476,9,0,0
Collin,PCT 163,"Chief Justice, 5th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Chief Justice, 5th Court of Appeals District",,,Under Votes,123,35,87,1,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 2",2,Rep,Jessica Lewis,805,124,668,12,1,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 2",2,Dem,Robbie Partida-Kipness,537,86,444,7,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 2",2,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 2",2,,Under Votes,132,37,94,1,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 5",5,Rep,Cynthia Barbare,783,118,653,11,1,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 5",5,Dem,Erin A. Nowell,557,91,458,8,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 5",5,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 5",5,,Under Votes,134,38,95,1,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 9",9,Rep,Matthew J. Kolodoski,782,117,653,11,1,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 9",9,Dem,Tina Clinton,560,91,461,8,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 9",9,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 9",9,,Under Votes,132,39,92,1,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 10",10,Rep,Earl Jackson,770,117,642,10,1,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 10",10,Dem,Amanda Reichek,564,91,464,9,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 10",10,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 10",10,,Under Votes,140,39,100,1,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 11",11,Rep,Gino J. Rossini,777,116,650,10,1,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 11",11,Dem,Kim Cooks,557,91,457,9,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 11",11,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 11",11,,Under Votes,140,40,99,1,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 12",12,Rep,Mike Lee,787,121,654,11,1,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 12",12,Dem,Ken Molberg,549,86,455,8,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 12",12,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 12",12,,Under Votes,138,40,97,1,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 13",13,Rep,Emily A. Miskel,773,118,642,12,1,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 13",13,Dem,Tonya Parker,556,87,462,7,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 13",13,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Justice, 5th Court of Appeals District, Place 13",13,,Under Votes,145,42,102,1,0,0
Collin,PCT 163,"District Judge, 199th Judicial District",,Rep,Angela Tucker,943,154,775,13,1,0
Collin,PCT 163,"District Judge, 199th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"District Judge, 199th Judicial District",,,Under Votes,531,93,431,7,0,0
Collin,PCT 163,"District Judge, 380th Judicial District",,Rep,Ben Smith,923,0,1,5,3,756
Collin,PCT 163,"District Judge, 380th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"District Judge, 380th Judicial District",,,Under Votes,551,94,450,7,0,0
Collin,PCT 163,"District Judge, 401st Judicial District",,Rep,Kim Laseter,923,151,758,13,1,0
Collin,PCT 163,"District Judge, 401st Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"District Judge, 401st Judicial District",,,Under Votes,551,96,448,7,0,0
Collin,PCT 163,"District Judge, 416th Judicial District",,Rep,Andrea Stroh Thompson,916,151,751,13,1,0
Collin,PCT 163,"District Judge, 416th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"District Judge, 416th Judicial District",,,Under Votes,558,96,455,7,0,0
Collin,PCT 163,"District Judge, 468th Judicial District",,Rep,Lindsey Wynne,918,150,753,14,1,0
Collin,PCT 163,"District Judge, 468th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"District Judge, 468th Judicial District",,,Under Votes,556,97,453,6,0,0
Collin,PCT 163,"District Judge, 469th Judicial District",,Rep,Piper McCraw,909,147,748,13,1,0
Collin,PCT 163,"District Judge, 469th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"District Judge, 469th Judicial District",,,Under Votes,565,100,458,7,0,0
Collin,PCT 163,"District Judge, 470th Judicial District",,Rep,Brook Fulks,905,147,744,13,1,0
Collin,PCT 163,"District Judge, 470th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"District Judge, 470th Judicial District",,,Under Votes,569,100,462,7,0,0
Collin,PCT 163,"District Judge, 471st Judicial District",,Rep,Andrea Bouressa,918,149,755,13,1,0
Collin,PCT 163,"District Judge, 471st Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"District Judge, 471st Judicial District",,,Under Votes,556,98,451,7,0,0
Collin,PCT 163,"District Judge, 493rd Judicial District",,Rep,Christine A. Nowak,919,148,757,13,1,0
Collin,PCT 163,"District Judge, 493rd Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"District Judge, 493rd Judicial District",,,Under Votes,555,99,449,7,0,0
Collin,PCT 163,"Judge, County Probate Court, Unexpired Term",,Rep,Sarah R. Duff,931,152,764,14,1,0
Collin,PCT 163,"Judge, County Probate Court, Unexpired Term",,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Judge, County Probate Court, Unexpired Term",,,Under Votes,543,95,442,6,0,0
Collin,PCT 163,Sheriff,,Rep,Jim Skinner,920,151,755,13,1,0
Collin,PCT 163,Sheriff,,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,Sheriff,,,Under Votes,554,96,451,7,0,0
Collin,PCT 163,County Tax Assessor-Collector,,Rep,Scott Grigg,799,128,660,10,1,0
Collin,PCT 163,County Tax Assessor-Collector,,Dem,Stephanie Cooksey,522,49,7,8,437,7
Collin,PCT 163,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,County Tax Assessor-Collector,,,Under Votes,152,41,108,3,0,0
Collin,PCT 163,"County Commissioner, Precinct No. 1",1,Rep,Susan Fletcher,924,152,758,13,1,0
Collin,PCT 163,"County Commissioner, Precinct No. 1",1,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"County Commissioner, Precinct No. 1",1,,Under Votes,550,95,448,7,0,0
Collin,PCT 163,"Constable, Precinct No. 4",4,Rep,Steve Asher,896,148,734,13,1,0
Collin,PCT 163,"Constable, Precinct No. 4",4,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,"Constable, Precinct No. 4",4,,Under Votes,578,99,472,7,0,0
Collin,PCT 163,Proposition A - City of McKinney,,,YES,799,139,646,14,0,0
Collin,PCT 163,Proposition A - City of McKinney,,,NO,484,55,424,4,1,0
Collin,PCT 163,Proposition A - City of McKinney,,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,Proposition A - City of McKinney,,,Under Votes,118,34,83,1,0,0
Collin,PCT 163,Proposition B - City of McKinney,,,YES,576,88,475,13,0,0
Collin,PCT 163,Proposition B - City of McKinney,,,NO,671,98,567,5,1,0
Collin,PCT 163,Proposition B - City of McKinney,,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,Proposition B - City of McKinney,,,Under Votes,154,42,111,1,0,0
Collin,PCT 163,Proposition C - City of McKinney,,,NO,272,38,230,4,0,0
Collin,PCT 163,Proposition C - City of McKinney,,,Over Votes,1,0,0,1,0,0
Collin,PCT 163,Proposition C - City of McKinney,,,Under Votes,168,50,117,1,0,0
Collin,PCT 163,Proposition D - City of McKinney,,,YES,958,142,800,15,1,0
Collin,PCT 163,Proposition D - City of McKinney,,,NO,287,43,241,3,0,0
Collin,PCT 163,Proposition D - City of McKinney,,,Over Votes,0,0,0,0,0,0
Collin,PCT 163,Proposition D - City of McKinney,,,Under Votes,156,43,112,1,0,0
Collin,PCT 164,President,,Rep,Donald J. Trump/JD Vance,934,52,675,199,8,0
Collin,PCT 164,President,,Dem,Kamala D. Harris/Tim Walz,848,55,535,250,8,0
Collin,PCT 164,President,,Lib,Chase Oliver/Mike ter Maat,8,0,4,4,0,0
Collin,PCT 164,President,,Grn,Jill Stein/Rudolph Ware,22,8,14,0,0,0
Collin,PCT 164,President,,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,President,,,Under Votes,15,0,13,2,0,0
Collin,PCT 164,U.S. Senate,,Rep,Ted Cruz,905,47,655,195,8,0
Collin,PCT 164,U.S. Senate,,Dem,Colin Allred,899,69,566,256,8,0
Collin,PCT 164,U.S. Senate,,Lib,Ted Brown,14,1,10,3,0,0
Collin,PCT 164,U.S. Senate,,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,U.S. Senate,,,Under Votes,25,0,21,4,0,0
Collin,PCT 164,U.S. House,4,Rep,Pat Fallon,1011,61,719,222,9,0
Collin,PCT 164,U.S. House,4,Dem,Simon Cardell,715,43,464,201,7,0
Collin,PCT 164,U.S. House,4,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,U.S. House,4,,Under Votes,119,14,70,35,0,0
Collin,PCT 164,Railroad Commissioner,,Rep,Christi Craddick,958,52,689,209,8,0
Collin,PCT 164,Railroad Commissioner,,Dem,Katherine Culbert,708,43,458,201,6,0
Collin,PCT 164,Railroad Commissioner,,Lib,Hawk Dunlap,18,4,11,3,0,0
Collin,PCT 164,Railroad Commissioner,,Grn,Eddie Espinoza,23,2,21,0,0,0
Collin,PCT 164,Railroad Commissioner,,,Over Votes,1,0,0,1,0,0
Collin,PCT 164,Railroad Commissioner,,,Under Votes,136,16,74,44,2,0
Collin,PCT 164,"Justice, Supreme Court, Place 2",2,Rep,Jimmy Blacklock,1021,58,733,223,7,0
Collin,PCT 164,"Justice, Supreme Court, Place 2",2,Dem,DaSean Jones,684,43,442,192,7,0
Collin,PCT 164,"Justice, Supreme Court, Place 2",2,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Justice, Supreme Court, Place 2",2,,Under Votes,140,17,78,43,2,0
Collin,PCT 164,"Justice, Supreme Court, Place 4",4,Rep,John Devine,936,53,683,193,7,0
Collin,PCT 164,"Justice, Supreme Court, Place 4",4,Dem,Christine Vinh Weems,745,47,479,211,8,0
Collin,PCT 164,"Justice, Supreme Court, Place 4",4,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Justice, Supreme Court, Place 4",4,,Under Votes,164,18,91,54,1,0
Collin,PCT 164,"Justice, Supreme Court, Place 6",6,Rep,Jane Bland,1010,54,728,219,9,0
Collin,PCT 164,"Justice, Supreme Court, Place 6",6,Dem,Bonnie Lee Goldstein,672,42,434,189,7,0
Collin,PCT 164,"Justice, Supreme Court, Place 6",6,Lib,J. David Roberson,27,7,17,3,0,0
Collin,PCT 164,"Justice, Supreme Court, Place 6",6,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Justice, Supreme Court, Place 6",6,,Under Votes,136,15,74,47,0,0
Collin,PCT 164,"Presiding Judge, Court of Criminal Appeals",,Rep,David J. Schenck,1012,56,727,221,8,0
Collin,PCT 164,"Presiding Judge, Court of Criminal Appeals",,Dem,Holly Taylor,675,42,446,180,7,0
Collin,PCT 164,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,158,20,80,57,1,0
Collin,PCT 164,"Judge, Court of Criminal Appeals, Place 7",7,Rep,Gina Parker,956,56,695,197,8,0
Collin,PCT 164,"Judge, Court of Criminal Appeals, Place 7",7,Dem,Nancy Mulder,716,41,469,199,7,0
Collin,PCT 164,"Judge, Court of Criminal Appeals, Place 7",7,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Judge, Court of Criminal Appeals, Place 7",7,,Under Votes,173,21,89,62,1,0
Collin,PCT 164,"Judge, Court of Criminal Appeals, Place 8",8,Rep,Lee Finley,962,55,699,199,9,0
Collin,PCT 164,"Judge, Court of Criminal Appeals, Place 8",8,Dem,Chika Anyiam,714,43,466,199,6,0
Collin,PCT 164,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,169,20,88,60,1,0
Collin,PCT 164,State Board of Education,12,Rep,Pam Little,1017,55,730,224,8,0
Collin,PCT 164,State Board of Education,12,Dem,George King,681,42,447,185,7,0
Collin,PCT 164,State Board of Education,12,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,State Board of Education,12,,Under Votes,147,21,76,49,1,0
Collin,PCT 164,State Representative,70,Rep,Steve Kinard,941,53,684,196,8,0
Collin,PCT 164,State Representative,70,Dem,Mihaela Elizabeth Plesa,770,49,499,215,7,0
Collin,PCT 164,State Representative,70,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,State Representative,70,,Under Votes,134,16,70,47,1,0
Collin,PCT 164,"Chief Justice, 5th Court of Appeals District",,Rep,Justin Jay “J.J.” Koch,990,52,714,217,7,0
Collin,PCT 164,"Chief Justice, 5th Court of Appeals District",,Dem,Staci Williams,678,44,439,188,7,0
Collin,PCT 164,"Chief Justice, 5th Court of Appeals District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Chief Justice, 5th Court of Appeals District",,,Under Votes,177,22,100,53,2,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 2",2,Rep,Jessica Lewis,968,56,697,208,7,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 2",2,Dem,Robbie Partida-Kipness,693,39,448,199,7,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 2",2,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 2",2,,Under Votes,184,23,108,51,2,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 5",5,Rep,Cynthia Barbare,943,53,684,198,8,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 5",5,Dem,Erin A. Nowell,713,41,461,205,6,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 5",5,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 5",5,,Under Votes,189,24,108,55,2,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 9",9,Rep,Matthew J. Kolodoski,947,54,685,201,7,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 9",9,Dem,Tina Clinton,719,42,467,203,7,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 9",9,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 9",9,,Under Votes,179,22,101,54,2,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 10",10,Rep,Earl Jackson,939,54,683,195,7,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 10",10,Dem,Amanda Reichek,719,41,465,206,7,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 10",10,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 10",10,,Under Votes,187,23,105,57,2,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 11",11,Rep,Gino J. Rossini,1000,55,723,214,8,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 11",11,Dem,Kim Cooks,657,41,424,186,6,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 11",11,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 11",11,,Under Votes,188,22,106,58,2,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 12",12,Rep,Mike Lee,954,58,689,200,7,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 12",12,Dem,Ken Molberg,707,38,457,205,7,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 12",12,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 12",12,,Under Votes,184,22,107,53,2,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 13",13,Rep,Emily A. Miskel,940,55,678,200,7,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 13",13,Dem,Tonya Parker,707,40,459,201,7,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 13",13,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Justice, 5th Court of Appeals District, Place 13",13,,Under Votes,198,23,116,57,2,0
Collin,PCT 164,"District Judge, 199th Judicial District",,Rep,Angela Tucker,1072,72,766,226,8,0
Collin,PCT 164,"District Judge, 199th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"District Judge, 199th Judicial District",,,Under Votes,773,46,487,232,8,0
Collin,PCT 164,"District Judge, 380th Judicial District",,Rep,Ben Smith,1041,73,750,210,8,0
Collin,PCT 164,"District Judge, 380th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"District Judge, 380th Judicial District",,,Under Votes,804,45,503,248,8,0
Collin,PCT 164,"District Judge, 401st Judicial District",,Rep,Kim Laseter,1038,0,7,2,754,204
Collin,PCT 164,"District Judge, 401st Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"District Judge, 401st Judicial District",,,Under Votes,807,46,499,254,8,0
Collin,PCT 164,"District Judge, 416th Judicial District",,Rep,Andrea Stroh Thompson,1026,70,744,204,8,0
Collin,PCT 164,"District Judge, 416th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"District Judge, 416th Judicial District",,,Under Votes,819,48,509,254,8,0
Collin,PCT 164,"District Judge, 468th Judicial District",,Rep,Lindsey Wynne,1032,73,746,205,8,0
Collin,PCT 164,"District Judge, 468th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"District Judge, 468th Judicial District",,,Under Votes,813,45,507,253,8,0
Collin,PCT 164,"District Judge, 469th Judicial District",,Rep,Piper McCraw,1023,70,737,208,8,0
Collin,PCT 164,"District Judge, 469th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"District Judge, 469th Judicial District",,,Under Votes,822,48,516,250,8,0
Collin,PCT 164,"District Judge, 470th Judicial District",,Rep,Brook Fulks,1025,70,742,205,8,0
Collin,PCT 164,"District Judge, 470th Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"District Judge, 470th Judicial District",,,Under Votes,820,48,511,253,8,0
Collin,PCT 164,"District Judge, 471st Judicial District",,Rep,Andrea Bouressa,1027,70,742,207,8,0
Collin,PCT 164,"District Judge, 471st Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"District Judge, 471st Judicial District",,,Under Votes,818,48,511,251,8,0
Collin,PCT 164,"District Judge, 493rd Judicial District",,Rep,Christine A. Nowak,1024,70,742,204,8,0
Collin,PCT 164,"District Judge, 493rd Judicial District",,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"District Judge, 493rd Judicial District",,,Under Votes,821,48,511,254,8,0
Collin,PCT 164,"Judge, County Probate Court, Unexpired Term",,Rep,Sarah R. Duff,1030,72,745,205,8,0
Collin,PCT 164,"Judge, County Probate Court, Unexpired Term",,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Judge, County Probate Court, Unexpired Term",,,Under Votes,815,46,508,253,8,0
Collin,PCT 164,Sheriff,,Rep,Jim Skinner,1037,72,750,207,8,0
Collin,PCT 164,Sheriff,,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,Sheriff,,,Under Votes,808,46,503,251,8,0
Collin,PCT 164,County Tax Assessor-Collector,,Rep,Scott Grigg,998,59,722,209,8,0
Collin,PCT 164,County Tax Assessor-Collector,,Dem,Stephanie Cooksey,643,37,424,174,8,0
Collin,PCT 164,County Tax Assessor-Collector,,,Over Votes,2,0,0,2,0,0
Collin,PCT 164,County Tax Assessor-Collector,,,Under Votes,202,22,107,73,0,0
Collin,PCT 164,"Constable, Precinct No. 3",3,Rep,Sammy Knapp,975,26,5,7,710,200
Collin,PCT 164,"Constable, Precinct No. 3",3,Dem,Cesar Avila,643,36,422,178,7,0
Collin,PCT 164,"Constable, Precinct No. 3",3,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,"Constable, Precinct No. 3",3,,Under Votes,227,25,121,80,1,0
Collin,PCT 164,Proposition A - City of Dallas,,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,Proposition A - City of Dallas,,,Under Votes,455,39,273,137,6,0
Collin,PCT 164,Proposition B - City of Dallas,,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,Proposition B - City of Dallas,,,Under Votes,365,28,222,111,4,0
Collin,PCT 164,Proposition C - City of Dallas,,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,Proposition C - City of Dallas,,,Under Votes,350,28,210,109,3,0
Collin,PCT 164,Proposition D - City of Dallas,,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,Proposition D - City of Dallas,,,Under Votes,405,34,248,117,6,0
Collin,PCT 164,Proposition E - City of Dallas,,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,Proposition E - City of Dallas,,,Under Votes,341,27,209,101,4,0
Collin,PCT 164,Proposition F - City of Dallas,,,Over Votes,0,0,0,0,0,0
Collin,PCT 164,Proposition F - City of Dallas,,,Under Votes,453,38,276,134,5,0
