county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Ochiltree,Precinct 1,"Registered Voters",,,,952,,,
Ochiltree,Precinct 1,"Ballots Cast",,,,423,21,294,108
Ochiltree,Precinct 1,"Ballots Cast Blank",,,,0,0,0,0
Ochiltree,Precinct 1,"President",,REP,"Donald J. Trump",375,19,272,84
Ochiltree,Precinct 1,"President",,DEM,"Kamala D. Harris",46,2,20,24
Ochiltree,Precinct 1,"President",,LIB,"Chase Oliver",1,0,1,0
Ochiltree,Precinct 1,"President",,GRN,"Jill Stein",1,0,1,0
Ochiltree,Precinct 1,"President",,,"Write-ins",0,0,0,0
Ochiltree,Precinct 1,"President",,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"President",,,"Under Votes",0,0,0,0
Ochiltree,Precinct 1,"U.S. Senate",,REP,"Ted Cruz",371,18,270,83
Ochiltree,Precinct 1,"U.S. Senate",,DEM,"Colin Allred",45,2,22,21
Ochiltree,Precinct 1,"U.S. Senate",,LIB,"Ted Brown",6,1,2,3
Ochiltree,Precinct 1,"U.S. Senate",,,"Write-ins",0,0,0,0
Ochiltree,Precinct 1,"U.S. Senate",,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"U.S. Senate",,,"Under Votes",1,0,0,1
Ochiltree,Precinct 1,"U.S. House",13,REP,"Ronny Jackson",382,18,274,90
Ochiltree,Precinct 1,"U.S. House",13,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"U.S. House",13,,"Under Votes",41,3,20,18
Ochiltree,Precinct 1,"Railroad Commissioner",,REP,"Christi Craddick",349,19,252,78
Ochiltree,Precinct 1,"Railroad Commissioner",,DEM,"Katherine Culbert",35,1,18,16
Ochiltree,Precinct 1,"Railroad Commissioner",,LIB,"Hawk Dunlap",13,1,10,2
Ochiltree,Precinct 1,"Railroad Commissioner",,GRN,"Eddie Espinoza",6,0,3,3
Ochiltree,Precinct 1,"Railroad Commissioner",,,"Write-ins",0,0,0,0
Ochiltree,Precinct 1,"Railroad Commissioner",,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"Railroad Commissioner",,,"Under Votes",20,0,11,9
Ochiltree,Precinct 1,"Justice, Supreme Court",2,REP,"Jimmy Blacklock",362,19,263,80
Ochiltree,Precinct 1,"Justice, Supreme Court",2,DEM,"DaSean Jones",37,2,20,15
Ochiltree,Precinct 1,"Justice, Supreme Court",2,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"Justice, Supreme Court",2,,"Under Votes",24,0,11,13
Ochiltree,Precinct 1,"Justice, Supreme Court",4,REP,"John Devine",359,20,259,80
Ochiltree,Precinct 1,"Justice, Supreme Court",4,DEM,"Christine Vinh Weems",35,1,19,15
Ochiltree,Precinct 1,"Justice, Supreme Court",4,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"Justice, Supreme Court",4,,"Under Votes",29,0,16,13
Ochiltree,Precinct 1,"Justice, Supreme Court",6,REP,"Jane Bland",353,17,260,76
Ochiltree,Precinct 1,"Justice, Supreme Court",6,DEM,"Bonnie Lee Goldstein",39,2,20,17
Ochiltree,Precinct 1,"Justice, Supreme Court",6,LIB,"J. David Roberson",8,2,2,4
Ochiltree,Precinct 1,"Justice, Supreme Court",6,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"Justice, Supreme Court",6,,"Under Votes",23,0,12,11
Ochiltree,Precinct 1,"Presiding Judge, Ct of Crim App",,REP,"David J. Schenck",354,18,259,77
Ochiltree,Precinct 1,"Presiding Judge, Ct of Crim App",,DEM,"Holly Taylor",41,2,20,19
Ochiltree,Precinct 1,"Presiding Judge, Ct of Crim App",,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"Presiding Judge, Ct of Crim App",,,"Under Votes",28,1,15,12
Ochiltree,Precinct 1,"Judge, Ct of Crim App",7,REP,"Gina Parker",342,16,250,76
Ochiltree,Precinct 1,"Judge, Ct of Crim App",7,DEM,"Nancy Mulder",44,2,21,21
Ochiltree,Precinct 1,"Judge, Ct of Crim App",7,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"Judge, Ct of Crim App",7,,"Under Votes",37,3,20,14
Ochiltree,Precinct 1,"Judge, Ct of Crim App",8,REP,"Lee Finley",357,18,260,79
Ochiltree,Precinct 1,"Judge, Ct of Crim App",8,DEM,"Chika Anyiam",41,2,21,18
Ochiltree,Precinct 1,"Judge, Ct of Crim App",8,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"Judge, Ct of Crim App",8,,"Under Votes",25,1,13,11
Ochiltree,Precinct 1,"Member, State BoE",15,REP,"Aaron Kinsey",355,17,256,82
Ochiltree,Precinct 1,"Member, State BoE",15,DEM,"Morgan Kirkpatrick",38,2,20,16
Ochiltree,Precinct 1,"Member, State BoE",15,LIB,"Jack B. Westbrook",5,2,2,1
Ochiltree,Precinct 1,"Member, State BoE",15,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"Member, State BoE",15,,"Under Votes",25,0,16,9
Ochiltree,Precinct 1,"State Representative",87,REP,"Caroline Fairly",352,18,258,76
Ochiltree,Precinct 1,"State Representative",87,DEM,"Timothy W. Gassaway",46,2,20,24
Ochiltree,Precinct 1,"State Representative",87,,"Write-ins",0,0,0,0
Ochiltree,Precinct 1,"State Representative",87,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"State Representative",87,,"Under Votes",25,1,16,8
Ochiltree,Precinct 1,"Justice, 7th Ct of App Dist",2,REP,"Judy Parker",365,18,258,89
Ochiltree,Precinct 1,"Justice, 7th Ct of App Dist",2,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"Justice, 7th Ct of App Dist",2,,"Under Votes",58,3,36,19
Ochiltree,Precinct 1,"Justice, 7th Ct of App Dist",3,REP,"Alex Yarbrough",357,18,255,84
Ochiltree,Precinct 1,"Justice, 7th Ct of App Dist",3,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"Justice, 7th Ct of App Dist",3,,"Under Votes",66,3,39,24
Ochiltree,Precinct 1,"Dist Judge, 84th Judicial Dist",,REP,"Curt W. Brancheau",357,18,258,81
Ochiltree,Precinct 1,"Dist Judge, 84th Judicial Dist",,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"Dist Judge, 84th Judicial Dist",,,"Under Votes",66,3,36,27
Ochiltree,Precinct 1,"County Attorney",,REP,"Jose Merez",359,17,252,90
Ochiltree,Precinct 1,"County Attorney",,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"County Attorney",,,"Under Votes",64,4,42,18
Ochiltree,Precinct 1,"Sheriff",,REP,"Terry Bouchard",353,16,252,85
Ochiltree,Precinct 1,"Sheriff",,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"Sheriff",,,"Under Votes",70,5,42,23
Ochiltree,Precinct 1,"County Tax Assessor-Collector",,REP,"Angel Hernandez",377,19,265,93
Ochiltree,Precinct 1,"County Tax Assessor-Collector",,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"County Tax Assessor-Collector",,,"Under Votes",46,2,29,15
Ochiltree,Precinct 1,"County Commissioner Pct 1",,REP,"Duane Pshigoda",366,17,258,91
Ochiltree,Precinct 1,"County Commissioner Pct 1",,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"County Commissioner Pct 1",,,"Under Votes",57,4,36,17
Ochiltree,Precinct 1,"County Constable",,REP,"Tim Olivarez",361,18,252,91
Ochiltree,Precinct 1,"County Constable",,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"County Constable",,,"Under Votes",62,3,42,17
Ochiltree,Precinct 1,"PROPOSITION A, Perryton ISD",,,"For",253,7,184,62
Ochiltree,Precinct 1,"PROPOSITION A, Perryton ISD",,,"Against",129,8,87,34
Ochiltree,Precinct 1,"PROPOSITION A, Perryton ISD",,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"PROPOSITION A, Perryton ISD",,,"Under Votes",18,1,9,8
Ochiltree,Precinct 1,"PROPOSITION A, Booker ISD",,,"For",14,4,7,3
Ochiltree,Precinct 1,"PROPOSITION A, Booker ISD",,,"Against",8,1,6,1
Ochiltree,Precinct 1,"PROPOSITION A, Booker ISD",,,"Over Votes",0,0,0,0
Ochiltree,Precinct 1,"PROPOSITION A, Booker ISD",,,"Under Votes",1,0,1,0
Ochiltree,Precinct 2,"Registered Voters",,,,1137,,,
Ochiltree,Precinct 2,"Ballots Cast",,,,631,23,422,186
Ochiltree,Precinct 2,"Ballots Cast Blank",,,,0,0,0,0
Ochiltree,Precinct 2,"President",,REP,"Donald J. Trump",563,20,378,165
Ochiltree,Precinct 2,"President",,DEM,"Kamala D. Harris",65,3,37,25
