county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Motley,1,Registered Voters,,,,219,,,
Motley,1,Ballots Cast,,,,194,,,
Motley,1,President,,REP,Donald J. Trump,184,14,130,40
Motley,1,President,,DEM,Kamala D. Harris,9,1,7,1
Motley,1,President,,LIB,Chase Oliver,1,0,1,0
Motley,1,President,,GRN,Jill Stein,0,0,0,0
Motley,1,President,,,Under Votes,0,0,0,0
Motley,1,President,,,Over Votes,0,0,0,0
Motley,1,U.S. Senate,,REP,Ted Cruz,178,14,125,39
Motley,1,U.S. Senate,,DEM,Colin Allred,11,1,9,1
Motley,1,U.S. Senate,,LIB,Ted Brown,3,0,2,1
Motley,1,U.S. Senate,,,Under Votes,2,0,2,0
Motley,1,U.S. Senate,,,Over Votes,0,0,0,0
Motley,1,U.S. House,13,REP,Ronny Jackson,183,14,131,38
Motley,1,U.S. House,13,,Under Votes,11,1,7,3
Motley,1,U.S. House,13,,Over Votes,0,0,0,0
Motley,1,Railroad Commissioner,,REP,Christi Craddick,168,14,122,32
Motley,1,Railroad Commissioner,,DEM,Katherine Culbert,5,1,4,0
Motley,1,Railroad Commissioner,,LIB,Hawk Dunlap,6,0,4,2
Motley,1,Railroad Commissioner,,GRN,Eddie Espinoza,1,0,1,0
Motley,1,Railroad Commissioner,,,Under Votes,14,0,7,7
Motley,1,Railroad Commissioner,,,Over Votes,0,0,0,0
Motley,1,"Justice, Supreme Court, Place 2",2,REP,Jimmy Blacklock,178,14,127,37
Motley,1,"Justice, Supreme Court, Place 2",2,DEM,DaSean Jones,6,1,5,0
Motley,1,"Justice, Supreme Court, Place 2",2,,Under Votes,10,0,6,4
Motley,1,"Justice, Supreme Court, Place 2",2,,Over Votes,0,0,0,0
Motley,1,"Justice, Supreme Court, Place 4",4,REP,John Devine,175,14,124,37
Motley,1,"Justice, Supreme Court, Place 4",4,DEM,Christine Vinh Weems,9,1,8,0
Motley,1,"Justice, Supreme Court, Place 4",4,,Under Votes,10,0,6,4
Motley,1,"Justice, Supreme Court, Place 4",4,,Over Votes,0,0,0,0
Motley,1,"Justice, Supreme Court, Place 6",6,REP,Jane Bland,176,14,125,37
Motley,1,"Justice, Supreme Court, Place 6",6,DEM,Bonnie Lee Goldstein,5,1,4,0
Motley,1,"Justice, Supreme Court, Place 6",6,LIB,J. David Roberson,4,0,3,1
Motley,1,"Justice, Supreme Court, Place 6",6,,Under Votes,9,0,6,3
Motley,1,"Justice, Supreme Court, Place 6",6,,Over Votes,0,0,0,0
Motley,1,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,176,14,125,37
Motley,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,7,1,6,0
Motley,1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,11,0,7,4
Motley,1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0
Motley,1,"Judge, Court of Criminal Appeals, Place 7",7,REP,Gina Parker,171,14,121,36
Motley,1,"Judge, Court of Criminal Appeals, Place 7",7,DEM,Nancy Mulder,8,1,7,0
Motley,1,"Judge, Court of Criminal Appeals, Place 7",7,,Under Votes,15,0,10,5
Motley,1,"Judge, Court of Criminal Appeals, Place 7",7,,Over Votes,0,0,0,0
Motley,1,"Judge, Court of Criminal Appeals, Place 8",8,REP,Lee Finley,175,14,124,37
Motley,1,"Judge, Court of Criminal Appeals, Place 8",8,DEM,Chika Anyiam,7,1,6,0
Motley,1,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,12,0,8,4
Motley,1,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0
Motley,1,"Member, State Board of Education, District 15",15,REP,Aaron Kinsey,172,14,122,36
Motley,1,"Member, State Board of Education, District 15",15,DEM,Morgan Kirkpatrick,7,1,6,0
Motley,1,"Member, State Board of Education, District 15",15,LIB,Jack B. Westbrook,3,0,2,1
Motley,1,"Member, State Board of Education, District 15",15,,Under Votes,11,0,7,4
Motley,1,"Member, State Board of Education, District 15",15,,Over Votes,1,0,1,0
Motley,1,State Representative,69,REP,James B Frank,175,14,124,37
Motley,1,State Representative,69,DEM,Walter Coppage,8,1,7,0
Motley,1,State Representative,69,,Under Votes,11,0,7,4
Motley,1,State Representative,69,,Over Votes,0,0,0,0
Motley,1,"Justice, 7th Court of Appeals District, Place 2",2,REP,Judy Parker,177,14,125,38
Motley,1,"Justice, 7th Court of Appeals District, Place 2",2,,Under Votes,17,1,13,3
Motley,1,"Justice, 7th Court of Appeals District, Place 2",2,,Over Votes,0,0,0,0
Motley,1,"Justice, 7th Court of Appeals District, Place 3",3,REP,Alex Yarbrough,178,14,126,38
Motley,1,"Justice, 7th Court of Appeals District, Place 3",3,,Under Votes,16,1,12,3
Motley,1,"Justice, 7th Court of Appeals District, Place 3",3,,Over Votes,0,0,0,0
Motley,1,"District Attorney, 110th Judicial District",110,REP,Emily Teegardin,177,14,125,38
Motley,1,"District Attorney, 110th Judicial District",110,,Under Votes,17,1,13,3
Motley,1,"District Attorney, 110th Judicial District",110,,Over Votes,0,0,0,0
