county,precinct,office,district,party,candidate,votes,absentee,early,election_day
Midland,407,Proposition A City of Midland,,,For,1335,31,1082,222
Midland,408,Proposition A City of Midland,,,For,1741,36,1529,176
Midland,409,Proposition A City of Midland,,,For,1197,25,1000,172
Midland,410,Proposition A City of Midland,,,For,1366,13,1143,210
Midland,411,Proposition A City of Midland,,,For,2101,23,1799,279
Midland,101,Railroad Commissioner,,REP,Christi Craddick,488,4,376,108
Midland,101A,Railroad Commissioner,,REP,Christi Craddick,1,0,0,1
Midland,102,Railroad Commissioner,,REP,Christi Craddick,1435,11,1108,316
Midland,103,Railroad Commissioner,,REP,Christi Craddick,1607,29,1245,333
Midland,104,Railroad Commissioner,,REP,Christi Craddick,270,7,193,70
Midland,105,Railroad Commissioner,,REP,Christi Craddick,652,13,448,191
Midland,106,Railroad Commissioner,,REP,Christi Craddick,1371,35,1036,300
Midland,107,Railroad Commissioner,,REP,Christi Craddick,1346,38,1122,186
Midland,108,Railroad Commissioner,,REP,Christi Craddick,189,2,149,38
Midland,108A,Railroad Commissioner,,REP,Christi Craddick,184,5,113,66
Midland,109,Railroad Commissioner,,REP,Christi Craddick,232,1,162,69
Midland,109A,Railroad Commissioner,,REP,Christi Craddick,0,0,0,0
Midland,110,Railroad Commissioner,,REP,Christi Craddick,1922,31,1671,220
Midland,201,Railroad Commissioner,,REP,Christi Craddick,1310,20,983,307
Midland,202,Railroad Commissioner,,REP,Christi Craddick,1873,24,1290,559
Midland,202A,Railroad Commissioner,,REP,Christi Craddick,1950,18,1421,511
Midland,203,Railroad Commissioner,,REP,Christi Craddick,406,5,344,57
Midland,204,Railroad Commissioner,,REP,Christi Craddick,2323,52,1943,328
Midland,205,Railroad Commissioner,,REP,Christi Craddick,1010,31,881,98
Midland,206,Railroad Commissioner,,REP,Christi Craddick,1017,18,885,114
Midland,207,Railroad Commissioner,,REP,Christi Craddick,1393,40,1183,170
Midland,208,Railroad Commissioner,,REP,Christi Craddick,308,8,230,70
Midland,210,Railroad Commissioner,,REP,Christi Craddick,690,14,566,110
Midland,211,Railroad Commissioner,,REP,Christi Craddick,2569,13,1918,638
Midland,302,Railroad Commissioner,,REP,Christi Craddick,1272,10,925,337
Midland,303,Railroad Commissioner,,REP,Christi Craddick,108,0,82,26
Midland,304,Railroad Commissioner,,REP,Christi Craddick,345,0,244,101
Midland,305,Railroad Commissioner,,REP,Christi Craddick,282,3,170,109
Midland,306,Railroad Commissioner,,REP,Christi Craddick,600,9,389,202
Midland,307,Railroad Commissioner,,REP,Christi Craddick,477,13,356,108
Midland,307A,Railroad Commissioner,,REP,Christi Craddick,358,5,281,72
Midland,308,Railroad Commissioner,,REP,Christi Craddick,839,7,599,233
Midland,309,Railroad Commissioner,,REP,Christi Craddick,99,0,58,41
Midland,309A,Railroad Commissioner,,REP,Christi Craddick,15,0,15,0
Midland,310,Railroad Commissioner,,REP,Christi Craddick,256,2,167,87
Midland,401,Railroad Commissioner,,REP,Christi Craddick,746,15,570,161
Midland,402,Railroad Commissioner,,REP,Christi Craddick,588,11,493,84
Midland,403,Railroad Commissioner,,REP,Christi Craddick,1806,47,1523,236
Midland,404,Railroad Commissioner,,REP,Christi Craddick,1362,28,1206,128
Midland,405,Railroad Commissioner,,REP,Christi Craddick,1283,18,1076,189
Midland,406,Railroad Commissioner,,REP,Christi Craddick,1516,19,1015,482
Midland,407,Railroad Commissioner,,REP,Christi Craddick,1229,16,1027,186
Midland,408,Railroad Commissioner,,REP,Christi Craddick,1752,30,1550,172
Midland,409,Railroad Commissioner,,REP,Christi Craddick,1157,19,968,170
Midland,410,Railroad Commissioner,,REP,Christi Craddick,1379,8,1158,213
Midland,411,Railroad Commissioner,,REP,Christi Craddick,2065,20,1756,289
Midland,101,Railroad Commissioner,,GRN,Eddie Espinoza,11,0,2,9
Midland,101A,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0
Midland,102,Railroad Commissioner,,GRN,Eddie Espinoza,36,1,21,14
Midland,103,Railroad Commissioner,,GRN,Eddie Espinoza,40,0,22,18
Midland,104,Railroad Commissioner,,GRN,Eddie Espinoza,21,0,13,8
Midland,105,Railroad Commissioner,,GRN,Eddie Espinoza,25,1,14,10
Midland,106,Railroad Commissioner,,GRN,Eddie Espinoza,58,1,35,22
Midland,107,Railroad Commissioner,,GRN,Eddie Espinoza,20,0,13,7
Midland,108,Railroad Commissioner,,GRN,Eddie Espinoza,6,0,4,2
Midland,108A,Railroad Commissioner,,GRN,Eddie Espinoza,2,0,2,0
Midland,109,Railroad Commissioner,,GRN,Eddie Espinoza,9,0,5,4
Midland,109A,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0
Midland,110,Railroad Commissioner,,GRN,Eddie Espinoza,15,0,9,6
Midland,201,Railroad Commissioner,,GRN,Eddie Espinoza,35,0,16,19
Midland,202,Railroad Commissioner,,GRN,Eddie Espinoza,28,0,10,18
Midland,202A,Railroad Commissioner,,GRN,Eddie Espinoza,36,1,19,16
Midland,203,Railroad Commissioner,,GRN,Eddie Espinoza,8,0,6,2
Midland,204,Railroad Commissioner,,GRN,Eddie Espinoza,18,0,12,6
Midland,205,Railroad Commissioner,,GRN,Eddie Espinoza,3,0,2,1
Midland,206,Railroad Commissioner,,GRN,Eddie Espinoza,10,1,6,3
Midland,207,Railroad Commissioner,,GRN,Eddie Espinoza,16,1,6,9
Midland,208,Railroad Commissioner,,GRN,Eddie Espinoza,15,0,10,5
Midland,210,Railroad Commissioner,,GRN,Eddie Espinoza,10,0,6,4
Midland,211,Railroad Commissioner,,GRN,Eddie Espinoza,45,0,22,23
Midland,302,Railroad Commissioner,,GRN,Eddie Espinoza,54,0,23,31
Midland,303,Railroad Commissioner,,GRN,Eddie Espinoza,8,0,5,3
Midland,304,Railroad Commissioner,,GRN,Eddie Espinoza,38,1,22,15
Midland,305,Railroad Commissioner,,GRN,Eddie Espinoza,26,0,14,12
Midland,306,Railroad Commissioner,,GRN,Eddie Espinoza,70,2,43,25
Midland,307,Railroad Commissioner,,GRN,Eddie Espinoza,9,0,5,4
Midland,307A,Railroad Commissioner,,GRN,Eddie Espinoza,20,1,11,8
Midland,308,Railroad Commissioner,,GRN,Eddie Espinoza,54,0,34,20
Midland,309,Railroad Commissioner,,GRN,Eddie Espinoza,6,0,2,4
Midland,309A,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0
Midland,310,Railroad Commissioner,,GRN,Eddie Espinoza,12,0,10,2
Midland,401,Railroad Commissioner,,GRN,Eddie Espinoza,15,0,13,2
Midland,402,Railroad Commissioner,,GRN,Eddie Espinoza,2,0,2,0
Midland,403,Railroad Commissioner,,GRN,Eddie Espinoza,20,0,16,4
Midland,404,Railroad Commissioner,,GRN,Eddie Espinoza,24,0,18,6
Midland,405,Railroad Commissioner,,GRN,Eddie Espinoza,24,1,14,9
Midland,406,Railroad Commissioner,,GRN,Eddie Espinoza,15,0,10,5
Midland,407,Railroad Commissioner,,GRN,Eddie Espinoza,31,0,23,8
Midland,408,Railroad Commissioner,,GRN,Eddie Espinoza,10,0,9,1
Midland,409,Railroad Commissioner,,GRN,Eddie Espinoza,23,0,18,5
Midland,410,Railroad Commissioner,,GRN,Eddie Espinoza,14,0,8,6
Midland,411,Railroad Commissioner,,GRN,Eddie Espinoza,11,0,10,1
Midland,101,Railroad Commissioner,,LIB,Hawk Dunlap,33,1,24,8
Midland,101A,Railroad Commissioner,,LIB,Hawk Dunlap,0,0,0,0
Midland,102,Railroad Commissioner,,LIB,Hawk Dunlap,89,0,64,25
Midland,103,Railroad Commissioner,,LIB,Hawk Dunlap,110,2,77,31
Midland,104,Railroad Commissioner,,LIB,Hawk Dunlap,15,0,9,6
Midland,105,Railroad Commissioner,,LIB,Hawk Dunlap,38,0,24,14
Midland,106,Railroad Commissioner,,LIB,Hawk Dunlap,67,0,52,15
Midland,107,Railroad Commissioner,,LIB,Hawk Dunlap,67,0,57,10
Midland,108,Railroad Commissioner,,LIB,Hawk Dunlap,10,0,8,2
Midland,108A,Railroad Commissioner,,LIB,Hawk Dunlap,12,0,6,6
Midland,109,Railroad Commissioner,,LIB,Hawk Dunlap,15,0,7,8
Midland,109A,Railroad Commissioner,,LIB,Hawk Dunlap,0,0,0,0
Midland,110,Railroad Commissioner,,LIB,Hawk Dunlap,89,0,80,9
Midland,201,Railroad Commissioner,,LIB,Hawk Dunlap,49,0,39,10
Midland,202,Railroad Commissioner,,LIB,Hawk Dunlap,156,0,101,55
Midland,202A,Railroad Commissioner,,LIB,Hawk Dunlap,114,0,84,30
Midland,203,Railroad Commissioner,,LIB,Hawk Dunlap,19,0,13,6
Midland,204,Railroad Commissioner,,LIB,Hawk Dunlap,126,2,98,26
Midland,205,Railroad Commissioner,,LIB,Hawk Dunlap,60,0,51,9
Midland,206,Railroad Commissioner,,LIB,Hawk Dunlap,51,1,42,8
Midland,207,Railroad Commissioner,,LIB,Hawk Dunlap,69,1,58,10
Midland,208,Railroad Commissioner,,LIB,Hawk Dunlap,24,0,15,9
Midland,210,Railroad Commissioner,,LIB,Hawk Dunlap,43,1,33,9
Midland,211,Railroad Commissioner,,LIB,Hawk Dunlap,183,0,127,56
Midland,302,Railroad Commissioner,,LIB,Hawk Dunlap,76,0,51,25
Midland,303,Railroad Commissioner,,LIB,Hawk Dunlap,5,0,1,4
Midland,304,Railroad Commissioner,,LIB,Hawk Dunlap,13,1,7,5
Midland,305,Railroad Commissioner,,LIB,Hawk Dunlap,18,0,9,9
Midland,306,Railroad Commissioner,,LIB,Hawk Dunlap,44,0,33,11
Midland,307,Railroad Commissioner,,LIB,Hawk Dunlap,29,0,23,6
Midland,307A,Railroad Commissioner,,LIB,Hawk Dunlap,31,0,18,13
Midland,308,Railroad Commissioner,,LIB,Hawk Dunlap,52,0,32,20
Midland,309,Railroad Commissioner,,LIB,Hawk Dunlap,8,0,6,2
Midland,309A,Railroad Commissioner,,LIB,Hawk Dunlap,1,0,1,0
Midland,310,Railroad Commissioner,,LIB,Hawk Dunlap,8,0,3,5
Midland,401,Railroad Commissioner,,LIB,Hawk Dunlap,34,1,25,8
Midland,402,Railroad Commissioner,,LIB,Hawk Dunlap,50,0,42,8
Midland,403,Railroad Commissioner,,LIB,Hawk Dunlap,125,1,98,26
Midland,404,Railroad Commissioner,,LIB,Hawk Dunlap,72,1,61,10
Midland,405,Railroad Commissioner,,LIB,Hawk Dunlap,81,0,63,18
Midland,406,Railroad Commissioner,,LIB,Hawk Dunlap,76,0,39,37
Midland,407,Railroad Commissioner,,LIB,Hawk Dunlap,70,0,56,14
Midland,408,Railroad Commissioner,,LIB,Hawk Dunlap,93,0,75,18
Midland,409,Railroad Commissioner,,LIB,Hawk Dunlap,68,0,56,12
Midland,410,Railroad Commissioner,,LIB,Hawk Dunlap,85,0,70,15
Midland,411,Railroad Commissioner,,LIB,Hawk Dunlap,120,0,104,16
Midland,101,Railroad Commissioner,,DEM,Katherine Culbert,49,1,33,15
Midland,101A,Railroad Commissioner,,DEM,Katherine Culbert,0,0,0,0
Midland,102,Railroad Commissioner,,DEM,Katherine Culbert,317,5,230,82
Midland,103,Railroad Commissioner,,DEM,Katherine Culbert,391,24,278,89
Midland,104,Railroad Commissioner,,DEM,Katherine Culbert,111,2,77,32
Midland,105,Railroad Commissioner,,DEM,Katherine Culbert,174,8,111,55
Midland,106,Railroad Commissioner,,DEM,Katherine Culbert,447,18,312,117
Midland,107,Railroad Commissioner,,DEM,Katherine Culbert,279,23,198,58
Midland,108,Railroad Commissioner,,DEM,Katherine Culbert,43,1,26,16
Midland,108A,Railroad Commissioner,,DEM,Katherine Culbert,27,0,18,9
Midland,109,Railroad Commissioner,,DEM,Katherine Culbert,116,3,72,41
Midland,109A,Railroad Commissioner,,DEM,Katherine Culbert,0,0,0,0
Midland,110,Railroad Commissioner,,DEM,Katherine Culbert,221,6,185,30
Midland,201,Railroad Commissioner,,DEM,Katherine Culbert,169,5,115,49
Midland,202,Railroad Commissioner,,DEM,Katherine Culbert,111,2,65,44
Midland,202A,Railroad Commissioner,,DEM,Katherine Culbert,173,3,120,50
Midland,203,Railroad Commissioner,,DEM,Katherine Culbert,54,2,39,13
Midland,204,Railroad Commissioner,,DEM,Katherine Culbert,285,10,224,51
Midland,205,Railroad Commissioner,,DEM,Katherine Culbert,140,9,111,20
Midland,206,Railroad Commissioner,,DEM,Katherine Culbert,158,11,128,19
Midland,207,Railroad Commissioner,,DEM,Katherine Culbert,297,20,233,44
Midland,208,Railroad Commissioner,,DEM,Katherine Culbert,97,1,72,24
Midland,210,Railroad Commissioner,,DEM,Katherine Culbert,161,8,119,34
Midland,211,Railroad Commissioner,,DEM,Katherine Culbert,546,4,390,152
Midland,302,Railroad Commissioner,,DEM,Katherine Culbert,231,7,150,74
Midland,303,Railroad Commissioner,,DEM,Katherine Culbert,37,0,20,17
Midland,304,Railroad Commissioner,,DEM,Katherine Culbert,193,4,135,54
Midland,305,Railroad Commissioner,,DEM,Katherine Culbert,265,13,166,86
Midland,306,Railroad Commissioner,,DEM,Katherine Culbert,577,51,366,160
Midland,307,Railroad Commissioner,,DEM,Katherine Culbert,153,9,116,28
Midland,307A,Railroad Commissioner,,DEM,Katherine Culbert,157,4,130,23
Midland,308,Railroad Commissioner,,DEM,Katherine Culbert,634,43,477,114
Midland,309,Railroad Commissioner,,DEM,Katherine Culbert,49,0,33,16
Midland,309A,Railroad Commissioner,,DEM,Katherine Culbert,2,0,0,2
Midland,310,Railroad Commissioner,,DEM,Katherine Culbert,67,6,47,14
Midland,401,Railroad Commissioner,,DEM,Katherine Culbert,58,4,42,12
Midland,402,Railroad Commissioner,,DEM,Katherine Culbert,92,6,79,7
Midland,403,Railroad Commissioner,,DEM,Katherine Culbert,265,17,203,45
Midland,404,Railroad Commissioner,,DEM,Katherine Culbert,205,12,162,31
Midland,405,Railroad Commissioner,,DEM,Katherine Culbert,244,14,183,47
Midland,406,Railroad Commissioner,,DEM,Katherine Culbert,272,10,187,75
Midland,407,Railroad Commissioner,,DEM,Katherine Culbert,303,16,223,64
Midland,408,Railroad Commissioner,,DEM,Katherine Culbert,143,9,110,24
Midland,409,Railroad Commissioner,,DEM,Katherine Culbert,183,10,148,25
Midland,410,Railroad Commissioner,,DEM,Katherine Culbert,141,6,111,24
Midland,411,Railroad Commissioner,,DEM,Katherine Culbert,228,9,188,31
Midland,101,Railroad Commissioner,,,Write-in,1,1,0,0
Midland,101A,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,102,Railroad Commissioner,,,Write-in,1,0,0,1
Midland,103,Railroad Commissioner,,,Write-in,2,0,1,1
Midland,104,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,105,Railroad Commissioner,,,Write-in,3,1,2,0
Midland,106,Railroad Commissioner,,,Write-in,1,0,1,0
Midland,107,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,108,Railroad Commissioner,,,Write-in,1,0,0,1
Midland,108A,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,109,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,109A,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,110,Railroad Commissioner,,,Write-in,3,0,1,2
Midland,201,Railroad Commissioner,,,Write-in,3,0,1,2
Midland,202,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,202A,Railroad Commissioner,,,Write-in,1,0,1,0
Midland,203,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,204,Railroad Commissioner,,,Write-in,4,2,0,2
Midland,205,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,206,Railroad Commissioner,,,Write-in,1,0,0,1
Midland,207,Railroad Commissioner,,,Write-in,4,0,2,2
Midland,208,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,210,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,211,Railroad Commissioner,,,Write-in,4,0,3,1
Midland,302,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,303,Railroad Commissioner,,,Write-in,1,0,0,1
Midland,304,Railroad Commissioner,,,Write-in,1,0,0,1
Midland,305,Railroad Commissioner,,,Write-in,1,0,0,1
Midland,306,Railroad Commissioner,,,Write-in,1,0,1,0
Midland,307,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,307A,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,308,Railroad Commissioner,,,Write-in,1,0,0,1
Midland,309,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,309A,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,310,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,401,Railroad Commissioner,,,Write-in,1,1,0,0
Midland,402,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,403,Railroad Commissioner,,,Write-in,3,0,3,0
Midland,404,Railroad Commissioner,,,Write-in,1,1,0,0
Midland,405,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,406,Railroad Commissioner,,,Write-in,1,0,1,0
Midland,407,Railroad Commissioner,,,Write-in,3,2,0,1
Midland,408,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,409,Railroad Commissioner,,,Write-in,0,0,0,0
Midland,410,Railroad Commissioner,,,Write-in,1,0,0,1
Midland,411,Railroad Commissioner,,,Write-in,1,1,0,0
Midland,101,Registered Voters,,,,1242,,,
Midland,102,Registered Voters,,,,3355,,,
Midland,103,Registered Voters,,,,3918,,,
Midland,104,Registered Voters,,,,1165,,,
Midland,105,Registered Voters,,,,1894,,,
Midland,106,Registered Voters,,,,3939,,,
Midland,107,Registered Voters,,,,2992,,,
Midland,108,Registered Voters,,,,577,,,
Midland,108A,Registered Voters,,,,510,,,
Midland,109,Registered Voters,,,,872,,,
Midland,109A,Registered Voters,,,,1,,,
Midland,110,Registered Voters,,,,3132,,,
Midland,201,Registered Voters,,,,3021,,,
Midland,202,Registered Voters,,,,3281,,,
Midland,202A,Registered Voters,,,,3910,,,
Midland,203,Registered Voters,,,,799,,,
Midland,204,Registered Voters,,,,4061,,,
Midland,205,Registered Voters,,,,1568,,,
Midland,206,Registered Voters,,,,1813,,,
Midland,207,Registered Voters,,,,2696,,,
Midland,208,Registered Voters,,,,874,,,
Midland,210,Registered Voters,,,,1559,,,
Midland,211,Registered Voters,,,,5574,,,
Midland,302,Registered Voters,,,,3839,,,
Midland,303,Registered Voters,,,,443,,,
Midland,304,Registered Voters,,,,1979,,,
Midland,305,Registered Voters,,,,1743,,,
Midland,306,Registered Voters,,,,3611,,,
Midland,307,Registered Voters,,,,1197,,,
Midland,307A,Registered Voters,,,,1258,,,
Midland,308,Registered Voters,,,,3435,,,
Midland,309,Registered Voters,,,,465,,,
Midland,309A,Registered Voters,,,,36,,,
Midland,310,Registered Voters,,,,820,,,
Midland,401,Registered Voters,,,,1395,,,
Midland,402,Registered Voters,,,,1109,,,
Midland,403,Registered Voters,,,,3263,,,
Midland,404,Registered Voters,,,,2465,,,
Midland,405,Registered Voters,,,,2659,,,
Midland,406,Registered Voters,,,,3144,,,
Midland,407,Registered Voters,,,,2967,,,
Midland,408,Registered Voters,,,,2661,,,
Midland,409,Registered Voters,,,,2308,,,
Midland,410,Registered Voters,,,,2322,,,
Midland,411,Registered Voters,,,,3365,,,
Midland,101,Sheriff,,REP,David Criner,520,5,394,121
Midland,101A,Sheriff,,REP,David Criner,1,0,0,1
Midland,102,Sheriff,,REP,David Criner,1624,14,1226,384
Midland,103,Sheriff,,REP,David Criner,1791,26,1367,398
Midland,104,Sheriff,,REP,David Criner,319,7,227,85
Midland,105,Sheriff,,REP,David Criner,704,12,482,210
Midland,106,Sheriff,,REP,David Criner,1590,38,1185,367
Midland,107,Sheriff,,REP,David Criner,1465,36,1205,224
Midland,108,Sheriff,,REP,David Criner,211,3,157,51
Midland,108A,Sheriff,,REP,David Criner,198,5,119,74
Midland,109,Sheriff,,REP,David Criner,279,3,189,87
Midland,109A,Sheriff,,REP,David Criner,0,0,0,0
Midland,110,Sheriff,,REP,David Criner,2025,30,1758,237
Midland,201,Sheriff,,REP,David Criner,1344,16,993,335
Midland,202,Sheriff,,REP,David Criner,1955,21,1329,605
Midland,202A,Sheriff,,REP,David Criner,2020,17,1448,555
Midland,203,Sheriff,,REP,David Criner,431,5,359,67
Midland,204,Sheriff,,REP,David Criner,2467,50,2050,367
Midland,205,Sheriff,,REP,David Criner,1056,29,915,112
Midland,206,Sheriff,,REP,David Criner,1082,18,935,129
Midland,207,Sheriff,,REP,David Criner,1512,42,1269,201
Midland,208,Sheriff,,REP,David Criner,357,6,260,91
Midland,210,Sheriff,,REP,David Criner,743,12,603,128
Midland,211,Sheriff,,REP,David Criner,2883,14,2119,750
Midland,302,Sheriff,,REP,David Criner,1391,11,987,393
Midland,303,Sheriff,,REP,David Criner,123,0,87,36
Midland,304,Sheriff,,REP,David Criner,447,1,306,140
Midland,305,Sheriff,,REP,David Criner,383,5,230,148
Midland,306,Sheriff,,REP,David Criner,821,17,517,287
Midland,307,Sheriff,,REP,David Criner,527,12,389,126
Midland,307A,Sheriff,,REP,David Criner,419,7,318,94
Midland,308,Sheriff,,REP,David Criner,1087,15,777,295
Midland,309,Sheriff,,REP,David Criner,129,0,76,53
Midland,309A,Sheriff,,REP,David Criner,16,0,16,0
Midland,310,Sheriff,,REP,David Criner,258,2,172,84
Midland,401,Sheriff,,REP,David Criner,762,14,591,157
Midland,402,Sheriff,,REP,David Criner,633,11,533,89
Midland,403,Sheriff,,REP,David Criner,1937,52,1615,270
Midland,404,Sheriff,,REP,David Criner,1451,29,1273,149
Midland,405,Sheriff,,REP,David Criner,1390,22,1157,211
Midland,406,Sheriff,,REP,David Criner,1626,18,1078,530
Midland,407,Sheriff,,REP,David Criner,1355,15,1111,229
Midland,408,Sheriff,,REP,David Criner,1826,30,1606,190
Midland,409,Sheriff,,REP,David Criner,1235,21,1030,184
Midland,410,Sheriff,,REP,David Criner,1466,6,1232,228
Midland,411,Sheriff,,REP,David Criner,2184,23,1845,316
Midland,101,State Representative,82,DEM,Steven Schafersman,60,1,40,19
Midland,101A,State Representative,82,DEM,Steven Schafersman,0,0,0,0
Midland,102,State Representative,82,DEM,Steven Schafersman,348,5,252,91
Midland,103,State Representative,82,DEM,Steven Schafersman,419,24,301,94
Midland,104,State Representative,82,DEM,Steven Schafersman,125,2,86,37
Midland,105,State Representative,82,DEM,Steven Schafersman,189,7,121,61
Midland,106,State Representative,82,DEM,Steven Schafersman,464,20,318,126
Midland,107,State Representative,82,DEM,Steven Schafersman,296,20,214,62
Midland,108,State Representative,82,DEM,Steven Schafersman,46,1,30,15
Midland,108A,State Representative,82,DEM,Steven Schafersman,23,0,12,11
Midland,109,State Representative,82,DEM,Steven Schafersman,123,3,70,50
Midland,109A,State Representative,82,DEM,Steven Schafersman,0,0,0,0
Midland,110,State Representative,82,DEM,Steven Schafersman,243,8,198,37
Midland,201,State Representative,82,DEM,Steven Schafersman,188,5,119,64
Midland,202,State Representative,82,DEM,Steven Schafersman,130,2,75,53
Midland,202A,State Representative,82,DEM,Steven Schafersman,199,3,142,54
Midland,203,State Representative,82,DEM,Steven Schafersman,67,2,51,14
Midland,204,State Representative,82,DEM,Steven Schafersman,326,9,262,55
Midland,205,State Representative,82,DEM,Steven Schafersman,159,8,131,20
Midland,206,State Representative,82,DEM,Steven Schafersman,182,11,146,25
Midland,207,State Representative,82,DEM,Steven Schafersman,338,24,258,56
Midland,208,State Representative,82,DEM,Steven Schafersman,108,1,80,27
Midland,210,State Representative,82,DEM,Steven Schafersman,183,9,136,38
Midland,211,State Representative,82,DEM,Steven Schafersman,566,4,399,163
Midland,302,State Representative,82,DEM,Steven Schafersman,270,8,164,98
Midland,303,State Representative,82,DEM,Steven Schafersman,41,0,22,19
Midland,304,State Representative,82,DEM,Steven Schafersman,205,6,143,56
Midland,305,State Representative,82,DEM,Steven Schafersman,278,13,173,92
Midland,306,State Representative,82,DEM,Steven Schafersman,603,47,392,164
Midland,307,State Representative,82,DEM,Steven Schafersman,162,9,121,32
Midland,307A,State Representative,82,DEM,Steven Schafersman,173,6,136,31
Midland,308,State Representative,82,DEM,Steven Schafersman,650,42,480,128
Midland,309,State Representative,82,DEM,Steven Schafersman,49,0,30,19
Midland,309A,State Representative,82,DEM,Steven Schafersman,2,0,0,2
Midland,310,State Representative,82,DEM,Steven Schafersman,81,6,54,21
Midland,401,State Representative,82,DEM,Steven Schafersman,58,4,39,15
Midland,402,State Representative,82,DEM,Steven Schafersman,105,5,90,10
Midland,403,State Representative,82,DEM,Steven Schafersman,310,16,236,58
Midland,404,State Representative,82,DEM,Steven Schafersman,232,10,181,41
Midland,405,State Representative,82,DEM,Steven Schafersman,265,12,202,51
Midland,406,State Representative,82,DEM,Steven Schafersman,277,8,193,76
Midland,407,State Representative,82,DEM,Steven Schafersman,333,16,249,68
Midland,408,State Representative,82,DEM,Steven Schafersman,175,9,137,29
Midland,409,State Representative,82,DEM,Steven Schafersman,219,10,173,36
Midland,410,State Representative,82,DEM,Steven Schafersman,176,6,134,36
Midland,411,State Representative,82,DEM,Steven Schafersman,253,8,215,30
Midland,101,State Representative,82,REP,Tom Craddick,519,4,395,120
Midland,101A,State Representative,82,REP,Tom Craddick,1,0,0,1
Midland,102,State Representative,82,REP,Tom Craddick,1510,13,1155,342
Midland,103,State Representative,82,REP,Tom Craddick,1708,29,1303,376
Midland,104,State Representative,82,REP,Tom Craddick,287,7,198,82
Midland,105,State Representative,82,REP,Tom Craddick,674,14,467,193
Midland,106,State Representative,82,REP,Tom Craddick,1468,36,1109,323
Midland,107,State Representative,82,REP,Tom Craddick,1386,38,1154,194
Midland,108,State Representative,82,REP,Tom Craddick,194,2,151,41
Midland,108A,State Representative,82,REP,Tom Craddick,199,5,124,70
Midland,109,State Representative,82,REP,Tom Craddick,233,1,162,70
Midland,109A,State Representative,82,REP,Tom Craddick,0,0,0,0
Midland,110,State Representative,82,REP,Tom Craddick,2001,29,1746,226
Midland,201,State Representative,82,REP,Tom Craddick,1358,21,1017,320
Midland,202,State Representative,82,REP,Tom Craddick,2011,24,1376,611
Midland,202A,State Representative,82,REP,Tom Craddick,2038,19,1482,537
Midland,203,State Representative,82,REP,Tom Craddick,411,5,346,60
Midland,204,State Representative,82,REP,Tom Craddick,2398,52,1990,356
Midland,205,State Representative,82,REP,Tom Craddick,1022,29,888,105
Midland,206,State Representative,82,REP,Tom Craddick,1048,18,913,117
Midland,207,State Representative,82,REP,Tom Craddick,1427,39,1215,173
Midland,208,State Representative,82,REP,Tom Craddick,328,8,242,78
Midland,210,State Representative,82,REP,Tom Craddick,702,14,574,114
Midland,211,State Representative,82,REP,Tom Craddick,2715,13,2012,690
Midland,302,State Representative,82,REP,Tom Craddick,1333,9,965,359
Midland,303,State Representative,82,REP,Tom Craddick,114,0,84,30
Midland,304,State Representative,82,REP,Tom Craddick,382,0,264,118
Midland,305,State Representative,82,REP,Tom Craddick,301,3,181,117
Midland,306,State Representative,82,REP,Tom Craddick,658,12,425,221
Midland,307,State Representative,82,REP,Tom Craddick,492,13,369,110
Midland,307A,State Representative,82,REP,Tom Craddick,384,4,297,83
Midland,308,State Representative,82,REP,Tom Craddick,899,8,640,251
Midland,309,State Representative,82,REP,Tom Craddick,111,0,68,43
Midland,309A,State Representative,82,REP,Tom Craddick,16,0,16,0
Midland,310,State Representative,82,REP,Tom Craddick,259,2,172,85
Midland,401,State Representative,82,REP,Tom Craddick,785,16,606,163
Midland,402,State Representative,82,REP,Tom Craddick,622,12,521,89
Midland,403,State Representative,82,REP,Tom Craddick,1891,47,1594,250
Midland,404,State Representative,82,REP,Tom Craddick,1422,30,1255,137
Midland,405,State Representative,82,REP,Tom Craddick,1341,21,1115,205
Midland,406,State Representative,82,REP,Tom Craddick,1574,21,1040,513
Midland,407,State Representative,82,REP,Tom Craddick,1279,16,1057,206
