county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Goliad,Precinct 11,Registered Voters,,,,1022,,,
Goliad,Precinct 11,Ballots Cast,,,,610,19,467,124
Goliad,Precinct 11,Ballots Cast - Blank,,,,0,0,0,0
Goliad,Precinct 11,President,,REP,Donald J. Trump,412,8,332,72
Goliad,Precinct 11,President,,DEM,Kamala D. Harris,193,11,133,49
Goliad,Precinct 11,President,,LIB,Chase Oliver,1,0,0,1
Goliad,Precinct 11,President,,GRN,Jill Stein,0,0,0,0
Goliad,Precinct 11,President,,,Write-ins,3,0,1,2
Goliad,Precinct 11,President,,,Over Votes,0,0,0,0
Goliad,Precinct 11,President,,,Under Votes,1,0,1,0
Goliad,Precinct 11,U.S. Senate,,REP,Ted Cruz,374,8,308,58
Goliad,Precinct 11,U.S. Senate,,DEM,Colin Allred,213,11,143,59
Goliad,Precinct 11,U.S. Senate,,LIB,Ted Brown,9,0,8,1
Goliad,Precinct 11,U.S. Senate,,,Write-ins,2,0,0,2
Goliad,Precinct 11,U.S. Senate,,,Over Votes,2,0,2,0
Goliad,Precinct 11,U.S. Senate,,,Under Votes,10,0,6,4
Goliad,Precinct 11,U.S. House,27,REP,Michael Cloud,396,8,322,66
Goliad,Precinct 11,U.S. House,27,DEM,Tanya Lloyd,190,11,128,51
Goliad,Precinct 11,U.S. House,27,,Over Votes,0,0,0,0
Goliad,Precinct 11,U.S. House,27,,Under Votes,24,0,17,7
Goliad,Precinct 11,Railroad Commissioner,,REP,Christi Craddick,370,8,306,56
Goliad,Precinct 11,Railroad Commissioner,,DEM,Katherine Culbert,172,11,116,45
Goliad,Precinct 11,Railroad Commissioner,,LIB,Hawk Dunlap,9,0,3,6
Goliad,Precinct 11,Railroad Commissioner,,GRN,Eddie Espinoza,18,0,13,5
Goliad,Precinct 11,Railroad Commissioner,,,Write-ins,3,0,1,2
Goliad,Precinct 11,Railroad Commissioner,,,Over Votes,0,0,0,0
Goliad,Precinct 11,Railroad Commissioner,,,Under Votes,38,0,28,10
Goliad,Precinct 11,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,388,8,318,62
Goliad,Precinct 11,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,177,11,117,49
Goliad,Precinct 11,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0
Goliad,Precinct 11,"Justice, Supreme Court, Pl 2",,,Under Votes,45,0,32,13
Goliad,Precinct 11,"Justice, Supreme Court, Pl 4",,REP,John Devine,377,8,307,62
Goliad,Precinct 11,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,189,11,127,51
Goliad,Precinct 11,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0
Goliad,Precinct 11,"Justice, Supreme Court, Pl 4",,,Under Votes,44,0,33,11
Goliad,Precinct 11,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,372,8,303,61
Goliad,Precinct 11,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,180,11,121,48
Goliad,Precinct 11,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,14,0,8,6
Goliad,Precinct 11,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0
Goliad,Precinct 11,"Justice, Supreme Court, Pl 6",,,Under Votes,44,0,35,9
Goliad,Precinct 11,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,378,8,311,59
Goliad,Precinct 11,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,184,11,120,53
Goliad,Precinct 11,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
Goliad,Precinct 11,"Presiding Judge, Ct of Crim App",,,Under Votes,48,0,36,12
Goliad,Precinct 11,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,377,8,308,61
Goliad,Precinct 11,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,178,11,115,52
Goliad,Precinct 11,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0
Goliad,Precinct 11,"Judge, Ct of Crim App, Pl 7",,,Under Votes,55,0,44,11
Goliad,Precinct 11,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,392,9,315,68
Goliad,Precinct 11,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,164,10,110,44
Goliad,Precinct 11,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0
Goliad,Precinct 11,"Judge, Ct of Crim App, Pl 8",,,Under Votes,54,0,42,12
Goliad,Precinct 11,"Member, State BoE, Dist 3",,DEM,Marisa Perez-Diaz,282,12,193,77
Goliad,Precinct 11,"Member, State BoE, Dist 3",,,Over Votes,0,0,0,0
Goliad,Precinct 11,"Member, State BoE, Dist 3",,,Under Votes,328,7,274,47
Goliad,Precinct 11,State Representative,30,REP,AJ Louderback,372,8,305,59
Goliad,Precinct 11,State Representative,30,DEM,Stephanie R. Bassham,192,11,125,56
Goliad,Precinct 11,State Representative,30,,Over Votes,0,0,0,0
Goliad,Precinct 11,State Representative,30,,Under Votes,46,0,37,9
Goliad,Precinct 11,"Chief Justice, 13th Ct of App Dist",,REP,Jaime Tijerina,369,8,302,59
Goliad,Precinct 11,"Chief Justice, 13th Ct of App Dist",,DEM,Gina Benavides,189,11,124,54
Goliad,Precinct 11,"Chief Justice, 13th Ct of App Dist",,,Over Votes,0,0,0,0
Goliad,Precinct 11,"Chief Justice, 13th Ct of App Dist",,,Under Votes,52,0,41,11
Goliad,Precinct 11,"Justice, 13th Ct of App Dist, Pl 2",,REP,Jenny Cron,355,8,294,53
Goliad,Precinct 11,"Justice, 13th Ct of App Dist, Pl 2",,DEM,Nora Longoria,207,11,135,61
Goliad,Precinct 11,"Justice, 13th Ct of App Dist, Pl 2",,,Over Votes,0,0,0,0
