county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Nacogdoches,12,Registered Voters,,,,2137,,,
Nacogdoches,12,Ballots Cast,,,,1536,,,
Nacogdoches,12,President,,REP,Donald J. Trump,1304,36,758,510
Nacogdoches,12,President,,DEM,Kamala D. Harris,216,16,133,67
Nacogdoches,12,President,,LIB,Chase Oliver,7,1,5,1
Nacogdoches,12,President,,GRN,Jill Stein,2,1,0,1
Nacogdoches,12,U.S. Senate,,REP,Ted Cruz,1276,39,749,488
Nacogdoches,12,U.S. Senate,,DEM,Colin Allred,225,16,133,76
Nacogdoches,12,U.S. Senate,,LIB,Ted Brown,20,0,11,9
Nacogdoches,12,U.S. House,17,REP,Pete Sessions,1309,39,765,505
Nacogdoches,12,U.S. House,17,DEM,Mark Lorenzen,187,14,116,57
Nacogdoches,12,Railroad Commissioner,,REP,Christi Craddick,1245,39,731,475
Nacogdoches,12,Railroad Commissioner,,DEM,Katherine Culbert,184,14,115,55
Nacogdoches,12,Railroad Commissioner,,LIB,Hawk Dunlap,57,0,32,25
Nacogdoches,12,Railroad Commissioner,,GRN,Eddie Espinoza,5,0,4,1
Nacogdoches,12,"Justice, Supreme Court, Place 2",2,REP,Jimmy Blacklock,1285,38,753,494
Nacogdoches,12,"Justice, Supreme Court, Place 2",2,DEM,DaSean Jones,192,15,120,57
Nacogdoches,12,"Justice, Supreme Court, Place 4",4,REP,John Devine,1289,37,752,500
Nacogdoches,12,"Justice, Supreme Court, Place 4",4,DEM,Christine Vinh Weems,199,16,126,57
Nacogdoches,12,"Justice, Supreme Court, Place 6",6,REP,Jane Bland,1263,38,734,491
Nacogdoches,12,"Justice, Supreme Court, Place 6",6,DEM,Bonnie Lee Goldstein,190,15,121,54
Nacogdoches,12,"Justice, Supreme Court, Place 6",6,LIB,J. David Roberson,33,0,20,13
Nacogdoches,12,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,1286,38,749,499
Nacogdoches,12,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,198,15,124,59
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 7",7,REP,Gina Parker,1285,38,750,497
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 7",7,DEM,Nancy Mulder,193,15,121,57
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 8",8,REP,Lee Finley,1300,39,759,502
Nacogdoches,12,"Judge, Court of Criminal Appeals, Place 8",8,DEM,Chika Anyiam,177,14,112,51
Nacogdoches,12,State Representative,11,REP,Joanne Shofner,1165,38,702,425
Nacogdoches,12,"Justice, 12th Court of Appeals District, Place 3",3,REP,Greg Neeley,1163,39,704,420
Nacogdoches,12,"District Judge, 145th Judicial District",145,REP,Jeff Davis,1191,41,726,424
Nacogdoches,12,"District Judge, 420th Judicial District",420,REP,Malcolm Bales,1171,39,708,424
Nacogdoches,12,"District Attorney, 145th Judicial District",145,REP,Andrew E. Jones,1164,39,707,418
Nacogdoches,12,County Attorney,,REP,John Fleming,1176,40,714,422
Nacogdoches,12,Sheriff,,REP,Jason Bridges,1198,43,723,432
Nacogdoches,12,County Tax Assessor-Collector,,REP,Kim Morton,1182,40,716,426
Nacogdoches,12,"County Commissioner, Precinct 1",,REP,Keith Finchum,1169,37,711,421
Nacogdoches,12,"County Commissioner, Precinct 1",,REP,William Sowell,1185,40,722,423
Nacogdoches,13,Registered Voters,,,,1528,,,
Nacogdoches,13,Ballots Cast,,,,1120,,,
Nacogdoches,13,President,,REP,Donald J. Trump,931,17,652,262
Nacogdoches,13,President,,DEM,Kamala D. Harris,174,8,126,40
Nacogdoches,13,President,,LIB,Chase Oliver,4,0,1,3
Nacogdoches,13,President,,GRN,Jill Stein,1,1,0,0
Nacogdoches,13,U.S. Senate,,REP,Ted Cruz,916,16,647,253
Nacogdoches,13,U.S. Senate,,DEM,Colin Allred,180,9,129,42
Nacogdoches,13,U.S. Senate,,LIB,Ted Brown,21,1,8,12
Nacogdoches,13,U.S. House,17,REP,Pete Sessions,938,18,657,263
Nacogdoches,13,U.S. House,17,DEM,Mark Lorenzen,163,8,117,38
Nacogdoches,13,Railroad Commissioner,,REP,Christi Craddick,898,16,631,251
Nacogdoches,13,Railroad Commissioner,,DEM,Katherine Culbert,155,10,114,31
Nacogdoches,13,Railroad Commissioner,,LIB,Hawk Dunlap,31,0,20,11
Nacogdoches,13,Railroad Commissioner,,GRN,Eddie Espinoza,10,0,5,5
Nacogdoches,13,"Justice, Supreme Court, Place 2",2,REP,Jimmy Blacklock,925,17,648,260
Nacogdoches,13,"Justice, Supreme Court, Place 2",2,DEM,DaSean Jones,161,8,116,37
Nacogdoches,13,"Justice, Supreme Court, Place 4",4,REP,John Devine,919,16,645,258
Nacogdoches,13,"Justice, Supreme Court, Place 4",4,DEM,Christine Vinh Weems,172,9,122,41
Nacogdoches,13,"Justice, Supreme Court, Place 6",6,REP,Jane Bland,907,17,635,255
Nacogdoches,13,"Justice, Supreme Court, Place 6",6,DEM,Bonnie Lee Goldstein,162,8,119,35
