county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Starr,Precinct 1,Ballots Cast,,,,1674,19,1330,325
Starr,Precinct 1,Ballots Cast Blank,,,,3,0,2,1
Starr,Precinct 1,President,,REP,Donald J. Trump,873,9,683,181
Starr,Precinct 1,President,,DEM,Kamala D. Harris,732,10,587,135
Starr,Precinct 1,President,,LIB,Chase Oliver,3,0,3,0
Starr,Precinct 1,President,,GRN,Jill Stein,2,0,1,1
Starr,Precinct 1,President,,,Write-ins,1,0,1,0
Starr,Precinct 1,U.S. Senate,,REP,Ted Cruz,681,7,528,146
Starr,Precinct 1,U.S. Senate,,DEM,Colin Allred,744,11,602,131
Starr,Precinct 1,U.S. Senate,,LIB,Ted Brown,37,0,25,12
Starr,Precinct 1,U.S. Senate,,,Write-ins,0,0,0,0
Starr,Precinct 1,U.S. House,28,REP,Jay Furman,474,3,373,98
Starr,Precinct 1,U.S. House,28,DEM,Henry Cuellar,1020,16,809,195
Starr,Precinct 1,Railroad Commissioner,,REP,Christi Craddick,495,8,383,104
Starr,Precinct 1,Railroad Commissioner,,DEM,Katherine Culbert,604,11,478,115
Starr,Precinct 1,Railroad Commissioner,,LIB,Hawk Dunlap,37,0,28,9
Starr,Precinct 1,Railroad Commissioner,,GRN,Eddie Espinoza,138,0,111,27
Starr,Precinct 1,Railroad Commissioner,,,Write-ins,6,0,4,2
Starr,Precinct 1,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,591,8,452,131
Starr,Precinct 1,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,649,11,520,118
Starr,Precinct 1,"Justice, Supreme Court, Pl 4",,REP,John Devine,572,7,439,126
Starr,Precinct 1,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,664,12,531,121
Starr,Precinct 1,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,532,8,409,115
Starr,Precinct 1,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,650,11,522,117
Starr,Precinct 1,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,68,0,51,17
Starr,Precinct 1,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,560,8,433,119
Starr,Precinct 1,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,664,11,529,124
Starr,Precinct 1,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,554,8,419,127
