county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Oldham,Precinct 101,Registered Voters,,,,196,,,
Oldham,Precinct 101,Ballots Cast,,,,119,7,28,84
Oldham,Precinct 101,Ballots Cast - Blank,,,,0,0,0,0
Oldham,Precinct 101,President,,REP,Donald J. Trump/JD Vance,97,5,24,68
Oldham,Precinct 101,President,,DEM,Kamala D. Harris/Tim Walz,18,1,1,16
Oldham,Precinct 101,President,,LIB,Chase Oliver/Mike ter Maat,1,0,1,0
Oldham,Precinct 101,President,,GRN,Jill Stein/Rudolph Ware,0,0,0,0
Oldham,Precinct 101,President,,,Over Votes,0,0,0,0
Oldham,Precinct 101,President,,,Under Votes,1,0,1,0
Oldham,Precinct 101,U.S. Senate,,REP,Ted Cruz,97,6,26,65
Oldham,Precinct 101,U.S. Senate,,DEM,Colin Allred,20,1,1,18
Oldham,Precinct 101,U.S. Senate,,LIB,Ted Brown,0,0,0,0
Oldham,Precinct 101,U.S. Senate,,,Over Votes,0,0,0,0
Oldham,Precinct 101,U.S. Senate,,,Under Votes,0,0,0,0
Oldham,Precinct 101,U.S. House,13,REP,Ronny Jackson,105,7,26,72
Oldham,Precinct 101,U.S. House,13,,Over Votes,0,0,0,0
Oldham,Precinct 101,U.S. House,13,,Under Votes,14,0,2,12
Oldham,Precinct 101,Railroad Commissioner,,REP,Christi Craddick,94,5,26,63
Oldham,Precinct 101,Railroad Commissioner,,DEM,Katherine Culbert,13,1,1,11
Oldham,Precinct 101,Railroad Commissioner,,LIB,Hawk Dunlap,4,1,0,3
Oldham,Precinct 101,Railroad Commissioner,,GRN,Eddie Espinoza,3,0,0,3
Oldham,Precinct 101,Railroad Commissioner,,,Over Votes,0,0,0,0
Oldham,Precinct 101,Railroad Commissioner,,,Under Votes,5,0,1,4
Oldham,Precinct 101,"Justice, Supreme Court, Pl 2",2,REP,Jimmy Blacklock,100,6,27,67
Oldham,Precinct 101,"Justice, Supreme Court, Pl 2",2,DEM,DaSean Jones,17,1,1,15
Oldham,Precinct 101,"Justice, Supreme Court, Pl 2",2,,Over Votes,0,0,0,0
Oldham,Precinct 101,"Justice, Supreme Court, Pl 2",2,,Under Votes,2,0,0,2
Oldham,Precinct 101,"Justice, Supreme Court, Pl 4",4,REP,John Devine,98,6,27,65
Oldham,Precinct 101,"Justice, Supreme Court, Pl 4",4,DEM,Christine Vinh Weems,17,1,1,15
Oldham,Precinct 101,"Justice, Supreme Court, Pl 4",4,,Over Votes,0,0,0,0
Oldham,Precinct 101,"Justice, Supreme Court, Pl 4",4,,Under Votes,4,0,0,4
Oldham,Precinct 101,"Justice, Supreme Court, Pl 6",6,REP,Jane Bland,96,6,27,63
Oldham,Precinct 101,"Justice, Supreme Court, Pl 6",6,DEM,Bonnie Lee Goldstein,16,1,1,14
Oldham,Precinct 101,"Justice, Supreme Court, Pl 6",6,LIB,J. David Roberson,3,0,0,3
Oldham,Precinct 101,"Justice, Supreme Court, Pl 6",6,,Over Votes,0,0,0,0
Oldham,Precinct 101,"Justice, Supreme Court, Pl 6",6,,Under Votes,4,0,0,4
Oldham,Precinct 101,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,101,6,27,68
Oldham,Precinct 101,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,16,1,1,14
Oldham,Precinct 101,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
