county,precinct,office,district,party,candidate,votes,ballot_by_mail,early_voting,election_day
Rockwall,3,Presiding Judge,,REP,David J. Schenck,1254,46,996,212
Rockwall,3A,Presiding Judge,,REP,David J. Schenck,2208,56,1909,243
Rockwall,3B,Presiding Judge,,REP,David J. Schenck,2338,58,1978,302
Rockwall,3C,Presiding Judge,,REP,David J. Schenck,2432,60,2169,203
Rockwall,3D,Presiding Judge,,REP,David J. Schenck,3188,89,2668,431
Rockwall,3E,Presiding Judge,,REP,David J. Schenck,1946,34,1724,188
Rockwall,4,Presiding Judge,,REP,David J. Schenck,1268,39,1071,158
Rockwall,4A,Presiding Judge,,REP,David J. Schenck,2190,45,1871,274
Rockwall,4B,Presiding Judge,,REP,David J. Schenck,1925,31,1549,345
Rockwall,4C,Presiding Judge,,REP,David J. Schenck,2143,57,1751,335
Rockwall,4D,Presiding Judge,,REP,David J. Schenck,1537,36,1288,213
Rockwall,4E,Presiding Judge,,REP,David J. Schenck,1352,37,1126,189
Rockwall,4F,Presiding Judge,,REP,David J. Schenck,308,6,260,42
Rockwall,1,Presiding Judge,,DEM,Holly Taylor,966,47,784,135
Rockwall,1A,Presiding Judge,,DEM,Holly Taylor,732,38,574,120
Rockwall,1B,Presiding Judge,,DEM,Holly Taylor,1049,42,853,154
Rockwall,1C,Presiding Judge,,DEM,Holly Taylor,848,53,679,116
Rockwall,1D,Presiding Judge,,DEM,Holly Taylor,248,8,197,43
Rockwall,1E,Presiding Judge,,DEM,Holly Taylor,511,39,385,87
Rockwall,2,Presiding Judge,,DEM,Holly Taylor,870,64,708,98
Rockwall,2A,Presiding Judge,,DEM,Holly Taylor,738,53,582,103
Rockwall,2B,Presiding Judge,,DEM,Holly Taylor,510,25,408,77
Rockwall,2C,Presiding Judge,,DEM,Holly Taylor,252,23,199,30
Rockwall,2D,Presiding Judge,,DEM,Holly Taylor,718,36,529,153
Rockwall,2E,Presiding Judge,,DEM,Holly Taylor,728,28,536,164
Rockwall,2F,Presiding Judge,,DEM,Holly Taylor,228,26,165,37
Rockwall,3,Presiding Judge,,DEM,Holly Taylor,630,31,508,91
Rockwall,3A,Presiding Judge,,DEM,Holly Taylor,560,28,425,107
Rockwall,3B,Presiding Judge,,DEM,Holly Taylor,843,47,676,120
Rockwall,3C,Presiding Judge,,DEM,Holly Taylor,509,29,421,59
Rockwall,3D,Presiding Judge,,DEM,Holly Taylor,858,31,695,132
Rockwall,3E,Presiding Judge,,DEM,Holly Taylor,560,26,479,55
Rockwall,4,Presiding Judge,,DEM,Holly Taylor,545,30,436,79
Rockwall,4A,Presiding Judge,,DEM,Holly Taylor,1088,36,900,152
Rockwall,4B,Presiding Judge,,DEM,Holly Taylor,944,26,705,213
Rockwall,4C,Presiding Judge,,DEM,Holly Taylor,863,40,666,157
Rockwall,4D,Presiding Judge,,DEM,Holly Taylor,770,27,631,112
Rockwall,4E,Presiding Judge,,DEM,Holly Taylor,576,20,457,99
Rockwall,4F,Presiding Judge,,DEM,Holly Taylor,70,2,52,16
Rockwall,2C,Proposition A City of Heath,,,AGAINST,220,6,192,22
Rockwall,3C,Proposition A City of Heath,,,AGAINST,521,15,446,60
Rockwall,3E,Proposition A City of Heath,,,AGAINST,422,4,377,41
Rockwall,2C,Proposition A City of Heath,,,FOR,1073,31,938,104
Rockwall,3C,Proposition A City of Heath,,,FOR,2336,63,2071,202
Rockwall,3E,Proposition A City of Heath,,,FOR,2031,42,1799,190
Rockwall,1,Railroad Commissioner,,REP,Christi Craddick,2522,79,2132,311
Rockwall,1A,Railroad Commissioner,,REP,Christi Craddick,1225,43,1036,146
Rockwall,1B,Railroad Commissioner,,REP,Christi Craddick,3029,70,2564,395
Rockwall,1C,Railroad Commissioner,,REP,Christi Craddick,2400,74,1998,328
Rockwall,1D,Railroad Commissioner,,REP,Christi Craddick,386,10,300,76
Rockwall,1E,Railroad Commissioner,,REP,Christi Craddick,1833,66,1552,215
Rockwall,2,Railroad Commissioner,,REP,Christi Craddick,2111,90,1797,224
Rockwall,2A,Railroad Commissioner,,REP,Christi Craddick,1967,82,1666,219
Rockwall,2B,Railroad Commissioner,,REP,Christi Craddick,837,32,689,116
Rockwall,2C,Railroad Commissioner,,REP,Christi Craddick,1042,21,926,95
Rockwall,2D,Railroad Commissioner,,REP,Christi Craddick,956,45,723,188
Rockwall,2E,Railroad Commissioner,,REP,Christi Craddick,882,15,644,223
Rockwall,2F,Railroad Commissioner,,REP,Christi Craddick,483,23,415,45
Rockwall,3,Railroad Commissioner,,REP,Christi Craddick,1212,45,963,204
Rockwall,3A,Railroad Commissioner,,REP,Christi Craddick,2183,60,1885,238
Rockwall,3B,Railroad Commissioner,,REP,Christi Craddick,2277,59,1940,278
Rockwall,3C,Railroad Commissioner,,REP,Christi Craddick,2392,63,2134,195
Rockwall,3D,Railroad Commissioner,,REP,Christi Craddick,3107,91,2603,413
Rockwall,3E,Railroad Commissioner,,REP,Christi Craddick,1892,30,1676,186
Rockwall,4,Railroad Commissioner,,REP,Christi Craddick,1231,38,1039,154
Rockwall,4A,Railroad Commissioner,,REP,Christi Craddick,2126,46,1822,258
Rockwall,4B,Railroad Commissioner,,REP,Christi Craddick,1868,31,1510,327
Rockwall,4C,Railroad Commissioner,,REP,Christi Craddick,2067,59,1703,305
Rockwall,4D,Railroad Commissioner,,REP,Christi Craddick,1486,35,1249,202
Rockwall,4E,Railroad Commissioner,,REP,Christi Craddick,1321,39,1107,175
Rockwall,4F,Railroad Commissioner,,REP,Christi Craddick,300,6,253,41
Rockwall,1,Railroad Commissioner,,GRN,Eddie Espinoza,51,2,35,14
Rockwall,1A,Railroad Commissioner,,GRN,Eddie Espinoza,34,1,21,12
Rockwall,1B,Railroad Commissioner,,GRN,Eddie Espinoza,41,2,28,11
Rockwall,1C,Railroad Commissioner,,GRN,Eddie Espinoza,43,0,32,11
Rockwall,1D,Railroad Commissioner,,GRN,Eddie Espinoza,14,1,12,1
Rockwall,1E,Railroad Commissioner,,GRN,Eddie Espinoza,25,3,17,5
Rockwall,2,Railroad Commissioner,,GRN,Eddie Espinoza,38,1,30,7
Rockwall,2A,Railroad Commissioner,,GRN,Eddie Espinoza,30,2,17,11
Rockwall,2B,Railroad Commissioner,,GRN,Eddie Espinoza,23,2,16,5
Rockwall,2C,Railroad Commissioner,,GRN,Eddie Espinoza,12,1,8,3
Rockwall,2D,Railroad Commissioner,,GRN,Eddie Espinoza,41,2,24,15
Rockwall,2E,Railroad Commissioner,,GRN,Eddie Espinoza,48,1,27,20
Rockwall,2F,Railroad Commissioner,,GRN,Eddie Espinoza,12,0,8,4
Rockwall,3,Railroad Commissioner,,GRN,Eddie Espinoza,30,1,21,8
Rockwall,3A,Railroad Commissioner,,GRN,Eddie Espinoza,30,2,19,9
Rockwall,3B,Railroad Commissioner,,GRN,Eddie Espinoza,45,2,29,14
Rockwall,3C,Railroad Commissioner,,GRN,Eddie Espinoza,18,0,11,7
Rockwall,3D,Railroad Commissioner,,GRN,Eddie Espinoza,41,0,25,16
Rockwall,3E,Railroad Commissioner,,GRN,Eddie Espinoza,17,1,14,2
Rockwall,4,Railroad Commissioner,,GRN,Eddie Espinoza,33,2,24,7
Rockwall,4A,Railroad Commissioner,,GRN,Eddie Espinoza,55,1,36,18
Rockwall,4B,Railroad Commissioner,,GRN,Eddie Espinoza,75,0,45,30
Rockwall,4C,Railroad Commissioner,,GRN,Eddie Espinoza,44,0,27,17
Rockwall,4D,Railroad Commissioner,,GRN,Eddie Espinoza,33,1,25,7
Rockwall,4E,Railroad Commissioner,,GRN,Eddie Espinoza,43,2,24,17
Rockwall,4F,Railroad Commissioner,,GRN,Eddie Espinoza,9,0,6,3
Rockwall,1,Railroad Commissioner,,LIB,Hawk Dunlap,97,4,65,28
Rockwall,1A,Railroad Commissioner,,LIB,Hawk Dunlap,55,0,43,12
Rockwall,1B,Railroad Commissioner,,LIB,Hawk Dunlap,106,5,77,24
Rockwall,1C,Railroad Commissioner,,LIB,Hawk Dunlap,80,3,58,19
Rockwall,1D,Railroad Commissioner,,LIB,Hawk Dunlap,23,0,20,3
Rockwall,1E,Railroad Commissioner,,LIB,Hawk Dunlap,33,0,25,8
Rockwall,2,Railroad Commissioner,,LIB,Hawk Dunlap,77,1,57,19
Rockwall,2A,Railroad Commissioner,,LIB,Hawk Dunlap,66,1,36,29
Rockwall,2B,Railroad Commissioner,,LIB,Hawk Dunlap,29,0,21,8
Rockwall,2C,Railroad Commissioner,,LIB,Hawk Dunlap,22,1,17,4
Rockwall,2D,Railroad Commissioner,,LIB,Hawk Dunlap,59,2,37,20
Rockwall,2E,Railroad Commissioner,,LIB,Hawk Dunlap,36,1,25,10
Rockwall,2F,Railroad Commissioner,,LIB,Hawk Dunlap,13,0,7,6
Rockwall,3,Railroad Commissioner,,LIB,Hawk Dunlap,52,1,34,17
Rockwall,3A,Railroad Commissioner,,LIB,Hawk Dunlap,56,0,39,17
Rockwall,3B,Railroad Commissioner,,LIB,Hawk Dunlap,80,0,60,20
Rockwall,3C,Railroad Commissioner,,LIB,Hawk Dunlap,54,1,42,11
Rockwall,3D,Railroad Commissioner,,LIB,Hawk Dunlap,79,1,56,22
Rockwall,3E,Railroad Commissioner,,LIB,Hawk Dunlap,64,3,54,7
Rockwall,4,Railroad Commissioner,,LIB,Hawk Dunlap,50,1,38,11
Rockwall,4A,Railroad Commissioner,,LIB,Hawk Dunlap,110,2,83,25
Rockwall,4B,Railroad Commissioner,,LIB,Hawk Dunlap,100,1,67,32
Rockwall,4C,Railroad Commissioner,,LIB,Hawk Dunlap,85,2,58,25
Rockwall,4D,Railroad Commissioner,,LIB,Hawk Dunlap,53,1,38,14
Rockwall,4E,Railroad Commissioner,,LIB,Hawk Dunlap,50,0,38,12
Rockwall,4F,Railroad Commissioner,,LIB,Hawk Dunlap,12,0,10,2
Rockwall,1,Railroad Commissioner,,DEM,Katherine Culbert,886,46,731,109
Rockwall,1A,Railroad Commissioner,,DEM,Katherine Culbert,671,40,530,101
Rockwall,1B,Railroad Commissioner,,DEM,Katherine Culbert,958,36,792,130
Rockwall,1C,Railroad Commissioner,,DEM,Katherine Culbert,769,51,620,98
Rockwall,1D,Railroad Commissioner,,DEM,Katherine Culbert,221,8,175,38
Rockwall,1E,Railroad Commissioner,,DEM,Katherine Culbert,491,39,372,80
Rockwall,2,Railroad Commissioner,,DEM,Katherine Culbert,815,63,663,89
Rockwall,2A,Railroad Commissioner,,DEM,Katherine Culbert,682,53,548,81
Rockwall,2B,Railroad Commissioner,,DEM,Katherine Culbert,466,23,378,65
Rockwall,2C,Railroad Commissioner,,DEM,Katherine Culbert,242,19,196,27
Rockwall,2D,Railroad Commissioner,,DEM,Katherine Culbert,664,31,501,132
Rockwall,2E,Railroad Commissioner,,DEM,Katherine Culbert,699,27,519,153
Rockwall,2F,Railroad Commissioner,,DEM,Katherine Culbert,207,27,150,30
Rockwall,3,Railroad Commissioner,,DEM,Katherine Culbert,580,30,476,74
Rockwall,3A,Railroad Commissioner,,DEM,Katherine Culbert,498,22,386,90
Rockwall,3B,Railroad Commissioner,,DEM,Katherine Culbert,756,42,613,101
Rockwall,3C,Railroad Commissioner,,DEM,Katherine Culbert,463,27,388,48
Rockwall,3D,Railroad Commissioner,,DEM,Katherine Culbert,808,28,669,111
Rockwall,3E,Railroad Commissioner,,DEM,Katherine Culbert,529,27,459,43
Rockwall,4,Railroad Commissioner,,DEM,Katherine Culbert,492,28,401,63
Rockwall,4A,Railroad Commissioner,,DEM,Katherine Culbert,982,32,829,121
Rockwall,4B,Railroad Commissioner,,DEM,Katherine Culbert,813,24,626,163
Rockwall,4C,Railroad Commissioner,,DEM,Katherine Culbert,797,36,623,138
Rockwall,4D,Railroad Commissioner,,DEM,Katherine Culbert,723,28,598,97
Rockwall,4E,Railroad Commissioner,,DEM,Katherine Culbert,508,18,409,81
Rockwall,4F,Railroad Commissioner,,DEM,Katherine Culbert,57,2,43,12
Rockwall,1,Railroad Commissioner,,,Write-in,4,1,3,0
Rockwall,1A,Railroad Commissioner,,,Write-in,2,0,1,1
Rockwall,1B,Railroad Commissioner,,,Write-in,8,0,5,3
Rockwall,1C,Railroad Commissioner,,,Write-in,11,1,7,3
Rockwall,1D,Railroad Commissioner,,,Write-in,1,1,0,0
Rockwall,1E,Railroad Commissioner,,,Write-in,2,0,1,1
Rockwall,2,Railroad Commissioner,,,Write-in,9,0,8,1
Rockwall,2A,Railroad Commissioner,,,Write-in,0,0,0,0
Rockwall,2B,Railroad Commissioner,,,Write-in,1,0,1,0
Rockwall,2C,Railroad Commissioner,,,Write-in,1,0,1,0
Rockwall,2D,Railroad Commissioner,,,Write-in,5,0,2,3
Rockwall,2E,Railroad Commissioner,,,Write-in,5,0,4,1
Rockwall,2F,Railroad Commissioner,,,Write-in,0,0,0,0
Rockwall,3,Railroad Commissioner,,,Write-in,1,1,0,0
Rockwall,3A,Railroad Commissioner,,,Write-in,6,1,4,1
Rockwall,3B,Railroad Commissioner,,,Write-in,8,0,5,3
Rockwall,3C,Railroad Commissioner,,,Write-in,6,0,5,1
Rockwall,3D,Railroad Commissioner,,,Write-in,8,2,4,2
Rockwall,3E,Railroad Commissioner,,,Write-in,6,0,4,2
Rockwall,4,Railroad Commissioner,,,Write-in,4,0,2,2
Rockwall,4A,Railroad Commissioner,,,Write-in,6,1,3,2
Rockwall,4B,Railroad Commissioner,,,Write-in,5,0,3,2
Rockwall,4C,Railroad Commissioner,,,Write-in,5,0,3,2
Rockwall,4D,Railroad Commissioner,,,Write-in,9,0,6,3
Rockwall,4E,Railroad Commissioner,,,Write-in,1,0,1,0
Rockwall,4F,Railroad Commissioner,,,Write-in,2,0,1,1
Rockwall,1,Sheriff,,REP,Terry D. Garrett,3067,70,2572,425
Rockwall,1A,Sheriff,,REP,Terry D. Garrett,1631,41,1365,225
Rockwall,1B,Sheriff,,REP,Terry D. Garrett,3655,55,3082,518
Rockwall,1C,Sheriff,,REP,Terry D. Garrett,2865,74,2384,407
Rockwall,1D,Sheriff,,REP,Terry D. Garrett,525,12,407,106
Rockwall,1E,Sheriff,,REP,Terry D. Garrett,2131,66,1782,283
Rockwall,2,Sheriff,,REP,Terry D. Garrett,2640,90,2233,317
Rockwall,2A,Sheriff,,REP,Terry D. Garrett,2352,69,1976,307
Rockwall,2B,Sheriff,,REP,Terry D. Garrett,1095,28,904,163
Rockwall,2C,Sheriff,,REP,Terry D. Garrett,1179,23,1039,117
Rockwall,2D,Sheriff,,REP,Terry D. Garrett,1415,47,1060,308
Rockwall,2E,Sheriff,,REP,Terry D. Garrett,1355,17,982,356
Rockwall,2F,Sheriff,,REP,Terry D. Garrett,595,26,500,69
Rockwall,3,Sheriff,,REP,Terry D. Garrett,1585,21,1289,275
Rockwall,3A,Sheriff,,REP,Terry D. Garrett,2499,53,2128,318
Rockwall,3B,Sheriff,,REP,Terry D. Garrett,2757,52,2322,383
Rockwall,3C,Sheriff,,REP,Terry D. Garrett,2684,61,2375,248
Rockwall,3D,Sheriff,,REP,Terry D. Garrett,3638,83,3045,510
Rockwall,3E,Sheriff,,REP,Terry D. Garrett,2236,28,1988,220
Rockwall,4,Sheriff,,REP,Terry D. Garrett,1561,25,1327,209
Rockwall,4A,Sheriff,,REP,Terry D. Garrett,2818,31,2408,379
Rockwall,4B,Sheriff,,REP,Terry D. Garrett,2478,20,1957,501
Rockwall,4C,Sheriff,,REP,Terry D. Garrett,2623,27,2152,444
Rockwall,4D,Sheriff,,REP,Terry D. Garrett,1964,27,1641,296
Rockwall,4E,Sheriff,,REP,Terry D. Garrett,1672,29,1383,260
Rockwall,4F,Sheriff,,REP,Terry D. Garrett,348,4,291,53
Rockwall,1,State Representative,33,REP,Katrina Pierson,2790,66,2313,411
Rockwall,1A,State Representative,33,REP,Katrina Pierson,1596,37,1332,227
Rockwall,1B,State Representative,33,REP,Katrina Pierson,3368,51,2812,505
Rockwall,1C,State Representative,33,REP,Katrina Pierson,2616,67,2174,375
Rockwall,1D,State Representative,33,REP,Katrina Pierson,521,12,403,106
Rockwall,1E,State Representative,33,REP,Katrina Pierson,1977,63,1637,277
Rockwall,2,State Representative,33,REP,Katrina Pierson,2453,83,2067,303
Rockwall,2A,State Representative,33,REP,Katrina Pierson,2221,58,1856,307
Rockwall,2B,State Representative,33,REP,Katrina Pierson,1072,25,880,167
Rockwall,2C,State Representative,33,REP,Katrina Pierson,1043,16,922,105
Rockwall,2D,State Representative,33,REP,Katrina Pierson,1374,45,1027,302
Rockwall,2E,State Representative,33,REP,Katrina Pierson,1339,16,971,352
Rockwall,2F,State Representative,33,REP,Katrina Pierson,561,25,469,67
Rockwall,3,State Representative,33,REP,Katrina Pierson,1555,20,1257,278
Rockwall,3A,State Representative,33,REP,Katrina Pierson,2438,50,2076,312
Rockwall,3B,State Representative,33,REP,Katrina Pierson,2620,49,2198,373
Rockwall,3C,State Representative,33,REP,Katrina Pierson,2370,52,2093,225
Rockwall,3D,State Representative,33,REP,Katrina Pierson,3421,76,2845,500
Rockwall,3E,State Representative,33,REP,Katrina Pierson,2057,28,1818,211
Rockwall,4,State Representative,33,REP,Katrina Pierson,1508,27,1270,211
Rockwall,4A,State Representative,33,REP,Katrina Pierson,2738,29,2334,375
Rockwall,4B,State Representative,33,REP,Katrina Pierson,2455,21,1928,506
Rockwall,4C,State Representative,33,REP,Katrina Pierson,2604,26,2131,447
Rockwall,4D,State Representative,33,REP,Katrina Pierson,1895,29,1577,289
Rockwall,4E,State Representative,33,REP,Katrina Pierson,1642,29,1349,264
Rockwall,4F,State Representative,33,REP,Katrina Pierson,338,2,284,52
Rockwall,1,U.S. House,4,REP,Pat Fallon,2620,74,2208,338
Rockwall,1A,U.S. House,4,REP,Pat Fallon,1272,41,1070,161
Rockwall,1B,U.S. House,4,REP,Pat Fallon,3141,63,2651,427
Rockwall,1C,U.S. House,4,REP,Pat Fallon,2478,71,2070,337
Rockwall,1D,U.S. House,4,REP,Pat Fallon,408,10,316,82
Rockwall,1E,U.S. House,4,REP,Pat Fallon,1873,65,1580,228
Rockwall,2,U.S. House,4,REP,Pat Fallon,2203,86,1863,254
Rockwall,2A,U.S. House,4,REP,Pat Fallon,2013,68,1709,236
Rockwall,2B,U.S. House,4,REP,Pat Fallon,858,30,709,119
Rockwall,2C,U.S. House,4,REP,Pat Fallon,1052,18,933,101
Rockwall,2D,U.S. House,4,REP,Pat Fallon,1008,43,759,206
Rockwall,2E,U.S. House,4,REP,Pat Fallon,944,16,683,245
Rockwall,2F,U.S. House,4,REP,Pat Fallon,493,20,421,52
Rockwall,3,U.S. House,4,REP,Pat Fallon,1242,23,1001,218
Rockwall,3A,U.S. House,4,REP,Pat Fallon,2234,49,1934,251
Rockwall,3B,U.S. House,4,REP,Pat Fallon,2366,55,2002,309
Rockwall,3C,U.S. House,4,REP,Pat Fallon,2443,59,2176,208
Rockwall,3D,U.S. House,4,REP,Pat Fallon,3181,73,2668,440
Rockwall,3E,U.S. House,4,REP,Pat Fallon,1958,24,1740,194
Rockwall,4,U.S. House,4,REP,Pat Fallon,1267,22,1082,163
Rockwall,4A,U.S. House,4,REP,Pat Fallon,2210,32,1901,277
Rockwall,4B,U.S. House,4,REP,Pat Fallon,1950,18,1561,371
Rockwall,4C,U.S. House,4,REP,Pat Fallon,2120,28,1754,338
Rockwall,4D,U.S. House,4,REP,Pat Fallon,1526,24,1284,218
Rockwall,4E,U.S. House,4,REP,Pat Fallon,1374,34,1151,189
Rockwall,4F,U.S. House,4,REP,Pat Fallon,313,5,265,43
Rockwall,1,U.S. House,4,DEM,Simon Cardell,945,47,772,126
Rockwall,1A,U.S. House,4,DEM,Simon Cardell,716,33,568,115
Rockwall,1B,U.S. House,4,DEM,Simon Cardell,1008,39,825,144
Rockwall,1C,U.S. House,4,DEM,Simon Cardell,832,45,662,125
Rockwall,1D,U.S. House,4,DEM,Simon Cardell,236,6,193,37
Rockwall,1E,U.S. House,4,DEM,Simon Cardell,511,38,389,84
Rockwall,2,U.S. House,4,DEM,Simon Cardell,846,56,701,89
Rockwall,2A,U.S. House,4,DEM,Simon Cardell,729,48,574,107
Rockwall,2B,U.S. House,4,DEM,Simon Cardell,494,18,401,75
Rockwall,2C,U.S. House,4,DEM,Simon Cardell,254,20,206,28
Rockwall,2D,U.S. House,4,DEM,Simon Cardell,709,30,533,146
Rockwall,2E,U.S. House,4,DEM,Simon Cardell,721,19,540,162
Rockwall,2F,U.S. House,4,DEM,Simon Cardell,218,25,159,34
Rockwall,3,U.S. House,4,DEM,Simon Cardell,610,20,503,87
Rockwall,3A,U.S. House,4,DEM,Simon Cardell,537,24,411,102
Rockwall,3B,U.S. House,4,DEM,Simon Cardell,821,41,662,118
Rockwall,3C,U.S. House,4,DEM,Simon Cardell,509,29,422,58
Rockwall,3D,U.S. House,4,DEM,Simon Cardell,852,32,695,125
Rockwall,3E,U.S. House,4,DEM,Simon Cardell,554,25,480,49
Rockwall,4,U.S. House,4,DEM,Simon Cardell,529,21,433,75
Rockwall,4A,U.S. House,4,DEM,Simon Cardell,1059,30,879,150
Rockwall,4B,U.S. House,4,DEM,Simon Cardell,907,21,696,190
Rockwall,4C,U.S. House,4,DEM,Simon Cardell,836,24,659,153
Rockwall,4D,U.S. House,4,DEM,Simon Cardell,765,20,639,106
Rockwall,4E,U.S. House,4,DEM,Simon Cardell,551,18,436,97
Rockwall,4F,U.S. House,4,DEM,Simon Cardell,66,1,49,16
Rockwall,1,U.S. Senate,,DEM,Colin Allred,1117,59,912,146
Rockwall,1A,U.S. Senate,,DEM,Colin Allred,809,46,626,137
Rockwall,1B,U.S. Senate,,DEM,Colin Allred,1227,48,994,185
Rockwall,1C,U.S. Senate,,DEM,Colin Allred,1011,62,788,161
Rockwall,1D,U.S. Senate,,DEM,Colin Allred,264,8,210,46
Rockwall,1E,U.S. Senate,,DEM,Colin Allred,614,49,462,103
Rockwall,2,U.S. Senate,,DEM,Colin Allred,994,73,811,110
Rockwall,2A,U.S. Senate,,DEM,Colin Allred,844,65,664,115
Rockwall,2B,U.S. Senate,,DEM,Colin Allred,546,29,437,80
Rockwall,2C,U.S. Senate,,DEM,Colin Allred,317,24,257,36
Rockwall,2D,U.S. Senate,,DEM,Colin Allred,781,38,579,164
Rockwall,2E,U.S. Senate,,DEM,Colin Allred,798,28,581,189
Rockwall,2F,U.S. Senate,,DEM,Colin Allred,253,31,181,41
Rockwall,3,U.S. Senate,,DEM,Colin Allred,692,32,563,97
Rockwall,3A,U.S. Senate,,DEM,Colin Allred,615,32,463,120
Rockwall,3B,U.S. Senate,,DEM,Colin Allred,955,46,767,142
Rockwall,3C,U.S. Senate,,DEM,Colin Allred,627,35,514,78
Rockwall,3D,U.S. Senate,,DEM,Colin Allred,1003,43,804,156
Rockwall,3E,U.S. Senate,,DEM,Colin Allred,687,28,592,67
Rockwall,4,U.S. Senate,,DEM,Colin Allred,605,31,488,86
Rockwall,4A,U.S. Senate,,DEM,Colin Allred,1204,44,984,176
Rockwall,4B,U.S. Senate,,DEM,Colin Allred,1014,26,768,220
Rockwall,4C,U.S. Senate,,DEM,Colin Allred,943,41,722,180
Rockwall,4D,U.S. Senate,,DEM,Colin Allred,857,33,701,123
Rockwall,4E,U.S. Senate,,DEM,Colin Allred,612,22,479,111
Rockwall,4F,U.S. Senate,,DEM,Colin Allred,77,3,56,18
Rockwall,1,U.S. Senate,,LIB,Ted Brown,57,1,39,17
Rockwall,1A,U.S. Senate,,LIB,Ted Brown,41,0,30,11
Rockwall,1B,U.S. Senate,,LIB,Ted Brown,69,3,49,17
Rockwall,1C,U.S. Senate,,LIB,Ted Brown,58,4,39,15
Rockwall,1D,U.S. Senate,,LIB,Ted Brown,21,1,13,7
Rockwall,1E,U.S. Senate,,LIB,Ted Brown,32,0,27,5
Rockwall,2,U.S. Senate,,LIB,Ted Brown,67,3,44,20
Rockwall,2A,U.S. Senate,,LIB,Ted Brown,41,1,22,18
Rockwall,2B,U.S. Senate,,LIB,Ted Brown,30,0,18,12
Rockwall,2C,U.S. Senate,,LIB,Ted Brown,16,0,13,3
Rockwall,2D,U.S. Senate,,LIB,Ted Brown,44,3,33,8
Rockwall,2E,U.S. Senate,,LIB,Ted Brown,39,1,23,15
Rockwall,2F,U.S. Senate,,LIB,Ted Brown,17,0,13,4
Rockwall,3,U.S. Senate,,LIB,Ted Brown,37,0,25,12
Rockwall,3A,U.S. Senate,,LIB,Ted Brown,43,1,30,12
Rockwall,3B,U.S. Senate,,LIB,Ted Brown,69,3,45,21
Rockwall,3C,U.S. Senate,,LIB,Ted Brown,38,1,25,12
Rockwall,3D,U.S. Senate,,LIB,Ted Brown,61,0,42,19
Rockwall,3E,U.S. Senate,,LIB,Ted Brown,40,3,34,3
Rockwall,4,U.S. Senate,,LIB,Ted Brown,37,1,27,9
Rockwall,4A,U.S. Senate,,LIB,Ted Brown,74,2,56,16
Rockwall,4B,U.S. Senate,,LIB,Ted Brown,59,1,30,28
Rockwall,4C,U.S. Senate,,LIB,Ted Brown,57,0,37,20
Rockwall,4D,U.S. Senate,,LIB,Ted Brown,34,0,20,14
Rockwall,4E,U.S. Senate,,LIB,Ted Brown,37,1,26,10
Rockwall,4F,U.S. Senate,,LIB,Ted Brown,9,0,6,3
Rockwall,1,U.S. Senate,,REP,Ted Cruz,2437,80,2049,308
Rockwall,1A,U.S. Senate,,REP,Ted Cruz,1164,42,993,129
Rockwall,1B,U.S. Senate,,REP,Ted Cruz,2896,66,2458,372
Rockwall,1C,U.S. Senate,,REP,Ted Cruz,2294,71,1930,293
Rockwall,1D,U.S. Senate,,REP,Ted Cruz,372,12,291,69
Rockwall,1E,U.S. Senate,,REP,Ted Cruz,1772,66,1502,204
Rockwall,2,U.S. Senate,,REP,Ted Cruz,2038,90,1731,217
Rockwall,2A,U.S. Senate,,REP,Ted Cruz,1921,82,1625,214
Rockwall,2B,U.S. Senate,,REP,Ted Cruz,794,29,662,103
Rockwall,2C,U.S. Senate,,REP,Ted Cruz,986,18,880,88
Rockwall,2D,U.S. Senate,,REP,Ted Cruz,931,46,693,192
Rockwall,2E,U.S. Senate,,REP,Ted Cruz,860,15,637,208
Rockwall,2F,U.S. Senate,,REP,Ted Cruz,453,19,392,42
Rockwall,3,U.S. Senate,,REP,Ted Cruz,1174,46,928,200
Rockwall,3A,U.S. Senate,,REP,Ted Cruz,2152,55,1872,225
Rockwall,3B,U.S. Senate,,REP,Ted Cruz,2207,62,1873,272
Rockwall,3C,U.S. Senate,,REP,Ted Cruz,2315,61,2071,183
Rockwall,3D,U.S. Senate,,REP,Ted Cruz,3034,85,2549,400
Rockwall,3E,U.S. Senate,,REP,Ted Cruz,1817,31,1612,174
Rockwall,4,U.S. Senate,,REP,Ted Cruz,1200,40,1009,151
Rockwall,4A,U.S. Senate,,REP,Ted Cruz,2040,41,1761,238
Rockwall,4B,U.S. Senate,,REP,Ted Cruz,1809,32,1456,321
Rockwall,4C,U.S. Senate,,REP,Ted Cruz,2027,57,1675,295
Rockwall,4D,U.S. Senate,,REP,Ted Cruz,1436,33,1214,189
Rockwall,4E,U.S. Senate,,REP,Ted Cruz,1299,39,1087,173
Rockwall,4F,U.S. Senate,,REP,Ted Cruz,298,5,253,40
Rockwall,1,U.S. Senate,,,Write-in,6,0,6,0
Rockwall,1A,U.S. Senate,,,Write-in,2,0,0,2
Rockwall,1B,U.S. Senate,,,Write-in,4,0,3,1
Rockwall,1C,U.S. Senate,,,Write-in,6,0,5,1
Rockwall,1D,U.S. Senate,,,Write-in,1,1,0,0
Rockwall,1E,U.S. Senate,,,Write-in,4,0,2,2
Rockwall,2,U.S. Senate,,,Write-in,6,0,5,1
Rockwall,2A,U.S. Senate,,,Write-in,0,0,0,0
