county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Wharton,PCT 101,"Registered Voters",,,,1284,,,
Wharton,PCT 101,"Ballots Cast",,,,810,28,682,100
Wharton,PCT 101,"Ballots Cast Blank",,,,0,0,0,0
Wharton,PCT 101,"President",,REP,"Donald J. Trump/JD Vance",576,14,499,63
Wharton,PCT 101,"President",,DEM,"Kamala D. Harris/Tim Walz",226,13,177,36
Wharton,PCT 101,"President",,LIB,"Chase Oliver/Mike ter Maat",4,0,4,0
Wharton,PCT 101,"President",,GRN,"Jill Stein/Rudolph Ware",1,0,1,0
Wharton,PCT 101,"President",,,"Write-ins",1,0,0,1
Wharton,PCT 101,"U.S. Senate",,REP,"Ted Cruz",546,14,477,55
Wharton,PCT 101,"U.S. Senate",,DEM,"Colin Allred",245,14,188,43
Wharton,PCT 101,"U.S. Senate",,LIB,"Ted Brown",12,0,10,2
Wharton,PCT 101,"U.S. Senate",,,"Write-ins",0,0,0,0
Wharton,PCT 101,"U.S. House",22,REP,"Troy E. Nehls",573,16,496,61
Wharton,PCT 101,"U.S. House",22,DEM,"Marquette Greene-Scott",215,12,170,33
Wharton,PCT 101,"Railroad Commissioner",,REP,"Christi Craddick",555,15,483,57
Wharton,PCT 101,"Railroad Commissioner",,DEM,"Katherine Culbert",204,12,162,30
Wharton,PCT 101,"Railroad Commissioner",,LIB,"Hawk Dunlap",12,0,9,3
Wharton,PCT 101,"Railroad Commissioner",,GRN,"Eddie Espinoza",17,0,12,5
Wharton,PCT 101,"Railroad Commissioner",,,"Write-ins",0,0,0,0
Wharton,PCT 101,"Justice, Supreme Court, PI 2",,REP,"Jimmy Blacklock",572,15,497,60
Wharton,PCT 101,"Justice, Supreme Court, PI 2",,DEM,"DaSean Jones",213,12,167,34
Wharton,PCT 101,"Justice, Supreme Court, Pl 4",,REP,"John Devine",568,15,491,62
Wharton,PCT 101,"Justice, Supreme Court, Pl 4",,DEM,"Christine Vinh Weems",216,12,174,30
Wharton,PCT 101,"Justice, Supreme Court, PI 6",,REP,"Jane Bland",564,15,489,60
Wharton,PCT 101,"Justice, Supreme Court, PI 6",,DEM,"Bonnie Lee Goldstein",208,12,168,28
Wharton,PCT 101,"Justice, Supreme Court, PI 6",,LIB,"J. David Roberson",8,0,3,5
Wharton,PCT 101,"Presiding Judge, Ct of Crim App",,REP,"David J. Schenck",568,15,492,61
Wharton,PCT 101,"Presiding Judge, Ct of Crim App",,DEM,"Holly Taylor",215,12,169,34
Wharton,PCT 101,"Judge, Ct of Crim App, PI 7",,REP,"Gina Parker",570,14,492,64
Wharton,PCT 101,"Judge, Ct of Crim App, PI 7",,DEM,"Nancy Mulder",209,12,167,30
Wharton,PCT 101,"Judge, Ct of Crim App, PI 8",,REP,"Lee Finley",572,15,496,61
Wharton,PCT 101,"Judge, Ct of Crim App, PI 8",,DEM,"Chika Anyiam",205,12,160,33
Wharton,PCT 101,"State Senate",17,REP,"Joan Huffman",574,15,494,65
Wharton,PCT 101,"State Senate",17,DEM,"Kathy Cheng",206,12,164,30
Wharton,PCT 101,"State Representative, Dist 85",,REP,"Stan Kitzman",618,15,536,67
Wharton,PCT 101,"Chief Justice, 13th Ct of App Dist",,REP,"Jaime Tijerina",564,13,488,63
Wharton,PCT 101,"Chief Justice, 13th Ct of App Dist",,DEM,"Gina Benavides",208,10,167,31
Wharton,PCT 101,"Justice, 13th Ct of App Dist, Pl 2",,REP,"Jenny Cron",555,14,483,58
Wharton,PCT 101,"Justice, 13th Ct of App Dist, Pl 2",,DEM,"Nora Longoria",216,10,169,37
Wharton,PCT 101,"Justice, 13th Ct of App Dist, PI 4",,REP,"Ysmael D. Fonseca",562,13,490,59
Wharton,PCT 101,"Justice, 13th Ct of App Dist, PI 4",,DEM,"Joe Martinez",213,10,166,37
Wharton,PCT 101,"Justice, 13th Ct of App Dist, PI 5",,REP,"Jon West",571,12,495,64
Wharton,PCT 101,"Justice, 13th Ct of App Dist, PI 5",,DEM,"Regi Compian Richardson",203,10,162,31
Wharton,PCT 101,"Dist Judge, 23rd Judicial Dist",,REP,"John Maher",634,14,544,76
Wharton,PCT 101,"Dist Attorney, 329th Judicial Dist",,REP,"Mark W. Racer",622,14,534,74
Wharton,PCT 101,"County Attorney",,REP,"G.A. (Trey) Maffett",628,15,540,73
Wharton,PCT 101,"Sheriff",,REP,"Shannon Srubar",468,12,411,45
Wharton,PCT 101,"Sheriff",,DEM,"Ben Guanajuato",320,12,257,51
Wharton,PCT 101,"County Tax Assessor-Collector",,REP,"Cindy Hernandez",668,16,570,82
Wharton,PCT 101,"County Commissioner Pct 1",,REP,"Richard Zahn",632,16,540,76
Wharton,PCT 101,"Constable Pct 1",,REP,"William ""Bill"" Copeland",641,16,547,78
Wharton,PCT 102,"Registered Voters",,,,3063,,,
Wharton,PCT 102,"Ballots Cast",,,,2016,76,1666,274
Wharton,PCT 102,"Ballots Cast Blank",,,,0,0,0,0
Wharton,PCT 102,"President",,REP,"Donald J. Trump/JD Vance",1483,48,1269,166
Wharton,PCT 102,"President",,DEM,"Kamala D. Harris/Tim Walz",503,28,372,103
Wharton,PCT 102,"President",,LIB,"Chase Oliver/Mike ter Maat",8,0,6,2
Wharton,PCT 102,"President",,GRN,"Jill Stein/Rudolph Ware",7,0,7,0
Wharton,PCT 102,"President",,,"Write-ins",5,0,3,2
Wharton,PCT 102,"U.S. Senate",,REP,"Ted Cruz",1423,42,1230,151
Wharton,PCT 102,"U.S. Senate",,DEM,"Colin Allred",539,31,397,111
Wharton,PCT 102,"U.S. Senate",,LIB,"Ted Brown",36,2,26,8
Wharton,PCT 102,"U.S. Senate",,,"Write-ins",1,0,0,1
Wharton,PCT 102,"U.S. House",22,REP,"Troy E. Nehls",1505,46,1296,163
Wharton,PCT 102,"U.S. House",22,DEM,"Marquette Greene-Scott",470,27,343,100
Wharton,PCT 102,"Railroad Commissioner",,REP,"Christi Craddick",1439,45,1240,154
Wharton,PCT 102,"Railroad Commissioner",,DEM,"Katherine Culbert",442,25,323,94
Wharton,PCT 102,"Railroad Commissioner",,LIB,"Hawk Dunlap",42,0,39,3
Wharton,PCT 102,"Railroad Commissioner",,GRN,"Eddie Espinoza",36,1,22,13
Wharton,PCT 102,"Railroad Commissioner",,,"Write-ins",1,0,1,0
Wharton,PCT 102,"Justice, Supreme Court, PI 2",,REP,"Jimmy Blacklock",1489,42,1286,161
Wharton,PCT 102,"Justice, Supreme Court, PI 2",,DEM,"DaSean Jones",465,26,339,100
Wharton,PCT 102,"Justice, Supreme Court, PI 4",,REP,"John Devine",1453,42,1249,162
Wharton,PCT 102,"Justice, Supreme Court, PI 4",,DEM,"Christine Vinh Weems",495,26,370,99
Wharton,PCT 102,"Justice, Supreme Court, PI 6",,REP,"Jane Bland",1458,43,1257,158
Wharton,PCT 102,"Justice, Supreme Court, PI 6",,DEM,"Bonnie Lee Goldstein",448,25,328,95
Wharton,PCT 102,"Justice, Supreme Court, PI 6",,LIB,"J. David Roberson",41,3,31,7
Wharton,PCT 102,"Presiding Judge, Ct of Crim App",,REP,"David J. Schenck",1475,44,1271,160
Wharton,PCT 102,"Presiding Judge, Ct of Crim App",,DEM,"Holly Taylor",465,26,342,97
Wharton,PCT 102,"Judge, Ct of Crim App, PI 7",,REP,"Gina Parker",1473,45,1268,160
Wharton,PCT 102,"Judge, Ct of Crim App, PI 7",,DEM,"Nancy Mulder",468,24,347,97
Wharton,PCT 102,"Judge, Ct of Crim App, PI 8",,REP,"Lee Finley",1482,44,1274,164
Wharton,PCT 102,"Judge, Ct of Crim App, PI 8",,DEM,"Chika Anyiam",454,25,334,95
Wharton,PCT 102,"State Senate",17,REP,"Joan Huffman",1489,44,1285,160
Wharton,PCT 102,"State Senate",17,DEM,"Kathy Cheng",456,22,335,99
Wharton,PCT 102,"State Representative, Dist 85",,REP,"Stan Kitzman",1625,46,1383,196
Wharton,PCT 102,"Chief Justice, 13th Ct of App Dist",,REP,"Jaime Tijerina",1462,40,1261,161
Wharton,PCT 102,"Chief Justice, 13th Ct of App Dist",,DEM,"Gina Benavides",468,24,345,99
Wharton,PCT 102,"Justice, 13th Ct of App Dist, PI 2",,REP,"Jenny Cron",1454,40,1259,155
Wharton,PCT 102,"Justice, 13th Ct of App Dist, PI 2",,DEM,"Nora Longoria",483,24,354,105
Wharton,PCT 102,"Justice, 13th Ct of App Dist, PI 4",,REP,"Ysmael D. Fonseca",1456,39,1261,156
Wharton,PCT 102,"Justice, 13th Ct of App Dist, PI 4",,DEM,"Joe Martinez",485,25,355,105
Wharton,PCT 102,"Justice, 13th Ct of App Dist, PI 5",,REP,"Jon West",1482,43,1281,158
Wharton,PCT 102,"Justice, 13th Ct of App Dist, PI 5",,DEM,"Regi Compian Richardson",444,21,324,99
Wharton,PCT 102,"Dist Judge, 23rd Judicial Dist",,REP,"John Maher",1630,46,1386,198
Wharton,PCT 102,"Dist Attorney, 329th Judicial Dist",,REP,"Mark W. Racer",1636,47,1393,196
Wharton,PCT 102,"County Attorney",,REP,"G.A. (Trey) Maffett",1655,46,1411,198
Wharton,PCT 102,"Sheriff",,REP,"Shannon Srubar",1167,39,1004,124
Wharton,PCT 102,"Sheriff",,DEM,"Ben Guanajuato",797,25,635,137
Wharton,PCT 102,"County Tax Assessor-Collector",,REP,"Cindy Hernandez",1721,52,1456,213
Wharton,PCT 102,"County Commissioner Pct 1",,REP,"Richard Zahn",1674,46,1427,201
Wharton,PCT 102,"Constable Pct 1",,REP,"William ""Bill"" Copeland",1673,49,1417,207
Wharton,PCT 103,"Registered Voters",,,,2593,,,
Wharton,PCT 103,"Ballots Cast",,,,1595,41,1204,350
Wharton,PCT 103,"Ballots Cast Blank",,,,0,0,0,0
Wharton,PCT 103,"President",,REP,"Donald J. Trump/JD Vance",1206,24,925,257
Wharton,PCT 103,"President",,DEM,"Kamala D. Harris/Tim Walz",370,16,267,87
Wharton,PCT 103,"President",,LIB,"Chase Oliver/Mike ter Maat",9,0,6,3
Wharton,PCT 103,"President",,GRN,"Jill Stein/Rudolph Ware",3,0,2,1
Wharton,PCT 103,"President",,,"Write-ins",4,1,3,0
Wharton,PCT 103,"U.S. Senate",,REP,"Ted Cruz",1152,24,891,237
Wharton,PCT 103,"U.S. Senate",,DEM,"Colin Allred",402,17,291,94
Wharton,PCT 103,"U.S. Senate",,LIB,"Ted Brown",21,0,12,9
Wharton,PCT 103,"U.S. Senate",,,"Write-ins",3,0,2,1
Wharton,PCT 103,"U.S. House",22,REP,"Troy E. Nehls",1191,21,919,251
Wharton,PCT 103,"U.S. House",22,DEM,"Marquette Greene-Scott",355,15,255,85
Wharton,PCT 103,"Railroad Commissioner",,REP,"Christi Craddick",1139,22,875,242
Wharton,PCT 103,"Railroad Commissioner",,DEM,"Katherine Culbert",332,14,245,73
Wharton,PCT 103,"Railroad Commissioner",,LIB,"Hawk Dunlap",36,0,28,8
Wharton,PCT 103,"Railroad Commissioner",,GRN,"Eddie Espinoza",33,0,19,14
Wharton,PCT 103,"Railroad Commissioner",,,"Write-ins",0,0,0,0
Wharton,PCT 103,"Justice, Supreme Court, PI 2",,REP,"Jimmy Blacklock",1175,22,902,251
Wharton,PCT 103,"Justice, Supreme Court, PI 2",,DEM,"DaSean Jones",356,14,259,83
Wharton,PCT 103,"Justice, Supreme Court, PI 4",,REP,"John Devine",1166,21,898,247
Wharton,PCT 103,"Justice, Supreme Court, PI 4",,DEM,"Christine Vinh Weems",364,14,262,88
Wharton,PCT 103,"Justice, Supreme Court, PI 6",,REP,"Jane Bland",1156,22,894,240
Wharton,PCT 103,"Justice, Supreme Court, PI 6",,DEM,"Bonnie Lee Goldstein",352,15,253,84
Wharton,PCT 103,"Justice, Supreme Court, PI 6",,LIB,"J. David Roberson",32,0,20,12
Wharton,PCT 103,"Presiding Judge, Ct of Crim App",,REP,"David J. Schenck",1158,21,893,244
Wharton,PCT 103,"Presiding Judge, Ct of Crim App",,DEM,"Holly Taylor",367,14,264,89
Wharton,PCT 103,"Judge, Ct of Crim App, PI 7",,REP,"Gina Parker",1177,22,903,252
Wharton,PCT 103,"Judge, Ct of Crim App, PI 7",,DEM,"Nancy Mulder",351,12,255,84
Wharton,PCT 103,"Judge, Ct of Crim App, PI 8",,REP,"Lee Finley",1181,23,907,251
Wharton,PCT 103,"Judge, Ct of Crim App, PI 8",,DEM,"Chika Anyiam",347,13,252,82
Wharton,PCT 103,"State Senate",17,REP,"Joan Huffman",1181,24,903,254
Wharton,PCT 103,"State Senate",17,DEM,"Kathy Cheng",349,13,256,80
Wharton,PCT 103,"State Representative, Dist 85",,REP,"Stan Kitzman",1268,24,964,280
Wharton,PCT 103,"Chief Justice, 13th Ct of App Dist",,REP,"Jaime Tijerina",1157,20,890,247
Wharton,PCT 103,"Chief Justice, 13th Ct of App Dist",,DEM,"Gina Benavides",357,14,259,84
Wharton,PCT 103,"Justice, 13th Ct of App Dist, PI 2",,REP,"Jenny Cron",1139,21,879,239
Wharton,PCT 103,"Justice, 13th Ct of App Dist, PI 2",,DEM,"Nora Longoria",378,14,272,92
Wharton,PCT 103,"Justice, 13th Ct of App Dist, PI 4",,REP,"Ysmael D. Fonseca",1146,18,882,246
Wharton,PCT 103,"Justice, 13th Ct of App Dist, PI 4",,DEM,"Joe Martinez",373,15,272,86
Wharton,PCT 103,"Justice, 13th Ct of App Dist, PI 5",,REP,"Jon West",1180,20,907,253
Wharton,PCT 103,"Justice, 13th Ct of App Dist, PI 5",,DEM,"Regi Compian Richardson",340,15,247,78
Wharton,PCT 103,"Dist Judge, 23rd Judicial Dist",,REP,"John Maher",1291,21,984,286
Wharton,PCT 103,"Dist Attorney, 329th Judicial Dist",,REP,"Mark W. Racer",1257,23,958,276
Wharton,PCT 103,"County Attorney",,REP,"G.A. (Trey) Maffett",1317,23,1009,285
Wharton,PCT 103,"Sheriff",,REP,"Shannon Srubar",993,21,768,204
Wharton,PCT 103,"Sheriff",,DEM,"Ben Guanajuato",554,15,408,131
Wharton,PCT 103,"County Tax Assessor-Collector",,REP,"Cindy Hernandez",1356,24,1034,298
Wharton,PCT 103,"County Commissioner Pct 1",,REP,"Richard Zahn",1305,23,996,286
Wharton,PCT 103,"Constable Pct 1",,REP,"William ""Bill"" Copeland",1314,23,1004,287
Wharton,PCT 201,"Registered Voters",,,,2918,,,
Wharton,PCT 201,"Ballots Cast",,,,2165,60,1832,273
Wharton,PCT 201,"Ballots Cast Blank",,,,0,0,0,0
Wharton,PCT 201,"President",,REP,"Donald J. Trump/JD Vance",1906,35,1645,226
Wharton,PCT 201,"President",,DEM,"Kamala D. Harris/Tim Walz",242,24,174,44
Wharton,PCT 201,"President",,LIB,"Chase Oliver/Mike ter Maat",5,0,5,0
Wharton,PCT 201,"President",,GRN,"Jill Stein/Rudolph Ware",2,1,1,0
Wharton,PCT 201,"President",,,"Write-ins",2,0,2,0
Wharton,PCT 201,"U.S. Senate",,REP,"Ted Cruz",1870,36,1614,220
Wharton,PCT 201,"U.S. Senate",,DEM,"Colin Allred",247,20,186,41
Wharton,PCT 201,"U.S. Senate",,LIB,"Ted Brown",27,3,18,6
Wharton,PCT 201,"U.S. Senate",,,"Write-ins",2,1,1,0
Wharton,PCT 201,"U.S. House",22,REP,"Troy E. Nehls",1919,36,1657,226
Wharton,PCT 201,"U.S. House",22,DEM,"Marquette Greene-Scott",202,18,149,35
Wharton,PCT 201,"Railroad Commissioner",,REP,"Christi Craddick",1871,37,1615,219
Wharton,PCT 201,"Railroad Commissioner",,DEM,"Katherine Culbert",178,18,135,25
