county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day,provisional
Bowie,4C,President,,,Claudia De la Cruz/Karina Garcia,0,0,0,0,0
Bowie,4C,President,,,Peter Sonski/Lauren Onak,0,0,0,0,0
Bowie,4C,President,,,Cornel West/Melina Abdullah,0,0,0,0,0
Bowie,4C,President,,,Uncertified,0,0,0,0,0
Bowie,4C,President,,,Shiva Ayyadurai/Crystal Ellis,0,0,0,0,0
Bowie,4C,President,,,Not Assigned,1,0,0,1,0
Bowie,4C,President,,,Over Votes,0,0,0,0,0
Bowie,4C,President,,,Under Votes,1,0,1,0,0
Bowie,4C,U.S. Senate,,REP,Ted Cruz,213,14,145,54,0
Bowie,4C,U.S. Senate,,DEM,Colin Allred,246,6,149,91,0
Bowie,4C,U.S. Senate,,LIB,Ted Brown,13,1,5,7,0
Bowie,4C,U.S. Senate,,,Tracy Andrus,0,0,0,0,0
Bowie,4C,U.S. Senate,,,Analisa Roche,0,0,0,0,0
Bowie,4C,U.S. Senate,,,Uncertified,0,0,0,0,0
Bowie,4C,U.S. Senate,,,Not Assigned,0,0,0,0,0
Bowie,4C,U.S. Senate,,,Over Votes,0,0,0,0,0
Bowie,4C,U.S. Senate,,,Under Votes,11,1,10,0,0
Bowie,4C,U.S. House,1,REP,Nathaniel Moran,282,14,172,96,0
Bowie,4C,U.S. House,1,,Over Votes,0,0,0,0,0
Bowie,4C,U.S. House,1,,Under Votes,201,8,137,56,0
Bowie,4C,Railroad Commissioner,,REP,Christi Craddick,214,14,145,55,0
Bowie,4C,Railroad Commissioner,,DEM,Katherine Culbert,231,6,142,83,0
Bowie,4C,Railroad Commissioner,,LIB,Hawk Dunlap,11,0,5,6,0
Bowie,4C,Railroad Commissioner,,GRN,Eddie Espinoza,5,0,3,2,0
Bowie,4C,Railroad Commissioner,,,Richard McKibbin,0,0,0,0,0
Bowie,4C,Railroad Commissioner,,,Uncertified,0,0,0,0,0
Bowie,4C,Railroad Commissioner,,,Not Assigned,0,0,0,0,0
Bowie,4C,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Bowie,4C,Railroad Commissioner,,,Under Votes,22,2,14,6,0
Bowie,4C,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,224,15,152,57,0
Bowie,4C,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,241,6,145,90,0
Bowie,4C,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0,0
Bowie,4C,"Justice, Supreme Court, Pl 2",,,Under Votes,18,1,12,5,0
Bowie,4C,"Justice, Supreme Court, Pl 4",,REP,John Devine,221,14,150,57,0
Bowie,4C,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,242,7,146,89,0
Bowie,4C,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0,0
Bowie,4C,"Justice, Supreme Court, Pl 4",,,Under Votes,20,1,13,6,0
Bowie,4C,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,211,15,143,53,0
Bowie,4C,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,234,6,144,84,0
Bowie,4C,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,15,0,9,6,0
Bowie,4C,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0,0
Bowie,4C,"Justice, Supreme Court, Pl 6",,,Under Votes,23,1,13,9,0
Bowie,4C,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,218,15,147,56,0
Bowie,4C,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,241,6,149,86,0
Bowie,4C,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0,0
Bowie,4C,"Presiding Judge, Ct of Crim App",,,Under Votes,24,1,13,10,0
Bowie,4C,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,219,14,150,55,0
Bowie,4C,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,237,7,145,85,0
Bowie,4C,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0,0
Bowie,4C,"Judge, Ct of Crim App, Pl 7",,,Under Votes,27,1,14,12,0
Bowie,4C,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,225,15,152,58,0
Bowie,4C,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,232,6,142,84,0
Bowie,4C,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0,0
Bowie,4C,"Judge, Ct of Crim App, Pl 8",,,Under Votes,26,1,15,10,0
Bowie,4C,"Member, State BoE, Dist 12",,REP,Pam Little,221,14,151,56,0
Bowie,4C,"Member, State BoE, Dist 12",,DEM,George King,233,7,140,86,0
Bowie,4C,"Member, State BoE, Dist 12",,,Over Votes,0,0,0,0,0
Bowie,4C,"Member, State BoE, Dist 12",,,Under Votes,29,1,18,10,0
Bowie,4C,State Representative,1,REP,Gary VanDeaver,292,13,184,95,0
Bowie,4C,State Representative,1,,Over Votes,0,0,0,0,0
Bowie,4C,State Representative,1,,Under Votes,191,9,125,57,0
Bowie,4C,"Justice, 6th Ct of App Dist, Pl 2",,REP,Jeff Rambin,288,13,181,94,0
Bowie,4C,"Justice, 6th Ct of App Dist, Pl 2",,,Over Votes,0,0,0,0,0
Bowie,4C,"Justice, 6th Ct of App Dist, Pl 2",,,Under Votes,195,9,128,58,0
Bowie,4C,"Dist Judge, 5th Judicial Dist",,REP,Bill Miller,284,13,179,92,0
Bowie,4C,"Dist Judge, 5th Judicial Dist",,,Over Votes,0,0,0,0,0
Bowie,4C,"Dist Judge, 5th Judicial Dist",,,Under Votes,199,9,130,60,0
Bowie,4C,"Dist Judge, 202nd Judicial Dist",,REP,John Tidwell,297,12,185,100,0
Bowie,4C,"Dist Judge, 202nd Judicial Dist",,,Over Votes,0,0,0,0,0
Bowie,4C,"Dist Judge, 202nd Judicial Dist",,,Under Votes,186,10,124,52,0
Bowie,4C,Sheriff,,REP,Jeff Neal,295,13,184,98,0
Bowie,4C,Sheriff,,,Over Votes,0,0,0,0,0
Bowie,4C,Sheriff,,,Under Votes,188,9,125,54,0
Bowie,4C,County Tax Assessor-Collector,,REP,Josh Davis,301,13,188,100,0
Bowie,4C,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0
Bowie,4C,County Tax Assessor-Collector,,,Under Votes,182,9,121,52,0
Bowie,4C,County Commissioner Pct 3,,REP,James Strain,286,12,179,95,0
Bowie,4C,County Commissioner Pct 3,,,Over Votes,0,0,0,0,0
Bowie,4C,County Commissioner Pct 3,,,Under Votes,197,10,130,57,0
Bowie,4C,"Justice of the Peace Pct 1, Place 1",,REP,Nancy Talley,316,13,195,108,0
Bowie,4C,"Justice of the Peace Pct 1, Place 1",,,Over Votes,0,0,0,0,0
Bowie,4C,"Justice of the Peace Pct 1, Place 1",,,Under Votes,167,9,114,44,0
Bowie,4C,"Justice of the Peace-Unexpired Pct 1, Place 2",,REP,Jay Womack,293,13,183,97,0
Bowie,4C,"Justice of the Peace-Unexpired Pct 1, Place 2",,,Over Votes,0,0,0,0,0
Bowie,4C,"Justice of the Peace-Unexpired Pct 1, Place 2",,,Under Votes,190,9,126,55,0
Bowie,4C,Constable Precinct 1,,REP,Randall Baggett,291,13,182,96,0
Bowie,4C,Constable Precinct 1,,,Over Votes,0,0,0,0,0
Bowie,4C,Constable Precinct 1,,,Under Votes,192,9,127,56,0
Bowie,4D,Registered Voters,,,,69,,,,
Bowie,4D,Ballots Cast,,,,33,2,21,10,0
Bowie,4D,Ballots Cast Blank,,,,0,0,0,0,0
Bowie,4D,President,,REP,Donald J. Trump,23,2,13,8,0
Bowie,4D,President,,DEM,Kamala D. Harris,9,0,7,2,0
Bowie,4D,President,,LIB,Chase Oliver,0,0,0,0,0
Bowie,4D,President,,GRN,Jill Stein,0,0,0,0,0
Bowie,4D,President,,,Uncertified,1,3,0,1,0
Bowie,4D,President,,,Claudia De la Cruz/Karina Garcia,0,0,0,0,0
Bowie,4D,President,,,Peter Sonski/Lauren Onak,0,0,0,0,0
Bowie,4D,President,,,Cornel West/Melina Abdullah,0,0,0,0,0
Bowie,4D,President,,,Shiva Ayyadurai/Crystal Ellis,0,0,0,0,0
Bowie,4D,President,,,Not Assigned,0,0,0,0,0
Bowie,4D,President,,,Over Votes,0,0,0,0,0
Bowie,4D,President,,,Under Votes,0,0,0,0,0
Bowie,4D,U.S. Senate,,REP,Ted Cruz,18,2,11,5,0
Bowie,4D,U.S. Senate,,DEM,Colin Allred,13,0,8,5,0
Bowie,4D,U.S. Senate,,LIB,Ted Brown,2,0,2,0,0
Bowie,4D,U.S. Senate,,,Tracy Andrus,0,0,0,0,0
Bowie,4D,U.S. Senate,,,Analisa Roche,0,0,0,0,0
Bowie,4D,U.S. Senate,,,Uncertified,0,0,0,0,0
Bowie,4D,U.S. Senate,,,Not Assigned,0,0,0,0,0
Bowie,4D,U.S. Senate,,,Over Votes,0,0,0,0,0
Bowie,4D,U.S. Senate,,,Under Votes,0,0,0,0,0
Bowie,4D,U.S. House,1,REP,Nathaniel Moran,24,2,15,7,0
Bowie,4D,U.S. House,1,,Over Votes,0,0,0,0,0
Bowie,4D,U.S. House,1,,Under Votes,9,0,6,3,0
Bowie,4D,Railroad Commissioner,,REP,Christi Craddick,24,2,15,7,0
Bowie,4D,Railroad Commissioner,,DEM,Katherine Culbert,9,0,6,3,0
Bowie,4D,Railroad Commissioner,,LIB,Hawk Dunlap,0,0,0,0,0
Bowie,4D,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0,0
Bowie,4D,Railroad Commissioner,,,Richard McKibbin,0,0,0,0,0
Bowie,4D,Railroad Commissioner,,,Uncertified,0,0,0,0,0
Bowie,4D,Railroad Commissioner,,,Not Assigned,0,0,0,0,0
Bowie,4D,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Bowie,4D,Railroad Commissioner,,,Under Votes,0,0,0,0,0
Bowie,4D,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,22,2,13,7,0
Bowie,4D,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,11,0,8,3,0
Bowie,4D,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0,0
Bowie,4D,"Justice, Supreme Court, Pl 2",,,Under Votes,0,0,0,0,0
Bowie,4D,"Justice, Supreme Court, Pl 4",,REP,John Devine,23,2,15,6,0
Bowie,4D,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,10,0,6,4,0
Bowie,4D,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0,0
Bowie,4D,"Justice, Supreme Court, Pl 4",,,Under Votes,0,0,0,0,0
Bowie,4D,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,23,2,14,7,0
Bowie,4D,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,9,0,7,2,0
Bowie,4D,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,1,0,0,1,0
Bowie,4D,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0,0
Bowie,4D,"Justice, Supreme Court, Pl 6",,,Under Votes,0,0,0,0,0
Bowie,4D,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,22,2,13,7,0
Bowie,4D,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,11,0,8,3,0
Bowie,4D,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0,0
Bowie,4D,"Presiding Judge, Ct of Crim App",,,Under Votes,0,0,0,0,0
Bowie,4D,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,24,2,14,8,0
Bowie,4D,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,9,0,7,2,0
Bowie,4D,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0,0
Bowie,4D,"Judge, Ct of Crim App, Pl 7",,,Under Votes,0,0,0,0,0
Bowie,4D,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,21,2,13,6,0
Bowie,4D,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,11,0,8,3,0
Bowie,4D,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0,0
Bowie,4D,"Judge, Ct of Crim App, Pl 8",,,Under Votes,1,0,0,1,0
Bowie,4D,"Member, State BoE, Dist 12",,REP,Pam Little,25,2,15,8,0
Bowie,4D,"Member, State BoE, Dist 12",,DEM,George King,8,0,6,2,0
Bowie,4D,"Member, State BoE, Dist 12",,,Over Votes,0,0,0,0,0
Bowie,4D,"Member, State BoE, Dist 12",,,Under Votes,0,0,0,0,0
Bowie,4D,State Representative,1,REP,Gary VanDeaver,26,2,16,8,0
Bowie,4D,State Representative,1,,Over Votes,0,0,0,0,0
Bowie,4D,State Representative,1,,Under Votes,7,0,5,2,0
Bowie,4D,"Justice, 6th Ct of App Dist, Pl 2",,REP,Jeff Rambin,25,2,16,7,0
Bowie,4D,"Justice, 6th Ct of App Dist, Pl 2",,,Over Votes,0,0,0,0,0
Bowie,4D,"Justice, 6th Ct of App Dist, Pl 2",,,Under Votes,8,0,5,3,0
Bowie,4D,"Dist Judge, 5th Judicial Dist",,REP,Bill Miller,25,2,16,7,0
Bowie,4D,"Dist Judge, 5th Judicial Dist",,,Over Votes,0,0,0,0,0
Bowie,4D,"Dist Judge, 5th Judicial Dist",,,Under Votes,8,0,5,3,0
Bowie,4D,"Dist Judge, 202nd Judicial Dist",,REP,John Tidwell,26,2,16,8,0
Bowie,4D,"Dist Judge, 202nd Judicial Dist",,,Over Votes,0,0,0,0,0
Bowie,4D,"Dist Judge, 202nd Judicial Dist",,,Under Votes,7,0,5,2,0
Bowie,4D,Sheriff,,REP,Jeff Neal,26,2,15,9,0
Bowie,4D,Sheriff,,,Over Votes,0,0,0,0,0
Bowie,4D,Sheriff,,,Under Votes,7,0,6,1,0
Bowie,4D,County Tax Assessor-Collector,,REP,Josh Davis,26,2,16,8,0
Bowie,4D,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0
Bowie,4D,County Tax Assessor-Collector,,,Under Votes,7,0,5,2,0
Bowie,4D,"Justice of the Peace Pct 1, Place 1",,REP,Nancy Talley,27,2,16,9,0
Bowie,4D,"Justice of the Peace Pct 1, Place 1",,,Over Votes,0,0,0,0,0
Bowie,4D,"Justice of the Peace Pct 1, Place 1",,,Under Votes,6,0,5,1,0
Bowie,4D,"Justice of the Peace-Unexpired Pct 1, Place 2",,REP,Jay Womack,25,2,16,7,0
Bowie,4D,"Justice of the Peace-Unexpired Pct 1, Place 2",,,Over Votes,0,0,0,0,0
Bowie,4D,"Justice of the Peace-Unexpired Pct 1, Place 2",,,Under Votes,8,0,5,3,0
Bowie,4D,Constable Precinct 1,,REP,Randall Baggett,24,2,15,7,0
Bowie,4D,Constable Precinct 1,,,Over Votes,0,0,0,0,0
Bowie,4D,Constable Precinct 1,,,Under Votes,9,0,6,3,0
Bowie,5A,Registered Voters,,,,262,,,,
Bowie,5A,Ballots Cast,,,,130,5,92,32,1
Bowie,5A,Ballots Cast Blank,,,,0,0,0,0,0
Bowie,5A,President,,REP,Donald J. Trump,81,2,62,17,0
Bowie,5A,President,,DEM,Kamala D. Harris,48,3,30,14,1
Bowie,5A,President,,LIB,Chase Oliver,1,0,0,1,0
Bowie,5A,President,,GRN,Jill Stein,0,0,0,0,0
Bowie,5A,President,,,Claudia De la Cruz/Karina Garcia,0,0,0,0,0
Bowie,5A,President,,,Peter Sonski/Lauren Onak,0,0,0,0,0
Bowie,5A,President,,,Cornel West/Melina Abdullah,0,0,0,0,0
Bowie,5A,President,,,Uncertified,0,0,0,0,0
Bowie,5A,President,,,Shiva Ayyadurai/Crystal Ellis,0,0,0,0,0
Bowie,5A,President,,,Not Assigned,0,0,0,0,0
Bowie,5A,President,,,Over Votes,0,0,0,0,0
Bowie,5A,President,,,Under Votes,0,0,0,0,0
Bowie,5A,U.S. Senate,,REP,Ted Cruz,75,2,55,18,0
Bowie,5A,U.S. Senate,,DEM,Colin Allred,46,3,31,12,0
Bowie,5A,U.S. Senate,,LIB,Ted Brown,4,0,3,1,0
Bowie,5A,U.S. Senate,,,Tracy Andrus,0,0,0,0,0
Bowie,5A,U.S. Senate,,,Analisa Roche,0,0,0,0,0
Bowie,5A,U.S. Senate,,,Uncertified,0,0,0,0,0
Bowie,5A,U.S. Senate,,,Not Assigned,0,0,0,0,0
Bowie,5A,U.S. Senate,,,Over Votes,0,0,0,0,0
Bowie,5A,U.S. Senate,,,Under Votes,5,0,3,1,1
Bowie,5A,U.S. House,1,REP,Nathaniel Moran,82,2,59,21,0
Bowie,5A,U.S. House,1,,Over Votes,0,0,0,0,0
Bowie,5A,U.S. House,1,,Under Votes,48,3,33,11,1
Bowie,5A,Railroad Commissioner,,REP,Christi Craddick,73,2,55,16,0
Bowie,5A,Railroad Commissioner,,DEM,Katherine Culbert,43,3,27,13,0
Bowie,5A,Railroad Commissioner,,LIB,Hawk Dunlap,4,0,3,1,0
Bowie,5A,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0,0
Bowie,5A,Railroad Commissioner,,,Richard McKibbin,0,0,0,0,0
Bowie,5A,Railroad Commissioner,,,Uncertified,0,0,0,0,0
Bowie,5A,Railroad Commissioner,,,Not Assigned,0,0,0,0,0
Bowie,5A,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Bowie,5A,Railroad Commissioner,,,Under Votes,10,0,7,2,1
Bowie,5A,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,78,2,58,18,0
Bowie,5A,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,44,3,29,12,0
Bowie,5A,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0,0
Bowie,5A,"Justice, Supreme Court, Pl 2",,,Under Votes,8,0,5,2,1
Bowie,5A,"Justice, Supreme Court, Pl 4",,REP,John Devine,77,2,57,18,0
Bowie,5A,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,45,3,30,12,0
Bowie,5A,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0,0
Bowie,5A,"Justice, Supreme Court, Pl 4",,,Under Votes,8,0,5,2,1
Bowie,5A,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,76,2,57,17,0
Bowie,5A,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,41,3,29,9,0
Bowie,5A,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,3,0,1,2,0
Bowie,5A,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0,0
Bowie,5A,"Justice, Supreme Court, Pl 6",,,Under Votes,10,0,5,4,1
Bowie,5A,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,76,2,57,17,0
Bowie,5A,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,44,3,30,11,0
Bowie,5A,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0,0
Bowie,5A,"Presiding Judge, Ct of Crim App",,,Under Votes,10,0,5,4,1
Bowie,5A,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,76,2,57,17,0
Bowie,5A,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,43,3,29,11,0
Bowie,5A,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0,0
Bowie,5A,"Judge, Ct of Crim App, Pl 7",,,Under Votes,11,0,6,4,1
Bowie,5A,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,77,2,57,18,0
Bowie,5A,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,42,3,29,10,0
Bowie,5A,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0,0
Bowie,5A,"Judge, Ct of Crim App, Pl 8",,,Under Votes,11,0,6,4,1
Bowie,5A,"Member, State BoE, Dist 12",,REP,Pam Little,75,2,57,16,0
Bowie,5A,"Member, State BoE, Dist 12",,DEM,George King,44,3,29,12,0
Bowie,5A,"Member, State BoE, Dist 12",,,Over Votes,0,0,0,0,0
Bowie,5A,"Member, State BoE, Dist 12",,,Under Votes,11,0,6,4,1
Bowie,5A,State Representative,1,REP,Gary VanDeaver,87,2,64,20,1
Bowie,5A,State Representative,1,,Over Votes,0,0,0,0,0
Bowie,5A,State Representative,1,,Under Votes,43,3,28,12,0
Bowie,5A,"Justice, 6th Ct of App Dist, Pl 2",,REP,Jeff Rambin,86,2,63,20,1
Bowie,5A,"Justice, 6th Ct of App Dist, Pl 2",,,Over Votes,0,0,0,0,0
Bowie,5A,"Justice, 6th Ct of App Dist, Pl 2",,,Under Votes,44,3,29,12,0
Bowie,5A,"Dist Judge, 5th Judicial Dist",,REP,Bill Miller,90,2,66,21,1
Bowie,5A,"Dist Judge, 5th Judicial Dist",,,Over Votes,0,0,0,0,0
Bowie,5A,"Dist Judge, 5th Judicial Dist",,,Under Votes,40,3,26,11,0
Bowie,5A,"Dist Judge, 202nd Judicial Dist",,REP,John Tidwell,89,2,66,20,1
Bowie,5A,"Dist Judge, 202nd Judicial Dist",,,Over Votes,0,0,0,0,0
Bowie,5A,"Dist Judge, 202nd Judicial Dist",,,Under Votes,41,3,26,12,0
Bowie,5A,Sheriff,,REP,Jeff Neal,85,2,62,20,1
Bowie,5A,Sheriff,,,Over Votes,0,0,0,0,0
Bowie,5A,Sheriff,,,Under Votes,45,3,30,12,0
Bowie,5A,County Tax Assessor-Collector,,REP,Josh Davis,88,2,66,20,0
Bowie,5A,County Tax Assessor-Collector,,,Over Votes,0,0,0,0,0
Bowie,5A,County Tax Assessor-Collector,,,Under Votes,42,3,26,12,1
Bowie,5A,"Justice of the Peace Pct 1, Place 1",,REP,Nancy Talley,94,2,69,22,1
Bowie,5A,"Justice of the Peace Pct 1, Place 1",,,Over Votes,0,0,0,0,0
Bowie,5A,"Justice of the Peace Pct 1, Place 1",,,Under Votes,36,3,23,10,0
Bowie,5A,"Justice of the Peace-Unexpired Pct 1, Place 2",,REP,Jay Womack,86,2,65,19,0
Bowie,5A,"Justice of the Peace-Unexpired Pct 1, Place 2",,,Over Votes,0,0,0,0,0
Bowie,5A,"Justice of the Peace-Unexpired Pct 1, Place 2",,,Under Votes,44,3,27,13,1
Bowie,5A,Constable Precinct 1,,REP,Randall Baggett,86,2,64,20,0
Bowie,5A,Constable Precinct 1,,,Over Votes,0,0,0,0,0
Bowie,5A,Constable Precinct 1,,,Under Votes,44,3,28,12,1
Bowie,5B,Registered Voters,,,,2,,,,
Bowie,5B,Ballots Cast,,,,1,1,0,0,0
Bowie,5B,Ballots Cast Blank,,,,0,0,0,0,0
Bowie,5B,President,,REP,Donald J. Trump,0,0,0,0,0
Bowie,5B,President,,DEM,Kamala D. Harris,1,1,0,0,0
Bowie,5B,President,,LIB,Chase Oliver,0,0,0,0,0
Bowie,5B,President,,GRN,Jill Stein,0,0,0,0,0
Bowie,5B,President,,,Claudia De la Cruz/Karina Garcia,0,0,0,0,0
Bowie,5B,President,,,Peter Sonski/Lauren Onak,0,0,0,0,0
Bowie,5B,President,,,Cornel West/Melina Abdullah,0,0,0,0,0
Bowie,5B,President,,,Uncertified,0,0,0,0,0
Bowie,5B,President,,,Shiva Ayyadurai/Crystal Ellis,0,0,0,0,0
Bowie,5B,President,,,Not Assigned,0,0,0,0,0
Bowie,5B,President,,,Over Votes,0,0,0,0,0
Bowie,5B,President,,,Under Votes,0,0,0,0,0
Bowie,5B,U.S. Senate,,REP,Ted Cruz,0,0,0,0,0
Bowie,5B,U.S. Senate,,DEM,Colin Allred,1,1,0,0,0
Bowie,5B,U.S. Senate,,LIB,Ted Brown,0,0,0,0,0
Bowie,5B,U.S. Senate,,,Tracy Andrus,0,0,0,0,0
Bowie,5B,U.S. Senate,,,Analisa Roche,0,0,0,0,0
Bowie,5B,U.S. Senate,,,Uncertified,0,0,0,0,0
Bowie,5B,U.S. Senate,,,Not Assigned,0,0,0,0,0
Bowie,5B,U.S. Senate,,,Over Votes,0,0,0,0,0
Bowie,5B,U.S. Senate,,,Under Votes,0,0,0,0,0
Bowie,5B,U.S. House,1,REP,Nathaniel Moran,0,0,0,0,0
Bowie,5B,U.S. House,1,,Over Votes,0,0,0,0,0
Bowie,5B,U.S. House,1,,Under Votes,1,1,0,0,0
Bowie,5B,Railroad Commissioner,,REP,Christi Craddick,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,DEM,Katherine Culbert,1,1,0,0,0
Bowie,5B,Railroad Commissioner,,LIB,Hawk Dunlap,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,GRN,Eddie Espinoza,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,,Richard McKibbin,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,,Uncertified,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,,Not Assigned,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,,Over Votes,0,0,0,0,0
Bowie,5B,Railroad Commissioner,,,Under Votes,0,0,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 2",,REP,Jimmy Blacklock,0,0,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 2",,DEM,DaSean Jones,1,1,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 2",,,Over Votes,0,0,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 2",,,Under Votes,0,0,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 4",,REP,John Devine,0,0,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 4",,DEM,Christine Vinh Weems,1,1,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 4",,,Over Votes,0,0,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 4",,,Under Votes,0,0,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,0,0,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,1,1,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,0,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 6",,,Over Votes,0,0,0,0,0
Bowie,5B,"Justice, Supreme Court, Pl 6",,,Under Votes,0,0,0,0,0
Bowie,5B,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,1,1,0,0,0
Bowie,5B,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,0,0,0,0,0
Bowie,5B,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0,0
Bowie,5B,"Presiding Judge, Ct of Crim App",,,Under Votes,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,1,1,0,0,0
Bowie,5B,"Judge, Ct of Crim App, Pl 7",,,Over Votes,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim App, Pl 7",,,Under Votes,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,1,1,0,0,0
Bowie,5B,"Judge, Ct of Crim App, Pl 8",,,Over Votes,0,0,0,0,0
Bowie,5B,"Judge, Ct of Crim App, Pl 8",,,Under Votes,0,0,0,0,0
Bowie,5B,"Member, State BoE, Dist 12",,REP,Pam Little,0,0,0,0,0
Bowie,5B,"Member, State BoE, Dist 12",,DEM,George King,1,1,0,0,0
Bowie,5B,"Member, State BoE, Dist 12",,,Over Votes,0,0,0,0,0
Bowie,5B,"Member, State BoE, Dist 12",,,Under Votes,0,0,0,0,0
Bowie,5B,State Representative,1,REP,Gary VanDeaver,0,0,0,0,0
Bowie,5B,State Representative,1,,Over Votes,0,0,0,0,0
