county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
San Patricio,101,Registered Voters,,,,489,,,
San Patricio,101,Ballots Cast,,,,284,,,
San Patricio,101,President,,REP,Donald J. Trump,184,2,116,66
San Patricio,101,President,,DEM,Kamala D. Harris,95,6,44,45
San Patricio,101,President,,LIB,Chase Oliver,0,0,0,0
San Patricio,101,President,,GRN,Jill Stein,2,0,0,2
San Patricio,101,President,,,Under Votes,3,0,1,2
San Patricio,101,President,,,Over Votes,0,0,0,0
San Patricio,101,U.S. Senate,,REP,Ted Cruz,172,2,114,56
San Patricio,101,U.S. Senate,,DEM,Colin Allred,102,6,43,53
San Patricio,101,U.S. Senate,,LIB,Ted Brown,7,0,3,4
San Patricio,101,U.S. Senate,,,Under Votes,3,0,1,2
San Patricio,101,U.S. Senate,,,Over Votes,0,0,0,0
San Patricio,101,U.S. House,27,REP,Michael Cloud,186,1,120,65
San Patricio,101,U.S. House,27,DEM,Tanya Lloyd,87,6,38,43
San Patricio,101,U.S. House,27,,Under Votes,11,1,3,7
San Patricio,101,U.S. House,27,,Over Votes,0,0,0,0
San Patricio,101,Railroad Commissioner,,REP,Christi Craddick,181,1,120,60
San Patricio,101,Railroad Commissioner,,DEM,Katherine Culbert,83,6,35,42
San Patricio,101,Railroad Commissioner,,LIB,Hawk Dunlap,3,0,2,1
San Patricio,101,Railroad Commissioner,,GRN,Eddie Espinoza,7,0,1,6
San Patricio,101,Railroad Commissioner,,,Under Votes,10,1,3,6
San Patricio,101,Railroad Commissioner,,,Over Votes,0,0,0,0
San Patricio,101,"Justice, Supreme Court, Place 2",2,REP,Jimmy Blacklock,183,1,119,63
San Patricio,101,"Justice, Supreme Court, Place 2",2,DEM,Dasean Jones,91,6,40,45
San Patricio,101,"Justice, Supreme Court, Place 2",2,,Under Votes,10,1,2,7
San Patricio,101,"Justice, Supreme Court, Place 2",2,,Over Votes,0,0,0,0
San Patricio,101,"Justice, Supreme Court, Place 4",4,REP,John Devine,185,1,122,62
San Patricio,101,"Justice, Supreme Court, Place 4",4,DEM,Christine Vinh Weems,86,6,36,44
San Patricio,101,"Justice, Supreme Court, Place 4",4,,Under Votes,13,1,3,9
San Patricio,101,"Justice, Supreme Court, Place 4",4,,Over Votes,0,0,0,0
San Patricio,101,"Justice, Supreme Court, Place 6",6,REP,Jane Bland,178,1,116,61
San Patricio,101,"Justice, Supreme Court, Place 6",6,DEM,Bonnie Lee Goldstein,91,6,40,45
San Patricio,101,"Justice, Supreme Court, Place 6",6,LIB,J. David Roberson,6,0,3,3
San Patricio,101,"Justice, Supreme Court, Place 6",6,,Under Votes,9,1,2,6
San Patricio,101,"Justice, Supreme Court, Place 6",6,,Over Votes,0,0,0,0
San Patricio,101,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,181,1,121,59
San Patricio,101,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,93,6,37,50
San Patricio,101,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,10,1,3,6
San Patricio,101,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0
San Patricio,101,"Judge, Court of Criminal Appeals, Place 7",7,REP,Gina Parker,183,1,120,62
San Patricio,101,"Judge, Court of Criminal Appeals, Place 7",7,DEM,Nancy Mulder,90,6,38,46
San Patricio,101,"Judge, Court of Criminal Appeals, Place 7",7,,Under Votes,11,1,3,7
San Patricio,101,"Judge, Court of Criminal Appeals, Place 7",7,,Over Votes,0,0,0,0
San Patricio,101,"Judge, Court of Criminal Appeals, Place 8",8,REP,Lee Finley,189,1,123,65
San Patricio,101,"Judge, Court of Criminal Appeals, Place 8",8,DEM,Chika Anyiam,81,6,36,39
San Patricio,101,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,14,1,2,11
San Patricio,101,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0
