county,precinct,office,district,party,candidate,absentee,early_voting,election_day,votes
Bastrop,Precinct 2015,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,28,1072,195,1295
Bastrop,Precinct 2015,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,42,573,135,750
Bastrop,Precinct 2015,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,1,51,13,65
Bastrop,Precinct 2016,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,19,1240,266,1525
Bastrop,Precinct 2016,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,24,345,102,471
Bastrop,Precinct 2016,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,2,43,13,58
Bastrop,Precinct 3017,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,34,905,180,1119
Bastrop,Precinct 3017,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,44,492,118,654
Bastrop,Precinct 3017,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,31,19,50
Bastrop,Precinct 3018,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,12,551,243,806
Bastrop,Precinct 3018,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,21,217,77,315
Bastrop,Precinct 3018,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,24,22,46
Bastrop,Precinct 3019,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,9,606,148,763
Bastrop,Precinct 3019,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,28,487,127,642
Bastrop,Precinct 3019,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,39,22,61
Bastrop,Precinct 3020,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,15,535,146,696
Bastrop,Precinct 3020,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,36,683,213,932
Bastrop,Precinct 3020,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,46,30,76
Bastrop,Precinct 4021,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,28,711,195,934
Bastrop,Precinct 4021,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,30,538,140,708
Bastrop,Precinct 4021,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,2,44,18,64
Bastrop,Precinct 4022,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,18,797,134,949
Bastrop,Precinct 4022,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,29,508,126,663
Bastrop,Precinct 4022,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,28,16,44
Bastrop,Precinct 4023,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,15,463,201,679
Bastrop,Precinct 4023,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,17,183,79,279
Bastrop,Precinct 4023,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,1,21,16,38
Bastrop,Precinct 4024,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,10,534,113,657
Bastrop,Precinct 4024,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,13,335,96,444
Bastrop,Precinct 4024,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,27,7,34
Bastrop,Precinct 4025,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,15,358,81,454
Bastrop,Precinct 4025,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,32,606,166,804
Bastrop,Precinct 4025,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,29,19,48
Bastrop,Precinct 4026,"Justice, Supreme Court, Pl 6",,REP,Jane Bland,6,510,120,636
Bastrop,Precinct 4026,"Justice, Supreme Court, Pl 6",,DEM,Bonnie Lee Goldstein,21,687,154,862
Bastrop,Precinct 4026,"Justice, Supreme Court, Pl 6",,LIB,J. David Roberson,0,42,21,63
Bastrop,Precinct 1001,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,3,156,35,194
Bastrop,Precinct 1001,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,5,80,7,92
Bastrop,Precinct 1002,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,13,268,45,326
Bastrop,Precinct 1002,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,13,198,23,234
Bastrop,Precinct 1003,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,21,1067,213,1301
Bastrop,Precinct 1003,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,33,588,105,726
Bastrop,Precinct 1004,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,20,553,97,670
Bastrop,Precinct 1004,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,48,615,109,772
Bastrop,Precinct 1005,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,17,410,79,506
Bastrop,Precinct 1005,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,30,221,38,289
Bastrop,Precinct 1006,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,27,550,220,797
Bastrop,Precinct 1006,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,31,418,166,615
Bastrop,Precinct 1007,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,33,1220,242,1495
Bastrop,Precinct 1007,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,43,789,121,953
Bastrop,Precinct 1008,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,14,541,103,658
Bastrop,Precinct 1008,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,37,465,73,575
Bastrop,Precinct 1009,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,16,563,153,732
Bastrop,Precinct 1009,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,19,439,120,578
Bastrop,Precinct 2010,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,10,184,37,231
Bastrop,Precinct 2010,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,6,133,28,167
Bastrop,Precinct 2011,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,24,828,202,1054
Bastrop,Precinct 2011,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,29,640,143,812
Bastrop,Precinct 2012,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,23,768,114,905
Bastrop,Precinct 2012,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,23,295,65,383
Bastrop,Precinct 2013,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,35,1082,260,1377
Bastrop,Precinct 2013,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,48,598,119,765
Bastrop,Precinct 2014,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,34,1099,327,1460
Bastrop,Precinct 2014,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,45,505,130,680
Bastrop,Precinct 2015,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,30,1082,199,1311
Bastrop,Precinct 2015,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,42,608,140,790
Bastrop,Precinct 2016,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,18,1261,268,1547
Bastrop,Precinct 2016,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,27,357,109,493
Bastrop,Precinct 3017,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,33,910,194,1137
Bastrop,Precinct 3017,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,44,516,122,682
Bastrop,Precinct 3018,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,11,564,262,837
Bastrop,Precinct 3018,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,20,226,79,325
Bastrop,Precinct 3019,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,9,625,157,791
Bastrop,Precinct 3019,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,28,498,140,666
Bastrop,Precinct 3020,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,15,550,161,726
Bastrop,Precinct 3020,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,35,713,220,968
Bastrop,Precinct 4021,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,28,738,196,962
Bastrop,Precinct 4021,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,32,553,154,739
Bastrop,Precinct 4022,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,18,805,137,960
Bastrop,Precinct 4022,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,29,528,136,693
Bastrop,Precinct 4023,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,15,475,206,696
Bastrop,Precinct 4023,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,18,191,88,297
Bastrop,Precinct 4024,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,9,550,117,676
Bastrop,Precinct 4024,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,13,346,101,460
Bastrop,Precinct 4025,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,16,371,81,468
Bastrop,Precinct 4025,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,30,616,181,827
Bastrop,Precinct 4026,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,7,538,126,671
Bastrop,Precinct 4026,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,21,706,166,893
Bastrop,Precinct 1001,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,4,159,36,199
Bastrop,Precinct 1001,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,4,75,6,85
Bastrop,Precinct 1002,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,12,272,46,330
Bastrop,Precinct 1002,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,13,194,21,228
Bastrop,Precinct 1003,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,22,1060,216,1298
Bastrop,Precinct 1003,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,33,594,105,732
Bastrop,Precinct 1004,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,18,570,100,688
Bastrop,Precinct 1004,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,48,596,104,748
Bastrop,Precinct 1005,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,15,407,81,503
Bastrop,Precinct 1005,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,31,223,37,291
Bastrop,Precinct 1006,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,27,548,228,803
Bastrop,Precinct 1006,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,31,415,158,604
Bastrop,Precinct 1007,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,35,1223,242,1500
Bastrop,Precinct 1007,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,41,783,120,944
Bastrop,Precinct 1008,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,14,533,104,651
Bastrop,Precinct 1008,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,37,473,72,582
Bastrop,Precinct 1009,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,14,562,160,736
Bastrop,Precinct 1009,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,19,433,111,563
Bastrop,Precinct 2010,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,9,181,35,225
Bastrop,Precinct 2010,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,7,134,30,171
Bastrop,Precinct 2011,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,24,820,207,1051
Bastrop,Precinct 2011,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,30,640,137,807
Bastrop,Precinct 2012,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,24,765,114,903
Bastrop,Precinct 2012,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,20,295,64,379
Bastrop,Precinct 2013,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,35,1083,254,1372
Bastrop,Precinct 2013,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,48,595,123,766
Bastrop,Precinct 2014,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,35,1100,334,1469
Bastrop,Precinct 2014,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,44,497,117,658
Bastrop,Precinct 2015,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,31,1084,196,1311
Bastrop,Precinct 2015,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,39,599,139,777
Bastrop,Precinct 2016,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,17,1265,268,1550
Bastrop,Precinct 2016,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,29,354,112,495
Bastrop,Precinct 3017,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,36,917,202,1155
Bastrop,Precinct 3017,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,43,504,116,663
Bastrop,Precinct 3018,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,13,567,260,840
Bastrop,Precinct 3018,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,20,221,80,321
Bastrop,Precinct 3019,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,9,626,158,793
Bastrop,Precinct 3019,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,27,497,138,662
Bastrop,Precinct 3020,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,13,552,165,730
Bastrop,Precinct 3020,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,37,702,218,957
Bastrop,Precinct 4021,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,25,746,201,972
Bastrop,Precinct 4021,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,32,537,150,719
Bastrop,Precinct 4022,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,17,818,142,977
Bastrop,Precinct 4022,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,29,512,130,671
Bastrop,Precinct 4023,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,15,480,213,708
Bastrop,Precinct 4023,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,17,184,79,280
Bastrop,Precinct 4024,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,9,551,115,675
Bastrop,Precinct 4024,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,13,342,102,457
Bastrop,Precinct 4025,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,14,381,85,480
Bastrop,Precinct 4025,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,31,604,179,814
Bastrop,Precinct 4026,"Judge, Ct of Crim App, Pl 7",,REP,Gina Parker,7,524,127,658
Bastrop,Precinct 4026,"Judge, Ct of Crim App, Pl 7",,DEM,Nancy Mulder,21,711,166,898
Bastrop,Precinct 1001,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,5,159,36,200
Bastrop,Precinct 1001,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,4,74,6,84
Bastrop,Precinct 1002,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,12,283,46,341
Bastrop,Precinct 1002,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,14,185,22,221
Bastrop,Precinct 1003,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,23,1074,219,1316
Bastrop,Precinct 1003,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,32,576,99,707
Bastrop,Precinct 1004,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,18,579,103,700
Bastrop,Precinct 1004,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,49,590,103,742
Bastrop,Precinct 1005,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,18,411,80,509
Bastrop,Precinct 1005,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,29,220,35,284
Bastrop,Precinct 1006,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,28,550,237,815
Bastrop,Precinct 1006,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,28,408,146,582
Bastrop,Precinct 1007,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,34,1239,245,1518
Bastrop,Precinct 1007,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,43,764,116,923
Bastrop,Precinct 1008,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,16,538,103,657
Bastrop,Precinct 1008,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,35,467,71,573
Bastrop,Precinct 1009,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,15,566,163,744
Bastrop,Precinct 1009,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,20,431,108,559
Bastrop,Precinct 2010,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,9,185,36,230
Bastrop,Precinct 2010,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,6,131,29,166
Bastrop,Precinct 2011,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,24,840,206,1070
Bastrop,Precinct 2011,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,30,621,136,787
Bastrop,Precinct 2012,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,24,769,116,909
Bastrop,Precinct 2012,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,21,291,60,372
Bastrop,Precinct 2013,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,38,1084,259,1381
Bastrop,Precinct 2013,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,46,588,115,749
Bastrop,Precinct 2014,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,36,1113,333,1482
Bastrop,Precinct 2014,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,43,486,114,643
Bastrop,Precinct 2015,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,30,1106,201,1337
Bastrop,Precinct 2015,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,40,577,134,751
Bastrop,Precinct 2016,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,19,1274,269,1562
Bastrop,Precinct 2016,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,27,342,105,474
Bastrop,Precinct 3017,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,36,916,203,1155
Bastrop,Precinct 3017,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,42,497,112,651
Bastrop,Precinct 3018,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,13,570,263,846
Bastrop,Precinct 3018,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,20,215,78,313
Bastrop,Precinct 3019,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,9,636,159,804
Bastrop,Precinct 3019,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,28,478,133,639
Bastrop,Precinct 3020,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,15,563,168,746
Bastrop,Precinct 3020,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,37,688,215,940
Bastrop,Precinct 4021,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,27,746,205,978
Bastrop,Precinct 4021,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,32,535,142,709
Bastrop,Precinct 4022,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,18,826,139,983
Bastrop,Precinct 4022,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,29,504,134,667
Bastrop,Precinct 4023,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,15,485,218,718
Bastrop,Precinct 4023,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,17,176,76,269
Bastrop,Precinct 4024,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,9,555,119,683
Bastrop,Precinct 4024,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,13,333,96,442
Bastrop,Precinct 4025,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,15,387,90,492
Bastrop,Precinct 4025,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,31,597,172,800
Bastrop,Precinct 4026,"Judge, Ct of Crim App, Pl 8",,REP,Lee Finley,7,543,126,676
Bastrop,Precinct 4026,"Judge, Ct of Crim App, Pl 8",,DEM,Chika Anyiam,21,690,163,874
Bastrop,Precinct 1001,State Representative,17,REP,Stan Gerdes,4,153,38,195
Bastrop,Precinct 1001,State Representative,17,DEM,Desiree Venable,5,80,6,91
Bastrop,Precinct 1002,State Representative,17,REP,Stan Gerdes,15,280,47,342
Bastrop,Precinct 1002,State Representative,17,DEM,Desiree Venable,12,189,22,223
Bastrop,Precinct 1003,State Representative,17,REP,Stan Gerdes,24,1063,213,1300
Bastrop,Precinct 1003,State Representative,17,DEM,Desiree Venable,31,609,111,751
Bastrop,Precinct 1004,State Representative,17,REP,Stan Gerdes,25,573,100,698
Bastrop,Precinct 1004,State Representative,17,DEM,Desiree Venable,44,604,111,759
Bastrop,Precinct 1005,State Representative,17,REP,Stan Gerdes,19,407,82,508
Bastrop,Precinct 1005,State Representative,17,DEM,Desiree Venable,31,230,36,297
Bastrop,Precinct 1006,State Representative,17,REP,Stan Gerdes,27,537,217,781
Bastrop,Precinct 1006,State Representative,17,DEM,Desiree Venable,27,406,165,598
Bastrop,Precinct 1007,State Representative,17,REP,Stan Gerdes,36,1202,233,1471
Bastrop,Precinct 1007,State Representative,17,DEM,Desiree Venable,40,791,134,965
Bastrop,Precinct 1008,State Representative,17,REP,Stan Gerdes,16,526,99,641
Bastrop,Precinct 1008,State Representative,17,DEM,Desiree Venable,36,473,77,586
Bastrop,Precinct 1009,State Representative,17,REP,Stan Gerdes,16,559,149,724
Bastrop,Precinct 1009,State Representative,17,DEM,Desiree Venable,20,440,125,585
Bastrop,Precinct 2010,State Representative,17,REP,Stan Gerdes,11,186,33,230
Bastrop,Precinct 2010,State Representative,17,DEM,Desiree Venable,5,131,34,170
Bastrop,Precinct 2011,State Representative,17,REP,Stan Gerdes,24,812,200,1036
Bastrop,Precinct 2011,State Representative,17,DEM,Desiree Venable,29,625,148,802
Bastrop,Precinct 2012,State Representative,17,REP,Stan Gerdes,26,762,117,905
Bastrop,Precinct 2012,State Representative,17,DEM,Desiree Venable,21,306,61,388
Bastrop,Precinct 2013,State Representative,17,REP,Stan Gerdes,38,1081,259,1378
Bastrop,Precinct 2013,State Representative,17,DEM,Desiree Venable,45,588,122,755
Bastrop,Precinct 2014,State Representative,17,REP,Stan Gerdes,36,1100,332,1468
Bastrop,Precinct 2014,State Representative,17,DEM,Desiree Venable,45,502,122,669
Bastrop,Precinct 2015,State Representative,17,REP,Stan Gerdes,27,1075,201,1303
Bastrop,Precinct 2015,State Representative,17,DEM,Desiree Venable,46,621,140,807
Bastrop,Precinct 2016,State Representative,17,REP,Stan Gerdes,18,1246,275,1539
Bastrop,Precinct 2016,State Representative,17,DEM,Desiree Venable,28,376,105,509
Bastrop,Precinct 3017,State Representative,17,REP,Stan Gerdes,36,923,198,1157
Bastrop,Precinct 3017,State Representative,17,DEM,Desiree Venable,42,504,124,670
Bastrop,Precinct 3018,State Representative,17,REP,Stan Gerdes,12,557,271,840
Bastrop,Precinct 3018,State Representative,17,DEM,Desiree Venable,20,230,75,325
Bastrop,Precinct 3019,State Representative,17,REP,Stan Gerdes,9,632,149,790
Bastrop,Precinct 3019,State Representative,17,DEM,Desiree Venable,27,494,142,663
Bastrop,Precinct 3020,State Representative,17,REP,Stan Gerdes,15,551,154,720
Bastrop,Precinct 3020,State Representative,17,DEM,Desiree Venable,37,693,232,962
Bastrop,Precinct 4021,State Representative,17,REP,Stan Gerdes,28,734,202,964
Bastrop,Precinct 4021,State Representative,17,DEM,Desiree Venable,31,552,151,734
Bastrop,Precinct 4022,State Representative,17,REP,Stan Gerdes,17,820,134,971
Bastrop,Precinct 4022,State Representative,17,DEM,Desiree Venable,30,506,142,678
Bastrop,Precinct 4023,State Representative,17,REP,Stan Gerdes,15,471,204,690
Bastrop,Precinct 4023,State Representative,17,DEM,Desiree Venable,18,189,91,298
Bastrop,Precinct 4024,State Representative,17,REP,Stan Gerdes,10,545,112,667
Bastrop,Precinct 4024,State Representative,17,DEM,Desiree Venable,13,348,109,470
Bastrop,Precinct 4025,State Representative,17,REP,Stan Gerdes,15,371,83,469
Bastrop,Precinct 4025,State Representative,17,DEM,Desiree Venable,31,608,187,826
Bastrop,Precinct 4026,State Representative,17,REP,Stan Gerdes,7,534,124,665
Bastrop,Precinct 4026,State Representative,17,DEM,Desiree Venable,20,701,172,893
Bastrop,Precinct 1001,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,5,158,35,198
Bastrop,Precinct 1001,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,4,78,7,89
Bastrop,Precinct 1002,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,12,270,46,328
Bastrop,Precinct 1002,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,14,195,21,230
Bastrop,Precinct 1003,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,22,1059,214,1295
Bastrop,Precinct 1003,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,33,592,101,726
Bastrop,Precinct 1004,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,19,565,101,685
Bastrop,Precinct 1004,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,49,599,105,753
Bastrop,Precinct 1005,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,15,403,80,498
Bastrop,Precinct 1005,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,32,224,37,293
Bastrop,Precinct 1006,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,27,547,229,803
Bastrop,Precinct 1006,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,31,405,156,592
Bastrop,Precinct 1007,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,31,1194,235,1460
Bastrop,Precinct 1007,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,45,793,126,964
Bastrop,Precinct 1008,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,16,526,100,642
Bastrop,Precinct 1008,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,35,474,75,584
Bastrop,Precinct 1009,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,16,551,155,722
Bastrop,Precinct 1009,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,18,441,116,575
Bastrop,Precinct 2010,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,10,183,35,228
Bastrop,Precinct 2010,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,6,132,30,168
Bastrop,Precinct 2011,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,24,802,198,1024
Bastrop,Precinct 2011,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,29,631,144,804
Bastrop,Precinct 2012,"Justice, 3rd Ct of App Dist, Pl 2",,REP,John Messinger,23,760,112,895
Bastrop,Precinct 2012,"Justice, 3rd Ct of App Dist, Pl 2",,DEM,Maggie Ellis,23,296,64,383
