county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Gray,1,"Registered Voters",,,,415,,,
Gray,1,"Ballots Cast",,,,312,,,
Gray,1,"President",,REP,"Donald J. Trump",299,5,131,163
Gray,1,"President",,DEM,"Kamala D. Harris",10,2,5,3
Gray,1,"President",,LIB,"Chase Oliver",2,0,0,2
Gray,1,"President",,GRN,"Jill Stein",1,0,0,1
Gray,1,"U.S. Senate",,REP,"Ted Cruz",293,5,129,159
Gray,1,"U.S. Senate",,DEM,"Colin Allred",12,2,4,6
Gray,1,"U.S. Senate",,LIB,"Ted Brown",6,0,3,3
Gray,1,"U.S. House",13,REP,"Ronny Jackson",293,4,129,160
Gray,1,"Railroad Commissioner",,REP,"Christi Craddick",274,4,124,146
Gray,1,"Railroad Commissioner",,DEM,"Katherine Culbert",9,2,3,4
Gray,1,"Railroad Commissioner",,LIB,"Hawk Dunlap",15,0,5,10
Gray,1,"Railroad Commissioner",,GRN,"Eddie Espinoza",2,0,1,1
Gray,1,"Justice, Supreme Court, Place 2",,REP,"Jimmy Blacklock",292,4,131,157
Gray,1,"Justice, Supreme Court, Place 2",,DEM,"DaSean Jones",10,2,3,5
Gray,1,"Justice, Supreme Court, Place 4",,REP,"John Devine",293,4,130,159
Gray,1,"Justice, Supreme Court, Place 4",,DEM,"Christine Vinh Weems",10,2,3,5
Gray,1,"Justice, Supreme Court, Place 6",,REP,"Jane Bland",280,4,127,149
Gray,1,"Justice, Supreme Court, Place 6",,DEM,"Bonnie Lee Goldstein",10,2,3,5
Gray,1,"Justice, Supreme Court, Place 6",,LIB,"J. David Roberson",12,0,4,8
Gray,1,"Presiding Judge, Court of Criminal Appeals",,REP,"David J. Schenck",288,4,130,154
Gray,1,"Presiding Judge, Court of Criminal Appeals",,DEM,"Holly Taylor",12,2,3,7
Gray,1,"Judge, Court of Criminal Appeals, Place 7",,REP,"Gina Parker",291,4,131,156
Gray,1,"Judge, Court of Criminal Appeals, Place 7",,DEM,"Nancy Mulder",10,2,3,5
Gray,1,"Judge, Court of Criminal Appeals, Place 8",,REP,"Lee Finley",290,4,131,155
Gray,1,"Judge, Court of Criminal Appeals, Place 8",,DEM,"Chika Anyiam",9,2,3,4
Gray,1,"Member, State Board of Education",15,REP,"Aaron Kinsey",277,4,125,148
Gray,1,"Member, State Board of Education",15,DEM,"Morgan Kirkpatrick",10,2,3,5
Gray,1,"Member, State Board of Education",15,LIB,"Jack B. Westbrook",11,0,4,7
Gray,1,"State Representative",88,REP,"Ken King",294,4,127,163
Gray,1,"Justice, 7th Court of Appeals District, Place 2",,REP,"Judy Parker",288,3,129,156
Gray,1,"Justice, 7th Court of Appeals District, Place 3",,REP,"Alex Yarbrough",285,4,127,154
Gray,1,"District Attorney, 31st Judicial District",,REP,"Franklin McDonough",280,3,124,153
Gray,1,"County Attorney",,REP,"Joshua Seabourn",279,4,122,153
Gray,1,"County Clerk, Unexpired Term",,REP,"Dee Dee Laramore",286,3,126,157
Gray,1,"Sheriff",,REP,"Michael ""BigMac"" Ryan""",279,4,120,155
Gray,1,"County Tax Assessor-Collector",,REP,"Christie Johnson",285,3,125,157
Gray,1,"County Treasurer, Unexpired Term",,REP,"Terri Kitchens",283,4,125,154
Gray,1,"County Commissioner, Precinct 1",,REP,"Logan Hudson",278,3,120,155
Gray,1,"Justice of the Peace, Precinct 1 & 3, Unexpired Term",,REP,"Julie Sims",278,3,126,149
Gray,1,"Constable, Precinct 1 & 3",,REP,"Jason Rushing",280,4,128,148
Gray,2,"Registered Voters",,,,2593,,,
Gray,2,"Ballots Cast",,,,1526,,,
Gray,2,"President",,REP,"Donald J. Trump",1349,64,1018,267
Gray,2,"President",,DEM,"Kamala D. Harris",164,20,101,43
Gray,2,"President",,LIB,"Chase Oliver",5,1,3,1
Gray,2,"President",,GRN,"Jill Stein",4,0,4,0
Gray,2,"U.S. Senate",,REP,"Ted Cruz",1300,61,985,254
Gray,2,"U.S. Senate",,DEM,"Colin Allred",186,19,120,47
Gray,2,"U.S. Senate",,LIB,"Ted Brown",28,3,17,8
Gray,2,"U.S. House",13,REP,"Ronny Jackson",1400,70,1048,282
Gray,2,"Railroad Commissioner",,REP,"Christi Craddick",1258,61,957,240
Gray,2,"Railroad Commissioner",,DEM,"Katherine Culbert",136,20,80,36
Gray,2,"Railroad Commissioner",,LIB,"Hawk Dunlap",56,1,40,15
Gray,2,"Railroad Commissioner",,GRN,"Eddie Espinoza",31,0,25,6
Gray,2,"Justice, Supreme Court, Place 2",,REP,"Jimmy Blacklock",1336,63,1006,267
Gray,2,"Justice, Supreme Court, Place 2",,DEM,"DaSean Jones",155,20,96,39
Gray,2,"Justice, Supreme Court, Place 4",,REP,"John Devine",1331,64,1004,263
Gray,2,"Justice, Supreme Court, Place 4",,DEM,"Christine Vinh Weems",155,19,96,40
Gray,2,"Justice, Supreme Court, Place 6",,REP,"Jane Bland",1294,64,982,248
Gray,2,"Justice, Supreme Court, Place 6",,DEM,"Bonnie Lee Goldstein",149,19,93,37
Gray,2,"Justice, Supreme Court, Place 6",,LIB,"J. David Roberson",44,1,28,15
Gray,2,"Presiding Judge, Court of Criminal Appeals",,REP,"David J. Schenck",1334,65,1007,262
Gray,2,"Presiding Judge, Court of Criminal Appeals",,DEM,"Holly Taylor",150,17,97,36
Gray,2,"Judge, Court of Criminal Appeals, Place 7",,REP,"Gina Parker",1328,64,1005,259
Gray,2,"Judge, Court of Criminal Appeals, Place 7",,DEM,"Nancy Mulder",150,19,93,38
Gray,2,"Judge, Court of Criminal Appeals, Place 8",,REP,"Lee Finley",1330,64,1008,258
Gray,2,"Judge, Court of Criminal Appeals, Place 8",,DEM,"Chika Anyiam",140,18,87,35
Gray,2,"Member, State Board of Education",15,REP,"Aaron Kinsey",1274,62,970,242
Gray,2,"Member, State Board of Education",15,DEM,"Morgan Kirkpatrick",157,19,102,36
Gray,2,"Member, State Board of Education",15,LIB,"Jack B. Westbrook",51,2,31,18
Gray,2,"State Representative",88,REP,"Ken King",1376,64,1039,273
Gray,2,"Justice, 7th Court of Appeals District, Place 2",,REP,"Judy Parker",1380,65,1039,276
Gray,2,"Justice, 7th Court of Appeals District, Place 3",,REP,"Alex Yarbrough",1367,64,1029,274
Gray,2,"District Attorney, 31st Judicial District",,REP,"Franklin McDonough",1358,62,1022,274
Gray,2,"County Attorney",,REP,"Joshua Seabourn",1361,61,1021,279
Gray,2,"County Clerk, Unexpired Term",,REP,"Dee Dee Laramore",1381,63,1042,276
Gray,2,"Sheriff",,REP,"Michael ""BigMac"" Ryan""",1292,62,951,279
Gray,2,"County Tax Assessor-Collector",,REP,"Christie Johnson",1384,65,1039,280
Gray,2,"County Treasurer, Unexpired Term",,REP,"Terri Kitchens",1380,65,1037,278
Gray,2,"Constable, Precinct 2",,REP,"Joe Montgomery",1384,61,1042,281
Gray,3,"Registered Voters",,,,116,,,
Gray,3,"Ballots Cast",,,,98,,,
Gray,3,"President",,REP,"Donald J. Trump",94,2,47,45
Gray,3,"President",,DEM,"Kamala D. Harris",3,0,1,2
Gray,3,"President",,LIB,"Chase Oliver",1,0,0,1
Gray,3,"U.S. Senate",,REP,"Ted Cruz",91,2,47,42
