county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Cameron,Precinct 1,Registered Voters,,,,1295,,,
Cameron,Precinct 1,Ballots Cast,,,,733,31,534,168
Cameron,Precinct 1,Ballots Cast - Blank,,,,2,0,1,1
Cameron,Precinct 1,President,,REP,Donald J. Trump,322,13,226,83
Cameron,Precinct 1,President,,DEM,Kamala D. Harris,393,17,295,81
Cameron,Precinct 1,President,,LIB,Chase Oliver,3,1,2,0
Cameron,Precinct 1,President,,GRN,Jill Stein,3,0,3,0
Cameron,Precinct 1,President,,,Write-ins,0,0,0,0
Cameron,Precinct 1,President,,,Over Votes,0,0,0,0
Cameron,Precinct 1,President,,,Under Votes,12,0,8,4
Cameron,Precinct 1,U.S. Senate,,REP,Ted Cruz,280,15,198,67
Cameron,Precinct 1,U.S. Senate,,DEM,Colin Allred,411,15,311,85
Cameron,Precinct 1,U.S. Senate,,LIB,Ted Brown,15,1,8,6
Cameron,Precinct 1,U.S. Senate,,,Write-ins,0,0,0,0
Cameron,Precinct 1,U.S. Senate,,,Over Votes,1,0,0,1
Cameron,Precinct 1,U.S. Senate,,,Under Votes,26,0,17,9
Cameron,Precinct 1,U.S. House,34,REP,Mayra Flores,307,14,209,84
Cameron,Precinct 1,U.S. House,34,DEM,Vicente Gonzalez,380,17,287,76
Cameron,Precinct 1,U.S. House,34,,Over Votes,0,0,0,0
Cameron,Precinct 1,U.S. House,34,,Under Votes,46,0,38,8
Cameron,Precinct 1,Railroad Commissioner,,REP,Christi Craddick,259,11,185,63
Cameron,Precinct 1,Railroad Commissioner,,DEM,Katherine Culbert,348,13,264,71
Cameron,Precinct 1,Railroad Commissioner,,LIB,Hawk Dunlap,19,2,13,4
Cameron,Precinct 1,Railroad Commissioner,,GRN,Eddie Espinoza,48,0,33,15
Cameron,Precinct 1,Railroad Commissioner,,,Write-ins,0,0,0,0
Cameron,Precinct 1,Railroad Commissioner,,,Over Votes,0,0,0,0
Cameron,Precinct 1,Railroad Commissioner,,,Under Votes,58,5,39,14
Cameron,Precinct 1,"Justice, Supreme Court",PI 2,REP,Jimmy Blacklock,303,12,214,77
Cameron,Precinct 1,"Justice, Supreme Court",PI 2,DEM,DaSean Jones,363,14,277,72
Cameron,Precinct 1,"Justice, Supreme Court",PI 2,,Over Votes,0,0,0,0
Cameron,Precinct 1,"Justice, Supreme Court",PI 2,,Under Votes,67,5,43,19
Cameron,Precinct 1,"Justice, Supreme Court",PI 4,REP,John Devine,284,11,201,72
Cameron,Precinct 1,"Justice, Supreme Court",PI 4,DEM,Christine Vinh Weems,368,14,279,75
Cameron,Precinct 1,"Justice, Supreme Court",PI 4,,Over Votes,0,0,0,0
Cameron,Precinct 1,"Justice, Supreme Court",PI 4,,Under Votes,81,6,54,21
Cameron,Precinct 1,"Justice, Supreme Court",PI 6,REP,Jane Bland,280,12,201,67
Cameron,Precinct 1,"Justice, Supreme Court",PI 6,DEM,Bonnie Lee Goldstein,362,14,275,73
Cameron,Precinct 1,"Justice, Supreme Court",PI 6,LIB,J. David Roberson,25,2,13,10
Cameron,Precinct 1,"Justice, Supreme Court",PI 6,,Over Votes,0,0,0,0
Cameron,Precinct 1,"Justice, Supreme Court",PI 6,,Under Votes,66,3,45,18
Cameron,Precinct 1,"Presiding Judge, Ct of Crim App",,REP,David J. Schenck,288,13,203,72
Cameron,Precinct 1,"Presiding Judge, Ct of Crim App",,DEM,Holly Taylor,363,15,272,76
Cameron,Precinct 1,"Presiding Judge, Ct of Crim App",,,Over Votes,0,0,0,0
Cameron,Precinct 1,"Presiding Judge, Ct of Crim App",,,Under Votes,82,3,59,20
Cameron,Precinct 1,"Judge, Ct of Crim App",PI 7,REP,Gina Parker,286,14,197,75
Cameron,Precinct 1,"Judge, Ct of Crim App",PI 7,DEM,Nancy Mulder,366,14,278,74
Cameron,Precinct 1,"Judge, Ct of Crim App",PI 7,,Over Votes,0,0,0,0
Cameron,Precinct 1,"Judge, Ct of Crim App",PI 7,,Under Votes,81,3,59,19
Cameron,Precinct 1,"Judge, Ct of Crim App",PI 8,REP,Lee Finley,290,14,210,66
Cameron,Precinct 1,"Judge, Ct of Crim App",PI 8,DEM,Chika Anyiam,348,14,262,72
Cameron,Precinct 1,"Judge, Ct of Crim App",PI 8,,Over Votes,0,0,0,0
