county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Archer,1,"Registered Voters",,,,1497,,,
Archer,1,"Ballots Cast",,,,1081,0,0,0
Archer,1,"President",,REP,"Donald J. Trump",976,17,767,192
Archer,1,"President",,DEM,"Kamala D. Harris",95,5,67,23
Archer,1,"President",,LIB,"Chase Oliver",4,0,1,3
Archer,1,"President",,GRN,"Jill Stein",3,0,2,1
Archer,1,"President",,,"Cherunda Fox/Harlan McVay (W)",0,0,0,0
Archer,1,"President",,,"Claudia De la Cruz/Karina Garcia (W)",0,0,0,0
Archer,1,"President",,,"Cornel West/ Melina Abdullah (W)",0,0,0,0
Archer,1,"President",,,"Jessie Cuellar/Wesley Lasley (W)",0,0,0,0
Archer,1,"President",,,"Peter Sonski/Lauren Onak (W)",0,0,0,0
Archer,1,"President",,,"Shiva Ayyadurai/Crystal Ellis (W)",0,0,0,0
Archer,1,"U.S. Senate",,REP,"Ted Cruz",952,17,744,191
Archer,1,"U.S. Senate",,DEM,"Colin Allred",109,6,81,22
Archer,1,"U.S. Senate",,LIB,"Ted Brown",11,0,8,3
Archer,1,"U.S. Senate",,,"Analisa Roche (W)",0,0,0,0
Archer,1,"U.S. Senate",,,"Tracy Andrus (W)",0,0,0,0
Archer,1,"U.S. House",13,REP,"Ronny Jackson",1005,18,788,199
Archer,1,"Railroad Commissioner",,REP,"Christi Craddick",919,17,727,175
Archer,1,"Railroad Commissioner",,DEM,"Katherine Culbert",75,5,53,17
Archer,1,"Railroad Commissioner",,LIB,"Hawk Dunlap",39,1,27,11
Archer,1,"Railroad Commissioner",,GRN,"Eddie Espinoza",6,0,4,2
Archer,1,"Railroad Commissioner",,,"Richard McKibbin (W)",0,0,0,0
Archer,1,"Justice, Supreme Court","Place 2",REP,"Jimmy Blacklock",956,18,752,186
Archer,1,"Justice, Supreme Court","Place 2",DEM,"DaSean Jones",84,4,62,18
Archer,1,"Justice, Supreme Court","Place 4",REP,"John Devine",955,18,753,184
Archer,1,"Justice, Supreme Court","Place 4",DEM,"Christine Vinh Weems",88,5,61,22
Archer,1,"Justice, Supreme Court","Place 6",REP,"Jane Bland",938,17,740,181
Archer,1,"Justice, Supreme Court","Place 6",DEM,"Bonnie Lee Goldstein",82,6,57,19
Archer,1,"Justice, Supreme Court","Place 6",LIB,"J. David Roberson",24,0,17,7
Archer,1,"Presiding Judge, Court of Criminal Appeals",,REP,"David J. Schenck",956,18,751,187
Archer,1,"Presiding Judge, Court of Criminal Appeals",,DEM,"Holly Taylor",86,5,60,21
Archer,1,"Judge, Court of Criminal Appeals","Place 7",REP,"Gina Parker",956,18,753,185
Archer,1,"Judge, Court of Criminal Appeals","Place 7",DEM,"Nancy Mulder",83,5,57,21
Archer,1,"Judge, Court of Criminal Appeals","Place 8",REP,"Lee Finley",954,17,750,187
Archer,1,"Judge, Court of Criminal Appeals","Place 8",DEM,"Chika Anyiam",82,6,57,19
Archer,1,"Member, State Board of Education",15,REP,"Aaron Kinsey",918,15,728,175
Archer,1,"Member, State Board of Education",15,DEM,"Morgan Kirkpatrick",91,5,64,22
Archer,1,"Member, State Board of Education",15,LIB,"Jack B. Westbrook",30,1,17,12
Archer,1,"State Senator",30,REP,"Brent Hagenbuch",956,14,753,189
Archer,1,"State Senator",30,DEM,"Dale Frey",80,4,57,19
Archer,1,"State Representative",69,REP,"James B Frank",943,14,742,187
Archer,1,"State Representative",69,DEM,"Walter Coppage",100,4,74,22
