county,precinct,office,district,party,candidate,votes,absentee,early,election
Comal,407,Justice,,,Gisela D. Triana,1231,47,941,243
Comal,408,Justice,,,Gisela D. Triana,1293,80,1040,173
Comal,101,Justice,,,J. David Roberson,98,0,81,17
Comal,101 - NB4,Justice,,,J. David Roberson,9,0,7,2
Comal,102,Justice,,,J. David Roberson,87,7,63,17
Comal,103,Justice,,,J. David Roberson,108,5,75,28
Comal,104,Justice,,,J. David Roberson,49,1,33,15
Comal,105,Justice,,,J. David Roberson,98,4,59,35
Comal,106,Justice,,,J. David Roberson,70,2,52,16
Comal,107,Justice,,,J. David Roberson,92,2,59,31
Comal,108,Justice,,,J. David Roberson,51,1,38,12
Comal,109,Justice,,,J. David Roberson,90,1,71,18
Comal,110,Justice,,,J. David Roberson,38,1,27,10
Comal,201,Justice,,,J. David Roberson,87,3,57,27
Comal,201 - NB4,Justice,,,J. David Roberson,40,2,25,13
Comal,202,Justice,,,J. David Roberson,40,0,23,17
Comal,202 - CSCH,Justice,,,J. David Roberson,24,0,13,11
Comal,203,Justice,,,J. David Roberson,98,4,67,27
Comal,204,Justice,,,J. David Roberson,88,2,69,17
Comal,205,Justice,,,J. David Roberson,98,4,71,23
Comal,205 - CSCH,Justice,,,J. David Roberson,0,0,0,0
Comal,206,Justice,,,J. David Roberson,166,1,127,38
Comal,207,Justice,,,J. David Roberson,49,1,36,12
Comal,208,Justice,,,J. David Roberson,86,1,68,17
Comal,301,Justice,,,J. David Roberson,59,4,33,22
Comal,301 - CSCH,Justice,,,J. David Roberson,0,0,0,0
Comal,301 - NB4,Justice,,,J. David Roberson,54,0,34,20
Comal,302,Justice,,,J. David Roberson,47,1,30,16
Comal,302 - NB4,Justice,,,J. David Roberson,21,0,14,7
Comal,303,Justice,,,J. David Roberson,25,0,16,9
Comal,304,Justice,,,J. David Roberson,108,1,78,29
Comal,304 - CCWSC,Justice,,,J. David Roberson,0,0,0,0
Comal,305,Justice,,,J. David Roberson,118,1,82,35
Comal,305 - CCWSC,Justice,,,J. David Roberson,5,0,5,0
Comal,306,Justice,,,J. David Roberson,117,1,70,46
Comal,306 - CCWSC,Justice,,,J. David Roberson,9,0,6,3
Comal,307,Justice,,,J. David Roberson,31,1,22,8
Comal,308,Justice,,,J. David Roberson,41,2,28,11
Comal,308 - NB4,Justice,,,J. David Roberson,35,0,25,10
Comal,401,Justice,,,J. David Roberson,92,3,69,20
Comal,402,Justice,,,J. David Roberson,106,4,78,24
Comal,403,Justice,,,J. David Roberson,98,2,77,19
Comal,404,Justice,,,J. David Roberson,88,0,60,28
Comal,404 - FWM,Justice,,,J. David Roberson,0,0,0,0
Comal,404 - CCWSC,Justice,,,J. David Roberson,29,0,23,6
Comal,405,Justice,,,J. David Roberson,109,3,72,34
Comal,406,Justice,,,J. David Roberson,96,1,72,23
Comal,407,Justice,,,J. David Roberson,84,0,62,22
Comal,408,Justice,,,J. David Roberson,91,1,58,32
Comal,101,Justice,,,Jane Bland,1774,79,1528,167
Comal,101 - NB4,Justice,,,Jane Bland,158,10,126,22
Comal,102,Justice,,,Jane Bland,2965,80,2644,241
Comal,103,Justice,,,Jane Bland,3465,105,2955,405
Comal,104,Justice,,,Jane Bland,1284,42,1084,158
Comal,105,Justice,,,Jane Bland,2337,68,1822,447
Comal,106,Justice,,,Jane Bland,2342,56,2105,181
Comal,107,Justice,,,Jane Bland,2893,58,2325,510
Comal,108,Justice,,,Jane Bland,1236,28,1053,155
Comal,109,Justice,,,Jane Bland,2381,53,2026,302
Comal,110,Justice,,,Jane Bland,1657,47,1337,273
Comal,201,Justice,,,Jane Bland,1581,36,1294,251
Comal,201 - NB4,Justice,,,Jane Bland,689,22,532,135
Comal,202,Justice,,,Jane Bland,659,11,502,146
Comal,202 - CSCH,Justice,,,Jane Bland,417,12,346,59
Comal,203,Justice,,,Jane Bland,2882,103,2470,309
Comal,204,Justice,,,Jane Bland,3064,78,2702,284
Comal,205,Justice,,,Jane Bland,2822,74,2543,205
Comal,205 - CSCH,Justice,,,Jane Bland,4,0,4,0
Comal,206,Justice,,,Jane Bland,3627,47,3082,498
Comal,207,Justice,,,Jane Bland,1956,78,1696,182
Comal,208,Justice,,,Jane Bland,3053,82,2776,195
Comal,301,Justice,,,Jane Bland,852,10,671,171
Comal,301 - CSCH,Justice,,,Jane Bland,0,0,0,0
Comal,301 - NB4,Justice,,,Jane Bland,588,18,421,149
Comal,302,Justice,,,Jane Bland,823,20,703,100
Comal,302 - NB4,Justice,,,Jane Bland,255,3,193,59
Comal,303,Justice,,,Jane Bland,288,3,232,53
Comal,304,Justice,,,Jane Bland,1532,36,1224,272
Comal,304 - CCWSC,Justice,,,Jane Bland,0,0,0,0
Comal,305,Justice,,,Jane Bland,2316,26,1850,440
Comal,305 - CCWSC,Justice,,,Jane Bland,136,5,102,29
Comal,306,Justice,,,Jane Bland,1540,47,1186,307
Comal,306 - CCWSC,Justice,,,Jane Bland,191,4,149,38
Comal,307,Justice,,,Jane Bland,502,6,393,103
Comal,308,Justice,,,Jane Bland,540,19,455,66
Comal,308 - NB4,Justice,,,Jane Bland,544,20,453,71
Comal,401,Justice,,,Jane Bland,1671,72,1365,234
Comal,402,Justice,,,Jane Bland,2527,69,2219,239
Comal,403,Justice,,,Jane Bland,2989,96,2517,376
Comal,404,Justice,,,Jane Bland,2151,41,1807,303
Comal,404 - FWM,Justice,,,Jane Bland,0,0,0,0
Comal,404 - CCWSC,Justice,,,Jane Bland,827,20,720,87
Comal,405,Justice,,,Jane Bland,2629,39,2160,430
Comal,406,Justice,,,Jane Bland,2264,122,1924,218
Comal,407,Justice,,,Jane Bland,2587,58,2107,422
Comal,408,Justice,,,Jane Bland,2738,73,2388,277
Comal,101,Justice,,,Jimmy Blacklock,1849,81,1591,177
Comal,101 - NB4,Justice,,,Jimmy Blacklock,166,10,133,23
Comal,102,Justice,,,Jimmy Blacklock,3032,87,2696,249
Comal,103,Justice,,,Jimmy Blacklock,3536,108,3002,426
Comal,104,Justice,,,Jimmy Blacklock,1322,42,1108,172
Comal,105,Justice,,,Jimmy Blacklock,2427,72,1885,470
Comal,106,Justice,,,Jimmy Blacklock,2393,57,2142,194
Comal,107,Justice,,,Jimmy Blacklock,2956,56,2364,536
Comal,108,Justice,,,Jimmy Blacklock,1281,31,1082,168
Comal,109,Justice,,,Jimmy Blacklock,2469,53,2094,322
Comal,110,Justice,,,Jimmy Blacklock,1699,49,1366,284
Comal,201,Justice,,,Jimmy Blacklock,1641,39,1335,267
Comal,201 - NB4,Justice,,,Jimmy Blacklock,720,22,551,147
Comal,202,Justice,,,Jimmy Blacklock,685,12,519,154
Comal,202 - CSCH,Justice,,,Jimmy Blacklock,435,13,352,70
Comal,203,Justice,,,Jimmy Blacklock,2956,105,2527,324
Comal,204,Justice,,,Jimmy Blacklock,3110,77,2745,288
Comal,205,Justice,,,Jimmy Blacklock,2880,74,2591,215
Comal,205 - CSCH,Justice,,,Jimmy Blacklock,5,0,5,0
Comal,206,Justice,,,Jimmy Blacklock,3722,48,3151,523
Comal,207,Justice,,,Jimmy Blacklock,1997,76,1730,191
Comal,208,Justice,,,Jimmy Blacklock,3130,84,2836,210
Comal,301,Justice,,,Jimmy Blacklock,886,13,689,184
Comal,301 - CSCH,Justice,,,Jimmy Blacklock,0,0,0,0
Comal,301 - NB4,Justice,,,Jimmy Blacklock,620,16,452,152
Comal,302,Justice,,,Jimmy Blacklock,858,23,725,110
Comal,302 - NB4,Justice,,,Jimmy Blacklock,270,3,203,64
Comal,303,Justice,,,Jimmy Blacklock,300,4,239,57
Comal,304,Justice,,,Jimmy Blacklock,1593,37,1270,286
Comal,304 - CCWSC,Justice,,,Jimmy Blacklock,0,0,0,0
Comal,305,Justice,,,Jimmy Blacklock,2406,26,1912,468
Comal,305 - CCWSC,Justice,,,Jimmy Blacklock,138,5,106,27
Comal,306,Justice,,,Jimmy Blacklock,1606,46,1232,328
Comal,306 - CCWSC,Justice,,,Jimmy Blacklock,200,4,155,41
Comal,307,Justice,,,Jimmy Blacklock,517,8,401,108
Comal,308,Justice,,,Jimmy Blacklock,560,20,473,67
Comal,308 - NB4,Justice,,,Jimmy Blacklock,561,20,464,77
Comal,401,Justice,,,Jimmy Blacklock,1753,76,1427,250
Comal,402,Justice,,,Jimmy Blacklock,2611,73,2284,254
Comal,403,Justice,,,Jimmy Blacklock,3070,92,2589,389
Comal,404,Justice,,,Jimmy Blacklock,2225,42,1849,334
Comal,404 - FWM,Justice,,,Jimmy Blacklock,0,0,0,0
Comal,404 - CCWSC,Justice,,,Jimmy Blacklock,842,19,732,91
Comal,405,Justice,,,Jimmy Blacklock,2720,41,2216,463
Comal,406,Justice,,,Jimmy Blacklock,2309,125,1959,225
Comal,407,Justice,,,Jimmy Blacklock,2650,56,2156,438
Comal,408,Justice,,,Jimmy Blacklock,2818,74,2446,298
Comal,101,Justice,,,John Devine,1811,77,1568,166
Comal,101 - NB4,Justice,,,John Devine,163,10,133,20
Comal,102,Justice,,,John Devine,3010,84,2682,244
Comal,103,Justice,,,John Devine,3515,105,2986,424
Comal,104,Justice,,,John Devine,1303,39,1090,174
Comal,105,Justice,,,John Devine,2403,71,1863,469
Comal,106,Justice,,,John Devine,2376,56,2129,191
Comal,107,Justice,,,John Devine,2940,56,2349,535
Comal,108,Justice,,,John Devine,1261,29,1073,159
Comal,109,Justice,,,John Devine,2456,53,2084,319
Comal,110,Justice,,,John Devine,1692,48,1362,282
Comal,201,Justice,,,John Devine,1630,39,1325,266
Comal,201 - NB4,Justice,,,John Devine,709,20,548,141
Comal,202,Justice,,,John Devine,685,13,519,153
Comal,202 - CSCH,Justice,,,John Devine,431,13,351,67
Comal,203,Justice,,,John Devine,2931,101,2515,315
Comal,204,Justice,,,John Devine,3097,79,2729,289
Comal,205,Justice,,,John Devine,2858,76,2566,216
Comal,205 - CSCH,Justice,,,John Devine,3,0,3,0
Comal,206,Justice,,,John Devine,3712,46,3142,524
Comal,207,Justice,,,John Devine,1981,76,1713,192
Comal,208,Justice,,,John Devine,3104,83,2815,206
Comal,301,Justice,,,John Devine,885,12,684,189
Comal,301 - CSCH,Justice,,,John Devine,0,0,0,0
Comal,301 - NB4,Justice,,,John Devine,623,17,445,161
Comal,302,Justice,,,John Devine,846,20,717,109
Comal,302 - NB4,Justice,,,John Devine,268,3,202,63
Comal,303,Justice,,,John Devine,290,3,231,56
Comal,304,Justice,,,John Devine,1580,33,1257,290
Comal,304 - CCWSC,Justice,,,John Devine,0,0,0,0
Comal,305,Justice,,,John Devine,2386,26,1899,461
Comal,305 - CCWSC,Justice,,,John Devine,137,5,104,28
Comal,306,Justice,,,John Devine,1600,47,1227,326
Comal,306 - CCWSC,Justice,,,John Devine,191,4,150,37
Comal,307,Justice,,,John Devine,515,7,399,109
Comal,308,Justice,,,John Devine,548,17,465,66
Comal,308 - NB4,Justice,,,John Devine,549,19,454,76
Comal,401,Justice,,,John Devine,1723,76,1402,245
Comal,402,Justice,,,John Devine,2586,69,2265,252
Comal,403,Justice,,,John Devine,3016,90,2543,383
Comal,404,Justice,,,John Devine,2199,41,1838,320
Comal,404 - FWM,Justice,,,John Devine,0,0,0,0
Comal,404 - CCWSC,Justice,,,John Devine,842,20,730,92
Comal,405,Justice,,,John Devine,2681,39,2193,449
Comal,406,Justice,,,John Devine,2299,121,1949,229
Comal,407,Justice,,,John Devine,2628,53,2144,431
Comal,408,Justice,,,John Devine,2776,73,2412,291
Comal,101,Justice,,,John Messinger,1832,79,1580,173
Comal,101 - NB4,Justice,,,John Messinger,161,10,132,19
Comal,102,Justice,,,John Messinger,2992,86,2666,240
Comal,103,Justice,,,John Messinger,3502,110,2968,424
Comal,104,Justice,,,John Messinger,1300,42,1088,170
Comal,105,Justice,,,John Messinger,2376,69,1844,463
Comal,106,Justice,,,John Messinger,2375,57,2129,189
Comal,107,Justice,,,John Messinger,2940,59,2347,534
Comal,108,Justice,,,John Messinger,1257,27,1067,163
Comal,109,Justice,,,John Messinger,2437,52,2070,315
Comal,110,Justice,,,John Messinger,1681,49,1353,279
Comal,201,Justice,,,John Messinger,1612,38,1312,262
Comal,201 - NB4,Justice,,,John Messinger,708,22,544,142
Comal,202,Justice,,,John Messinger,677,12,512,153
Comal,202 - CSCH,Justice,,,John Messinger,426,13,349,64
Comal,203,Justice,,,John Messinger,2928,103,2501,324
Comal,204,Justice,,,John Messinger,3083,73,2714,296
Comal,205,Justice,,,John Messinger,2859,77,2569,213
Comal,205 - CSCH,Justice,,,John Messinger,4,0,4,0
Comal,206,Justice,,,John Messinger,3702,48,3129,525
Comal,207,Justice,,,John Messinger,1984,78,1708,198
Comal,208,Justice,,,John Messinger,3096,83,2811,202
Comal,301,Justice,,,John Messinger,870,15,672,183
Comal,301 - CSCH,Justice,,,John Messinger,0,0,0,0
Comal,301 - NB4,Justice,,,John Messinger,619,15,446,158
Comal,302,Justice,,,John Messinger,856,23,725,108
Comal,302 - NB4,Justice,,,John Messinger,267,3,200,64
Comal,303,Justice,,,John Messinger,293,4,232,57
Comal,304,Justice,,,John Messinger,1558,36,1238,284
Comal,304 - CCWSC,Justice,,,John Messinger,0,0,0,0
Comal,305,Justice,,,John Messinger,2358,29,1876,453
Comal,305 - CCWSC,Justice,,,John Messinger,138,5,104,29
Comal,306,Justice,,,John Messinger,1592,44,1214,334
Comal,306 - CCWSC,Justice,,,John Messinger,193,4,151,38
Comal,307,Justice,,,John Messinger,497,7,388,102
Comal,308,Justice,,,John Messinger,549,20,463,66
Comal,308 - NB4,Justice,,,John Messinger,549,19,455,75
Comal,401,Justice,,,John Messinger,1714,74,1398,242
Comal,402,Justice,,,John Messinger,2584,71,2262,251
Comal,403,Justice,,,John Messinger,3025,92,2558,375
Comal,404,Justice,,,John Messinger,2200,43,1830,327
Comal,404 - FWM,Justice,,,John Messinger,0,0,0,0
Comal,404 - CCWSC,Justice,,,John Messinger,842,20,729,93
Comal,405,Justice,,,John Messinger,2676,36,2191,449
Comal,406,Justice,,,John Messinger,2297,123,1943,231
Comal,407,Justice,,,John Messinger,2620,55,2136,429
Comal,408,Justice,,,John Messinger,2795,75,2424,296
Comal,101,Justice,,,Karin Crump,1198,74,980,144
Comal,101 - NB4,Justice,,,Karin Crump,147,9,110,28
Comal,102,Justice,,,Karin Crump,1356,81,1132,143
Comal,103,Justice,,,Karin Crump,1765,84,1403,278
Comal,104,Justice,,,Karin Crump,588,41,452,95
Comal,105,Justice,,,Karin Crump,1236,73,881,282
Comal,106,Justice,,,Karin Crump,1066,74,888,104
Comal,107,Justice,,,Karin Crump,1549,61,1198,290
Comal,108,Justice,,,Karin Crump,640,37,490,113
Comal,109,Justice,,,Karin Crump,1167,49,920,198
Comal,110,Justice,,,Karin Crump,838,48,623,167
Comal,201,Justice,,,Karin Crump,1158,64,891,203
Comal,201 - NB4,Justice,,,Karin Crump,508,20,373,115
Comal,202,Justice,,,Karin Crump,508,14,354,140
Comal,202 - CSCH,Justice,,,Karin Crump,307,12,248,47
Comal,203,Justice,,,Karin Crump,1687,86,1392,209
Comal,204,Justice,,,Karin Crump,1627,74,1368,185
Comal,205,Justice,,,Karin Crump,1835,68,1590,177
Comal,205 - CSCH,Justice,,,Karin Crump,5,0,5,0
Comal,206,Justice,,,Karin Crump,2420,48,2000,372
Comal,207,Justice,,,Karin Crump,940,44,766,130
Comal,208,Justice,,,Karin Crump,1390,79,1189,122
Comal,301,Justice,,,Karin Crump,784,32,567,185
Comal,301 - CSCH,Justice,,,Karin Crump,0,0,0,0
Comal,301 - NB4,Justice,,,Karin Crump,824,49,573,202
Comal,302,Justice,,,Karin Crump,554,50,418,86
Comal,302 - NB4,Justice,,,Karin Crump,200,12,134,54
Comal,303,Justice,,,Karin Crump,360,25,246,89
Comal,304,Justice,,,Karin Crump,1244,48,920,276
Comal,304 - CCWSC,Justice,,,Karin Crump,0,0,0,0
Comal,305,Justice,,,Karin Crump,1692,49,1283,360
Comal,305 - CCWSC,Justice,,,Karin Crump,97,9,68,20
Comal,306,Justice,,,Karin Crump,1367,48,1010,309
Comal,306 - CCWSC,Justice,,,Karin Crump,116,8,74,34
Comal,307,Justice,,,Karin Crump,497,27,355,115
Comal,308,Justice,,,Karin Crump,473,40,369,64
Comal,308 - NB4,Justice,,,Karin Crump,461,28,372,61
Comal,401,Justice,,,Karin Crump,1073,70,792,211
Comal,402,Justice,,,Karin Crump,1354,84,1107,163
Comal,403,Justice,,,Karin Crump,1477,87,1166,224
Comal,404,Justice,,,Karin Crump,1208,41,943,224
Comal,404 - FWM,Justice,,,Karin Crump,1,0,0,1
Comal,404 - CCWSC,Justice,,,Karin Crump,463,26,373,64
Comal,405,Justice,,,Karin Crump,1364,61,1054,249
Comal,406,Justice,,,Karin Crump,1347,128,1030,189
Comal,407,Justice,,,Karin Crump,1260,48,964,248
Comal,408,Justice,,,Karin Crump,1338,79,1080,179
Comal,101,Justice,,,Maggie Ellis,762,61,611,90
Comal,101 - NB4,Justice,,,Maggie Ellis,110,8,80,22
Comal,102,Justice,,,Maggie Ellis,712,58,590,64
Comal,103,Justice,,,Maggie Ellis,923,62,742,119
Comal,104,Justice,,,Maggie Ellis,346,29,266,51
Comal,105,Justice,,,Maggie Ellis,705,58,508,139
Comal,106,Justice,,,Maggie Ellis,554,60,458,36
Comal,107,Justice,,,Maggie Ellis,924,49,752,123
Comal,108,Justice,,,Maggie Ellis,365,31,276,58
Comal,109,Justice,,,Maggie Ellis,612,38,472,102
Comal,110,Justice,,,Maggie Ellis,449,32,336,81
Comal,201,Justice,,,Maggie Ellis,723,57,555,111
Comal,201 - NB4,Justice,,,Maggie Ellis,306,13,232,61
Comal,202,Justice,,,Maggie Ellis,297,8,207,82
Comal,202 - CSCH,Justice,,,Maggie Ellis,202,11,162,29
Comal,203,Justice,,,Maggie Ellis,954,65,782,107
Comal,204,Justice,,,Maggie Ellis,903,53,756,94
Comal,205,Justice,,,Maggie Ellis,1164,47,1018,99
Comal,205 - CSCH,Justice,,,Maggie Ellis,3,0,3,0
Comal,206,Justice,,,Maggie Ellis,1297,38,1091,168
Comal,207,Justice,,,Maggie Ellis,486,27,401,58
Comal,208,Justice,,,Maggie Ellis,764,64,643,57
Comal,301,Justice,,,Maggie Ellis,506,29,362,115
Comal,301 - CSCH,Justice,,,Maggie Ellis,0,0,0,0
Comal,301 - NB4,Justice,,,Maggie Ellis,638,50,449,139
Comal,302,Justice,,,Maggie Ellis,318,45,230,43
Comal,302 - NB4,Justice,,,Maggie Ellis,128,14,83,31
Comal,303,Justice,,,Maggie Ellis,277,23,188,66
Comal,304,Justice,,,Maggie Ellis,801,36,598,167
Comal,304 - CCWSC,Justice,,,Maggie Ellis,0,0,0,0
Comal,305,Justice,,,Maggie Ellis,993,38,763,192
Comal,305 - CCWSC,Justice,,,Maggie Ellis,47,7,34,6
Comal,306,Justice,,,Maggie Ellis,854,40,640,174
Comal,306 - CCWSC,Justice,,,Maggie Ellis,62,7,40,15
Comal,307,Justice,,,Maggie Ellis,364,24,263,77
Comal,308,Justice,,,Maggie Ellis,329,35,252,42
Comal,308 - NB4,Justice,,,Maggie Ellis,334,27,270,37
Comal,401,Justice,,,Maggie Ellis,693,61,498,134
Comal,402,Justice,,,Maggie Ellis,827,69,668,90
Comal,403,Justice,,,Maggie Ellis,823,68,644,111
Comal,404,Justice,,,Maggie Ellis,669,31,525,113
Comal,404 - FWM,Justice,,,Maggie Ellis,1,0,0,1
Comal,404 - CCWSC,Justice,,,Maggie Ellis,235,22,188,25
Comal,405,Justice,,,Maggie Ellis,678,54,507,117
Comal,406,Justice,,,Maggie Ellis,833,98,635,100
Comal,407,Justice,,,Maggie Ellis,691,35,544,112
Comal,408,Justice,,,Maggie Ellis,763,58,616,89
Comal,101,Member,10,,Raquel Saenz Ortiz,790,62,634,94
Comal,101 - NB4,Member,10,,Raquel Saenz Ortiz,113,8,84,21
Comal,102,Member,10,,Raquel Saenz Ortiz,729,62,602,65
Comal,103,Member,10,,Raquel Saenz Ortiz,954,61,768,125
Comal,104,Member,10,,Raquel Saenz Ortiz,346,30,272,44
Comal,105,Member,10,,Raquel Saenz Ortiz,696,57,503,136
Comal,106,Member,10,,Raquel Saenz Ortiz,556,59,462,35
Comal,107,Member,10,,Raquel Saenz Ortiz,946,55,765,126
Comal,108,Member,10,,Raquel Saenz Ortiz,368,30,274,64
Comal,109,Member,10,,Raquel Saenz Ortiz,634,42,484,108
Comal,110,Member,10,,Raquel Saenz Ortiz,460,33,343,84
Comal,201,Member,10,,Raquel Saenz Ortiz,735,57,563,115
Comal,201 - NB4,Member,10,,Raquel Saenz Ortiz,313,13,238,62
Comal,202,Member,10,,Raquel Saenz Ortiz,297,8,206,83
Comal,202 - CSCH,Member,10,,Raquel Saenz Ortiz,202,11,164,27
Comal,203,Member,10,,Raquel Saenz Ortiz,981,66,799,116
Comal,204,Member,10,,Raquel Saenz Ortiz,934,54,778,102
Comal,205,Member,10,,Raquel Saenz Ortiz,1184,51,1034,99
Comal,205 - CSCH,Member,10,,Raquel Saenz Ortiz,3,0,3,0
Comal,206,Member,10,,Raquel Saenz Ortiz,1324,38,1102,184
Comal,207,Member,10,,Raquel Saenz Ortiz,499,27,412,60
Comal,208,Member,10,,Raquel Saenz Ortiz,788,62,668,58
Comal,301,Member,10,,Raquel Saenz Ortiz,514,30,366,118
Comal,301 - CSCH,Member,10,,Raquel Saenz Ortiz,0,0,0,0
Comal,301 - NB4,Member,10,,Raquel Saenz Ortiz,660,50,460,150
Comal,302,Member,10,,Raquel Saenz Ortiz,324,45,231,48
Comal,302 - NB4,Member,10,,Raquel Saenz Ortiz,133,15,84,34
Comal,303,Member,10,,Raquel Saenz Ortiz,283,23,190,70
Comal,304,Member,10,,Raquel Saenz Ortiz,823,37,606,180
Comal,304 - CCWSC,Member,10,,Raquel Saenz Ortiz,0,0,0,0
Comal,305,Member,10,,Raquel Saenz Ortiz,1019,41,784,194
Comal,305 - CCWSC,Member,10,,Raquel Saenz Ortiz,49,7,36,6
Comal,306,Member,10,,Raquel Saenz Ortiz,880,40,657,183
Comal,306 - CCWSC,Member,10,,Raquel Saenz Ortiz,62,6,40,16
Comal,307,Member,10,,Raquel Saenz Ortiz,365,24,264,77
Comal,308,Member,10,,Raquel Saenz Ortiz,339,39,259,41
Comal,308 - NB4,Member,10,,Raquel Saenz Ortiz,332,26,267,39
Comal,401,Member,10,,Raquel Saenz Ortiz,702,60,508,134
Comal,402,Member,10,,Raquel Saenz Ortiz,829,70,673,86
Comal,403,Member,10,,Raquel Saenz Ortiz,839,68,662,109
Comal,404,Member,10,,Raquel Saenz Ortiz,689,34,528,127
Comal,404 - FWM,Member,10,,Raquel Saenz Ortiz,1,0,0,1
Comal,404 - CCWSC,Member,10,,Raquel Saenz Ortiz,245,24,192,29
Comal,405,Member,10,,Raquel Saenz Ortiz,675,51,502,122
Comal,406,Member,10,,Raquel Saenz Ortiz,855,101,647,107
Comal,407,Member,10,,Raquel Saenz Ortiz,691,36,548,107
Comal,408,Member,10,,Raquel Saenz Ortiz,783,61,629,93
Comal,101,Member,10,,Tom Maynard,1813,79,1560,174
Comal,101 - NB4,Member,10,,Tom Maynard,158,10,127,21
Comal,102,Member,10,,Tom Maynard,2985,82,2660,243
Comal,103,Member,10,,Tom Maynard,3477,111,2941,425
Comal,104,Member,10,,Tom Maynard,1305,42,1090,173
Comal,105,Member,10,,Tom Maynard,2391,72,1852,467
Comal,106,Member,10,,Tom Maynard,2386,58,2133,195
Comal,107,Member,10,,Tom Maynard,2929,54,2340,535
Comal,108,Member,10,,Tom Maynard,1255,29,1063,163
Comal,109,Member,10,,Tom Maynard,2414,51,2054,309
Comal,110,Member,10,,Tom Maynard,1681,49,1351,281
Comal,201,Member,10,,Tom Maynard,1598,37,1302,259
Comal,201 - NB4,Member,10,,Tom Maynard,708,21,544,143
Comal,202,Member,10,,Tom Maynard,674,12,509,153
Comal,202 - CSCH,Member,10,,Tom Maynard,430,13,349,68
Comal,203,Member,10,,Tom Maynard,2919,102,2498,319
Comal,204,Member,10,,Tom Maynard,3066,72,2703,291
Comal,205,Member,10,,Tom Maynard,2856,74,2567,215
Comal,205 - CSCH,Member,10,,Tom Maynard,4,0,4,0
Comal,206,Member,10,,Tom Maynard,3689,50,3126,513
Comal,207,Member,10,,Tom Maynard,1972,76,1703,193
Comal,208,Member,10,,Tom Maynard,3092,86,2800,206
Comal,301,Member,10,,Tom Maynard,865,13,670,182
Comal,301 - CSCH,Member,10,,Tom Maynard,0,0,0,0
Comal,301 - NB4,Member,10,,Tom Maynard,600,16,436,148
Comal,302,Member,10,,Tom Maynard,844,23,719,102
Comal,302 - NB4,Member,10,,Tom Maynard,267,3,201,63
Comal,303,Member,10,,Tom Maynard,293,4,237,52
Comal,304,Member,10,,Tom Maynard,1545,36,1236,273
Comal,304 - CCWSC,Member,10,,Tom Maynard,0,0,0,0
Comal,305,Member,10,,Tom Maynard,2351,27,1858,466
Comal,305 - CCWSC,Member,10,,Tom Maynard,136,5,102,29
Comal,306,Member,10,,Tom Maynard,1565,46,1192,327
Comal,306 - CCWSC,Member,10,,Tom Maynard,195,5,153,37
Comal,307,Member,10,,Tom Maynard,497,7,389,101
Comal,308,Member,10,,Tom Maynard,548,17,464,67
Comal,308 - NB4,Member,10,,Tom Maynard,554,18,464,72
Comal,401,Member,10,,Tom Maynard,1709,77,1385,247
Comal,402,Member,10,,Tom Maynard,2580,69,2255,256
Comal,403,Member,10,,Tom Maynard,3007,89,2540,378
Comal,404,Member,10,,Tom Maynard,2188,42,1826,320
Comal,404 - FWM,Member,10,,Tom Maynard,0,0,0,0
Comal,404 - CCWSC,Member,10,,Tom Maynard,841,19,732,90
Comal,405,Member,10,,Tom Maynard,2686,37,2200,449
Comal,406,Member,10,,Tom Maynard,2283,119,1941,223
Comal,407,Member,10,,Tom Maynard,2639,54,2146,439
Comal,408,Member,10,,Tom Maynard,2780,72,2412,296
Comal,101,President and Vice President,,,Chase Oliver Mike ter Maat,31,0,22,9
Comal,101 - FED,President and Vice President,,,Chase Oliver Mike ter Maat,0,0,0,0
Comal,101 - NB4,President and Vice President,,,Chase Oliver Mike ter Maat,1,0,1,0
Comal,102,President and Vice President,,,Chase Oliver Mike ter Maat,18,0,14,4
Comal,102 - FED,President and Vice President,,,Chase Oliver Mike ter Maat,0,0,0,0
Comal,103,President and Vice President,,,Chase Oliver Mike ter Maat,36,1,23,12
Comal,103 - FED,President and Vice President,,,Chase Oliver Mike ter Maat,0,0,0,0
Comal,104,President and Vice President,,,Chase Oliver Mike ter Maat,11,1,10,0
Comal,104 - FED,President and Vice President,,,Chase Oliver Mike ter Maat,0,0,0,0
Comal,105,President and Vice President,,,Chase Oliver Mike ter Maat,22,3,13,6
Comal,105 - FED,President and Vice President,,,Chase Oliver Mike ter Maat,0,0,0,0
Comal,106,President and Vice President,,,Chase Oliver Mike ter Maat,21,0,17,4
Comal,106 - FED,President and Vice President,,,Chase Oliver Mike ter Maat,0,0,0,0
Comal,107,President and Vice President,,,Chase Oliver Mike ter Maat,20,0,14,6
Comal,107 - FED,President and Vice President,,,Chase Oliver Mike ter Maat,0,0,0,0
Comal,108,President and Vice President,,,Chase Oliver Mike ter Maat,14,1,11,2
Comal,108 - FED,President and Vice President,,,Chase Oliver Mike ter Maat,0,0,0,0
Comal,109,President and Vice President,,,Chase Oliver Mike ter Maat,14,0,13,1
Comal,109 - FED,President and Vice President,,,Chase Oliver Mike ter Maat,0,0,0,0
Comal,110,President and Vice President,,,Chase Oliver Mike ter Maat,9,0,9,0
Comal,110 - FED,President and Vice President,,,Chase Oliver Mike ter Maat,0,0,0,0
Comal,201,President and Vice President,,,Chase Oliver Mike ter Maat,17,0,9,8
