county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Brooks,1,Registered Voters,,,,1330,,,
Brooks,1,Ballots Cast,,,,587,,,
Brooks,1,President,,REP,Donald J. Trump,229,8,134,87
Brooks,1,President,,DEM,Kamala D. Harris,325,27,209,89
Brooks,1,President,,LIB,Chase Oliver,3,0,2,1
Brooks,1,President,,GRN,Jill Stein,3,0,2,1
Brooks,1,President,,,Over Votes,9,3,2,4
Brooks,1,President,,,Under Votes,18,1,14,3
Brooks,1,U.S. Senate,,REP,Ted Cruz,177,6,105,66
Brooks,1,U.S. Senate,,DEM,Colin Allred,342,27,219,96
Brooks,1,U.S. Senate,,LIB,Ted Brown,15,1,10,4
Brooks,1,U.S. Senate,,,Over Votes,5,2,3,0
Brooks,1,U.S. Senate,,,Under Votes,48,3,26,19
Brooks,1,U.S. House,15,REP,Monica De La Cruz,196,12,122,62
Brooks,1,U.S. House,15,DEM,Michelle Vallejo,325,24,203,98
Brooks,1,U.S. House,15,,Over Votes,0,0,0,0
Brooks,1,U.S. House,15,,Under Votes,66,3,38,25
Brooks,1,Railroad Commissioner,,REP,Christi Craddick,139,6,93,40
Brooks,1,Railroad Commissioner,,DEM,Katherine Culbert,292,23,183,86
Brooks,1,Railroad Commissioner,,LIB,Hawk Dunlap,16,2,9,5
Brooks,1,Railroad Commissioner,,GRN,Eddie Espinoza,37,2,24,11
Brooks,1,Railroad Commissioner,,,Over Votes,10,2,3,5
Brooks,1,Railroad Commissioner,,,Under Votes,93,4,51,38
Brooks,1,"Justice, Supreme Court, Place 2",,REP,Jimmy Blacklock,176,6,114,56
Brooks,1,"Justice, Supreme Court, Place 2",,DEM,DaSean Jones,310,26,192,92
Brooks,1,"Justice, Supreme Court, Place 2",,,Over Votes,0,0,0,0
Brooks,1,"Justice, Supreme Court, Place 2",,,Under Votes,101,7,57,37
Brooks,1,"Justice, Supreme Court, Place 4",,REP,John Devine,169,6,106,57
Brooks,1,"Justice, Supreme Court, Place 4",,DEM,Christine Vinh Weems,312,26,196,90
Brooks,1,"Justice, Supreme Court, Place 4",,,Over Votes,0,0,0,0
Brooks,1,"Justice, Supreme Court, Place 4",,,Under Votes,106,7,61,38
Brooks,1,"Justice, Supreme Court, Place 6",,REP,Jane Bland,155,6,101,48
Brooks,1,"Justice, Supreme Court, Place 6",,DEM,Bonnie Lee Goldstein,313,28,197,88
Brooks,1,"Justice, Supreme Court, Place 6",,LIB,J. David Roberson,23,0,9,14
Brooks,1,"Justice, Supreme Court, Place 6",,,Over Votes,1,0,0,1
Brooks,1,"Justice, Supreme Court, Place 6",,,Under Votes,95,5,56,34
Brooks,1,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,160,6,104,50
Brooks,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,329,28,199,102
Brooks,1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0
Brooks,1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,98,5,60,33
Brooks,1,"Judge, Court of Criminal Appeals, Place 7",,REP,Gina Parker,166,7,105,54
Brooks,1,"Judge, Court of Criminal Appeals, Place 7",,DEM,Nancy Mulder,315,25,196,94
Brooks,1,"Judge, Court of Criminal Appeals, Place 7",,,Over Votes,0,0,0,0
Brooks,1,"Judge, Court of Criminal Appeals, Place 7",,,Under Votes,106,7,62,37
Brooks,1,"Judge, Court of Criminal Appeals, Place 8",,REP,Lee Finley,173,7,107,59
Brooks,1,"Judge, Court of Criminal Appeals, Place 8",,DEM,Chika Anyiam,310,25,195,90
Brooks,1,"Judge, Court of Criminal Appeals, Place 8",,,Over Votes,0,0,0,0
Brooks,1,"Judge, Court of Criminal Appeals, Place 8",,,Under Votes,104,7,61,36
Brooks,1,"Member, State Board of Education",3,DEM,Marisa Perez-Diaz,401,29,244,128
Brooks,1,"Member, State Board of Education",3,,Over Votes,0,0,0,0
Brooks,1,"Member, State Board of Education",3,,Under Votes,186,10,119,57
Brooks,1,State Senate,20,DEM,"Juan ""Chuy"" Hinojosa",429,30,258,141
Brooks,1,State Senate,20,,Over Votes,0,0,0,0
Brooks,1,State Senate,20,,Under Votes,158,9,105,44
Brooks,1,State Representative,31,REP,Ryan Guillen,308,13,187,108
Brooks,1,State Representative,31,,Over Votes,0,0,0,0
Brooks,1,State Representative,31,,Under Votes,279,26,176,77
Brooks,1,"Justice, 4th Court of Appeals District, Place 2",,DEM,Velia J. Meza,383,30,233,120
Brooks,1,"Justice, 4th Court of Appeals District, Place 2",,,Over Votes,0,0,0,0
Brooks,1,"Justice, 4th Court of Appeals District, Place 2",,,Under Votes,204,9,130,65
Brooks,1,"Justice, 4th Court of Appeals District, Place 3",,REP,Todd McCray,149,4,101,44
Brooks,1,"Justice, 4th Court of Appeals District, Place 3",,DEM,Cynthia Marie Chapa,332,29,199,104
Brooks,1,"Justice, 4th Court of Appeals District, Place 3",,,Over Votes,1,0,0,1
Brooks,1,"Justice, 4th Court of Appeals District, Place 3",,,Under Votes,105,6,63,36
Brooks,1,"Justice, 4th Court of Appeals District, Place 4",,REP,Lori Massey Brissette,145,3,100,42
Brooks,1,"Justice, 4th Court of Appeals District, Place 4",,DEM,Luz Elena Chapa,331,29,196,106
Brooks,1,"Justice, 4th Court of Appeals District, Place 4",,,Over Votes,2,0,2,0
Brooks,1,"Justice, 4th Court of Appeals District, Place 4",,,Under Votes,109,7,65,37
Brooks,1,"Justice, 4th Court of Appeals District, Place 5",,REP,Adrian Spears,140,3,95,42
Brooks,1,"Justice, 4th Court of Appeals District, Place 5",,DEM,Liza A. Rodriguez,335,29,200,106
Brooks,1,"Justice, 4th Court of Appeals District, Place 5",,,Over Votes,0,0,0,0
Brooks,1,"Justice, 4th Court of Appeals District, Place 5",,,Under Votes,112,7,68,37
Brooks,1,"Justice, 4th Court of Appeals District, Place 7",,REP,Lori I. Valenzuela,277,10,173,94
Brooks,1,"Justice, 4th Court of Appeals District, Place 7",,,Over Votes,0,0,0,0
Brooks,1,"Justice, 4th Court of Appeals District, Place 7",,,Under Votes,310,29,190,91
Brooks,1,"District Judge, 79th Judicial District",,DEM,Michael Ventura Garcia,403,29,245,129
Brooks,1,"District Judge, 79th Judicial District",,,Over Votes,0,0,0,0
Brooks,1,"District Judge, 79th Judicial District",,,Under Votes,184,10,118,56
Brooks,1,"District Attorney, 79th Judicial District",,DEM,Carlos Omar Garcia,408,25,253,130
Brooks,1,"District Attorney, 79th Judicial District",,,Over Votes,0,0,0,0
Brooks,1,"District Attorney, 79th Judicial District",,,Under Votes,179,14,110,55
Brooks,1,County Attorney,,DEM,David T. Garcia,400,27,239,134
Brooks,1,County Attorney,,,Over Votes,0,0,0,0
