county,precinct,office,district,party,candidate,votes,absentee,early_voting,election_day
Jack,1,Registered Voters,,,,1181,,,
Jack,1,Ballots Cast,,,,781,,,
Jack,1,President,,REP,Donald J. Trump JD Vance,695,50,538,107
Jack,1,President,,DEM,Kamala D. Harris Tim Walz,84,7,59,18
Jack,1,President,,LIB,Chase Oliver Mike ter Maat,1,0,0,1
Jack,1,President,,GRN,Jill Stein Rudolph Ware,0,0,0,0
Jack,1,President,,,Under Votes,1,0,1,0
Jack,1,President,,,Over Votes,0,0,0,0
Jack,1,U.S. Senate,,REP,Ted Cruz,668,43,523,102
Jack,1,U.S. Senate,,DEM,Colin Allred,95,6,68,21
Jack,1,U.S. Senate,,LIB,Ted Brown,6,0,3,3
Jack,1,U.S. Senate,,,Under Votes,12,8,4,0
Jack,1,U.S. Senate,,,Over Votes,0,0,0,0
Jack,1,U.S. House,25,REP,Roger Williams,715,43,556,116
Jack,1,U.S. House,25,(W),Chad Hagg,0,0,0,0
Jack,1,U.S. House,25,,Under Votes,66,14,42,10
Jack,1,U.S. House,25,,Over Votes,0,0,0,0
Jack,1,Railroad Commissioner,,REP,Christi Craddick,646,41,506,99
Jack,1,Railroad Commissioner,,DEM,Katherine Culbert,65,4,48,13
Jack,1,Railroad Commissioner,,LIB,Hawk Dunlap,22,1,16,5
Jack,1,Railroad Commissioner,,GRN,Eddie Espinoza,4,0,3,1
Jack,1,Railroad Commissioner,,,Under Votes,43,10,25,8
Jack,1,Railroad Commissioner,,,Over Votes,1,1,0,0
Jack,1,"Justice, Supreme Court, Place 2",2,REP,Jimmy Blacklock,664,42,520,102
Jack,1,"Justice, Supreme Court, Place 2",2,DEM,DaSean Jones,78,5,54,19
Jack,1,"Justice, Supreme Court, Place 2",2,,Under Votes,39,10,24,5
Jack,1,"Justice, Supreme Court, Place 2",2,,Over Votes,0,0,0,0
Jack,1,"Justice, Supreme Court, Place 4",4,REP,John Devine,670,43,523,104
Jack,1,"Justice, Supreme Court, Place 4",4,DEM,Christine Vinh Weems,73,4,52,17
Jack,1,"Justice, Supreme Court, Place 4",4,,Under Votes,38,10,23,5
Jack,1,"Justice, Supreme Court, Place 4",4,,Over Votes,0,0,0,0
Jack,1,"Justice, Supreme Court, Place 6",6,REP,Jane Bland,659,42,518,99
Jack,1,"Justice, Supreme Court, Place 6",6,DEM,Bonnie Lee Goldstein,74,5,50,19
Jack,1,"Justice, Supreme Court, Place 6",6,LIB,J. David Roberson,11,0,7,4
Jack,1,"Justice, Supreme Court, Place 6",6,,Under Votes,37,10,23,4
Jack,1,"Justice, Supreme Court, Place 6",6,,Over Votes,0,0,0,0
Jack,1,"Presiding Judge, Court of Criminal Appeals",,REP,David J. Schenck,670,43,526,101
Jack,1,"Presiding Judge, Court of Criminal Appeals",,DEM,Holly Taylor,76,4,52,20
Jack,1,"Presiding Judge, Court of Criminal Appeals",,,Under Votes,35,10,20,5
Jack,1,"Presiding Judge, Court of Criminal Appeals",,,Over Votes,0,0,0,0
Jack,1,"Judge, Court of Criminal Appeals, Place 7",7,REP,Gina Parker,672,42,526,104
Jack,1,"Judge, Court of Criminal Appeals, Place 7",7,DEM,Nancy Mulder,75,5,53,17
Jack,1,"Judge, Court of Criminal Appeals, Place 7",7,,Under Votes,34,10,19,5
Jack,1,"Judge, Court of Criminal Appeals, Place 7",7,,Over Votes,0,0,0,0
Jack,1,"Judge, Court of Criminal Appeals, Place 8",8,REP,Lee Finley,670,43,525,102
Jack,1,"Judge, Court of Criminal Appeals, Place 8",8,DEM,Chika Anyiam,74,4,51,19
Jack,1,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,37,10,22,5
Jack,1,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0
Jack,1,"Judge, Court of Criminal Appeals, Place 8",8,REP,Brent Hagenbuch,663,42,520,101
Jack,1,"Judge, Court of Criminal Appeals, Place 8",8,DEM,Dale Frey,76,4,52,20
Jack,1,"Judge, Court of Criminal Appeals, Place 8",8,,Under Votes,42,11,26,5
Jack,1,"Judge, Court of Criminal Appeals, Place 8",8,,Over Votes,0,0,0,0
Jack,1,State Representative,68,REP,David Spiller,680,43,531,106
Jack,1,State Representative,68,DEM,Stacey Swann,67,1,48,18
Jack,1,State Representative,68,,Under Votes,34,13,19,2
Jack,1,State Representative,68,,Over Votes,0,0,0,0
Jack,1,State Representative,68,REP,Bonnie Sudderth,706,44,550,112
Jack,1,State Representative,68,,Under Votes,75,13,48,14
Jack,1,State Representative,68,,Over Votes,0,0,0,0
Jack,1,"Justice, 2nd Court of Appeals District, Place 4",4,REP,Wade Birdwell,696,44,543,109
Jack,1,"Justice, 2nd Court of Appeals District, Place 4",4,,Under Votes,85,13,55,17
Jack,1,"Justice, 2nd Court of Appeals District, Place 4",4,,Over Votes,0,0,0,0
Jack,1,"Justice, 2nd Court of Appeals District, Place 5",5,REP,Dabney Bassel,696,44,540,112
Jack,1,"Justice, 2nd Court of Appeals District, Place 5",5,,Under Votes,85,13,58,14
Jack,1,"Justice, 2nd Court of Appeals District, Place 5",5,,Over Votes,0,0,0,0
Jack,1,"Justice, 2nd Court of Appeals District, Place 6",6,REP,Mike Wallach,700,44,544,112
Jack,1,"Justice, 2nd Court of Appeals District, Place 6",6,,Under Votes,81,13,54,14
Jack,1,"Justice, 2nd Court of Appeals District, Place 6",6,,Over Votes,0,0,0,0
Jack,1,"District Attorney, 271st Judicial District",,REP,James M. Stainton,695,41,543,111
Jack,1,"District Attorney, 271st Judicial District",,,Under Votes,86,16,55,15
Jack,1,"District Attorney, 271st Judicial District",,,Over Votes,0,0,0,0
Jack,1,County Attorney,,REP,Brad Dixon,705,42,548,115
Jack,1,County Attorney,,,Under Votes,76,15,50,11
Jack,1,County Attorney,,,Over Votes,0,0,0,0
Jack,1,Sheriff,,REP,Charles Tbob Hauger Jr,695,43,537,115
Jack,1,Sheriff,,,Under Votes,86,14,61,11
Jack,1,Sheriff,,,Over Votes,0,0,0,0
Jack,1,County Tax Assessor-Collector,,REP,Trasi Ogle,701,43,546,112
Jack,1,County Tax Assessor-Collector,,,Under Votes,80,14,52,14
Jack,1,County Tax Assessor-Collector,,,Over Votes,0,0,0,0
Jack,1,"County Commissioner, Precinct 1",,REP,Gary Oliver,704,43,547,114
Jack,1,"County Commissioner, Precinct 1",,,Under Votes,77,14,51,12
Jack,1,"County Commissioner, Precinct 1",,,Over Votes,0,0,0,0
Jack,1,County Constable,,REP,Clyde Watson,713,43,554,116
Jack,1,County Constable,,,Under Votes,68,14,44,10
Jack,1,County Constable,,,Over Votes,0,0,0,0
Jack,1 - BOWIE,Registered Voters,,,,83,,,
